"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","es_id","study_id","authors","design","published","proto_strength","targetleader","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",14,0.549306144334055,0.00273972602739726,"from_dataset",14,12,"Cicero, Pierro, & van Knippenberg (2010)",1,0,1,1,19.1049731745428,0.549306144334055,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",15,0.287682072451781,0.00273972602739726,"from_dataset",15,12,"Cicero, Pierro, & van Knippenberg (2010)",1,0,1,1,19.1049731745428,0.287682072451781,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",16,0.234189466759367,0.00273972602739726,"from_dataset",16,12,"Cicero, Pierro, & van Knippenberg (2010)",1,0,1,1,19.1049731745428,0.234189466759367,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",17,0.342828254415394,0.00925925925925926,"from_dataset",17,13,"Cookson (2011)",1,1,1,1,10.3923048454133,0.342828254415394,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",18,0.298566263660178,0.00253164556962025,"from_dataset",18,14,"Dai, Hou, Chen, & Zhuang (2017)",1,0,1,1,19.8746069143518,0.298566263660178,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",19,0.741416144081269,0.00543478260869565,"from_dataset",19,15,"Dawson (2016): Study 1",1,1,0,1,13.5646599662505,0.741416144081269,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",20,0.0701146706543252,0.0050761421319797,"from_dataset",20,16,"Dawson (2016): Study 2",0,1,0,1,14.0356688476182,0.0701146706543252,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",21,0.161386696131526,0.0050761421319797,"from_dataset",21,16,"Dawson (2016): Study 2",0,1,0,1,14.0356688476182,0.161386696131526,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",22,-0.0270065638712765,0.00632911392405063,"from_dataset",22,17,"De Cremer, van Dijke, & Mayer (2010): Study 1",0,0,0,0,12.5698050899765,0.0270065638712765,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",23,0.400059650056057,0.00293255131964809,"from_dataset",23,18,"De Cremer, van Dijke, & Mayer (2010): Study 2",1,0,1,1,18.4661853126194,0.400059650056057,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",24,0.484700278594052,0.00293255131964809,"from_dataset",24,18,"De Cremer, van Dijke, & Mayer (2010): Study 2",1,0,1,1,18.4661853126194,0.484700278594052,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",25,0.171666663500579,0.00293255131964809,"from_dataset",25,18,"De Cremer, van Dijke, & Mayer (2010): Study 2",1,0,1,1,18.4661853126194,0.171666663500579,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",26,0.435611223236224,0.00293255131964809,"from_dataset",26,18,"De Cremer, van Dijke, & Mayer (2010): Study 2",1,0,1,1,18.4661853126194,0.435611223236224,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",27,0.435611223236224,0.00847457627118644,"from_dataset",27,19,"De Cremer, van Dijke, & Mayer (2010): Study 3",1,0,1,1,10.8627804912002,0.435611223236224,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",28,0.447692023527421,0.00847457627118644,"from_dataset",28,19,"De Cremer, van Dijke, & Mayer (2010): Study 3",1,0,1,1,10.8627804912002,0.447692023527421,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",29,0.298566263660178,0.00847457627118644,"from_dataset",29,19,"De Cremer, van Dijke, & Mayer (2010): Study 3",1,0,1,1,10.8627804912002,0.298566263660178,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",30,0.662462707371799,0.00526315789473684,"from_dataset",30,20,"De Cremer, van Dijke, & Mayer (2010): Study 4",1,0,1,1,13.7840487520902,0.662462707371799,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",31,0.604155602962267,0.00526315789473684,"from_dataset",31,20,"De Cremer, van Dijke, & Mayer (2010): Study 4",1,0,1,1,13.7840487520902,0.604155602962267,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",32,0.365443754271396,0.00526315789473684,"from_dataset",32,20,"De Cremer, van Dijke, & Mayer (2010): Study 4",1,0,1,1,13.7840487520902,0.365443754271396,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",33,0.41180003447869,0.0172413793103448,"from_dataset",33,21,"de Wolde, Groenendaal, Helsloot, & Schmidt (2014)",1,0,1,1,7.61577310586391,0.41180003447869,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",34,-0.0190022868286808,0.00540540540540541,"from_dataset",34,22,"Ditrich, Giesen, Kaltiainen, Hogg, & Marques (2017) Study 1",0,1,0,1,13.6014705087354,0.0190022868286808,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",35,-0.196490275722959,0.00625,"from_dataset",35,23,"Ditrich, Giesen, Kaltiainen, Hogg, & Marques (2017) Study 2",0,1,0,1,12.6491106406735,0.196490275722959,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",36,0.0450304119590906,0.00625,"from_dataset",36,24,"Ditrich, Giesen, Kaltiainen, Hogg, & Marques (2017) Study 3",0,1,0,1,12.6491106406735,0.0450304119590906,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",37,0.708921359427408,0.00403225806451613,"from_dataset",37,25,"Eisenberger, Karagonlar, Stinglhamber, Neves, Becker, Gonzalez-Morales, & Steiger-Mueller (2010): Study 1",1,0,1,1,15.7480157480236,0.708921359427408,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",38,0.110446915790097,0.00403225806451613,"from_dataset",38,25,"Eisenberger, Karagonlar, Stinglhamber, Neves, Becker, Gonzalez-Morales, & Steiger-Mueller (2010): Study 1",1,0,1,1,15.7480157480236,0.110446915790097,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",39,0.130739850028878,0.00403225806451613,"from_dataset",39,25,"Eisenberger, Karagonlar, Stinglhamber, Neves, Becker, Gonzalez-Morales, & Steiger-Mueller (2010): Study 1",1,0,1,1,15.7480157480236,0.130739850028878,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",40,0.792813631870191,0.00291545189504373,"from_dataset",40,26,"Eisenberger, Karagonlar, Stinglhamber, Neves, Becker, Gonzalez-Morales, & Steiger-Mueller (2010): Study 2",1,0,1,1,18.5202591774521,0.792813631870191,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",41,0.120581028408444,0.00291545189504373,"from_dataset",41,26,"Eisenberger, Karagonlar, Stinglhamber, Neves, Becker, Gonzalez-Morales, & Steiger-Mueller (2010): Study 2",1,0,1,1,18.5202591774521,0.120581028408444,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",42,0.192337169219545,0.00291545189504373,"from_dataset",42,26,"Eisenberger, Karagonlar, Stinglhamber, Neves, Becker, Gonzalez-Morales, & Steiger-Mueller (2010): Study 2",1,0,1,1,18.5202591774521,0.192337169219545,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",43,0.536060336610567,0.00480769230769231,"from_dataset",43,27,"Eisenberger, Shoss, Karagonlar, Gonzalez-Morales, Wickham, & Buffardi (2014): Study 3",1,0,1,1,14.422205101856,0.536060336610567,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",44,0.0300090048631265,0.00480769230769231,"from_dataset",44,27,"Eisenberger, Shoss, Karagonlar, Gonzalez-Morales, Wickham, & Buffardi (2014): Study 3",1,0,1,1,14.422205101856,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",45,0.46604719852364,0.00847457627118644,"from_dataset",45,28,"Fielding & Hogg (1997)",1,0,0,0,10.8627804912002,0.46604719852364,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",46,0.830976515311886,0.00247524752475248,"from_dataset",46,29,"Fransen (2017)",1,1,1,1,20.0997512422418,0.830976515311886,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",47,0.725005087752999,0.00247524752475248,"from_dataset",47,29,"Fransen (2017)",1,1,1,1,20.0997512422418,0.725005087752999,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",48,0.77703226085885,0.00247524752475248,"from_dataset",48,29,"Fransen (2017)",1,1,1,1,20.0997512422418,0.77703226085885,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",49,0.477202012601095,0.00247524752475248,"from_dataset",49,29,"Fransen (2017)",1,1,1,1,20.0997512422418,0.477202012601095,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",50,0.359757028200344,0.00209205020920502,"from_dataset",50,30,"Gaffney, Sherburne, Hackett, Rast III, & Hohman (2019)",1,0,1,1,21.8632111090755,0.359757028200344,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",51,-0.0400213538367682,0.00740740740740741,"from_dataset",51,31,"Gerpott, Van Quaquebeke, Schlamp, & Voelpel: Study 1 (2019)",0,0,0,1,11.6189500386222,0.0400213538367682,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",52,-0.0300090048631265,0.00740740740740741,"from_dataset",52,31,"Gerpott, Van Quaquebeke, Schlamp, & Voelpel: Study 1 (2019)",0,0,0,1,11.6189500386222,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",53,0.181982688600706,0.0045045045045045,"from_dataset",53,32,"Gerpott, Van Quaquebeke, Schlamp, & Voelpel: Study 2 (2019)",0,0,0,1,14.8996644257513,0.181982688600706,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",54,0.161386696131526,0.0045045045045045,"from_dataset",54,32,"Gerpott, Van Quaquebeke, Schlamp, & Voelpel: Study 2 (2019)",0,0,0,1,14.8996644257513,0.161386696131526,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",55,0.100335347731076,0.0117647058823529,"from_dataset",55,33,"Giessner & van Knippenberg (2008): Study 1",0,0,0,0,9.2195444572929,0.100335347731076,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",56,0.726924199954314,0.00740740740740741,"from_dataset",56,34,"Giessner & van Knippenberg (2008): Study 2",0,0,0,1,11.6189500386222,0.726924199954314,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",57,0.245591335913038,0.00740740740740741,"from_dataset",57,34,"Giessner & van Knippenberg (2008): Study 2",0,0,0,1,11.6189500386222,0.245591335913038,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",58,0.972955074527657,0.0175438596491228,"from_dataset",58,35,"Giessner & van Knippenberg (2008): Study 3",1,0,1,1,7.54983443527075,0.972955074527657,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",59,0.647522844827373,0.0175438596491228,"from_dataset",59,35,"Giessner & van Knippenberg (2008): Study 3",1,0,1,1,7.54983443527075,0.647522844827373,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",60,0.807158923558204,0.0108695652173913,"from_dataset",60,36,"Giessner & van Knippenberg (2008): Study 4",0,0,0,1,9.59166304662544,0.807158923558204,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",61,0.287031149351022,0.0108695652173913,"from_dataset",61,36,"Giessner & van Knippenberg (2008): Study 4",0,0,0,1,9.59166304662544,0.287031149351022,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",62,0.37562268846662,0.0121951219512195,"from_dataset",62,37,"Giessner, van Knippenberg, & Sleebos (2009): Study 1",0,0,0,1,9.05538513813742,0.37562268846662,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",63,0.0962965535578922,0.0121951219512195,"from_dataset",63,37,"Giessner, van Knippenberg, & Sleebos (2009): Study 1",0,0,0,1,9.05538513813742,0.0962965535578922,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",64,0.829114038301766,0.00490196078431373,"from_dataset",64,38,"Giessner, van Knippenberg, & Sleebos (2009): Study 2",1,0,1,1,14.2828568570857,0.829114038301766,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",65,0.907644983319124,0.00490196078431373,"from_dataset",65,38,"Giessner, van Knippenberg, & Sleebos (2009): Study 2",1,0,1,1,14.2828568570857,0.907644983319124,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",66,0.355110520613461,0.0105263157894737,"from_dataset",66,39,"Giessner, van Knippenberg, & Sleebos (2009): Study 3",0,0,0,0,9.74679434480896,0.355110520613461,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",67,0.174757576814892,0.0105263157894737,"from_dataset",67,39,"Giessner, van Knippenberg, & Sleebos (2009): Study 3",0,0,0,0,9.74679434480896,0.174757576814892,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",68,1.27074706220873,0.0135135135135135,"from_dataset",68,40,"Gleibs & Haslam (2016): Study 3",1,0,0,0,8.60232526704263,1.27074706220873,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",69,1.04537054846688,0.001953125,"from_dataset",69,41,"Gnc (2011)",1,1,1,1,22.6274169979695,1.04537054846688,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",70,1.02032775832234,0.001953125,"from_dataset",70,41,"Gnc (2011)",1,1,1,1,22.6274169979695,1.02032775832234,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",71,0.41180003447869,0.001953125,"from_dataset",71,41,"Gnc (2011)",1,1,1,1,22.6274169979695,0.41180003447869,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",72,0.298566263660178,0.00307692307692308,"from_dataset",72,42,"Grille, Schulte, & Kauffeld (2015)",1,0,1,1,18.0277563773199,0.298566263660178,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",73,0.153187102731967,0.00552486187845304,"from_dataset",73,43,"Hains, Hogg, & Duck (1997)",0,0,0,0,13.4536240470737,0.153187102731967,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",74,-0.271478450974392,0.0212765957446809,"from_dataset",74,44,"Halevy, Berson, & Galinsky (2011): Study 5",1,0,1,1,6.85565460040104,0.271478450974392,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",75,-0.252215358940071,0.0212765957446809,"from_dataset",75,44,"Halevy, Berson, & Galinsky (2011): Study 5",1,0,1,1,6.85565460040104,0.252215358940071,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",76,0.0902441878561468,0.00925925925925926,"from_dataset",76,45,"Hirst, van Dick, & van Knippenberg (2009)",1,0,1,1,10.3923048454133,0.0902441878561468,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",77,0.120581028408444,0.00925925925925926,"from_dataset",77,45,"Hirst, van Dick, & van Knippenberg (2009)",1,0,1,1,10.3923048454133,0.120581028408444,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",78,0.298566263660178,0.0140845070422535,"from_dataset",78,46,"Hogg, Hains, & Mason (1998): Study 1",1,0,0,0,8.42614977317636,0.298566263660178,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",79,0.459896681212679,0.0140845070422535,"from_dataset",79,46,"Hogg, Hains, & Mason (1998): Study 1",1,0,0,0,8.42614977317636,0.459896681212679,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",80,0.217359589595118,0.0062111801242236,"from_dataset",80,47,"Hogg, Hains, & Mason (1998): Study 2",0,0,0,0,12.6885775404495,0.217359589595118,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",81,0.0170016379506967,0.00401606425702811,"from_dataset",81,48,"Hogg, Fielding, Johnson, Masser, Russell, & Svensson (2006)",0,0,0,0,15.7797338380595,0.0170016379506967,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",82,0.365443754271396,0.00245098039215686,"from_dataset",82,49,"Hussain (2018)",1,1,1,1,20.1990098767242,0.365443754271396,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",83,0.202732554054082,0.00245098039215686,"from_dataset",83,49,"Hussain (2018)",1,1,1,1,20.1990098767242,0.202732554054082,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",84,0.120581028408444,0.00245098039215686,"from_dataset",84,49,"Hussain (2018)",1,1,1,1,20.1990098767242,0.120581028408444,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",85,0.151140435936467,0.00245098039215686,"from_dataset",85,49,"Hussain (2018)",1,1,1,1,20.1990098767242,0.151140435936467,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",86,0.91181028564852,0.00191938579654511,"from_dataset",86,50,"Janson, Levy, Sitkin, & Lind (2008): Study 1",1,0,1,1,22.8254244210266,0.91181028564852,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",87,1.00096706641233,0.00380228136882129,"from_dataset",87,51,"Janson, Levy, Sitkin, & Lind (2008): Study 2",1,0,1,1,16.2172747402269,1.00096706641233,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",88,0.522984277591344,0.00416666666666667,"from_dataset",88,52,"Kalshoven & Den Hartog (2009)",1,0,1,1,15.4919333848297,0.522984277591344,"CRAN",NA,NA,"CRAN"
"psymetadata_steffens2020","psymetadata","steffens2020","Studies on Social Identity Theory and Leadership: Leader Group Prototypicality",89,0.647522844827373,0.00416666666666667,"from_dataset",89,52,"Kalshoven & Den Hartog (2009)",1,0,1,1,15.4919333848297,0.647522844827373,"CRAN",NA,NA,"CRAN"
