"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","variable","latentclass","estimate","pvalue","proportion","precision","abs_yi","source","repo","branch","repo_license"
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Italy_italy_c4.csv","Elenoar12","data/LPA/Italy/italy_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Italy/italy_c4.csv",11,0.043,0.0016,"estimate","Physical Inactivity",3,0.043,0.288,3.4,25,0.043,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Italy_italy_c4.csv","Elenoar12","data/LPA/Italy/italy_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Italy/italy_c4.csv",12,0.182,0.001521,"estimate","Sleep Problems",3,0.182,0,3.4,25.6410256410256,0.182,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Italy_italy_c4.csv","Elenoar12","data/LPA/Italy/italy_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Italy/italy_c4.csv",13,0.235,0.001296,"estimate","Undietary Behavior",3,0.235,0,3.4,27.7777777777778,0.235,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Italy_italy_c4.csv","Elenoar12","data/LPA/Italy/italy_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Italy/italy_c4.csv",14,2.263,2.5e-05,"estimate","Smoking",3,2.263,0,3.4,200,2.263,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Italy_italy_c4.csv","Elenoar12","data/LPA/Italy/italy_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Italy/italy_c4.csv",15,0.938,0.0016,"estimate","Alcohol",3,0.938,0,3.4,25,0.938,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Italy_italy_c4.csv","Elenoar12","data/LPA/Italy/italy_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Italy/italy_c4.csv",16,0.279,0.001024,"estimate","Physical Inactivity",4,0.279,0,5.2,31.25,0.279,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Italy_italy_c4.csv","Elenoar12","data/LPA/Italy/italy_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Italy/italy_c4.csv",17,0.293,0.001156,"estimate","Sleep Problems",4,0.293,0,5.2,29.4117647058824,0.293,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Italy_italy_c4.csv","Elenoar12","data/LPA/Italy/italy_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Italy/italy_c4.csv",18,0.3,0.001024,"estimate","Undietary Behavior",4,0.3,0,5.2,31.25,0.3,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Italy_italy_c4.csv","Elenoar12","data/LPA/Italy/italy_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Italy/italy_c4.csv",19,3.594,1.6e-05,"estimate","Smoking",4,3.594,0,5.2,250,3.594,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Italy_italy_c4.csv","Elenoar12","data/LPA/Italy/italy_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Italy/italy_c4.csv",20,1.216,0.001089,"estimate","Alcohol",4,1.216,0,5.2,30.3030303030303,1.216,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
