"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","study_id","es_id","ni","author","comparison","age","test","model","year","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Dahlin,  et al.  2008 comp 1 2008",0.504155010694737,0.162142285874771,"from_dataset",1006,20,26,"Dahlin,  et al.  2008 comp 1","Non-Active","adults","3-back",1,2008,2.48342960648434,0.504155010694737,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Dahlin,  et al.  2008 comp 1 2008",-0.417066639873684,0.160465285609029,"from_dataset",1006,21,26,"Dahlin,  et al.  2008 comp 1","Non-Active","adults","computation span",1,2008,2.49637286514164,0.417066639873684,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 1 2014",0.107483813426573,0.106818852404139,"from_dataset",1007,22,38,"Foster  et al 2014 comp 1","Active","adults","Keep track",1,2014,3.05968027037004,0.107483813426573,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 1 2014",0.278793491748252,0.107739304476703,"from_dataset",1007,23,38,"Foster  et al 2014 comp 1","Active","adults","Reading span with images",1,2014,3.04658231131106,0.278793491748252,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 1 2014",0.463834290769231,0.109650736136602,"from_dataset",1007,24,38,"Foster  et al 2014 comp 1","Active","adults","Rotation span",1,2014,3.0199115573563,0.463834290769231,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 1 2014",0.00934510475524476,0.106659370731531,"from_dataset",1007,25,38,"Foster  et al 2014 comp 1","Active","adults","Running shape span",1,2014,3.06196689860664,0.00934510475524476,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 1 2014",-0.113409222377622,0.106837058651563,"from_dataset",1007,26,38,"Foster  et al 2014 comp 1","Active","adults","Running icons span",1,2014,3.05941955713931,0.113409222377622,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 1 2014",-0.121432607692308,0.106863267817034,"from_dataset",1007,27,38,"Foster  et al 2014 comp 1","Active","adults","Change detection orientation",1,2014,3.05904435922438,0.121432607692308,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 4 2014",-0.15307925877551,0.104205453883661,"from_dataset",1007,28,39,"Foster  et al 2014 comp 4","Active","adults","Keep track",1,2014,3.09780998459006,0.15307925877551,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 4 2014",0.511298657632653,0.10742615765771,"from_dataset",1007,29,39,"Foster  et al 2014 comp 4","Active","adults","Reading span with images",1,2014,3.05101946770399,0.511298657632653,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 4 2014",-0.196654839183673,0.104411691390666,"from_dataset",1007,30,39,"Foster  et al 2014 comp 4","Active","adults","Rotation span",1,2014,3.09474902274529,0.196654839183673,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 4 2014",0.0746094768979592,0.1039636682547,"from_dataset",1007,31,39,"Foster  et al 2014 comp 4","Active","adults","Running shape span",1,2014,3.1014101411053,0.0746094768979592,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 4 2014",-0.168041906938776,0.104270476417412,"from_dataset",1007,32,39,"Foster  et al 2014 comp 4","Active","adults","Running icons span",1,2014,3.09684394476135,0.168041906938776,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 4 2014",0.0931888643265306,0.10400585786826,"from_dataset",1007,33,39,"Foster  et al 2014 comp 4","Active","adults","Change detection orientation",1,2014,3.10078103919625,0.0931888643265306,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al. 2014 comp 3 2014",0.0690703248920863,0.109647951280887,"from_dataset",1007,34,37,"Foster  et al. 2014 comp 3","Active","adults","Keep track",1,2014,3.01994990720444,0.0690703248920863,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al. 2014 comp 3 2014",0.0994766843741007,0.109721280547311,"from_dataset",1007,35,37,"Foster  et al. 2014 comp 3","Active","adults","Reading span with images",1,2014,3.01894058739541,0.0994766843741007,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al. 2014 comp 3 2014",-0.290182159942446,0.11078454076501,"from_dataset",1007,36,37,"Foster  et al. 2014 comp 3","Active","adults","Rotation span",1,2014,3.00441844185299,0.290182159942446,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al. 2014 comp 3 2014",-0.333875502215827,0.11117469098008,"from_dataset",1007,37,37,"Foster  et al. 2014 comp 3","Active","adults","Running shape span",1,2014,2.99914203995702,0.333875502215827,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al. 2014 comp 3 2014",-0.0719511649496403,0.109653764227171,"from_dataset",1007,38,37,"Foster  et al. 2014 comp 3","Active","adults","Running icons span",1,2014,3.01986985961386,0.0719511649496403,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al. 2014 comp 3 2014",0.121357726330935,0.109790420107017,"from_dataset",1007,39,37,"Foster  et al. 2014 comp 3","Active","adults","Change detection orientation",1,2014,3.01798986193897,0.121357726330935,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster et al   2014 comp 2 2014",-0.00788950628571429,0.10388917946201,"from_dataset",1007,40,39,"Foster et al   2014 comp 2","Active","adults","Keep track",1,2014,3.10252180115765,0.00788950628571429,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster et al   2014 comp 2 2014",0.704013777306122,0.110595653772708,"from_dataset",1007,41,39,"Foster et al   2014 comp 2","Active","adults","Reading span with images",1,2014,3.00698297962262,0.704013777306122,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster et al   2014 comp 2 2014",1.72918393567347,0.144352343238757,"from_dataset",1007,42,39,"Foster et al   2014 comp 2","Active","adults","Rotation span",1,2014,2.63201330879789,1.72918393567347,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster et al   2014 comp 2 2014",0.601318496326531,0.108781567000887,"from_dataset",1007,43,39,"Foster et al   2014 comp 2","Active","adults","Running shape span",1,2014,3.03195216193789,0.601318496326531,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster et al   2014 comp 2 2014",0.156880701061224,0.10422139946989,"from_dataset",1007,44,39,"Foster et al   2014 comp 2","Active","adults","Running icons span",1,2014,3.09757299733981,0.156880701061224,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster et al   2014 comp 2 2014",-0.279566592,0.104946023811018,"from_dataset",1007,45,39,"Foster et al   2014 comp 2","Active","adults","Change detection orientation",1,2014,3.08686051535983,0.279566592,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison,  et al. 2013 comp 2 2013",0.308242519685039,0.120877758648397,"from_dataset",1008,46,34,"Harrison,  et al. 2013 comp 2","Active","adults","reading span",1,2013,2.87625111945162,0.308242519685039,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison,  et al. 2013 comp 2 2013",0.894474441322835,0.131915398820529,"from_dataset",1008,47,34,"Harrison,  et al. 2013 comp 2","Active","adults","keep track",1,2013,2.75329187143049,0.894474441322835,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison,  et al. 2013 comp 2 2013",0.178956639874016,0.119891704058471,"from_dataset",1008,48,34,"Harrison,  et al. 2013 comp 2","Active","adults","rotation span",1,2013,2.88805482600354,0.178956639874016,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison,  et al. 2013 comp 2 2013",-0.0908621941463415,0.123196300733204,"from_dataset",1008,49,33,"Harrison,  et al. 2013 comp 2","Active","adults","visual arrays",1,2013,2.8490571854429,0.0908621941463415,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison, et al. 2013 comp 1 2013",1.08082629160839,0.122907352401086,"from_dataset",1008,50,38,"Harrison, et al. 2013 comp 1","Active","adults","reading span",1,2013,2.85240420672167,1.08082629160839,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison, et al. 2013 comp 1 2013",0.734306821818182,0.114158396885921,"from_dataset",1008,51,38,"Harrison, et al. 2013 comp 1","Active","adults","keep track",1,2013,2.95968893801002,0.734306821818182,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison, et al. 2013 comp 1 2013",1.3866833448951,0.133405131865735,"from_dataset",1008,52,38,"Harrison, et al. 2013 comp 1","Active","adults","rotation span",1,2013,2.73787572876489,1.3866833448951,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison, et al. 2013 comp 1 2013",-0.179989932834532,0.110043231082588,"from_dataset",1008,53,37,"Harrison, et al. 2013 comp 1","Active","adults","visual arrays",1,2013,3.01452113573065,0.179989932834532,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Heffernan 2014 2014",0.565105610507463,0.225561482986073,"from_dataset",1009,54,19,"Heffernan 2014","Active","adults","MoveSpan",1,2014,2.10555955295108,0.565105610507463,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Heffernan 2014 2014",0.012839511880597,0.216112089954313,"from_dataset",1009,55,19,"Heffernan 2014","Active","adults","SymSp Overall",1,2014,2.15109934660913,0.012839511880597,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Heffernan 2014 2014",0.247671174686567,0.217923226202167,"from_dataset",1009,56,19,"Heffernan 2014","Active","adults","OSPAN Overall",1,2014,2.14214192029177,0.247671174686567,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Heinzel,  et al 2014 comp 1 2014",-0.0643776713513514,0.135647602639513,"from_dataset",1010,57,30,"Heinzel,  et al 2014 comp 1","Non-Active","adults","digit span backward",1,2014,2.71515069536258,0.0643776713513514,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi et al  2008 comp  5 2008",2.01519724894118,0.433514866650892,"from_dataset",1011,58,15,"Jaeggi et al  2008 comp  5","Non-Active","adults","digit span backward",1,2008,1.5187909556738,2.01519724894118,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi et al  2008 comp  5 2008",1.04865263623529,0.318351348847569,"from_dataset",1011,59,15,"Jaeggi et al  2008 comp  5","Non-Active","adults","reading span",1,2008,1.77233842332622,1.04865263623529,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi et al  2008 comp  5 2008",-0.468795346823529,0.284132888181132,"from_dataset",1011,60,15,"Jaeggi et al  2008 comp  5","Non-Active","adults","visuospatial span backward",1,2008,1.8760277021217,0.468795346823529,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi et al  2008 comp 1 2008",0.481736632470588,0.284611264520159,"from_dataset",1011,61,15,"Jaeggi et al  2008 comp 1","Active","adults","digit span backward",1,2008,1.87445041969838,0.481736632470588,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi et al  2008 comp 2 2008",0.3066991928,0.261242984676543,"from_dataset",1011,62,16,"Jaeggi et al  2008 comp 2","Non-Active","adults","digit span backward",1,2008,1.95649022108503,0.3066991928,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al.  2010 comp 2 2010",-0.41463829787234,0.0675718486964653,"from_dataset",1012,63,61,"Jaeggi,  et al.  2010 comp 2","Non-Active","adults","operation span",1,2010,3.84695494137094,0.41463829787234,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al.  2010 comp 2 2010",1.11557446808511,0.0766666605318037,"from_dataset",1012,64,61,"Jaeggi,  et al.  2010 comp 2","Non-Active","adults","n back",1,2010,3.61157573707214,1.11557446808511,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al.  2010 comp1 2010",-0.266772908366534,0.0625792600605851,"from_dataset",1012,65,65,"Jaeggi,  et al.  2010 comp1","Non-Active","adults","operation span",1,2010,3.9974660878631,0.266772908366534,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al.  2010 comp1 2010",1.32423529411765,0.0747740044039007,"from_dataset",1012,66,66,"Jaeggi,  et al.  2010 comp1","Non-Active","adults","n back",1,2010,3.65699764265945,1.32423529411765,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jausovec & Jausovec 2012 2012",0.376678316336449,0.142962971549081,"from_dataset",1013,67,29,"Jausovec & Jausovec 2012","Non-Active","adults","Digit span backward",1,2012,2.64477186780875,0.376678316336449,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Kundu,  et al, 2013 comp 1 2013",-0.368,0.159660089494993,"from_dataset",1014,68,26,"Kundu,  et al, 2013 comp 1","Active","adults","operation span",1,2013,2.50265978949514,0.368,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Kundu,  et al, 2013 comp 1 2013",0.221291175728155,0.146373500395129,"from_dataset",1014,69,28,"Kundu,  et al, 2013 comp 1","Active","adults","Color-in-location task",1,2013,2.61377843585641,0.221291175728155,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Lindeløv et al 2014 comp 1 2014",0.145234235238095,0.229101092190265,"from_dataset",1015,70,18,"Lindeløv et al 2014 comp 1","Active","adults","Wechsler WM index",1,2014,2.08923080241624,0.145234235238095,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Lindeløv et al 2014 comp 1 2014",0.0204159771428571,0.228450175697001,"from_dataset",1015,71,18,"Lindeløv et al 2014 comp 1","Active","adults","Operation span",1,2014,2.09220507781233,0.0204159771428571,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 1 2012",1.05903341457534,0.080996912768232,"from_dataset",1016,72,57,"Minear, et al 2012 comp 1","Active","adults","letter nback",1,2012,3.51370880596988,1.05903341457534,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 1 2012",0.299304188383562,0.0716092825771701,"from_dataset",1016,73,57,"Minear, et al 2012 comp 1","Active","adults","Operation span",1,2012,3.73693323438183,0.299304188383562,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 1 2012",-0.0673828264109589,0.0708356661207416,"from_dataset",1016,74,57,"Minear, et al 2012 comp 1","Active","adults","Letter-number span",1,2012,3.7572838768237,0.0673828264109589,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 1 2012",-0.233288261260274,0.0712894423037527,"from_dataset",1016,75,57,"Minear, et al 2012 comp 1","Active","adults","Reading span",1,2012,3.74530673343255,0.233288261260274,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 1 2012",0.51819840690411,0.0732371268164659,"from_dataset",1016,76,57,"Minear, et al 2012 comp 1","Active","adults","Object n-back",1,2012,3.69516938425116,0.51819840690411,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 1 2012",0.126949680986301,0.0709409688282813,"from_dataset",1016,77,57,"Minear, et al 2012 comp 1","Active","adults","symmetry span",1,2012,3.75449423985883,0.126949680986301,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 1 2012",0.526186306849315,0.0733130164645287,"from_dataset",1016,78,57,"Minear, et al 2012 comp 1","Active","adults","alignment span",1,2012,3.69325636985467,0.526186306849315,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 1 2012",-0.169011264328767,0.0710542113257113,"from_dataset",1016,79,57,"Minear, et al 2012 comp 1","Active","adults","rotation span",1,2012,3.75150118825592,0.169011264328767,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 2 2012",0.116412556053812,0.0696843144741048,"from_dataset",1016,80,58,"Minear, et al 2012 comp 2","Active","adults","letter nback",1,2012,3.78819637369775,0.116412556053812,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 2 2012",0.459730941704036,0.0714514990143127,"from_dataset",1016,81,58,"Minear, et al 2012 comp 2","Active","adults","Operation span",1,2012,3.74105702110805,0.459730941704036,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 2 2012",-0.293004484304933,0.0703302526313308,"from_dataset",1016,82,58,"Minear, et al 2012 comp 2","Active","adults","Letter-number span",1,2012,3.77076017208567,0.293004484304933,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 2 2012",-0.12627802690583,0.0697057051702989,"from_dataset",1016,83,58,"Minear, et al 2012 comp 2","Active","adults","Reading span",1,2012,3.78761508429594,0.12627802690583,"CRAN",NA,NA,"CRAN"
