"dataset_id","source_pkg","object","title","slab","yi","vi","measure","year","article","species","amniotes","environment","reprounit"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bluhm, C.K. & Gowaty, P.A. 2004",0.0320109293824655,0.0217391304347826,"ZCOR","2004",19,"Anas_platyrhynchos","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Braccini, J.M., Hamlett, W.C., Gillanders, B.M. & Walker, T.I. 2007",1.07946334016988,0.0144927536231884,"ZCOR","2007",20,"Squalus_megalops","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Campbell, M.T. & Slade, N.A. 1995",0.439222781428215,0.0384615384615385,"ZCOR","1995",21,"Sigmodon_hispidus","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Hodge, S.J., Bell, M.B., Mwanguhya, F., Kyabulima, S., Waldick, R.C. & Russell, A.F. 2009",0.565436575443166,0.0277777777777778,"ZCOR","2009",23,"Mungos_mungo","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Fox, C.W. 1994",0.211079993340167,0.00520833333333333,"ZCOR","1994",24,"Callosobruchus_maculatus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Crespi, E.J. & Lessig, H. 2004",0.0701146706543251,0.142857142857143,"ZCOR","2004",25,"Plethodon_cinereus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bowman, J.E. & Lee, P.C. 1995",0.558683512291903,0.0357142857142857,"ZCOR","1995",26,"Macaca_mulatta","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bowman, J.E. & Lee, P.C. 1995",0.576339754969193,0.0357142857142857,"ZCOR","1995",26,"Macaca_mulatta","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Fox, C.W., Thakar, M.S. & Mousseau, T.A. 1997",0.301844856437642,0.0151515151515152,"ZCOR","1997",30,"Stator_limbatus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Fox, C.W., Thakar, M.S. & Mousseau, T.A. 1997",0.132774772051389,0.0192307692307692,"ZCOR","1997",30,"Stator_limbatus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Johnston, T.A. & Leggett, W.C. 2002",0.287682072451781,0.000911577028258888,"ZCOR","2002",31,"Sander_vitreus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Du, W.G., Ji, X., Zhang, Y.P., Lin, Z.H. & Xu, X.F. 2010",0.533431795176765,0.00366300366300366,"ZCOR","2010",32,"Takydromus_septentrionalis","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A. & Roberts, J.D. 2009",0.151140435936467,0.0333333333333333,"ZCOR","2009",34,"Crinia_georgiana","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ferreiro, R. & Galin, P. 2004",0.550640367940972,0.0153846153846154,"ZCOR","2004",36,"Anguis_fragilis","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Gignac, A. & Gregory, P.T. 2005",0.290940262008008,0.0526315789473684,"ZCOR","2005",39,"Thamnophis_ordinoides","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.502396766725227,0.0212765957446809,"ZCOR","2000",42,"Gammarus_minus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.33834602991675,0.0212765957446809,"ZCOR","2000",42,"Gammarus_minus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.239475207617771,0.0212765957446809,"ZCOR","2000",42,"Gammarus_minus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.345074338781844,0.0212765957446809,"ZCOR","2000",42,"Gammarus_minus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.343950879133442,0.0212765957446809,"ZCOR","2000",42,"Gammarus_minus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",-0.0902441878561468,0.0212765957446809,"ZCOR","2000",42,"Gammarus_minus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",-0.130739850028878,0.0212765957446809,"ZCOR","2000",42,"Gammarus_minus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.269328615080577,0.0212765957446809,"ZCOR","2000",42,"Gammarus_minus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.111459277062863,0.0212765957446809,"ZCOR","2000",42,"Gammarus_minus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.184050430681648,0.0212765957446809,"ZCOR","2000",42,"Gammarus_minus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Baron, J.P., Tully, T. & Le Galliard, J.F. 2010",0.46235296439972,0.0526315789473684,"ZCOR","2010",43,"Vipera_ursinii","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.201691103979578,0.0263157894736842,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",-0.107411175916069,0.0238095238095238,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.359757028200344,0.027027027027027,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.221555353862266,0.03125,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.22891654681274,0.027027027027027,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.288767472087844,0.024390243902439,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.253280612489767,0.0303030303030303,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.328308421086246,0.0238095238095238,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.0420247221712258,0.025,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.29202765864463,0.0285714285714286,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",-0.0872205032631205,0.0285714285714286,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",-0.12362598118313,0.024390243902439,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.272554287044803,0.0294117647058824,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.384951707289887,0.024390243902439,"ZCOR","2000",44,"Gammarus_minus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Green, B.S & Chambers, R.C. 2007",-0.37688590118819,0.166666666666667,"ZCOR","2007",45,"Microgadus_tomcod","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Green, B.S & Chambers, R.C. 2007",0.151140435936467,0.0909090909090909,"ZCOR","2007",45,"Microgadus_tomcod","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Gregerson, F, Haugen, T.O. & Larsen, O.N. 2006",0.677666067757962,0.00684931506849315,"ZCOR","2006",46,"Salmo_trutta","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Huang, W.B., Chiu, T.S. & Shih, C.T. 1999",0.970673267943409,0.0769230769230769,"ZCOR","1999",47,"Acanthopagrus_schlegelii","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Huang, W.B., Chiu, T.S. & Shih, C.T. 1999",0.680739596000083,0.0909090909090909,"ZCOR","1999",47,"Acanthopagrus_schlegelii","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Kudo, S. 2001",0.847955755218963,0.04,"ZCOR","2001",48,"Sastragala_scutellata","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Kudo, S. 2001",0.540015896974004,0.04,"ZCOR","2001",48,"Elasmucha_dorsalis","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ito, K. 1997",0.398891397929912,0.0625,"ZCOR","1997",49,"Haminoea_callidegenita","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ilano, A.S., Fujinaga, K. & Nakao, S. 2004",1.3892237969297,0.0833333333333333,"ZCOR","2004",50,"Buccinum_isaotakii","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Lislevand, T., Byrkjedal, I., Borge, T. & S_tre, G.P. 2005",0.275785503982305,0.027027027027027,"ZCOR","2005",52,"Vanellus_vanellus","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Macip-Rios, R., Robleda, P.B., Casas-Andreu, Arias-Cisneros, M.L & Sustauta-Rodrigues, V.H. 2012",0.354092528962243,0.0185185185185185,"ZCOR","2012",53,"Kinosternon_integrum","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Marshall, D.S. & Keough, M.J. 2003",0.444055026670094,0.0588235294117647,"ZCOR","2003",54,"Ciona_intestinalis","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Marshall, D.S. & Keough, M.J. 2003",0.522984277591344,0.0833333333333333,"ZCOR","2003",54,"Styela_plicata","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Marshall, D.S. & Keough, M.J. 2003",1.24191190632458,0.333333333333333,"ZCOR","2003",54,"Pyura_fissa","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Marshall, D.S. & Keough, M.J. 2003",0.94607290103212,0.1,"ZCOR","2003",54,"Uniophora_granifera","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Moland, E., Olsen, E.M. & Stenseth, N.C. 2010",0.72989319003329,0.0238095238095238,"ZCOR","2010",55,"Homarus_gammarus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Nasution, S., Roberts, D., Farnsworth, K., Parker, G.A. & Elwood, R.W. 2010",1.11836655084367,0.0277777777777778,"ZCOR","2010",57,"Buccinum_undatum","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Parker, T.H. 2005",0.72014643519823,0.0147058823529412,"ZCOR","2005",58,"Gallus_gallus","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Goodman, B.A. 2006",0.484700278594052,0.015625,"ZCOR","2006",59,"Carlia_rubrigularis","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Goodman, B.A. 2006",0.41180003447869,0.015625,"ZCOR","2006",59,"Carlia_rubrigularis","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Higashitani, T., Takatsu, T., Nakaya, M., Joh, M. & Takahashi, T. 2007",0.202732554054082,0.00793650793650794,"ZCOR","2007",62,"Pseudopleuronectes_yokohamae","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ji, X. & Du, W.G., Qu, Y.F. & Lin, L.H. 2009",0.367724780125317,0.0212765957446809,"ZCOR","2009",63,"Naja_atra","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Kim, J.Y. & Thorp, R.W. 2001",0.522984277591344,0.04,"ZCOR","2001",64,"Megachile_apicalis","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Kim, J.Y. & Thorp, R.W. 2001",0.21317134656486,0.05,"ZCOR","2001",64,"Megachile_apicalis","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Kudo S 2006",0.647522844827373,0.0476190476190476,"ZCOR","2006",65,"Elasmucha_signoreti","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Madsen, T. & Shine, R. 1992",0.342828254415394,0.0357142857142857,"ZCOR","1992",67,"Vipera_berus","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Madsen, T. & Shine, R. 1996",1.07143168405867,0.0188679245283019,"ZCOR","1996",68,"Liasis_fuscus","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Madsen, T. & Shine, R. 1996",0.354092528962243,0.0188679245283019,"ZCOR","1996",68,"Liasis_fuscus","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","McKee, D. 1997",0.0200026673068496,0.00315457413249211,"ZCOR","1997",70,"Daphnia_magna","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Morag, N., Bouskila, A., Rapp, O., Segoli, M., Keasae, T. & Harari, A.R. 2011",-0.174757576814892,0.024390243902439,"ZCOR","2011",71,"Copidosoma_koehleri","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ojanguren, A.F., Reyes-Gavilin, F.G. & Braa, F. 1996",1.12412802867433,0.0909090909090909,"ZCOR","1996",72,"Salmo_trutta","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ojanguren, A.F., Reyes-Gavilin, F.G. & Braa, F. 1996",1.50473365097207,0.0909090909090909,"ZCOR","1996",72,"Salmo_trutta","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Radder, R.S. & Shanbhag, B.A. 2004",0.320545409301946,0.0454545454545455,"ZCOR","2004",74,"Calotes_versicolor","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Rowe, J.W. 1995",0.725005087752999,0.0476190476190476,"ZCOR","1995",76,"Chrysemys_picta","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Rowe, J.W. 1995",0.950479380596523,0.0333333333333333,"ZCOR","1995",76,"Chrysemys_picta","yes","wild","single"
