"dataset_id","source_pkg","object","title","slab","yi","vi","measure","article","experiment","sample","pairing","stimuli","condition","gen_difficulty","manip_type","present_style","word_status","memory_test","memory_type","gen_constraint","learning_type","stimuli_relation","gen_mode","gen_task","attention","pacing","filler_task","age_grp","retention_delay"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",81,0.61,0.00154990246872589,"from_dataset",24,"2",2,39,8,"generate","low","within","mixed","words","recognition","item","high","intentional","antonym","verbal/speaking","word fragment","full","timed","no","younger","long"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",82,0.437,0.00135368236220221,"from_dataset",24,"2",2,39,8,"generate","high","within","mixed","words","recognition","item","medium","intentional","antonym","verbal/speaking","word stem","full","timed","no","younger","long"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",83,0.13,0.000267323830469801,"from_dataset",24,"2",2,39,8,"read","low","within","mixed","words","recognition","item",NA,"intentional","antonym","verbal/speaking","word fragment","full","timed","no","younger","long"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",84,0.28,0.000620475290082038,"from_dataset",33,"1",1,40,75,"generate",NA,"within","mixed","non-words","free recall","item","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",85,0.26,0.000555431896698679,"from_dataset",33,"1",1,40,75,"read",NA,"within","mixed","non-words","free recall","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",86,0.253,0.000533369632490618,"from_dataset",33,"1",2,41,75,"generate",NA,"within","mixed","non-words","free recall","item","high","intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",87,0.253,0.000533369632490618,"from_dataset",33,"1",2,41,75,"read",NA,"within","mixed","non-words","free recall","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",88,0.645,0.00134158448153486,"from_dataset",33,"3",1,42,12,"generate",NA,"within","mixed","non-words","recognition","item","medium","intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",89,0.783,0.000912801834907347,"from_dataset",33,"3",1,43,12,"generate",NA,"within","mixed","words","recognition","item","medium","intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",90,0.798,0.000856744207569873,"from_dataset",33,"3",1,44,12,"generate",NA,"within","mixed","words","recognition","item","medium","intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",91,0.727,0.00111415234117743,"from_dataset",33,"3",1,45,12,"generate",NA,"within","mixed","words","recognition","item","medium","intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",92,0.719,0.00114084386193041,"from_dataset",33,"3",1,42,12,"read",NA,"within","mixed","non-words","recognition","item",NA,"intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",93,0.764,0.000983129979660008,"from_dataset",33,"3",1,43,12,"read",NA,"within","mixed","words","recognition","item",NA,"intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",94,0.623,0.00138020542408049,"from_dataset",33,"3",1,44,12,"read",NA,"within","mixed","words","recognition","item",NA,"intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",95,0.525,0.00140266482018947,"from_dataset",33,"3",1,45,12,"read",NA,"within","mixed","words","recognition","item",NA,"intentional",NA,"writing/typing","letter transposition","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",96,0.86,0.000625,"from_dataset",34,"1",1,46,30,"generate",NA,"within","mixed","words",NA,"item","low","incidental",NA,"writing/typing","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",97,0.59,0.00225625,"from_dataset",34,"1",1,46,30,"read",NA,"within","mixed","words",NA,"item",NA,"incidental",NA,"writing/typing","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",98,0.76,0.0016,"from_dataset",34,"1",1,47,30,"generate",NA,"within","mixed","words","recognition","item","low","incidental",NA,"writing/typing","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",99,0.6,0.003025,"from_dataset",34,"1",1,47,30,"read",NA,"within","mixed","words","recognition","item",NA,"incidental",NA,"writing/typing","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",100,0.78,0.000672222222222222,"from_dataset",34,"4",1,48,64,"generate",NA,"within","mixed","words","recognition","source","low","intentional",NA,"writing/typing","word fragment","full","timed","no","younger","long"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",101,0.59,0.0018,"from_dataset",34,"4",1,48,32,"read",NA,"within","mixed","words","recognition","source",NA,"intentional",NA,"writing/typing","word fragment","full","timed","no","younger","long"
