"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","systemreplicate","species","behaviour","hostgroup","nid","area","nyears","estimate","t","r2","linearlower","linearupper","sig","rarea","rbehaviour","system","contacttype","search_string","unique_name","ott_id","tip","obs","r","rlower","rupper","rep","precision","abs_yi","source","repo","branch","repo_license"
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",11,0.504060213008121,0.00471698113207547,"from_dataset",11,"KenyanElephants_GOG","Loxodonta_africana","Proximity","LargeHerbivore",151,4.06733643633298,2,0.465304305035352,7.67201804941536,0.216508096284432,0.345754137670054,0.58485447240065,1,11677.138635026,"Proximity","KenyanElephants","GOG","loxodonta africana","Loxodonta africana",541936,"Loxodonta_africana",11,0.465304305035352,0.353509956549976,0.563994035525251,"Proximity_Strength",14.560219778561,0.504060213008121,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",12,0.0140653283860877,9.97406742469579e-05,"from_dataset",12,"KielderVoles_TrapProximity","Microtus_agrestis","Proximity","SmallMammal",9140,-1.30037904203439,6,0.0140644009286081,1.40847681753435,0.00019780737348063,-0.00550925964503579,0.0336380615022521,0,0.050075,"Proximity","KielderVoles","TrapProximity","microtus agrestis","Microtus agrestis",754333,"Microtus_agrestis",12,0.014064400928608,-0.00550882577843768,0.0336268549767215,"Proximity_Strength",100.129915609672,0.0140653283860877,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",13,0.105931143212933,0.000243486729973216,"from_dataset",13,"LiverpoolMice_TrapProximity","Apodemus_sylvaticus","Proximity","SmallMammal",4054,-1.54668165995296,4,0.105536681523513,6.80222206254287,0.0111379911469954,0.0751188187306129,0.135954544316414,1,0.0284,"Proximity","LiverpoolMice","TrapProximity","apodemus sylvaticus","Apodemus sylvaticus",794922,"Apodemus_sylvaticus",13,0.105536681523513,0.0752054779129959,0.13567277745086,"Proximity_Strength",64.0858798800485,0.105931143212933,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",14,0.325027876683691,0.0037593984962406,"from_dataset",14,"MooreaSharks_GOG","Carcharhinus_melanopterus","Proximity","Shark",105,1.07003330903101,3,0.314046052914871,5.40500621018512,0.0986249233514096,0.199648089903461,0.428444015926281,1,11.7498766936997,"Proximity","MooreaSharks","GOG","carcharhinus melanopterus","Carcharhinus melanopterus",517931,"Carcharhinus_melanopterus",14,0.31404605291487,0.202036464104088,0.417946231220834,"Proximity_Strength",16.3095064303001,0.325027876683691,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",15,0.320048282720315,0.000351370344342937,"from_dataset",15,"MorayDolphins_Census","Tursiops_truncatus","Proximity","Cetacean",687,3.27756158716418,32,0.309550578059812,17.3699384467322,0.0958215603771641,0.274607102121735,0.344494053997888,1,1894.7921951919,"Proximity","MorayDolphins","Census","tursiops truncatus","Tursiops truncatus",124230,"Tursiops_truncatus",15,0.309550578059813,0.275964863624687,0.342381300242206,"Proximity_Strength",53.3479146733966,0.320048282720315,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",16,0.102574607688445,0.00316455696202532,"from_dataset",16,"MountainLake_TrapProximity","Peromyscus_leucopus","Proximity","SmallMammal",272,-1.61083391563547,2,0.10221636735103,1.82949321851926,0.010448185754441,-0.00770927357477684,0.212142008276838,0,0.0245,"Proximity","MountainLake","TrapProximity","peromyscus leucopus","Peromyscus leucopus",764828,"Peromyscus_leucopus",16,0.102216367351031,-0.00768182946616779,0.209674826813373,"Proximity_Strength",17.7763888346312,0.102574607688445,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",17,-0.00708979532240142,4.73059274327073e-05,"from_dataset",17,"MultimammateMice_TrapProximity","Mastomys_natalensis","Proximity","SmallMammal",18631,-3.58335949266172,25,-0.00708967653480149,-1.03083659414176,5.02635133681206e-05,-0.0205702867280403,0.00639093365843731,0,0.000261,"Proximity","MultimammateMice","TrapProximity","mastomys natalensis","Mastomys natalensis",271584,"Mastomys_natalensis",17,-0.00708967653480189,-0.020567390456359,0.0063906136706704,"Proximity_Strength",145.392572024846,0.00708979532240142,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",18,0.467520253046613,0.00847457627118644,"from_dataset",18,"PalmyraSharks_GOG","Carcharhinus_amblyrhynchos","Proximity","Shark",41,1.71085819523649,4,0.43619355011606,5.28787541329642,0.190264813162852,0.272856344302868,0.599530755929253,1,51.3875834715712,"Proximity","PalmyraSharks","GOG","carcharhinus amblyrhynchos","Carcharhinus amblyrhynchos",517925,"Carcharhinus_amblyrhynchos",18,0.43619355011606,0.279455125371796,0.570288007141518,"Proximity_Strength",10.8627804912002,0.467520253046613,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",19,0.338348084971396,0.00108459869848156,"from_dataset",19,"PotomacDolphins_GOG","Tursiops_truncatus","Proximity","Cetacean",861,2.35753028098602,3,0.326001836650427,10.4765786575733,0.106277197499452,0.264933157415223,0.38707051588563,1,227.787706026666,"Proximity","PotomacDolphins","GOG","tursiops truncatus","Tursiops truncatus",124230,"Tursiops_truncatus",19,0.326001836650427,0.267157288212809,0.382424213981128,"Proximity_Strength",30.364452901378,0.338348084971396,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",20,-0.0193181768179361,0.0217391304347826,"from_dataset",20,"PrairieDogs_GOG","Cynomys_ludovicianus","Proximity","SmallMammal",49,3.60100521608154,1,-0.0193157740472216,-0.132446985439522,0.000373099127043197,-0.312703540298717,0.274071992204274,0,3990.29694868176,"Proximity","PrairieDogs","GOG","cynomys ludovicianus","Cynomys ludovicianus",580345,"Cynomys_ludovicianus",20,-0.0193157740472184,-0.298888935538855,0.263310993060005,"Proximity_Strength",6.78232998312527,0.0193181768179361,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",21,0.410195130546287,0.004739336492891,"from_dataset",21,"ReticulatedGiraffes_GOG","Giraffa_camelopardalis","Proximity","LargeHerbivore",214,2.27675380731728,1,0.388638350851521,6.14143573231073,0.15103976775259,0.263897074980711,0.51337962672233,1,189.127119164626,"Proximity","ReticulatedGiraffes","GOG","giraffa camelopardalis","Giraffa camelopardalis",768674,"Giraffa_camelopardalis",21,0.388638350851521,0.268517691456313,0.496857301229532,"Proximity_Strength",14.5258390463339,0.410195130546287,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",22,-0.00440084695903317,0.00252525252525253,"from_dataset",22,"RockHyraxes_GOG","Procavia_capensis","Proximity","SmallMammal",196,-1.02768142691487,14,-0.00440081854818119,-0.0876865375013582,1.93672038940607e-05,-0.103068438007975,0.0942668009116129,0,0.0938250000000025,"Proximity","RockHyraxes","GOG","procavia capensis","Procavia capensis",561114,"Procavia_capensis",22,-0.00440081854818631,-0.10253116848761,0.0938143622448621,"Proximity_Strength",19.8997487421324,0.00440084695903317,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",23,0.827252120918119,0.000146972369194591,"from_dataset",23,"RumDeer_GOG","Cervus_elaphus","Proximity","LargeHerbivore",987,1.29299404006743,47,0.678997765439707,76.29627288006,0.461037965472114,0.661551986498951,0.696443544380464,1,19.6333333333331,"Proximity","RumDeer","GOG","cervus elaphus","Cervus elaphus",936014,"Cervus_elaphus",23,0.678997765439706,0.665983940195977,0.691598411944688,"Proximity_Strength",82.4863625092052,0.827252120918119,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",24,0.0215668063278769,0.000460829493087558,"from_dataset",24,"RumDeer_Dominance","Cervus_elaphus","Proximity","LargeHerbivore",391,1.22829990895539,22,0.0215634631809234,1.00496148214469,0.000464982944355041,-0.0205149522376182,0.0636418785994649,0,16.9160869565219,"Direct","RumDeer","Dominance","cervus elaphus","Cervus elaphus",936014,"Cervus_elaphus",24,0.0215634631809234,-0.0205047475939193,0.0635554535957829,"Proximity_Strength",46.5832587954084,0.0215668063278769,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",25,0.321897372092234,0.000503271263210871,"from_dataset",25,"SerengetiLions_Census","Panthera_leo","Proximity","Carnivore",1990,3.49087803065569,30,0.311221526469823,14.6015849844028,0.0968588385382056,0.269420955824619,0.353022097115028,1,3096.54952727273,"Proximity","SerengetiLions","Census","panthera leo","Panthera leo",563151,"Panthera_leo",25,0.311221526469821,0.270986418821595,0.350371020434926,"Proximity_Strength",44.5757781760453,0.321897372092234,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",26,0.167072754598435,0.000241779497098646,"from_dataset",26,"SharkBayDolphins_Census","Tursiops_aduncus","Proximity","Cetacean",770,2.67221537347356,12,0.165535399777716,10.796101261575,0.0274019685795684,0.13547469880891,0.195596100746523,1,470.127194284986,"Proximity","SharkBayDolphins","Census","tursiops aduncus","Tursiops aduncus",257323,"Tursiops_aduncus",26,0.165535399777716,0.1357534859807,0.195018423076252,"Proximity_Strength",64.3117407632541,0.167072754598435,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",27,-0.0858483777777528,0.00185528756957328,"from_dataset",27,"SilwoodMice_CoTrapping","Apodemus_sylvaticus","Proximity","SmallMammal",497,-3.6903698325741,2,-0.0856380984102385,-1.99738735551373,0.00733388389932166,-0.169860437521309,-0.00141575929916779,1,0.000204,"Proximity","SilwoodMice","CoTrapping","apodemus sylvaticus","Apodemus sylvaticus",794922,"Apodemus_sylvaticus",27,-0.0856380984102383,-0.168643381729896,-0.00142675162354878,"Proximity_Strength",23.2163735324878,0.0858483777777528,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",28,0.160542299096027,0.00184162062615101,"from_dataset",28,"SleepyLizards_GPSProximity","Tiliqua_rugosa","Proximity","Ectotherm",199,0.224880219906894,9,0.159177108548649,3.76056326945898,0.0253373518859085,0.0760307720628762,0.242323445034422,1,1.67834106134508,"Proximity","SleepyLizards","GPSProximity","tiliqua rugosa","Tiliqua rugosa",87622,"Tiliqua_rugosa",28,0.159177108548649,0.0762837049483705,0.239885298699438,"Proximity_Strength",23.3023603954621,0.160542299096027,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",29,0.130363585017717,6.37755102040816e-05,"from_dataset",29,"SoaySheep_GOG","Ovis_aries","Proximity","LargeHerbivore",5670,0.331475500581163,34,0.129630075790344,16.3709013414721,0.0168039565494106,0.114109250950107,0.145150900630582,1,2.1452380952381,"Proximity","SoaySheep","GOG","ovis aries","Ovis aries",70819,"Ovis_aries",29,0.129630075790345,0.114210879962924,0.14498683248304,"Proximity_Strength",125.219806739988,0.130363585017717,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",30,0.37421748061779,0.000829875518672199,"from_dataset",30,"TayDolphins_Census","Tursiops_truncatus","Proximity","Cetacean",266,3.16701896654086,13,0.357675178957355,13.3010879640954,0.127931533642175,0.304917484770628,0.410432873144081,1,1468.99043010214,"Proximity","TayDolphins","Census","tursiops truncatus","Tursiops truncatus",124230,"Tursiops_truncatus",30,0.357675178957354,0.307476206021562,0.405888820621667,"Proximity_Strength",34.7131099154196,0.37421748061779,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",31,0.115791750592472,0.000271886895051658,"from_dataset",31,"VulturineGuineafowl_GPSProximity","Acryllium_vulturinum","Proximity","Bird",49,0.852638501001441,5,0.115277009529604,7.03902591669843,0.013288788926088,0.083168427193185,0.147385591866023,1,7.12259910834527,"Proximity","VulturineGuineafowl","GPSProximity","acryllium vulturinum","Acryllium vulturinum",684040,"Acryllium_vulturinum",31,0.115277009529602,0.0832805775681125,0.147036003112781,"Proximity_Strength",60.6465168002253,0.115791750592472,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",32,0.118454365835697,0.000271591526344378,"from_dataset",32,"WaterDragons_CensusProximity","Intellagama_lesueurii","Proximity","Ectotherm",1254,-1.2642791495128,11,0.11790342948525,7.20554916980355,0.0139012186843832,0.0858222601300646,0.149984598840435,1,0.0544152777774622,"Proximity","WaterDragons","CensusProximity","intellagama lesueurii","Intellagama lesueurii",913385,"Intellagama_lesueurii",32,0.117903429485249,0.0859415629951493,0.149622861961085,"Proximity_Strength",60.6794858251123,0.118454365835697,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",33,0.172868692375351,0.000751314800901578,"from_dataset",33,"WildCrickets_Fight","Gryllus_campestris","Proximity","Ectotherm",1334,-3.07617403368827,10,0.171167051197239,6.34058537643814,0.0292981594155587,0.118208790392592,0.224125312001886,1,0.000839123659313769,"Direct","WildCrickets","Fight","gryllus campestris","Gryllus campestris",599281,"Gryllus_campestris",33,0.17116705119724,0.118585235606008,0.222791549865216,"Proximity_Strength",36.4828726939094,0.172868692375351,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",34,0.1158846471223,0.000751314800901578,"from_dataset",34,"WildCrickets_Mate","Gryllus_campestris","Proximity","Ectotherm",1334,-3.07617403368827,10,0.115368670595205,4.23886535746923,0.0133099301549051,0.0619760587320145,0.168761282458396,1,0.000839123659313769,"Direct","WildCrickets","Mate","gryllus campestris","Gryllus campestris",599281,"Gryllus_campestris",34,0.115368670595206,0.062081852061071,0.167999648440545,"Proximity_Strength",36.4828726939094,0.1158846471223,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",35,0.244710316880771,0.00210970464135021,"from_dataset",35,"WoodchesterBadgers_CoTrapping","Meles_meles","Proximity","Carnivore",477,0.838907338938596,8,0.239939877937818,5.38672681425688,0.057571145024815,0.152414584051295,0.327465171824341,1,6.9009255,"Proximity","WoodchesterBadgers","CoTrapping","meles meles","Meles meles",923113,"Meles_meles",35,0.239939877937818,0.153464117193597,0.322768448482731,"Proximity_Strength",21.7715410570772,0.244710316880771,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",36,0.319255652711594,0.000200400801603206,"from_dataset",36,"WythamBadgers_CoTrapping","Meles_meles","Proximity","Carnivore",1585,0.725053625137006,32,0.308833723358644,22.9395552793607,0.0953782686835642,0.282440456605341,0.335226990111947,1,5.3095,"Proximity","WythamBadgers","CoTrapping","meles meles","Meles meles",923113,"Meles_meles",36,0.308833723358645,0.283523854950098,0.333713633414945,"Proximity_Strength",70.6399320497975,0.319255652711594,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",37,0.186908093824508,0.003690036900369,"from_dataset",37,"WythamMice_CoTrapping","Apodemus_sylvaticus","Proximity","SmallMammal",274,-3.42021640338319,1,0.184761562117929,3.10054668960289,0.0341368348362572,0.0674453176511595,0.302077806584698,1,0.00038,"Proximity","WythamMice","CoTrapping","apodemus sylvaticus","Apodemus sylvaticus",794922,"Apodemus_sylvaticus",37,0.184761562117929,0.0677448391832202,0.296764083927746,"Proximity_Strength",16.4620776331543,0.186908093824508,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",38,0.429347033647637,0.000348310693138279,"from_dataset",38,"WythamTits_GOG","Parus_major","Proximity","Bird",1966,1.08959312853212,3,0.404775470766973,23.7226136869795,0.163843181734626,0.371318793607174,0.438232147926772,1,12.2911672565001,"Proximity","WythamTits","GOG","parus major","Parus major",515143,"Parus_major",38,0.404775470766975,0.373744094035162,0.434901734576458,"Proximity_Strength",53.5817132984753,0.429347033647637,"GitHub","DensityMetaAnalysis","main",NA
"gh_gfalbery_DensityMetaAnalysis_Output_MetaDFOutput.csv","gfalbery","Output/MetaDFOutput.csv","gfalbery / DensityMetaAnalysis / Output/MetaDFOutput.csv",39,0.600904860459742,0.0188679245283019,"from_dataset",39,"AcornWoodpeckers_HRO","Melanerpes_formicivorus","Indirect","Bird",37,0.699524266394787,3,0.537693132659888,4.68631373429363,0.289113904909605,0.307659488693187,0.76772677662659,1,5.00638525144644,"Indirect","AcornWoodpeckers","HRO","melanerpes formicivorus","Melanerpes formicivorus",576224,"Melanerpes_formicivorus",39,0.537693132659889,0.320032307410587,0.70143845693394,"Indirect_Strength",7.28010988928052,0.600904860459742,"GitHub","DensityMetaAnalysis","main",NA
