"dataset_id","source_pkg","object","title","slab","yi","vi","measure","year"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","O'Rourke 1988",-0.0413852161628543,0.472401979444233,"RR",1988
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Kennedy 1988",-0.424430389741016,0.131271543136733,"RR",1988
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Meinertz 1988",-0.817530900247681,0.150947333996015,"RR",1988
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","ISIS-2 1988",-0.262695666998092,0.00200330575124539,"RR",1988
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","AIMS 1988",-0.645137961373585,0.0436593788779309,"RR",1988
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Wisenberg 1988",-1.41098697371026,0.635609756097561,"RR",1988
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","NHF-ACTG 1988",0.819518296280128,0.448407339011236,"RR",1988
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Brunelli 1988",-0.954161005929565,0.431661925082978,"RR",1988
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","ASSET 1988",-0.305633133102644,0.00877788026455109,"RR",1988
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","APSIM 1989",0.214775301643693,0.2921918767507,"RR",1989
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Armstrong 1989",-0.795112107216633,0.44138418079096,"RR",1989
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","TEAHAT 1990",-0.0898644459720361,0.132203352203352,"RR",1990
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Cassagnes 1990",0.060624621816435,0.268382352941176,"RR",1990
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Bonaduce 1990",0,0.9,"RR",1990
