"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","study_id","response_units","region","movement","samp_control","samp_treatment","genus_species","impact","precision","abs_yi","source","repo","branch","repo_license"
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",18,-0.0235713625731203,0.00952561699551943,"from_dataset",18,"songbirds","calls/day","terrestrial","motile",211,173,"Catharus ustulatus","during",10.2459785479762,0.0235713625731203,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",19,-0.165812849852084,0.0600228667611313,"from_dataset",19,"songbirds","calls/day","terrestrial","motile",104,64,"Contopus cooperi","during",4.0817051839193,0.165812849852084,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",20,0.0810014506778756,0.156205779656173,"from_dataset",20,"songbirds","calls/day","terrestrial","motile",24,19,"Contopus sordidulus","during",2.53018018687105,0.0810014506778756,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",21,-0.182881859277975,0.0733052766394545,"from_dataset",21,"songbirds","calls/day","terrestrial","motile",60,74,"Leiothlypis celata","during",3.69345133810987,0.182881859277975,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",22,0.128324497296891,0.123440045037775,"from_dataset",22,"songbirds","calls/day","terrestrial","motile",57,43,"Regulus calendula","during",2.846242926053,0.128324497296891,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",23,0.139365288652908,0.0405246950708878,"from_dataset",23,"songbirds","calls/day","terrestrial","motile",97,81,"Troglodytes pacificus","during",4.96752569438615,0.139365288652908,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",24,0.109886463169052,0.00971064940451729,"from_dataset",24,"songbirds","calls/day","terrestrial","motile",211,129,"Catharus ustulatus","after",10.1478926117446,0.109886463169052,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",25,0.322713638927693,0.0919084776180629,"from_dataset",25,"songbirds","calls/day","terrestrial","motile",104,58,"Contopus cooperi","after",3.29854348477699,0.322713638927693,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",26,-0.626800340862964,0.234589695541857,"from_dataset",26,"songbirds","calls/day","terrestrial","motile",24,17,"Contopus sordidulus","after",2.06464569129096,0.626800340862964,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",27,-0.579927848039632,0.0710115059888668,"from_dataset",27,"songbirds","calls/day","terrestrial","motile",60,44,"Leiothlypis celata","after",3.7526290691538,0.579927848039632,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",28,0.637026845475365,0.250240251966385,"from_dataset",28,"songbirds","calls/day","terrestrial","motile",57,28,"Regulus calendula","after",1.99903968423231,0.637026845475365,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",29,0.248711423272185,0.0534872567990253,"from_dataset",29,"songbirds","calls/day","terrestrial","motile",97,61,"Troglodytes pacificus","after",4.32389199771043,0.248711423272185,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",30,-0.461345566502621,0.0824212010385088,"from_dataset",30,"Mammals_McClement_2022","counts","terrestrial","motile",8,8,"Alces alces","during",3.48321699458858,0.461345566502621,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",31,0.0645385211375712,0.21964285719232,"from_dataset",31,"Mammals_McClement_2022","counts","terrestrial","motile",8,8,"Canis lupus","during",2.13373979843607,0.0645385211375712,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",32,-0.2484613592985,0.0588373814119862,"from_dataset",32,"Mammals_McClement_2022","counts","terrestrial","motile",8,8,"Lepus americanus","during",4.12262024862953,0.2484613592985,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",33,-0.53062825106217,0.0860899654176363,"from_dataset",33,"Mammals_McClement_2022","counts","terrestrial","motile",8,8,"Odocoileus hemionus","during",3.40818949360946,0.53062825106217,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",34,-0.419853845560264,0.12020656170203,"from_dataset",34,"Mammals_McClement_2022","counts","terrestrial","motile",8,8,"Rangifer tarandus","during",2.8842699978052,0.419853845560264,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",35,-0.405465108108164,0.0900550696656529,"from_dataset",35,"Mammals_McClement_2022","counts","terrestrial","motile",8,8,"Tamiasciurus hudsonicus","during",3.33231399247595,0.405465108108164,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",36,0.0143887373949566,0.116646734334579,"from_dataset",36,"Mammals_McClement_2022","counts","terrestrial","motile",8,6,"Alces alces","after",2.92795034758101,0.0143887373949566,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",37,-0.810930216616329,0.221714285981168,"from_dataset",37,"Mammals_McClement_2022","counts","terrestrial","motile",8,6,"Canis lupus","after",2.12374887237671,0.810930216616329,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",38,-0.328504066972036,0.0490610229202387,"from_dataset",38,"Mammals_McClement_2022","counts","terrestrial","motile",8,6,"Lepus americanus","after",4.51472914478444,0.328504066972036,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",39,0.372239460533898,0.0327288050131935,"from_dataset",39,"Mammals_McClement_2022","counts","terrestrial","motile",8,6,"Odocoileus hemionus","after",5.52757858524683,0.372239460533898,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",40,-0.70271663142225,0.147710248852195,"from_dataset",40,"Mammals_McClement_2022","counts","terrestrial","motile",8,6,"Rangifer tarandus","after",2.60192446765849,0.70271663142225,"GitHub","2021NAmericanHeatwave","main",NA
"gh_baumlab_2021NAmericanHeatwave_data_tidy_data_fig3_effectsizes.csv","baumlab","data/tidy_data/fig3/effectsizes.csv","baumlab / 2021NAmericanHeatwave / data/tidy_data/fig3/effectsizes.csv",41,-0.559615787935423,0.0685455135035153,"from_dataset",41,"Mammals_McClement_2022","counts","terrestrial","motile",8,6,"Tamiasciurus hudsonicus","after",3.81953490206965,0.559615787935423,"GitHub","2021NAmericanHeatwave","main",NA
