"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","contrast","estimate","tratio","pvalue","precision","abs_yi","source","repo","branch","repo_license"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",11,-0.0184857248224934,0.0037170143134791,"estimate",11,"STBR - STDI",-0.0184857248224934,-0.303207100320267,0.999999629067391,16.4022294625594,0.0184857248224934,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",12,-0.122556859803517,0.00457611070929513,"estimate",12,"STBR - STPO",-0.122556859803517,-1.81171284470994,0.727809781036929,14.782631079276,0.122556859803517,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",13,-0.322656103759402,0.00244249291468895,"estimate",13,"STBR - STIN",-0.322656103759402,-6.5286476266531,4.78078698851192e-09,20.2340744544581,0.322656103759402,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",14,-0.0608781539982538,0.00509555271352427,"estimate",14,"STBR - STGL",-0.0608781539982538,-0.852836591044433,0.997668592212503,14.0089101760361,0.0608781539982538,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",15,-0.130382160494446,0.00295327304485362,"estimate",15,"STBR - CAAN",-0.130382160494446,-2.39919955650505,0.327296357997934,18.4012870120161,0.130382160494446,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",16,-0.132150177429189,0.00344212846188205,"estimate",16,"STBR - CACO",-0.132150177429189,-2.25244509420339,0.4214835369482,17.0445862277433,0.132150177429189,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",17,-0.196609258043079,0.00312159571089702,"estimate",17,"STBR - CAIN",-0.196609258043079,-3.51897058512975,0.0163380042416967,17.8982954320427,0.196609258043079,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",18,-0.339728393421165,0.0131060386672673,"estimate",18,"STTO - STDI",-0.339728393421165,-2.96753686551949,0.089292495337408,8.73502751899985,0.339728393421165,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",19,-0.443799528402188,0.0140041544383258,"estimate",19,"STTO - STPO",-0.443799528402188,-3.75023420529005,0.00714915285474149,8.45028884729108,0.443799528402188,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",20,-0.643898772358074,0.0118961616233295,"estimate",20,"STTO - STIN",-0.643898772358074,-5.90356255028408,2.19447765514857e-07,9.16846374572847,0.643898772358074,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",21,-0.382120822596925,0.0146163594979194,"estimate",21,"STTO - STGL",-0.382120822596925,-3.16068413045271,0.0515671473315935,8.2714260609313,0.382120822596925,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",22,-0.451624829093118,0.012393805085362,"estimate",22,"STTO - CAAN",-0.451624829093118,-4.05672416738997,0.00217310320068498,8.98250916703596,0.451624829093118,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",23,-0.45339284602786,0.0128953821844649,"estimate",23,"STTO - CACO",-0.45339284602786,-3.99261610481818,0.00281215410347813,8.80608536238977,0.45339284602786,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",24,-0.51785192664175,0.0125493334410538,"estimate",24,"STTO - CAIN",-0.51785192664175,-4.62269528519861,0.000184638359356226,8.92667391463932,0.51785192664175,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",25,-0.104071134981024,0.00436654790111094,"estimate",25,"STDI - STPO",-0.104071134981024,-1.57492971291734,0.860127241133304,15.1332039686558,0.104071134981024,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",26,-0.304170378936909,0.00223237797826608,"estimate",26,"STDI - STIN",-0.304170378936909,-6.43773438279886,8.5193710974707e-09,21.1648958235154,0.304170378936909,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",27,-0.0423924291757604,0.00508176284289052,"estimate",27,"STDI - STGL",-0.0423924291757604,-0.594676951683809,0.999873970229589,14.0279045868841,0.0423924291757604,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",28,-0.111896435671953,0.00267941469501306,"estimate",28,"STDI - CAAN",-0.111896435671953,-2.16170429464581,0.484162421243911,19.3187949344811,0.111896435671953,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",29,-0.113664452606696,0.00321842096547411,"estimate",29,"STDI - CACO",-0.113664452606696,-2.0035640957233,0.596706081569595,17.6270069469835,0.113664452606696,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",30,-0.178123533220585,0.00281206956152739,"estimate",30,"STDI - CAIN",-0.178123533220585,-3.35898660031341,0.0278559363340999,18.8576239174062,0.178123533220585,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",31,-0.200099243955885,0.00309867566542444,"estimate",31,"STPO - STIN",-0.200099243955885,-3.59465642368773,0.0125542483233552,17.9643678437897,0.200099243955885,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",32,0.0616787058052632,0.00575467684325621,"estimate",32,"STPO - STGL",0.0616787058052632,0.813064093305684,0.998393491275572,13.1822495736657,0.0616787058052632,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",33,-0.00782530069092929,0.00361023068922855,"estimate",33,"STPO - CAAN",-0.00782530069092929,-0.130236752286293,0.999999999802439,16.6430348724179,0.00782530069092929,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",34,-0.009593317625672,0.00409751227421389,"estimate",34,"STPO - CACO",-0.009593317625672,-0.149867924268094,0.999999999304475,15.6221163643162,0.009593317625672,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",35,-0.0740523982395617,0.00378020306069447,"estimate",35,"STPO - CAIN",-0.0740523982395617,-1.20442999698904,0.971688736677912,16.2645643574253,0.0740523982395617,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",36,0.261777949761149,0.0036093625549839,"estimate",36,"STIN - STGL",0.261777949761149,4.35730346776573,0.000611592931332838,16.6450362673457,0.261777949761149,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",37,0.192273943264956,0.0014665314373801,"estimate",37,"STIN - CAAN",0.192273943264956,5.02082107140968,2.6852089877849e-05,26.1128522469159,0.192273943264956,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",38,0.190505926330213,0.00195463737516632,"estimate",38,"STIN - CACO",0.190505926330213,4.30898905563183,0.000754694169016856,22.618661469685,0.190505926330213,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",39,0.126046845716324,0.00163904363292678,"estimate",39,"STIN - CAIN",0.126046845716324,3.11341292873567,0.0592632748745879,24.7004430062661,0.126046845716324,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",40,-0.0695040064961925,0.00418791167106882,"estimate",40,"STGL - CAAN",-0.0695040064961925,-1.07401682095287,0.987080796520642,15.4525886361918,0.0695040064961925,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",41,-0.0712720234309352,0.00461517540948119,"estimate",41,"STGL - CACO",-0.0712720234309352,-1.04911955648884,0.98906377326233,14.7199350598692,0.0712720234309352,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",42,-0.135731104044825,0.00440703589590159,"estimate",42,"STGL - CAIN",-0.135731104044825,-2.04458931915262,0.567464987423098,15.0635282424093,0.135731104044825,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",43,-0.00176801693474271,0.00245819991097139,"estimate",43,"CAAN - CACO",-0.00176801693474271,-0.0356597111697605,1,20.1693267010193,0.00176801693474271,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",44,-0.0662270975486324,0.00211087319784289,"estimate",44,"CAAN - CAIN",-0.0662270975486324,-1.44146681744434,0.913875622152792,21.7655139784109,0.0662270975486324,"GitHub","Germination.Fitness","main","MIT"
"gh_StreptanthusDimensions_Germination.Fitness_Results_bud.sept1.pheno.contrasts.csv","StreptanthusDimensions","Results/bud.sept1.pheno.contrasts.csv","StreptanthusDimensions / Germination.Fitness / Results/bud.sept1.pheno.contrasts.csv",45,-0.0644590806138897,0.00263032099000778,"estimate",45,"CACO - CAIN",-0.0644590806138897,-1.25683924023915,0.96262403383559,19.4982495603315,0.0644590806138897,"GitHub","Germination.Fitness","main","MIT"
