"dataset_id","source_pkg","object","title","slab","yi","vi","measure","type","struct"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",24,0.0500417292784913,0.0185185185185185,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",25,0.365443754271396,0.00367647058823529,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",26,-0.0801713250375897,0.0238095238095238,"ZCOR","p",NA
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",27,0.244774112659353,0.0131578947368421,"ZCOR","p",NA
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",28,0.161386696131526,0.00961538461538462,"ZCOR","p",NA
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",29,0.255412811882995,0.0357142857142857,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",30,0.829114038301766,0.00247524752475248,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",31,0.708921359427408,0.0123456790123457,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",32,1.12702902604969,0.2,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",33,2.64665241236225,0.333333333333333,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",34,0.792813631870191,0.25,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",35,0.484700278594052,0.111111111111111,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",36,0.887183863258093,0.0909090909090909,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",37,0.2768638226551,0.027027027027027,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",38,-0.0200026673068496,0.027027027027027,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",39,0.298566263660178,0.0104166666666667,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",40,0.130739850028878,0.0062111801242236,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",41,0.0300090048631265,0.015625,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",42,0,0.0185185185185185,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",43,0.0902441878561468,0.0212765957446809,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",44,-0.0300090048631265,0.00793650793650794,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",45,0.497311287572031,0.0217391304347826,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",46,0.309519604203112,0.0166666666666667,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",47,0.342828254415394,0.0188679245283019,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",48,0.244774112659353,0.00425531914893617,"ZCOR","p",NA
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",49,0.758173744684044,0.0588235294117647,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",50,0.120581028408444,0.00840336134453781,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",51,0.151140435936467,0.0208333333333333,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",52,0.472230804420426,0.027027027027027,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",53,0,0.00483091787439614,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",54,0.161386696131526,0.00302114803625378,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",55,0.21317134656486,0.00325732899022801,"ZCOR","p",NA
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",56,0.298566263660178,0.00564971751412429,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",57,0.192337169219545,0.0111111111111111,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",58,0.0400213538367682,0.00213219616204691,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",59,0.632833186665638,0.024390243902439,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",60,0.140925576070494,0.0138888888888889,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",61,0.472230804420426,0.0153846153846154,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",62,0.37688590118819,0.0285714285714286,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",63,0.354092528962243,0.0256410256410256,"ZCOR","j",NA
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",64,0.110446915790097,0.0277777777777778,"ZCOR","j",NA
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",65,0.423648930193602,0.0217391304347826,"ZCOR","j",NA
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",66,0.234189466759367,0.0263157894736842,"ZCOR","j",NA
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",67,0.223656109021832,0.0050761421319797,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",68,0.472230804420426,0.00118063754427391,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",69,0.2768638226551,0.0263157894736842,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",70,0.110446915790097,0.0344827586206897,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",71,0.2768638226551,0.0161290322580645,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",72,-0.0701146706543251,0.00819672131147541,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",73,0.331647108705132,0.00763358778625954,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",74,0.0500417292784913,0.0555555555555556,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",75,0.202732554054082,0.024390243902439,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",76,0.181982688600706,0.00598802395209581,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",77,0.354092528962243,0.00684931506849315,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",78,0.0300090048631265,0.00341296928327645,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",79,0.484700278594052,0.0476190476190476,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",80,0.354092528962243,0.00323624595469256,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",81,0.562729769352149,0.00495049504950495,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",82,0.435611223236224,0.037037037037037,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",83,0.388423099718296,0.125,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",84,0.255412811882995,0.0526315789473684,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",85,-0.171666663500579,0.0294117647058824,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",86,0.510070336613307,0.025,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",87,0.331647108705132,0.0144927536231884,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",88,-0.0902441878561468,0.0144927536231884,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",89,0.342828254415394,0.00952380952380952,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",90,0.223656109021832,0.0142857142857143,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",91,0.2768638226551,0.0142857142857143,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",92,0,0.0087719298245614,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",93,0.435611223236224,0.012987012987013,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",94,0.161386696131526,0.0108695652173913,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",95,0,0.00558659217877095,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",96,0.0300090048631265,0.0111111111111111,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",97,0.0100003333533348,0.0163934426229508,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",98,0.0300090048631265,0.00272479564032698,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",99,0.140925576070494,0.0078125,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",100,0.110446915790097,0.0119047619047619,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",101,0.0801713250375897,0.012987012987013,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",102,-0.130739850028878,0.0263157894736842,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",103,0.130739850028878,0.03125,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",104,0.37688590118819,0.00970873786407767,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",105,0.0600721559210316,0.0120481927710843,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",106,0.192337169219545,0.0196078431372549,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",107,0.2768638226551,0.00256410256410256,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",108,0.171666663500579,0.0101010101010101,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",109,0.354092528962243,0.00892857142857143,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",110,0.287682072451781,0.0166666666666667,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",111,0.110446915790097,0.0526315789473684,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",112,0.0701146706543251,0.0294117647058824,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",113,-0.130739850028878,0.00884955752212389,"ZCOR",NA,NA
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",114,0.120581028408444,0.00242130750605327,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",115,0.120581028408444,0.0102040816326531,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",116,0.388423099718296,0.000737463126843658,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",117,0.266108406873654,0.0126582278481013,"ZCOR","p","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",118,0.447692023527421,0.0344827586206897,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",119,0.388423099718296,0.0256410256410256,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",120,0.171666663500579,0.00518134715025907,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",121,0.192337169219545,0.024390243902439,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",122,0.331647108705132,0.0227272727272727,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",123,0.342828254415394,0.0294117647058824,"ZCOR",NA,NA
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",124,0.244774112659353,0.111111111111111,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",125,0.0902441878561468,0.000554323725055432,"ZCOR",NA,NA
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",126,0.37688590118819,0.0142857142857143,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",127,0.266108406873654,0.0142857142857143,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",128,0.447692023527421,0.0149253731343284,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",129,0.725005087752999,0.037037037037037,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",130,1.33307962969652,0.0175438596491228,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",131,-0.0701146706543251,0.0285714285714286,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",132,0.775298706205584,0.111111111111111,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",133,0.171666663500579,0.0333333333333333,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",134,0.309519604203112,0.0333333333333333,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",135,0.484700278594052,0.04,"ZCOR","s","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",136,0.244774112659353,0.0208333333333333,"ZCOR","p","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",137,0.0200026673068496,0.0217391304347826,"ZCOR","p","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",138,0.234189466759367,0.0062111801242236,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",139,0.171666663500579,0.00520833333333333,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",140,0.331647108705132,0.00617283950617284,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",141,0.37688590118819,0.027027027027027,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",142,0.0902441878561468,0.0103092783505155,"ZCOR","p","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",143,0.130739850028878,0.000238549618320611,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",144,0.298566263660178,0.00568181818181818,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",145,0.536060336610567,0.0140845070422535,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",146,0.423648930193602,0.00934579439252336,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",147,0.234189466759367,0.0357142857142857,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",148,0.320545409301946,0.0149253731343284,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",149,0.497311287572031,0.0555555555555556,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",150,-0.120581028408444,0.0384615384615385,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",151,0.223656109021832,0.0208333333333333,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",152,0.677666067757962,0.0208333333333333,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",153,0.21317134656486,0.027027027027027,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",154,0.0200026673068496,0.027027027027027,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",155,-0.0300090048631265,0.00793650793650794,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",156,0.287682072451781,0.00518134715025907,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",157,-0.0400213538367682,0.0357142857142857,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",158,0.192337169219545,0.00203665987780041,"ZCOR","j","u"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",159,0.234189466759367,0.0102040816326531,"ZCOR","j","s"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",160,0.309519604203112,0.00581395348837209,"ZCOR","j","s"
