"dataset_id","source_pkg","object","title","slab","yi","vi","measure","paper","genus","species","fungrp","co2ambi","co2elev","units","time","pot","method","stock","xtrt","level"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",21,1.62075060085337,0.531341625508328,"SMD",506,"LIRIODENDRON","TULIPIFERA","ANGIO",371,787,"ppm",168,"3.5","GC","SEED","FERT","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",22,0.814855704738116,0.433199490977213,"SMD",506,"LIRIODENDRON","TULIPIFERA","ANGIO",371,787,"ppm",168,"3.5","GC","SEED","FERT","CONTROL"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",23,0.837137948431676,0.36253333102935,"SMD",510,"QUERCUS","ALBA","ANGIO",360,700,"ul/l",210,"0.95","GC","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",24,2.60239878132122,0.369311985425555,"SMD",510,"PINUS","ECHINATA","GYMNO",360,700,"ul/l",168,"0.95","GC","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",25,9.50264873104694,1.11704923756441,"SMD",550,"BETULA","PENDULA","ANGIO",350,700,"umol/mol",40,"HYDRO","GC","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",26,1.56182629466246,0.434970890612461,"SMD",553,"PICEA","ABIES","GYMNO",350,750,"cm3/m3",180,"50","GC","SAP","OZONE","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",27,3.0318503660572,0.716338193423382,"SMD",553,"PICEA","ABIES","GYMNO",350,750,"cm3/m3",180,"50","GC","SAP","OZONE","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",28,0.501960823438683,0.515747791766702,"SMD",582,"PIPER","AURITUM","ANGIO",350,700,"ppm",111,"0.67","GH","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",29,0.910320132172734,0.551792671439936,"SMD",582,"SENNA","MULTIJUGA","ANGIO",350,700,"ppm",111,"0.67","GH","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",30,-0.293942246297453,0.5054001277599,"SMD",582,"MYRIOCARPA","LONGIPES","ANGIO",350,700,"ppm",111,"0.67","GH","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",31,0.87057375278821,0.547368666190234,"SMD",582,"CECROPIA","OBTUSIFOLIA","ANGIO",350,700,"ppm",111,"0.67","GH","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",32,0.820657842304346,0.542092455883477,"SMD",582,"TRICHOSPERMUM","MEXICANUM","ANGIO",350,700,"ppm",111,"0.67","GH","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",33,0.538536693051508,0.207250544244071,"SMD",596,"BETULA","LENTA","ANGIO",350,700,"ul/l",90,"0.66","GH","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",34,1.65568084254321,0.268531976309115,"SMD",596,"BETULA","PAPYRIFERA","ANGIO",350,700,"ul/l",90,"0.66","GH","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",35,1.26737740085585,0.240156136905003,"SMD",596,"BETULA","POPULIFOLIA","ANGIO",350,700,"ul/l",90,"0.66","GH","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",36,1.31817906520598,0.243439901198683,"SMD",596,"BETULA","ALLEGHANIENSIS","ANGIO",350,700,"ul/l",90,"0.66","GH","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",37,0.238741524967095,0.20142493789359,"SMD",666,"PINUS","BANKSIANA","GYMNO",350,750,"umol/mol",270,"0.04","GH","SEED","UVB","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",38,0.502188536531569,0.206304833155593,"SMD",666,"PINUS","BANKSIANA","GYMNO",350,750,"umol/mol",270,"0.04","GH","SEED","UVB","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",39,3.08258133639127,2.18778846193347,"SMD",2003,"BETULA","PUBESCENS","ANGIO",350,700,"umol/mol",34,"0.2","GC","SEED","TEMP","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",40,3.83598285180298,2.83934555491582,"SMD",2003,"BETULA","PUBESCENS","ANGIO",350,700,"umol/mol",34,"0.2","GC","SEED","TEMP","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",41,2.01262522067744,1.50633253486336,"SMD",2003,"BETULA","PUBESCENS","ANGIO",350,560,"umol/mol",35,"0.3","GC","SEED","OZONE","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",42,0.811687844255027,1.08235464456392,"SMD",2003,"BETULA","PUBESCENS","ANGIO",350,560,"umol/mol",35,"0.3","GC","SEED","OZONE","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",43,1.28788982988295,0.150916565842436,"SMD",2026,"PINUS","PONDEROSA","GYMNO",350,650,"ubar",60,"1.8","GC","SEED","TEMP","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",44,0.348126563648,0.126893626629959,"SMD",2026,"PINUS","PONDEROSA","GYMNO",350,650,"ubar",60,"1.8","GC","SEED","TEMP","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",45,1.56185161050121,1.30492255665315,"SMD",2037,"ACER","RUBRUM","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",46,0.499730966994695,1.03121637992168,"SMD",2037,"ACER","RUBRUM","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","LIGHT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",47,1.54596184467262,1.29874975314795,"SMD",2037,"ACER","RUBRUM","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","FERT+L","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",48,-1.38815991414035,1.24087349340327,"SMD",2037,"QUERCUS","RUBRA","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",49,3.84152795415524,2.84466712781951,"SMD",2037,"QUERCUS","RUBRA","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","LIGHT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",50,2.34990422532427,1.69025623352461,"SMD",2037,"QUERCUS","RUBRA","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","FERT+L","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",51,0.538413631994992,1.03623615488975,"SMD",2037,"ACER","PENSYLVANICUM","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",52,1.75937258263143,1.3869239855644,"SMD",2037,"ACER","PENSYLVANICUM","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","LIGHT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",53,1.76501782166215,1.38941098884813,"SMD",2037,"ACER","PENSYLVANICUM","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","FERT+L","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",54,0.339742254972058,1.01442809997669,"SMD",2037,"BETULA","POPULIFOLIA","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",55,1.00405762411982,1.12601646406914,"SMD",2037,"BETULA","POPULIFOLIA","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","LIGHT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",56,-0.0127833213487856,1.00002042666309,"SMD",2037,"BETULA","POPULIFOLIA","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","FERT+L","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",57,0.659926665029273,1.05443790040208,"SMD",2037,"FRAXINUS","AMERICANA","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",58,0.144597680572297,1.00261356115336,"SMD",2037,"FRAXINUS","AMERICANA","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","LIGHT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",59,2.32886101377503,1.67794920268516,"SMD",2037,"FRAXINUS","AMERICANA","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","FERT+L","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",60,2.57380853170889,1.82806129473718,"SMD",2037,"BETULA","ALLEGHANIENSIS","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",61,0.696948937141811,1.06071722762289,"SMD",2037,"BETULA","ALLEGHANIENSIS","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","LIGHT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",62,0.275179328463942,1.00946545785173,"SMD",2037,"BETULA","ALLEGHANIENSIS","ANGIO",350,700,"ul/l",1095,"2.8","GH","SEED","FERT+L","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",63,5.85892977830766,2.11635290735701,"SMD",2039,"POPULUSX","EURAMERICANA","ANGIO",34.5,69.3,"Pa",148,"GRND","OTC","SAP","FERT","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",64,1.513925537248,0.514598526616583,"SMD",2039,"POPULUSX","EURAMERICANA","ANGIO",34.5,69.3,"Pa",148,"GRND","OTC","SAP","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",65,0.495619627815773,0.0429460354972721,"SMD",2045,"PICEA","MARIANA","GYMNO",340,700,"ppm",155,"0.164","GC","SEED","H2O","WW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",66,0.968772690324323,0.0465547944037408,"SMD",2045,"PICEA","MARIANA","GYMNO",340,700,"ppm",155,"0.164","GC","SEED","H2O","DRT"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",67,0.810607516611396,0.0450889820103484,"SMD",2045,"PICEA","MARIANA","GYMNO",340,700,"ppm",155,"0.164","GC","SEED","FERT","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",68,0.754599934038201,0.0446324013565128,"SMD",2045,"PICEA","MARIANA","GYMNO",340,700,"ppm",155,"0.164","GC","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",69,0.646616469440099,0.210452821463779,"SMD",2048,"PICEA","GLAUCA","GYMNO",350,700,"umol/mol",112,"0.2","GC","SEED","UVB","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",70,1.32384713973935,0.243814281234901,"SMD",2048,"PICEA","GLAUCA","GYMNO",350,700,"umol/mol",112,"0.2","GC","SEED","UVB","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",71,1.11420562187258,0.231036354195312,"SMD",2048,"PICEA","MARIANA","GYMNO",350,700,"umol/mol",112,"0.2","GC","SEED","UVB","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",72,1.43041883876478,0.25115245135733,"SMD",2048,"PICEA","MARIANA","GYMNO",350,700,"umol/mol",112,"0.2","GC","SEED","UVB","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",73,1.22998999259663,0.237821884547197,"SMD",2048,"PINUS","BANKSIANA","GYMNO",350,700,"umol/mol",112,"0.2","GC","SEED","UVB","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",74,2.21300760663573,0.32243506667569,"SMD",2048,"PINUS","BANKSIANA","GYMNO",350,700,"umol/mol",112,"0.2","GC","SEED","UVB","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",75,2.57994419295105,0.732805601937092,"SMD",2110,"POPULUS","EURAMERICANA","ANGIO",34.5,69.3,"Pa",158,"GRND","OTC","SAP","FERT","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",76,0.66664742542348,0.422220939491188,"SMD",2110,"POPULUS","EURAMERICANA","ANGIO",34.5,69.3,"Pa",158,"GRND","OTC","SAP","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",77,2.46631112849329,1.76033632281623,"SMD",2117,"PICEA","ABIES","GYMNO",350,700,"umol/mol",47,"0.2","GH","SEED","TEMP","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",78,6.09672355318367,5.64625476049306,"SMD",2117,"PICEA","ABIES","GYMNO",350,700,"umol/mol",47,"0.2","GH","SEED","TEMP","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",79,2.07712322964397,1.53930511389082,"SMD",2117,"BETULA","PENDULA","ANGIO",350,700,"umol/mol",35,"0.2","GH","SAP","TEMP","HIGH"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",80,2.12429057592722,1.56407630637165,"SMD",2117,"BETULA","PENDULA","ANGIO",350,700,"umol/mol",35,"0.2","GH","SAP","TEMP","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",81,3.26033852270869,0.931490364132915,"SMD",2217,"MARANTHES","CORYMBOSA","ANGIO",350,700,"umol/mol",210,"10","OTC","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",82,0.304231465996785,0.337189866037606,"SMD",2223,"ACER","RUBRUM","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",83,2.85250142752971,0.672365183085794,"SMD",2223,"ACER","RUBRUM","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","LIGHT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",84,2.87406213170749,0.677509714038126,"SMD",2223,"ACER","RUBRUM","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT+L","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",85,1.66786974060044,0.449241227983774,"SMD",2223,"QUERCUS","RUBRA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",86,3.55594319614578,0.860197167258978,"SMD",2223,"QUERCUS","RUBRA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","LIGHT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",87,0.94001871040365,0.370151465662873,"SMD",2223,"QUERCUS","RUBRA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT+L","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",88,2.41479154966178,0.576300759513247,"SMD",2223,"ACER","PENSYLVANICUM","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",89,3.71475789765629,0.908309426591658,"SMD",2223,"ACER","PENSYLVANICUM","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","LIGHT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",90,1.09617305616687,0.383399807044426,"SMD",2223,"ACER","PENSYLVANICUM","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT+L","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",91,0.274401951319803,0.336470684620338,"SMD",2223,"BETULA","POPULIFOLIA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",92,1.7776187374907,0.464997015661584,"SMD",2223,"BETULA","POPULIFOLIA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","LIGHT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",93,2.22925339524991,0.540398779176385,"SMD",2223,"BETULA","POPULIFOLIA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT+L","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",94,-1.58389812445407,0.437863886193714,"SMD",2223,"FRAXINUS","AMERICANA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",95,2.28847744714505,0.551547042753814,"SMD",2223,"FRAXINUS","AMERICANA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","LIGHT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",96,2.92919436503457,0.690840817839596,"SMD",2223,"FRAXINUS","AMERICANA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT+L","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",97,1.96204297008381,0.493733859018971,"SMD",2223,"BETULA","ALLEGHANIENSIS","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",98,3.32302811294486,0.793438159975913,"SMD",2223,"BETULA","ALLEGHANIENSIS","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","LIGHT","LOW"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",99,0.464009356839848,0.342304361801455,"SMD",2223,"BETULA","ALLEGHANIENSIS","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT+L","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",100,3.5052414412388,1.69055979678149,"SMD",2224,"QUERCUS","RUBRA","ANGIO",385,642,"ul/l",60,"6","GC","SEED","NONE","."
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",101,1.19767903590292,0.786202922753446,"SMD",2224,"ACER","SACCHARUM","ANGIO",385,642,"ul/l",60,"6","GC","SEED","NONE","."
