"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","outcome_variable","distance_band","estimate","control_mean","relative_effect","precision","abs_yi","source","repo","branch","repo_license"
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",11,90.4325716635779,2036.58937826135,"estimate","total_assessed_value_per_acre",1500,90.4325716635779,340.130589963095,0.265876032124573,0.0221589033277308,90.4325716635779,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",12,56.8752857602354,984.18175799127,"estimate","total_assessed_value_per_acre",2000,56.8752857602354,182.818299719962,0.311102804518781,0.0318758918368298,56.8752857602354,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",13,-733.637559082873,132858.805080882,"estimate","tot_claims_per_acre",500,-733.637559082873,1147.27430003274,-0.639461338114115,0.0027434991434426,733.637559082873,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",14,-758.257891256931,189070.29994045,"estimate","tot_claims_per_acre",1000,-758.257891256931,1334.7457837469,-0.568091617512624,0.00229979085884183,758.257891256931,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",15,-655.700054238437,175974.549575563,"estimate","tot_claims_per_acre",1500,-655.700054238437,1264.64961953192,-0.518483573719911,0.00238382883575343,655.700054238437,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",16,-421.527093782713,46389.5407082327,"estimate","tot_claims_per_acre",2000,-421.527093782713,1047.82707776583,-0.402286887528704,0.00464290677612415,421.527093782713,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",17,-26.7949297830431,141.743538268626,"estimate","tot_claims_per_1000_coverage",500,-26.7949297830431,125.331545843591,-0.213792382457982,0.0839940195857438,26.7949297830431,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",18,-31.0716321401313,125.695145510981,"estimate","tot_claims_per_1000_coverage",1000,-31.0716321401313,122.040509117461,-0.254600971143323,0.0891950488052662,31.0716321401313,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",19,-18.5380736512894,144.389371247411,"estimate","tot_claims_per_1000_coverage",1500,-18.5380736512894,128.281105342242,-0.144511333932082,0.0832208960106337,18.5380736512894,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",20,-19.7322295465695,117.90567791062,"estimate","tot_claims_per_1000_coverage",2000,-19.7322295465695,128.180241103527,-0.153941273449723,0.0920942764556816,19.7322295465695,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",21,0.0186375836155718,0.00182428248378222,"estimate","tot_bldg_per_acre",500,0.0186375836155718,0.341487712822097,0.0545776111870862,23.4128323812652,0.0186375836155718,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",22,0.0398478857845834,0.00184518903853242,"estimate","tot_bldg_per_acre",1000,0.0398478857845834,0.351135862972423,0.113482813880828,23.2798172655521,0.0398478857845834,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",23,0.0663105760195194,0.00162783821623813,"estimate","tot_bldg_per_acre",1500,0.0663105760195194,0.270013725377497,0.245582241890899,24.7853114151946,0.0663105760195194,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",24,0.0626151004893806,0.00103997146850796,"estimate","tot_bldg_per_acre",2000,0.0626151004893806,0.149162881578496,0.419776688588774,31.0091090041362,0.0626151004893806,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",25,17006.3172413168,15895273.2252723,"estimate","median_hh_income",500,17006.3172413168,69558.7584275261,0.244488510516412,0.00025082221645253,17006.3172413168,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",26,14260.5482224085,16131879.2876361,"estimate","median_hh_income",1000,14260.5482224085,69370.5005610402,0.20557078451323,0.000248976018824649,14260.5482224085,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",27,14206.4273355757,16551275.9712721,"estimate","median_hh_income",1500,14206.4273355757,69900.7848015152,0.203237021957839,0.000245801347834129,14206.4273355757,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",28,13276.9630125286,16243636.9668638,"estimate","median_hh_income",2000,13276.9630125286,69965.4111059008,0.189764668036215,0.000248118051885114,13276.9630125286,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",29,-0.0803721916751994,0.000785752264107459,"estimate","occupied",500,-0.0803721916751994,0.644407776636527,-0.124722566345646,35.674441228717,0.0803721916751994,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",30,-0.0676387490951552,0.00072621573921357,"estimate","occupied",1000,-0.0676387490951552,0.651051417834281,-0.103891562543793,37.1079678320155,0.0676387490951552,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",31,-0.0815320379674821,0.000679323512577921,"estimate","occupied",1500,-0.0815320379674821,0.665343462067622,-0.12254127772461,38.3673387662983,0.0815320379674821,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",32,-0.054247944410606,0.000642479032076458,"estimate","occupied",2000,-0.054247944410606,0.672212651758082,-0.0807005703756509,39.4521359211402,0.054247944410606,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",33,0.0214836449557069,0.00015041649007647,"estimate","white",500,0.0214836449557069,0.889564234845941,0.0241507516985859,81.5365393613454,0.0214836449557069,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",34,0.0255042544460119,0.000165877868479394,"estimate","white",1000,0.0255042544460119,0.881942112259558,0.028918286236122,77.6436202761735,0.0255042544460119,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",35,0.0223830259751114,0.000188514842248084,"estimate","white",1500,0.0223830259751114,0.874227219070257,0.025603213314401,72.8328367473174,0.0223830259751114,"GitHub","cbra","main",NA
"gh_hdruckenmiller_cbra_output_source_data_fig4.csv","hdruckenmiller","output/source_data_fig4.csv","hdruckenmiller / cbra / output/source_data_fig4.csv",36,0.0152990880392349,0.000151282251689061,"estimate","white",2000,0.0152990880392349,0.867378142999172,0.0176383139957096,81.3028949969486,0.0152990880392349,"GitHub","cbra","main",NA
