"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","lhs","op","rhs","est","pval","confint","est_sig","est_std","se_std","pval_std","confint_std","est_sig_std","block","group","label","lavaan_label","precision","abs_yi","source","repo","branch","repo_license"
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",15,0.166,0.000841,"est",15,"Valued","~~","SCRPed",0.166,0,"[0.109, 0.223]","0.166***",0.675,0.054,0,"[0.568, 0.781]","0.675***",1,"CPY","Valued.WITH.SCRPed.CPY","",34.4827586206897,0.166,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",16,0.209,0.000441,"est",16,"ClearResponsibilities","~~","ClearResponsibilities",0.209,0,"[0.167, 0.251]","0.209***",0.36,0.041,0,"[0.279, 0.441]","0.360***",1,"CPY","Variances.ClearResponsibilities.CPY",".p16.",47.6190476190476,0.209,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",17,0.211,0.000484,"est",17,"EffectiveAnswers","~~","EffectiveAnswers",0.211,0,"[0.168, 0.254]","0.211***",0.344,0.041,0,"[0.265, 0.424]","0.344***",1,"CPY","Variances.EffectiveAnswers.CPY",".p17.",45.4545454545455,0.211,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",18,0.381,0.001296,"est",18,"Feedback","~~","Feedback",0.381,0,"[0.311, 0.452]","0.381***",0.501,0.048,0,"[0.407, 0.596]","0.501***",1,"CPY","Variances.Feedback.CPY",".p18.",27.7777777777778,0.381,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",19,0.422,0.001764,"est",19,"ClearOrganization","~~","ClearOrganization",0.422,0,"[0.340, 0.504]","0.422***",0.402,0.044,0,"[0.316, 0.488]","0.402***",1,"CPY","Variances.ClearOrganization.CPY",".p19.",23.8095238095238,0.422,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",20,0.219,0.000576,"est",20,"ClearPresentation","~~","ClearPresentation",0.219,0,"[0.171, 0.267]","0.219***",0.28,0.036,0,"[0.209, 0.351]","0.280***",1,"CPY","Variances.ClearPresentation.CPY",".p20.",41.6666666666667,0.219,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",21,0.25,0.000529,"est",21,"ValObjectives","~~","ValObjectives",0.25,0,"[0.204, 0.295]","0.250***",0.674,0.056,0,"[0.564, 0.783]","0.674***",1,"CPY","Variances.ValObjectives.CPY",".p21.",43.4782608695652,0.25,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",22,0.238,9e-04,"est",22,"IncrUnderstanding","~~","IncrUnderstanding",0.238,0,"[0.178, 0.297]","0.238***",0.329,0.048,0,"[0.236, 0.422]","0.329***",1,"CPY","Variances.IncrUnderstanding.CPY",".p22.",33.3333333333333,0.238,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",23,0.301,0.001681,"est",23,"IncrInterest","~~","IncrInterest",0.301,0,"[0.221, 0.380]","0.301***",0.304,0.047,0,"[0.213, 0.395]","0.304***",1,"CPY","Variances.IncrInterest.CPY",".p23.",24.390243902439,0.301,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",24,0.204,0.000784,"est",24,"MultPerspectives","~~","MultPerspectives",0.204,0,"[0.148, 0.260]","0.204***",0.29,0.045,0,"[0.202, 0.379]","0.290***",1,"CPY","Variances.MultPerspectives.CPY",".p24.",35.7142857142857,0.204,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",25,0.227,0.000529,"est",25,"InclusvClassrm","~~","InclusvClassrm",0.227,0,"[0.183, 0.271]","0.227***",0.54,0.054,0,"[0.435, 0.645]","0.540***",1,"CPY","Variances.InclusvClassrm.CPY",".p25.",43.4782608695652,0.227,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",26,0.37,0.001156,"est",26,"DEIintegration","~~","DEIintegration",0.37,0,"[0.303, 0.438]","0.370***",0.679,0.054,0,"[0.574, 0.785]","0.679***",1,"CPY","Variances.DEIintegration.CPY",".p26.",29.4117647058824,0.37,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",27,0.197,4e-04,"est",27,"EquitableEval","~~","EquitableEval",0.197,0,"[0.157, 0.237]","0.197***",0.488,0.053,0,"[0.385, 0.591]","0.488***",1,"CPY","Variances.EquitableEval.CPY",".p27.",50,0.197,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",28,0.372,0.002601,"est",28,"TradPed","~~","TradPed",0.372,0,"[0.271, 0.472]","0.372***",1,0,NA,"[1.000, 1.000]","1.000",1,"CPY","Variances.TradPed.CPY","",19.6078431372549,0.372,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",29,0.121,0.000729,"est",29,"Valued","~~","Valued",0.121,0,"[0.068, 0.174]","0.121***",1,0,NA,"[1.000, 1.000]","1.000",1,"CPY","Variances.Valued.CPY","",37.037037037037,0.121,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",30,0.499,0.004761,"est",30,"SCRPed","~~","SCRPed",0.499,0,"[0.364, 0.634]","0.499***",1,0,NA,"[1.000, 1.000]","1.000",1,"CPY","Variances.SCRPed.CPY","",14.4927536231884,0.499,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",31,4.514,0.002704,"est",31,"ClearResponsibilities","~1","",4.514,0,"[4.413, 4.615]","4.514***",5.924,0.28,0,"[5.376, 6.472]","5.924***",1,"CPY","Means.ClearResponsibilities.CPY",".p31.",19.2307692307692,4.514,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",32,4.429,0.002809,"est",32,"EffectiveAnswers","~1","",4.429,0,"[4.324, 4.533]","4.429***",5.656,0.269,0,"[5.129, 6.184]","5.656***",1,"CPY","Means.EffectiveAnswers.CPY",".p32.",18.8679245283019,4.429,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",33,4.297,0.003364,"est",33,"Feedback","~1","",4.297,0,"[4.183, 4.411]","4.297***",4.927,0.228,0,"[4.480, 5.373]","4.927***",1,"CPY","Means.Feedback.CPY",".p33.",17.2413793103448,4.297,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",34,4.087,0.004761,"est",34,"ClearOrganization","~1","",4.087,0,"[3.951, 4.222]","4.087***",3.988,0.193,0,"[3.610, 4.365]","3.988***",1,"CPY","Means.ClearOrganization.CPY",".p34.",14.4927536231884,4.087,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",35,4.298,0.003721,"est",35,"ClearPresentation","~1","",4.298,0,"[4.179, 4.417]","4.298***",4.86,0.238,0,"[4.394, 5.326]","4.860***",1,"CPY","Means.ClearPresentation.CPY",".p35.",16.3934426229508,4.298,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",36,4.535,0.0016,"est",36,"ValObjectives","~1","",4.535,0,"[4.458, 4.613]","4.535***",7.453,0.343,0,"[6.780, 8.126]","7.453***",1,"CPY","Means.ValObjectives.CPY",".p36.",25,4.535,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",37,4.277,0.003364,"est",37,"IncrUnderstanding","~1","",4.277,0,"[4.162, 4.391]","4.277***",5.032,0.252,0,"[4.538, 5.526]","5.032***",1,"CPY","Means.IncrUnderstanding.CPY",".p37.",17.2413793103448,4.277,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",38,3.961,0.004761,"est",38,"IncrInterest","~1","",3.961,0,"[3.827, 4.096]","3.961***",3.981,0.205,0,"[3.579, 4.382]","3.981***",1,"CPY","Means.IncrInterest.CPY",".p38.",14.4927536231884,3.961,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",39,4.47,0.003364,"est",39,"MultPerspectives","~1","",4.47,0,"[4.356, 4.583]","4.470***",5.329,0.265,0,"[4.810, 5.848]","5.329***",1,"CPY","Means.MultPerspectives.CPY",".p39.",17.2413793103448,4.47,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",40,4.685,0.001849,"est",40,"InclusvClassrm","~1","",4.685,0,"[4.601, 4.770]","4.685***",7.229,0.333,0,"[6.576, 7.881]","7.229***",1,"CPY","Means.InclusvClassrm.CPY",".p40.",23.2558139534884,4.685,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",41,4.557,0.002304,"est",41,"DEIintegration","~1","",4.557,0,"[4.463, 4.651]","4.557***",6.173,0.279,0,"[5.626, 6.721]","6.173***",1,"CPY","Means.DEIintegration.CPY",".p41.",20.8333333333333,4.557,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",42,4.6,0.001849,"est",42,"EquitableEval","~1","",4.6,0,"[4.516, 4.683]","4.600***",7.233,0.337,0,"[6.573, 7.893]","7.233***",1,"CPY","Means.EquitableEval.CPY",".p42.",23.2558139534884,4.6,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",43,0,0,"est",43,"TradPed","~1","",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000",1,"CPY","Means.TradPed.CPY","",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",44,0,0,"est",44,"Valued","~1","",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000",1,"CPY","Means.Valued.CPY","",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",45,0,0,"est",45,"SCRPed","~1","",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000",1,"CPY","Means.SCRPed.CPY","",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",46,1,0,"est",46,"TradPed","=~","ClearResponsibilities",1,NA,"[1.000, 1.000]","1.000",0.85,0.028,0,"[0.795, 0.905]","0.850***",2,"ORG","TradPed.BY.ClearResponsibilities.ORG","",NA,1,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",47,1.04,0.004356,"est",47,"TradPed","=~","EffectiveAnswers",1.04,0,"[0.910, 1.170]","1.040***",0.858,0.027,0,"[0.806, 0.910]","0.858***",2,"ORG","TradPed.BY.EffectiveAnswers.ORG",".p2.",15.1515151515152,1.04,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",48,1.01,0.005929,"est",48,"TradPed","=~","Feedback",1.01,0,"[0.860, 1.161]","1.010***",0.77,0.038,0,"[0.695, 0.845]","0.770***",2,"ORG","TradPed.BY.Feedback.ORG",".p3.",12.987012987013,1.01,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",49,1.3,0.007744,"est",49,"TradPed","=~","ClearOrganization",1.3,0,"[1.128, 1.472]","1.300***",0.828,0.031,0,"[0.767, 0.889]","0.828***",2,"ORG","TradPed.BY.ClearOrganization.ORG",".p4.",11.3636363636364,1.3,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",50,1.231,0.005329,"est",50,"TradPed","=~","ClearPresentation",1.231,0,"[1.087, 1.375]","1.231***",0.889,0.022,0,"[0.846, 0.932]","0.889***",2,"ORG","TradPed.BY.ClearPresentation.ORG",".p5.",13.6986301369863,1.231,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",51,1,0,"est",51,"Valued","=~","ValObjectives",1,NA,"[1.000, 1.000]","1.000",0.487,0.06,0,"[0.369, 0.604]","0.487***",2,"ORG","Valued.BY.ValObjectives.ORG","",NA,1,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",52,2.004,0.051076,"est",52,"Valued","=~","IncrUnderstanding",2.004,0,"[1.560, 2.447]","2.004***",0.753,0.048,0,"[0.659, 0.847]","0.753***",2,"ORG","Valued.BY.IncrUnderstanding.ORG",".p7.",4.42477876106195,2.004,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",53,2.39,0.071824,"est",53,"Valued","=~","IncrInterest",2.39,0,"[1.865, 2.914]","2.390***",0.772,0.047,0,"[0.680, 0.863]","0.772***",2,"ORG","Valued.BY.IncrInterest.ORG",".p8.",3.73134328358209,2.39,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",54,1,0,"est",54,"SCRPed","=~","MultPerspectives",1,NA,"[1.000, 1.000]","1.000",0.849,0.033,0,"[0.784, 0.913]","0.849***",2,"ORG","SCRPed.BY.MultPerspectives.ORG","",NA,1,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",55,0.622,0.002809,"est",55,"SCRPed","=~","InclusvClassrm",0.622,0,"[0.518, 0.726]","0.622***",0.687,0.05,0,"[0.589, 0.786]","0.687***",2,"ORG","SCRPed.BY.InclusvClassrm.ORG",".p10.",18.8679245283019,0.622,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_strict_paramEsts.csv","lhbikos","Worked_Examples/strict_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/strict_paramEsts.csv",56,0.591,0.003969,"est",56,"SCRPed","=~","DEIintegration",0.591,0,"[0.468, 0.714]","0.591***",0.576,0.058,0,"[0.462, 0.689]","0.576***",2,"ORG","SCRPed.BY.DEIintegration.ORG",".p11.",15.8730158730159,0.591,"GitHub","ReC_Psychometrics","main",NA
