"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","outcome","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",26,1.83,0.2209,"from_dataset","OS",2.12765957446809,1.83,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",27,1.9,0.7744,"from_dataset","DFS",1.13636363636364,1.9,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",28,1.82,0.5041,"from_dataset","OS",1.40845070422535,1.82,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",29,2.19,0.1764,"from_dataset","DFS",2.38095238095238,2.19,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",30,2.99,0.2601,"from_dataset","OS",1.96078431372549,2.99,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",31,2.95,1.1664,"from_dataset","DFS",0.925925925925926,2.95,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",32,2.75,1.21,"from_dataset","OS",0.909090909090909,2.75,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",33,5.7,2.9929,"from_dataset","DFS",0.578034682080925,5.7,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",34,5.7,2.9929,"from_dataset","OS",0.578034682080925,5.7,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",35,0.25,0.0841,"from_dataset","DFS",3.44827586206897,0.25,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",36,0.29,0.3481,"from_dataset","DFS",1.69491525423729,0.29,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",37,0.52,0.1681,"from_dataset","DFS",2.4390243902439,0.52,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",38,0.55,0.1444,"from_dataset","DFS",2.63157894736842,0.55,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",39,0.84,0.0676,"from_dataset","DFS",3.84615384615385,0.84,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",40,0.93,0.1024,"from_dataset","DFS",3.125,0.93,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",41,1.18,0.3249,"from_dataset","DFS",1.75438596491228,1.18,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",42,1.34,0.2601,"from_dataset","DFS",1.96078431372549,1.34,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",43,1.43,0.1369,"from_dataset","DFS",2.7027027027027,1.43,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",44,1.44,1.3689,"from_dataset","DFS",0.854700854700855,1.44,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",45,1.45,0.3249,"from_dataset","DFS",1.75438596491228,1.45,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",46,1.52,0.1225,"from_dataset","DFS",2.85714285714286,1.52,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",47,1.6,0.2401,"from_dataset","DFS",2.04081632653061,1.6,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",48,1.62,0.1764,"from_dataset","DFS",2.38095238095238,1.62,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",49,1.77,0.2116,"from_dataset","DFS",2.17391304347826,1.77,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",50,1.9,0.3364,"from_dataset","DFS",1.72413793103448,1.9,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",51,1.92,0.1156,"from_dataset","DFS",2.94117647058824,1.92,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",52,2.04,0.3844,"from_dataset","DFS",1.61290322580645,2.04,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",53,2.19,0.1225,"from_dataset","DFS",2.85714285714286,2.19,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",54,2.37,1,"from_dataset","DFS",1,2.37,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",55,2.39,0.5329,"from_dataset","DFS",1.36986301369863,2.39,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",56,2.5,0.5776,"from_dataset","DFS",1.31578947368421,2.5,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",57,2.56,0.3025,"from_dataset","DFS",1.81818181818182,2.56,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",58,2.98,0.3364,"from_dataset","DFS",1.72413793103448,2.98,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",59,3.29,0.25,"from_dataset","DFS",2,3.29,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",60,-0.84,0.7225,"from_dataset","OS",1.17647058823529,0.84,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",61,0.05,0.16,"from_dataset","OS",2.5,0.05,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",62,0.73,0.5041,"from_dataset","OS",1.40845070422535,0.73,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",63,0.76,0.04,"from_dataset","OS",5,0.76,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",64,0.91,0.4356,"from_dataset","OS",1.51515151515152,0.91,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",65,0.93,0.0729,"from_dataset","OS",3.7037037037037,0.93,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",66,0.96,0.2209,"from_dataset","OS",2.12765957446809,0.96,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",67,1.05,0.7396,"from_dataset","OS",1.16279069767442,1.05,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",68,1.16,1.3924,"from_dataset","OS",0.847457627118644,1.16,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",69,1.22,0.0484,"from_dataset","OS",4.54545454545455,1.22,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",70,1.26,0.2401,"from_dataset","OS",2.04081632653061,1.26,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",71,1.26,0.1444,"from_dataset","OS",2.63157894736842,1.26,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",72,1.27,1.6384,"from_dataset","OS",0.78125,1.27,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",73,1.31,0.6724,"from_dataset","OS",1.21951219512195,1.31,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",74,1.52,0.2116,"from_dataset","OS",2.17391304347826,1.52,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",75,1.54,0.3025,"from_dataset","OS",1.81818181818182,1.54,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",76,1.55,0.49,"from_dataset","OS",1.42857142857143,1.55,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",77,1.63,0.6889,"from_dataset","OS",1.20481927710843,1.63,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",78,1.67,1.2769,"from_dataset","OS",0.884955752212389,1.67,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",79,1.72,0.4489,"from_dataset","OS",1.49253731343284,1.72,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",80,1.74,0.2025,"from_dataset","OS",2.22222222222222,1.74,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",81,1.75,0.5184,"from_dataset","OS",1.38888888888889,1.75,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",82,1.75,0.4096,"from_dataset","OS",1.5625,1.75,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",83,1.87,0.3249,"from_dataset","OS",1.75438596491228,1.87,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",84,2.07,0.4761,"from_dataset","OS",1.44927536231884,2.07,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",85,2.13,0.6889,"from_dataset","OS",1.20481927710843,2.13,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",86,2.19,0.0144,"from_dataset","OS",8.33333333333333,2.19,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",87,2.25,0.7569,"from_dataset","OS",1.14942528735632,2.25,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",88,2.31,0.25,"from_dataset","OS",2,2.31,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",89,2.33,0.7744,"from_dataset","OS",1.13636363636364,2.33,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",90,2.36,0.3249,"from_dataset","OS",1.75438596491228,2.36,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",91,2.37,0.5184,"from_dataset","OS",1.38888888888889,2.37,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",92,2.63,0.5625,"from_dataset","OS",1.33333333333333,2.63,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",93,2.66,0.4624,"from_dataset","OS",1.47058823529412,2.66,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",94,2.77,1.21,"from_dataset","OS",0.909090909090909,2.77,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",95,2.8,0.2704,"from_dataset","OS",1.92307692307692,2.8,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",96,3.33,0.5041,"from_dataset","OS",1.40845070422535,3.33,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",97,3.54,0.8281,"from_dataset","OS",1.0989010989011,3.54,"CRAN",NA,NA,"CRAN"
"metadat_dat.riley2003","metadat","dat.riley2003","Studies on MYC-N as a Prognostic Marker for Neuroblastoma",98,5.04,1.21,"from_dataset","OS",0.909090909090909,5.04,"CRAN",NA,NA,"CRAN"
