"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","study_id","es_id","pstatpub","pstatnotpub","typegen","typeovert","typecovert","pyear","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",11,2.177088,0.307294733962159,"from_dataset",3,11,1,0,1,0,0,-8.5,1.80394146402136,2.177088,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",12,1.777728,0.269690083539302,"from_dataset",3,12,1,0,1,0,0,-8.5,1.92560635740303,1.777728,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",13,1.548,0.45327664957265,"from_dataset",3,13,1,0,1,0,0,-8.5,1.4853141775077,1.548,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",14,1.48554098360656,0.116737833478904,"from_dataset",3,14,1,0,1,0,0,-6.5,2.92680767677042,1.48554098360656,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",15,1.48358918918919,0.170612519466555,"from_dataset",3,15,1,0,1,0,0,-6.5,2.42099867545907,1.48358918918919,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",16,1.27770491803279,0.153757656101774,"from_dataset",3,16,1,0,1,0,0,-8.5,2.55024335736024,1.27770491803279,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",17,1.03105882352941,0.313213854363706,"from_dataset",3,17,1,0,1,0,0,-8.5,1.78681470540167,1.03105882352941,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",18,0.940864864864865,0.148682349660858,"from_dataset",3,18,1,0,1,0,0,-6.5,2.59340469138231,0.940864864864865,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",19,0.626313253012048,0.213884714398415,"from_dataset",3,19,1,0,1,0,0,-6.5,2.16227101120026,0.626313253012048,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",20,-0.0447438330170778,0.0331102369871991,"from_dataset",4,20,1,0,1,0,0,-7.5,5.49564733309655,0.0447438330170778,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",21,1.54899095477387,0.138370228830484,"from_dataset",5,21,1,0,1,0,0,-11.5,2.68830580860532,1.54899095477387,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",22,0.751594366197183,0.0477116568257128,"from_dataset",6,22,1,0,1,0,0,5.5,4.57812610271232,0.751594366197183,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",23,0.39794651810585,0.0448587469922622,"from_dataset",6,23,1,0,1,0,0,5.5,4.7214612610839,0.39794651810585,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",24,0.206168115942029,0.353334743989395,"from_dataset",6,24,1,0,1,0,0,5.5,1.68231310402687,0.206168115942029,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",25,-0.292674157303371,0.0757841100142107,"from_dataset",6,25,1,0,1,0,0,5.5,3.63254432731219,0.292674157303371,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",26,-0.506685612788632,0.0313750667819434,"from_dataset",6,26,1,0,1,0,0,5.5,5.64556836106041,0.506685612788632,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",27,1.70828066825776,0.0728835099301057,"from_dataset",7,27,1,0,1,0,0,3.5,3.70412266595482,1.70828066825776,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",28,0.800275443037975,0.0814650725777159,"from_dataset",7,28,1,0,1,0,0,3.5,3.50359804728188,0.800275443037975,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",29,0.726809809264305,0.139437760693993,"from_dataset",7,29,1,0,1,0,0,3.5,2.67799523670106,0.726809809264305,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",30,0.656924631578947,0.0942909096052906,"from_dataset",7,30,1,0,1,0,0,3.5,3.2566050151105,0.656924631578947,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",31,0.556935947712418,0.135499857438803,"from_dataset",7,31,1,0,1,0,0,3.5,2.71663055372119,0.556935947712418,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",32,0.350427926078029,0.0763361388004308,"from_dataset",7,32,1,0,1,0,0,3.5,3.61938602812841,0.350427926078029,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",33,0.369533904910366,0.0199305556431299,"from_dataset",8,33,1,0,1,0,0,1.5,7.08337601764938,0.369533904910366,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",34,0.104765482233503,0.0331053690896751,"from_dataset",9,34,1,0,1,0,0,5.5,5.49605136521315,0.104765482233503,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",35,0.174814205607477,0.0345601746468722,"from_dataset",9,35,1,0,1,0,0,5.5,5.37912994486225,0.174814205607477,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",36,0.454859640162507,0.0277834406850066,"from_dataset",10,36,1,0,1,0,0,4.5,5.9993884995152,0.454859640162507,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",37,0.316056428786999,0.0184503754445869,"from_dataset",10,37,1,0,1,0,0,4.5,7.36202683265748,0.316056428786999,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",38,0.0826328728961114,0.0328109150509322,"from_dataset",10,38,1,0,1,0,0,4.5,5.52065780909485,0.0826328728961114,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",39,0.0221284039466048,0.0612279410000926,"from_dataset",10,39,1,0,1,0,0,4.5,4.04133798149202,0.0221284039466048,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",40,-0.01993004828787,0.0127394995627696,"from_dataset",10,40,1,0,1,0,0,4.5,8.85979791085672,0.01993004828787,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",41,2.35799239543727,0.122614064355328,"from_dataset",11,41,0,1,1,0,0,-6.5,2.85581358880606,2.35799239543727,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",42,2.35799239543726,0.122614064355328,"from_dataset",11,42,0,1,1,0,0,-6.5,2.85581358880606,2.35799239543726,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",43,2.31572815533981,0.241593992073217,"from_dataset",11,43,0,1,1,0,0,-6.5,2.03449644324756,2.31572815533981,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",44,2.07645229681979,0.084419095722977,"from_dataset",11,44,0,1,1,0,0,-6.5,3.4417526233162,2.07645229681979,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",45,2.00339531772575,0.0780191060178622,"from_dataset",11,45,0,1,1,0,0,-6.5,3.5801359217829,2.00339531772575,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",46,1.77164414715719,0.0723381331936471,"from_dataset",11,46,0,1,1,0,0,-6.5,3.71805963756449,1.77164414715719,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",47,1.49181625441696,0.0701304765173227,"from_dataset",11,47,0,1,1,0,0,-6.5,3.77612711196304,1.49181625441696,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",48,1.44761421319797,0.0422296506030982,"from_dataset",11,48,0,1,1,0,0,-6.5,4.86621458319918,1.44761421319797,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",49,1.28968197879859,0.0662795441166048,"from_dataset",11,49,0,1,0,1,0,-6.5,3.88427745127965,1.28968197879859,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",50,1.26371863117871,0.0934733043689177,"from_dataset",11,50,0,1,0,1,0,-6.5,3.27081666740827,1.26371863117871,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",51,1.24230299212598,0.039238779856004,"from_dataset",11,51,0,1,1,0,0,-6.5,5.04826626046013,1.24230299212598,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",52,1.17691338582677,0.0387475015749265,"from_dataset",11,52,0,1,1,0,0,-6.5,5.08016885582493,1.17691338582677,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",53,1.07601015228426,0.0391036870616516,"from_dataset",11,53,0,1,1,0,0,-6.5,5.05697894772492,1.07601015228426,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",54,1.06534299212598,0.0379705778890064,"from_dataset",11,54,0,1,0,1,0,-6.5,5.13187886499995,1.06534299212598,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",55,1.0378640776699,0.165068366256862,"from_dataset",11,55,0,1,1,0,0,-6.5,2.46131995956917,1.0378640776699,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",56,1.01006287625418,0.0585816658548843,"from_dataset",11,56,0,1,0,1,0,-6.5,4.13160830126636,1.01006287625418,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",57,1.0086538071066,0.0386356359108911,"from_dataset",11,57,0,1,0,1,0,-6.5,5.08751810324868,1.0086538071066,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",58,0.876523076923077,0.0893356200862919,"from_dataset",11,58,0,1,1,0,0,-6.5,3.34570520421614,0.876523076923077,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",59,0.861456310679612,0.159085243604936,"from_dataset",11,59,0,1,0,1,0,-6.5,2.50717732484024,0.861456310679612,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",60,0.853122598105548,0.0349732367504016,"from_dataset",11,60,0,1,1,0,0,-6.5,5.34726966226194,0.853122598105548,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",61,0.699856929955291,0.0353321344682843,"from_dataset",11,61,0,1,1,0,0,-6.5,5.32004202164793,0.699856929955291,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",62,0.694680178837556,0.0353109016108235,"from_dataset",11,62,0,1,1,0,0,-6.5,5.32164128296506,0.694680178837556,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",63,0.299395308585744,0.00410790424351443,"from_dataset",12,63,0,1,0,1,0,4.5,15.602343829846,0.299395308585744,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",64,0.299194321044195,0.00415238095603418,"from_dataset",12,64,0,1,1,0,0,4.5,15.5185594647673,0.299194321044195,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",65,0.298891664731832,0.00414924486395399,"from_dataset",12,65,0,1,0,1,0,4.5,15.5244229942144,0.298891664731832,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",66,0.290997355601949,0.00415035686107959,"from_dataset",12,66,0,1,0,1,0,4.5,15.5223431405057,0.290997355601949,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",67,0.216950858713075,0.00413297987438484,"from_dataset",12,67,0,1,0,1,0,4.5,15.554940519803,0.216950858713075,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",68,0.387354409317804,0.0138052591790653,"from_dataset",13,68,1,0,1,0,0,-3.5,8.51094370203702,0.387354409317804,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",69,0.21783693843594,0.013692024624241,"from_dataset",13,69,1,0,1,0,0,-3.5,8.54606446029451,0.21783693843594,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",70,0.457130375426621,0.00996887710129315,"from_dataset",14,70,1,0,1,0,0,-1.5,10.0155978676251,0.457130375426621,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",71,0.19471683506475,0.00585727275619733,"from_dataset",14,71,1,0,1,0,0,-1.5,13.0662894860199,0.19471683506475,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",72,0.0238897964992173,0.00252358892503188,"from_dataset",14,72,1,0,1,0,0,-1.5,19.9063068174118,0.0238897964992173,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",73,-0.0574754518286609,0.00321979171227375,"from_dataset",14,73,1,0,1,0,0,-1.5,17.6232544161247,0.0574754518286609,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",74,-0.119025646026329,0.0789288632658898,"from_dataset",14,74,1,0,1,0,0,-1.5,3.55944327277601,0.119025646026329,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",75,-0.294468649439298,0.0179264810997388,"from_dataset",14,75,1,0,1,0,0,-1.5,7.46882831042557,0.294468649439298,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",76,0.712972661870504,0.153694721373704,"from_dataset",15,76,1,0,1,0,0,-13.5,2.55076543919856,0.712972661870504,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",77,0.398998561151079,0.233401349348657,"from_dataset",15,77,1,0,1,0,0,-13.5,2.06989501569938,0.398998561151079,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",78,-0.764535251798561,0.167381598502348,"from_dataset",15,78,1,0,1,0,0,-13.5,2.4442529300174,0.764535251798561,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",79,0.715566502463054,0.0914318300145162,"from_dataset",16,79,1,0,0,1,0,2.5,3.30713020499958,0.715566502463054,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",80,0.706663677130045,0.0875187177329533,"from_dataset",16,80,1,0,0,0,1,2.5,3.38025549127811,0.706663677130045,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",81,0.64754612244898,0.0329765085649951,"from_dataset",16,81,1,0,1,0,0,2.5,5.50677920708659,0.64754612244898,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",82,0.642791189427313,0.0861345829942155,"from_dataset",16,82,1,0,0,0,1,2.5,3.4073066609079,0.642791189427313,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",83,0.62710066518847,0.0400431387432456,"from_dataset",16,83,1,0,1,0,0,2.5,4.99730600739121,0.62710066518847,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",84,0.623754581673307,0.0679928444473726,"from_dataset",16,84,1,0,1,0,0,2.5,3.83502672701277,0.623754581673307,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",85,0.602508387096774,0.128669452980497,"from_dataset",16,85,1,0,0,1,0,2.5,2.78780422979799,0.602508387096774,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",86,0.576330014224751,0.0331794000848984,"from_dataset",16,86,1,0,1,0,0,2.5,5.4899164537178,0.576330014224751,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",87,0.517063665594855,0.0517022372577046,"from_dataset",16,87,1,0,0,0,1,2.5,4.39789981535087,0.517063665594855,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",88,-0.379657649667406,0.0389600286852941,"from_dataset",16,88,1,0,0,0,1,2.5,5.06629373715492,0.379657649667406,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",89,-0.422785657370518,0.0663749824006017,"from_dataset",16,89,1,0,0,0,1,2.5,3.8814839128536,0.422785657370518,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",90,-0.424514285714286,0.0808668491882086,"from_dataset",16,90,1,0,0,0,1,2.5,3.51653333753322,0.424514285714286,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",91,-0.467050199203187,0.0666779683736595,"from_dataset",16,91,1,0,0,0,1,2.5,3.87265510301879,0.467050199203187,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",92,-0.522978285714286,0.0988062277608187,"from_dataset",16,92,1,0,0,1,0,2.5,3.18132355065847,0.522978285714286,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",93,-0.56745656877898,0.0340462446578445,"from_dataset",16,93,1,0,0,0,1,2.5,5.41957701427514,0.56745656877898,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",94,-0.758610421836228,0.0436666555434942,"from_dataset",16,94,1,0,0,0,1,2.5,4.7854748136702,0.758610421836228,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",95,0.345263764561619,0.0340408771175993,"from_dataset",17,95,1,0,1,0,0,5.5,5.42000427487438,0.345263764561619,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",96,0.122096956281129,0.0158198155175134,"from_dataset",17,96,1,0,1,0,0,5.5,7.95058880167984,0.122096956281129,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",97,0.090564153769346,0.0106536555937611,"from_dataset",17,97,1,0,1,0,0,5.5,9.68836904707612,0.090564153769346,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",98,0.00399303540336622,0.0208273392387893,"from_dataset",17,98,1,0,1,0,0,5.5,6.92920012472231,0.00399303540336622,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",99,-0.0206676393955185,0.0122613303639144,"from_dataset",17,99,1,0,1,0,0,5.5,9.03090352807523,0.0206676393955185,"CRAN",NA,NA,"CRAN"
"psymetadata_wibbelink2017","psymetadata","wibbelink2017","Studies on juvenile recidivism",100,-0.0660031265266243,0.010002681577529,"from_dataset",17,100,1,0,1,0,0,5.5,9.99865948083243,0.0660031265266243,"CRAN",NA,NA,"CRAN"
