"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","article","author","year","species","amniotes","environment","ni","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dobson, F.S., Risch, T.S. & Murie, J.O. 1999",-0.549306144334055,0.025,"ZCOR",11,"Dobson, F.S., Risch, T.S. & Murie, J.O.","1999","Urocitellus_richardsonii","yes","wild",43,6.32455532033676,0.549306144334055,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ebert, D. 1993",0.0300090048631265,0.00471698113207547,"ZCOR",15,"Ebert, D.","1993","Daphnia_magna","no","captive",215,14.560219778561,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Edwards, T.M., Miller, H.D. & Guillette Jr., L.J. 2006",-0.331647108705132,0.00421940928270042,"ZCOR",16,"Edwards, T.M., Miller, H.D. & Guillette Jr., L.J.","2006","Gambusia_holbrooki","no","wild",240,15.3948043183407,0.331647108705132,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ferreiro, R. & Galan, P. 2004",1.4617915829428,0.0153846153846154,"ZCOR",17,"Ferreiro, R. & Galan, P.","2004","Anguis_fragilis","yes","captive",68,8.06225774829855,1.4617915829428,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Galeotti, P., Rubolini, D., Fea, G., Ghia, D., Nardi, P.A., Gherardi, F. & Fasola, M. 2006",-0.171666663500579,0.0153846153846154,"ZCOR",20,"Galeotti, P., Rubolini, D., Fea, G., Ghia, D., Nardi, P.A., Gherardi, F. & Fasola, M.","2006","Austropotamobius_italicus","no","wild",68,8.06225774829855,0.171666663500579,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Genoud, M. & Perrin, N. 1994",-0.758173744684044,0.0169491525423729,"ZCOR",21,"Genoud, M. & Perrin, N.","1994","Crocidura_russula","yes","captive",62,7.68114574786861,0.758173744684044,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Gignac, A. & Gregory, P.T. 2005",-0.223656109021832,0.0476190476190476,"ZCOR",22,"Gignac, A. & Gregory, P.T.","2005","Thamnophis_ordinoides","yes","captive",24,4.58257569495584,0.223656109021832,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 1992",0.977542262665677,0.025,"ZCOR",23,"Glazier, D.S.","1992","Daphnia_magna","no","captive",43,6.32455532033676,0.977542262665677,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 1992",0.169607861283482,0.025,"ZCOR",23,"Glazier, D.S.","1992","Daphnia_magna","no","captive",43,6.32455532033676,0.169607861283482,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Hassal, M., Walters, R.J., Telfer, M. & Hassall, M.R.J. 2006",-0.430812376503983,0.0416666666666667,"ZCOR",27,"Hassal, M., Walters, R.J., Telfer, M. & Hassall, M.R.J.","2006","Chorthippus_brunneus","no","wild",27,4.89897948556636,0.430812376503983,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Hassal, M., Walters, R.J., Telfer, M. & Hassall, M.R.J. 2006",-0.46358306205021,0.0078125,"ZCOR",27,"Hassal, M., Walters, R.J., Telfer, M. & Hassall, M.R.J.","2006","Chorthippus_brunneus","no","captive",131,11.3137084989848,0.46358306205021,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Huber, S., Hoffmann, E., Millesi, E., Dittami, J. & Arnold, W. 2001",-1.29334467204897,0.0416666666666667,"ZCOR",30,"Huber, S., Hoffmann, E., Millesi, E., Dittami, J. & Arnold, W.","2001","Urocitellus_richardsonii","yes","wild",27,4.89897948556636,1.29334467204897,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Kasparian, K., Gei_ler, E. & Trillmich, F. 2005",-0.590145159841189,0.0040650406504065,"ZCOR",32,"Kasparian, K., Gei_ler, E. & Trillmich, F.","2005","Cavia_aperea","yes","captive",249,15.6843871413581,0.590145159841189,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Luiselli, L., Capula, M. & Shine, R. 1996",0.423648930193602,0.04,"ZCOR",36,"Luiselli, L., Capula, M. & Shine, R.","1996","Coronella_austriaca","yes","wild",28,5,0.423648930193602,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Marsh-Matthews, E., Brooks, M., Deaton, R. & Tan, H. 2005",-0.415343091360154,0.05,"ZCOR",39,"Marsh-Matthews, E., Brooks, M., Deaton, R. & Tan, H.","2005","Gambusia_affinis","no","captive",23,4.47213595499958,0.415343091360154,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Marsh-Matthews, E., Brooks, M., Deaton, R. & Tan, H. 2005",0.0882282186707783,0.0434782608695652,"ZCOR",39,"Marsh-Matthews, E., Brooks, M., Deaton, R. & Tan, H.","2005","Gambusia_geiseri","no","captive",26,4.79583152331272,0.0882282186707783,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Michel, C.L. & Bonnet, X. 2012",-1.04537054846688,0.0526315789473684,"ZCOR",40,"Michel, C.L. & Bonnet, X.","2012","Cavia_aperea","yes","captive",22,4.35889894354067,1.04537054846688,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Michimae, H. 2007",-0.789278299316318,0.00662251655629139,"ZCOR",41,"Michimae, H.","2007","Hynobius_retardatus","no","captive",154,12.2882057274445,0.789278299316318,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Radder, R.S. & Shanbhag, B.A. 2004",-0.647522844827373,0.0454545454545455,"ZCOR",42,"Radder, R.S. & Shanbhag, B.A.","2004","Calotes_versicolor","yes","wild",25,4.69041575982343,0.647522844827373,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Scantlebury, M., Butterwick, R. & Speakman, J.R. 2001",-0.330533423283901,0.111111111111111,"ZCOR",46,"Scantlebury, M., Butterwick, R. & Speakman, J.R.","2001","Canis_lupus","yes","captive",12,3,0.330533423283901,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Scantlebury, M., Butterwick, R. & Speakman, J.R. 2001",-0.445266129680317,0.25,"ZCOR",46,"Scantlebury, M., Butterwick, R. & Speakman, J.R.","2001","Canis_lupus","yes","captive",7,2,0.445266129680317,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Sikes, R.S. 1995",0.289853534216196,0.0256410256410256,"ZCOR",49,"Sikes, R.S.","1995","Onychomys_leucogaster","yes","captive",42,6.2449979983984,0.289853534216196,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Skibiel, A.L., Dobson, F.S. & Murie, J.O. 2009",-0.287682072451781,0.0114942528735632,"ZCOR",51,"Skibiel, A.L., Dobson, F.S. & Murie, J.O.","2009","Urocitellus_columbianus","yes","wild",90,9.32737905308882,0.287682072451781,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Stuart-Smith, J., Swain, R., Stuart-Smith, R.D. & Wapstra, E. 2007",0.0500417292784913,0.0114942528735632,"ZCOR",53,"Stuart-Smith, J., Swain, R., Stuart-Smith, R.D. & Wapstra, E.","2007","Rankinia_diemensis","yes","captive",90,9.32737905308882,0.0500417292784913,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Taborsky, B., Skubic, E. & Bruintjes, R. 2007",0.266108406873654,0.142857142857143,"ZCOR",54,"Taborsky, B., Skubic, E. & Bruintjes, R.","2007","Neolamprologus_pulcher","no","captive",10,2.64575131106459,0.266108406873654,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Wagner, E.C. & Williams, T.D. 2007",0.632833186665638,0.0204081632653061,"ZCOR",56,"Wagner, E.C. & Williams, T.D.","2007","Taeniopygia_guttata","yes","captive",52,7,0.632833186665638,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Wagner, E.C. & Williams, T.D. 2007",0.41180003447869,0.0526315789473684,"ZCOR",56,"Wagner, E.C. & Williams, T.D.","2007","Taeniopygia_guttata","yes","captive",22,4.35889894354067,0.41180003447869,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Walker, S.E., Rypstra, A.L. & Marshall, S.D. 2003",-0.118552298854127,0.0714285714285714,"ZCOR",57,"Walker, S.E., Rypstra, A.L. & Marshall, S.D.","2003","Hogna_helluo","no","wild",17,3.74165738677394,0.118552298854127,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Wilkinson, L.R. & Gibbons, J.W. 2005",0.0831913873722629,0.00158227848101266,"ZCOR",58,"Wilkinson, L.R. & Gibbons, J.W.","2005","Kinosternon_subrubrum","yes","wild",635,25.1396101799531,0.0831913873722629,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Wilkinson, L.R. & Gibbons, J.W. 2005",0.159334821945307,0.0131578947368421,"ZCOR",58,"Wilkinson, L.R. & Gibbons, J.W.","2005","Pseudemys_floridana","yes","wild",79,8.71779788708135,0.159334821945307,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Wilkinson, L.R. & Gibbons, J.W. 2005",0.195451376913984,0.0232558139534884,"ZCOR",58,"Wilkinson, L.R. & Gibbons, J.W.","2005","Sternotherus_odoratus","yes","wild",46,6.557438524302,0.195451376913984,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bonnet, X., Naulleau, G., Shine, R. & Lourdais, O. 2001",-0.140925576070494,0.00775193798449612,"ZCOR",59,"Bonnet, X., Naulleau, G., Shine, R. & Lourdais, O.","2001","Vipera_aspis","yes","wild",132,11.3578166916005,0.140925576070494,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Oksanen, T.A., Koskela,E. & Mappes, T. 2002",-1.44150358981698,0.0285714285714286,"ZCOR",60,"Oksanen, T.A., Koskela,E. & Mappes, T.","2002","Myodes_glareolus","yes","captive",38,5.91607978309962,1.44150358981698,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Rasanen, K., Fredrik, S., Laurila, A. & Merila, J. 2008",-0.515216930005786,0.00434782608695652,"ZCOR",61,"Rasanen, K., Fredrik, S., Laurila, A. & Merila, J.","2008","Rana_arvalis","no","wild",233,15.1657508881031,0.515216930005786,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Rollison, N., Brooks, R.J. 2008",-0.14194571393891,0.0078740157480315,"ZCOR",62,"Rollison, N., Brooks, R.J.","2008","Chrysemys_picta","yes","wild",130,11.2694276695846,0.14194571393891,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Weatherhead, P.J., Brown, G.P., Prosser, M.R. & Kissner, K.J. 1999",-0.223656109021832,0.0138888888888889,"ZCOR",63,"Weatherhead, P.J., Brown, G.P., Prosser, M.R. & Kissner, K.J.","1999","Nerodia_sipedon","yes","wild",75,8.48528137423857,0.223656109021832,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Lim, J.N. NA",0.211079993340167,0.05,"ZCOR",64,"Lim, J.N.",NA,"Gambusia_affinis","no","captive",23,4.47213595499958,0.211079993340167,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Arcos-Garcia, J. L., Martinez, G. D. M., Gama, R. B., Barros, O. V. E. & Morales, G. E. L. 2010",0.266108406873654,0.00746268656716418,"ZCOR",65,"Arcos-Garcia, J. L., Martinez, G. D. M., Gama, R. B., Barros, O. V. E. & Morales, G. E. L.","2010","Iguana_iguana","yes","captive",137,11.5758369027902,0.266108406873654,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bauerfeind, S. S. & Fischer, K. 2007",-0.2768638226551,0.0120481927710843,"ZCOR",66,"Bauerfeind, S. S. & Fischer, K.","2007","Bicyclus_anynana","no","captive",86,9.1104335791443,0.2768638226551,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bauerfeind, S. S. & Fischer, K. 2008",0.388423099718296,0.00719424460431655,"ZCOR",67,"Bauerfeind, S. S. & Fischer, K.","2008","Araschnia_levana","no","captive",142,11.7898261225516,0.388423099718296,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bradshaw, W. E., Holzapfel, C. M. & Oneill, T. 1993",-0.0260058610440899,0.0263157894736842,"ZCOR",68,"Bradshaw, W. E., Holzapfel, C. M. & Oneill, T.","1993","Wyeomyia_smithii","no","captive",41,6.16441400296898,0.0260058610440899,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brana, F., Bea, A. & Arrayago, M. J. 1991",1.15377257362615,0.0909090909090909,"ZCOR",69,"Brana, F., Bea, A. & Arrayago, M. J.","1991","Zootoca_vivipara","yes","captive",14,3.3166247903554,1.15377257362615,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brooks, R. J., Shilton, C. M., Brown, G. P. & Quinn, N. W. S. 1992",0.549306144334055,0.0555555555555556,"ZCOR",70,"Brooks, R. J., Shilton, C. M., Brown, G. P. & Quinn, N. W. S.","1992","Clemmys_insculpta","yes","wild",21,4.24264068711928,0.549306144334055,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Cabezas-Diaz, S., Virgos, E. & Villafuerte, R. 2005",0.604155602962267,0.05,"ZCOR",73,"Cabezas-Diaz, S., Virgos, E. & Villafuerte, R.","2005","Alectoris_rufa","yes","captive",23,4.47213595499958,0.604155602962267,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Castilla, A. M. & Bauwens, D. 2000a",-0.62125323416409,0.00671140939597315,"ZCOR",75,"Castilla, A. M. & Bauwens, D.","2000a","Podarcis_atrata","yes","captive",152,12.2065556157337,0.62125323416409,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Castilla, A. M. & Bauwens, D. 2000b",-0.517799660419688,0.0416666666666667,"ZCOR",76,"Castilla, A. M. & Bauwens, D.","2000b","Podarcis_lilfordi","yes","captive",27,4.89897948556636,0.517799660419688,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Castro-Franco, R., Bustos-Zagal, M. G. & Mendez-De la Cruz, F. R. 2011",0.433209450916991,0.0454545454545455,"ZCOR",77,"Castro-Franco, R., Bustos-Zagal, M. G. & Mendez-De la Cruz, F. R.","2011","Ctenosaura_pectinata","yes","captive",25,4.69041575982343,0.433209450916991,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Christians, J. K. & Williams, T. D. 2002",0.100335347731076,0.0256410256410256,"ZCOR",78,"Christians, J. K. & Williams, T. D.","2002","Taeniopygia_guttata","yes","captive",42,6.2449979983984,0.100335347731076,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Clark, D. R., Bunck, C. M. & Hall, R. J. 1997",-0.234189466759367,0.0227272727272727,"ZCOR",79,"Clark, D. R., Bunck, C. M. & Hall, R. J.","1997","Diadophis_punctatus","yes","captive",47,6.6332495807108,0.234189466759367,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Clark, P. J., Ewert, M. A. & Nelson, C. E. 2001",-0.37688590118819,0.0149253731343284,"ZCOR",80,"Clark, P. J., Ewert, M. A. & Nelson, C. E.","2001","Sternotherus_odoratus","yes","wild",70,8.18535277187245,0.37688590118819,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Congdon, J. D. & Sels, R. C. V. 1991",0.470991400682336,0.00462962962962963,"ZCOR",81,"Congdon, J. D. & Sels, R. C. V.","1991","Emydoidea_blandingii","yes","wild",219,14.6969384566991,0.470991400682336,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Conrad, K. F. & Robertson, R. J. 1992",-0.388423099718296,0.0344827586206897,"ZCOR",82,"Conrad, K. F. & Robertson, R. J.","1992","Sayornis_phoebe","yes","wild",32,5.3851648071345,0.388423099718296,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Costantini, D., Carello, L. & Dell'Omo, G. 2010",0.128706004074512,0.000732600732600733,"ZCOR",83,"Costantini, D., Carello, L. & Dell'Omo, G.","2010","Falco_tinnunculus","yes","wild",1368,36.9459064038223,0.128706004074512,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Doody, J. S., Georges, A. & Young, J. E. 2003",-0.331647108705132,0.024390243902439,"ZCOR",85,"Doody, J. S., Georges, A. & Young, J. E.","2003","Carettochelys_insculpta","yes","wild",44,6.40312423743285,0.331647108705132,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Doody, J. S., Georges, A. & Young, J. E. 2003",-0.259684060494553,0.024390243902439,"ZCOR",85,"Doody, J. S., Georges, A. & Young, J. E.","2003","Carettochelys_insculpta","yes","wild",44,6.40312423743285,0.259684060494553,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Doody, J. S., Georges, A. & Young, J. E. 2003",0.0983155510034261,0.0151515151515152,"ZCOR",85,"Doody, J. S., Georges, A. & Young, J. E.","2003","Carettochelys_insculpta","yes","wild",69,8.12403840463596,0.0983155510034261,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Du, Y., Lin, C. X., Lin, L. H., Qiu, Q. B. & Ji, X. 2011",-0.266108406873654,0.0050761421319797,"ZCOR",86,"Du, Y., Lin, C. X., Lin, L. H., Qiu, Q. B. & Ji, X.","2011","Leiolepis_reevesii","yes","captive",200,14.0356688476182,0.266108406873654,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dufva, R. 1996",0.0862129645198654,0.0142857142857143,"ZCOR",87,"Dufva, R.","1996","Parus_major","yes","wild",73,8.36660026534076,0.0862129645198654,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#3","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Formanowicz, D. R. & Shaffer, L. R. 1993",0.157284277318183,0.032258064516129,"ZCOR",88,"Formanowicz, D. R. & Shaffer, L. R.","1993","Centruroides_vittatus","no","captive",34,5.56776436283002,0.157284277318183,"CRAN",NA,NA,"CRAN"
