"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","es_id","study_id","authors","pub_year","design","ent_alpha","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",11,-0.440288139610849,0.00179856115107914,"from_dataset",11,2,"Agadullina","2016","Cross-sectional",0.765,23.5796522451032,0.440288139610849,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",12,0.30686669567039,0.00179856115107914,"from_dataset",12,2,"Agadullina","2016","Cross-sectional",0.747,23.5796522451032,0.30686669567039,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",13,0.166259171271398,0.0029585798816568,"from_dataset",13,2,"Agadullina","2016","Cross-sectional",0.818,18.3847763108503,0.166259171271398,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",14,0.197713928694342,0.0029585798816568,"from_dataset",14,2,"Agadullina","2016","Cross-sectional",0.86,18.3847763108503,0.197713928694342,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",15,0.118194732997143,0.0029585798816568,"from_dataset",15,2,"Agadullina","2016","Cross-sectional",0.818,18.3847763108503,0.118194732997143,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",16,0.195374658961738,0.0029585798816568,"from_dataset",16,2,"Agadullina","2016","Cross-sectional",0.86,18.3847763108503,0.195374658961738,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",17,0.972362057218181,0.0062111801242236,"from_dataset",17,3,"Andreychik & Gill","2015","Cross-sectional",0.68,12.6885775404495,0.972362057218181,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",18,1.03385934670262,0.0062111801242236,"from_dataset",18,3,"Andreychik & Gill","2015","Cross-sectional",0.68,12.6885775404495,1.03385934670262,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",19,0.359888655738167,0.00418410041841004,"from_dataset",19,3,"Andreychik & Gill","2015","Experiment",NA,15.4596248337403,0.359888655738167,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",20,-0.0710400793957857,0.00408163265306122,"from_dataset",20,4,"Effron & Knowles","2015a","Experiment",0.84,15.6524758424985,0.0710400793957857,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",21,-0.0570124022213747,0.00115606936416185,"from_dataset",21,4,"Effron & Knowles","2015a","Cross-sectional",0.82,29.4108823397055,0.0570124022213747,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",22,-0.0361708425164992,0.0125,"from_dataset",22,4,"Effron & Knowles","2015a","Experiment",0.81,8.94427190999916,0.0361708425164992,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",23,-0.296758038054291,0.0125,"from_dataset",23,4,"Effron & Knowles","2015a","Experiment",0.71,8.94427190999916,0.296758038054291,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",24,-0.0518110163334429,0.0125,"from_dataset",24,4,"Effron & Knowles","2015a","Experiment",0.85,8.94427190999916,0.0518110163334429,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",25,0.0998433315642059,0.002,"from_dataset",25,4,"Effron & Knowles","2015a","Experiment",0.85,22.3606797749979,0.0998433315642059,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",26,-0.0993397185574001,0.002,"from_dataset",26,4,"Effron & Knowles","2015a","Experiment",0.82,22.3606797749979,0.0993397185574001,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",27,0.0964437158972242,0.002,"from_dataset",27,4,"Effron & Knowles","2015a","Experiment",0.89,22.3606797749979,0.0964437158972242,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",28,-0.0321338424002118,0.000711237553342817,"from_dataset",28,4,"Effron & Knowles","2015a","Experiment",0.89,37.4966665185053,0.0321338424002118,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",29,0.011111568392355,0.00427350427350427,"from_dataset",29,5,"Effron","2015","Cross-sectional",0.81,15.2970585407784,0.011111568392355,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",30,-0.142966145363997,0.00393700787401575,"from_dataset",30,6,"Effron & Knowles","2015b","Experiment",0.81,15.9373774505092,0.142966145363997,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",31,0.0491385370436781,0.00401606425702811,"from_dataset",31,6,"Effron & Knowles","2015b","Experiment",0.84,15.7797338380595,0.0491385370436781,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",32,0.714590871537727,0.0166666666666667,"from_dataset",32,7,"Grzesiak-Feldman, Monika; Suszek, Hubert","2008","Cross-sectional",0.82,7.74596669241483,0.714590871537727,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",33,0.975808530408374,0.0166666666666667,"from_dataset",33,7,"Grzesiak-Feldman, Monika; Suszek, Hubert","2008","Cross-sectional",0.82,7.74596669241483,0.975808530408374,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",34,0.938987025461754,0.0166666666666667,"from_dataset",34,7,"Grzesiak-Feldman, Monika; Suszek, Hubert","2008","Cross-sectional",0.86,7.74596669241483,0.938987025461754,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",35,0.472109330586908,0.0166666666666667,"from_dataset",35,7,"Grzesiak-Feldman, Monika; Suszek, Hubert","2008","Cross-sectional",0.82,7.74596669241483,0.472109330586908,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",36,0.665671188035626,0.00337837837837838,"from_dataset",36,8,"Gulevich et al.","2016","Cross-sectional",0.87,17.2046505340852,0.665671188035626,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",37,0.589621862068128,0.00337837837837838,"from_dataset",37,8,"Gulevich et al.","2016","Cross-sectional",0.87,17.2046505340852,0.589621862068128,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",38,0.818683423541452,0.00806451612903226,"from_dataset",38,9,"Haqanee et al.","2014","Cross-sectional",0.71,11.13552872566,0.818683423541452,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",39,0.260189423589912,0.00806451612903226,"from_dataset",39,9,"Haqanee et al.","2014","Cross-sectional",0.71,11.13552872566,0.260189423589912,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",40,0.5786300816544,0.00806451612903226,"from_dataset",40,9,"Haqanee et al.","2014","Cross-sectional",0.71,11.13552872566,0.5786300816544,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",41,0.531570246226309,0.00806451612903226,"from_dataset",41,9,"Haqanee et al.","2014","Cross-sectional",0.71,11.13552872566,0.531570246226309,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",42,0.0713276166464697,0.00806451612903226,"from_dataset",42,9,"Haqanee et al.","2014","Cross-sectional",0.71,11.13552872566,0.0713276166464697,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",43,0.0118683738035159,0.00806451612903226,"from_dataset",43,9,"Haqanee et al.","2014","Cross-sectional",0.71,11.13552872566,0.0118683738035159,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",44,0.0113232542577453,0.0128205128205128,"from_dataset",44,10,"Haslam et al.","2002","Cross-sectional",NA,8.83176086632785,0.0113232542577453,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",45,0.366109354954286,0.0227272727272727,"from_dataset",45,10,"Haslam et al.","2002","Cross-sectional",NA,6.6332495807108,0.366109354954286,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",46,0.471062059931743,0.0227272727272727,"from_dataset",46,10,"Haslam et al.","2002","Cross-sectional",NA,6.6332495807108,0.471062059931743,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",47,0.626432700713408,0.0128205128205128,"from_dataset",47,10,"Haslam et al.","2002","Cross-sectional",NA,8.83176086632785,0.626432700713408,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",48,0.755849925344482,0.003690036900369,"from_dataset",48,11,"Hodson & Skorska","2015","Cross-sectional",0.85,16.4620776331543,0.755849925344482,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",49,0.687614932742124,0.003690036900369,"from_dataset",49,11,"Hodson & Skorska","2015","Cross-sectional",0.84,16.4620776331543,0.687614932742124,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",50,0.580100900806032,0.003690036900369,"from_dataset",50,11,"Hodson & Skorska","2015","Cross-sectional",0.86,16.4620776331543,0.580100900806032,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",51,0.301687469626293,0.0040650406504065,"from_dataset",51,12,"Keller","2005","Cross-sectional",NA,15.6843871413581,0.301687469626293,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",52,0.34428173896315,0.0040650406504065,"from_dataset",52,12,"Keller","2005","Cross-sectional",NA,15.6843871413581,0.34428173896315,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",53,0.181243112895242,0.0040650406504065,"from_dataset",53,12,"Keller","2005","Cross-sectional",NA,15.6843871413581,0.181243112895242,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",54,0.122836332187119,0.00632911392405063,"from_dataset",54,13,"Newheiser & Dovidio","2012","Cross-sectional",0.81,12.5698050899765,0.122836332187119,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",55,0.381139309015924,0.00632911392405063,"from_dataset",55,13,"Newheiser & Dovidio","2012","Cross-sectional",0.81,12.5698050899765,0.381139309015924,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",56,0.553608215851222,0.00632911392405063,"from_dataset",56,13,"Newheiser & Dovidio","2012","Cross-sectional",0.81,12.5698050899765,0.553608215851222,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",57,0.326236918448529,0.0147058823529412,"from_dataset",57,14,"Newheiser et al.","2009","Cross-sectional",0.58,8.24621125123531,0.326236918448529,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",58,0.480247586018701,0.0147058823529412,"from_dataset",58,14,"Newheiser et al.","2009","Cross-sectional",0.58,8.24621125123531,0.480247586018701,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",59,0.828442035424968,0.0147058823529412,"from_dataset",59,14,"Newheiser et al.","2009","Cross-sectional",0.58,8.24621125123531,0.828442035424968,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",60,0.0751892499712555,0.00892857142857143,"from_dataset",60,14,"Newheiser et al.","2009","Cross-sectional",0.87,10.5830052442584,0.0751892499712555,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",61,0.309730067773615,0.00892857142857143,"from_dataset",61,14,"Newheiser et al.","2009","Cross-sectional",0.87,10.5830052442584,0.309730067773615,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",62,-0.274738121512824,0.00892857142857143,"from_dataset",62,14,"Newheiser et al.","2009","Cross-sectional",0.87,10.5830052442584,0.274738121512824,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",63,0.762572238667029,0.00383141762452107,"from_dataset",63,15,"Ommundsen & Yakushko","2013","Cross-sectional",0.48,16.1554944214035,0.762572238667029,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",64,0.770530833227188,0.00190114068441065,"from_dataset",64,16,"Phelps et al.","2013","Cross-sectional",0.83,22.9346898823594,0.770530833227188,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",65,0.498844726228959,0.00190114068441065,"from_dataset",65,16,"Phelps et al.","2013","Cross-sectional",0.83,22.9346898823594,0.498844726228959,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",66,0.753771045517545,0.00190114068441065,"from_dataset",66,16,"Phelps et al.","2013","Cross-sectional",0.83,22.9346898823594,0.753771045517545,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",67,0.605817838535753,0.00334448160535117,"from_dataset",67,17,"Roets & Van Hiel","2011","Cross-sectional",0.85,17.2916164657906,0.605817838535753,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",68,0.487730133930815,0.00334448160535117,"from_dataset",68,17,"Roets & Van Hiel","2011","Cross-sectional",0.85,17.2916164657906,0.487730133930815,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",69,0.948601241384978,0.00980392156862745,"from_dataset",69,17,"Roets & Van Hiel","2011","Cross-sectional",0.82,10.0995049383621,0.948601241384978,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",70,0.647089583048891,0.00980392156862745,"from_dataset",70,17,"Roets & Van Hiel","2011","Cross-sectional",0.82,10.0995049383621,0.647089583048891,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",71,0.720681073085062,0.00980392156862745,"from_dataset",71,17,"Roets & Van Hiel","2011","Cross-sectional",0.82,10.0995049383621,0.720681073085062,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",72,0.98769738388096,0.00980392156862745,"from_dataset",72,17,"Roets & Van Hiel","2011","Cross-sectional",0.84,10.0995049383621,0.98769738388096,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",73,0.691294756731442,0.00980392156862745,"from_dataset",73,17,"Roets & Van Hiel","2011","Cross-sectional",0.84,10.0995049383621,0.691294756731442,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",74,0.708821899930282,0.00980392156862745,"from_dataset",74,17,"Roets & Van Hiel","2011","Cross-sectional",0.84,10.0995049383621,0.708821899930282,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",75,0.68810368818967,0.0072463768115942,"from_dataset",75,17,"Roets & Van Hiel","2011","Cross-sectional",0.78,11.7473401244707,0.68810368818967,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",76,0.615206658421509,0.0072463768115942,"from_dataset",76,17,"Roets & Van Hiel","2011","Cross-sectional",0.78,11.7473401244707,0.615206658421509,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",77,0.850956560722394,0.00628930817610063,"from_dataset",77,17,"Roets & Van Hiel","2011","Cross-sectional",0.83,12.6095202129185,0.850956560722394,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",78,0.537432678334528,0.00628930817610063,"from_dataset",78,17,"Roets & Van Hiel","2011","Cross-sectional",0.83,12.6095202129185,0.537432678334528,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",79,0.815408000026239,0.0043859649122807,"from_dataset",79,18,"Roets","2015","Cross-sectional",0.875,15.0996688705415,0.815408000026239,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",80,1.55236035374405,0.0178571428571429,"from_dataset",80,19,"Rydell, Hugenberg, Devin","2007","Cross-sectional",0.91,7.48331477354787,1.55236035374405,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",81,0.913733365051646,0.010989010989011,"from_dataset",81,19,"Rydell, Hugenberg, Devin","2007","Experiment",0.89,9.53939201416945,0.913733365051646,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",82,0.590251690963883,0.0116279069767442,"from_dataset",82,20,"Spencer-Rodgers, Julie; Hamilton, David L.; Sherman, Steven J","2007","Cross-sectional",0.86,9.2736184954957,0.590251690963883,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",83,0.623435568380138,0.0116279069767442,"from_dataset",83,20,"Spencer-Rodgers, Julie; Hamilton, David L.; Sherman, Steven J","2007","Cross-sectional",0.85,9.2736184954957,0.623435568380138,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",84,0.314266501812174,0.0101010101010101,"from_dataset",84,21,"Stenstrom et al.","2008","Experiment",0.82,9.9498743710662,0.314266501812174,"CRAN",NA,NA,"CRAN"
"psymetadata_agadullina2018","psymetadata","agadullina2018","Studies on Out-Group Entitativity and Prejudice",85,0.447254754481085,0.0101010101010101,"from_dataset",85,21,"Stenstrom et al.","2008","Experiment",0.82,9.9498743710662,0.447254754481085,"CRAN",NA,NA,"CRAN"
