"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","es_id","study_id","author","domain","n1","n2","n_total","mean_age1","mean_age2","miyake","task","year","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Kelly, 2013 2013",2.507382786,0.289504453,"from_dataset",26,16,"Kelly, 2013","processing speed",48,48,96,"18-24","60-79","no","Pattern Comparison Task",2013,1.85854198295258,2.507382786,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Kelly, 2013 2013",2.618208399,0.13830712,"from_dataset",27,16,"Kelly, 2013","processing speed",48,48,96,"18-24","60-79","no","Processing Speed Task",2013,2.68891906874228,2.618208399,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Konstantopoulos, 2013 2013",4.542512063,2.356567277,"from_dataset",28,17,"Konstantopoulos, 2013","shifting",45,10,55,"20-29","70-85","no","Modified Trail Making Test",2013,0.651418485613998,4.542512063,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Lawo, 2012 2012",1.020844649,932.0980384,"from_dataset",29,18,"Lawo, 2012","shifting",20,20,40,"23.2","66.6","no","Task Switching Task",2012,0.0327543664102264,1.020844649,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Mathias, 2013 2013",2.03071587,0.953572946,"from_dataset",30,19,"Mathias, 2013","processing speed",63,15,78,"24.67","69.13","no","Block Design Task",2013,1.02405442716148,2.03071587,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Mathias, 2013 2013",1.43917151,0.151161871,"from_dataset",31,19,"Mathias, 2013","updating",63,15,78,"24.67","69.13","no","Progressive Matrices Task",2013,2.57204682396088,1.43917151,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Mathias, 2013 2013",-0.094358079,1.011909095,"from_dataset",32,19,"Mathias, 2013","updating",63,15,78,"24.67","69.13","no","Verbal Fluency",2013,0.994098115075155,0.094358079,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McAlister, 2013 2013",1.344183829,0.073395874,"from_dataset",33,20,"McAlister, 2013","shifting",50,50,100,"22.15","66.86","no","Shifting Task",2013,3.69117109912636,1.344183829,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McAlister, 2013 2013",1.259671549,0.779154637,"from_dataset",34,20,"McAlister, 2013","processing speed",50,50,100,"22.15","66.86","no","Digit Symbol Modality Test",2013,1.13289111354253,1.259671549,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McVay, 2013 2013",0.573859351,0.668795391,"from_dataset",35,21,"McVay, 2013","processing speed",108,99,207,"19.3","66.9","no","Digit Symbol Substitution Task",2013,1.22279418352943,0.573859351,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McVay, 2013 2013",0.75699027,0.695528123,"from_dataset",36,21,"McVay, 2013","processing speed",108,99,207,"19.3","66.9","no","Digit Symbol Substitution Task",2013,1.19906479612299,0.75699027,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McVay, 2013 2013",0.479785434,39.31093548,"from_dataset",37,21,"McVay, 2013","inhibition",108,99,207,"19.3","66.9","no","Go/No-Go Task",2013,0.159493618282007,0.479785434,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Oh-Park, 2013 2013",8.786653664,0.285402245,"from_dataset",38,22,"Oh-Park, 2013","processing speed",18,16,34,"19.2","74.5","no","Trail Making Test",2013,1.87185113671673,8.786653664,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Oh-Park, 2013 2013",6.715826801,3.633146279,"from_dataset",39,22,"Oh-Park, 2013","shifting",18,16,34,"19.2","74.5","no","Trail Making Test",2013,0.524636567652118,6.715826801,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Rodrguez-Villagra, 2013 2013",1.043668283,0.097481399,"from_dataset",40,23,"Rodrguez-Villagra, 2013","shifting",18,22,40,"23","73","no","Go/No-Go Task",2013,3.20286861149051,1.043668283,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Rodrguez-Villagra, 2013 2013",1.920929149,1.092020314,"from_dataset",41,23,"Rodrguez-Villagra, 2013","processing speed",18,22,40,"23","73","no","Digit Symbol Substitution Task",2013,0.956939852212613,1.920929149,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Schnitzspahn, 2013 2013",0.662601601,0.014752061,"from_dataset",42,24,"Schnitzspahn, 2013","updating",175,110,285,"23.16","66","yes","Keep Track Task",2013,8.23329450178207,0.662601601,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Schnitzspahn, 2013 2013",0.957844618,0.01476384,"from_dataset",43,24,"Schnitzspahn, 2013","updating",175,110,285,"23.16","66","yes","Letter Memory Span Task",2013,8.23000947136371,0.957844618,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Schnitzspahn, 2013 2013",0.362671811,0.014747872,"from_dataset",44,24,"Schnitzspahn, 2013","inhibition",175,110,285,"23.16","66","yes","Anti-saccade Task",2013,8.23446371527688,0.362671811,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Schubert, 2013 2013",1.242003645,0.127849677,"from_dataset",45,25,"Schubert, 2013","processing speed",222,184,406,"31.9","69.5","no","Trail Making Test",2013,2.79672769063301,1.242003645,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Schubert, 2013 2013",1.210623923,1.285016429,"from_dataset",46,25,"Schubert, 2013","shifting",222,184,406,"31.9","69.5","no","Trail Making Test",2013,0.882156543520388,1.210623923,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Silva, 2013 2013",0.716082206,0.171538791,"from_dataset",47,26,"Silva, 2013","updating",15,14,29,"19","75","no","Updating Task",2013,2.41445339903105,0.716082206,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Silva, 2013 2013",0.004694975,0.758729818,"from_dataset",48,26,"Silva, 2013","updating",15,14,29,"19","75","no","Verbal Fluency",2013,1.14803842430576,0.004694975,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Silva, 2013 2013",-0.004694975,0.758729818,"from_dataset",49,26,"Silva, 2013","processing speed",15,14,29,"19","75","no","Symbol Search Task",2013,1.14803842430576,0.004694975,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Silva, 2013 2013",-0.449767478,0.368769269,"from_dataset",50,26,"Silva, 2013","updating",15,14,29,"19","75","no","Digit Span",2013,1.64673091485509,0.449767478,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Albinet, 2012 2012",2.879716349,1.128424902,"from_dataset",51,27,"Albinet, 2012","processing speed",28,39,67,"22.7","71.2","no","Digit Symbol Substitution Task",2012,0.941377186253527,2.879716349,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Albinet, 2012 2012",3.004461574,15.58125453,"from_dataset",52,27,"Albinet, 2012","processing speed",28,39,67,"22.7","71.2","no","Choice RT",2012,0.253337096591977,3.004461574,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Albinet, 2012 2012",1.35669904,11.00829922,"from_dataset",53,27,"Albinet, 2012","processing speed",28,39,67,"22.7","71.2","no","SRT Task",2012,0.301397667581196,1.35669904,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Albinet, 2012 2012",1.149889382,0.565756869,"from_dataset",54,27,"Albinet, 2012","inhibition",28,39,67,"22.7","71.2","yes","Verbal Fluency",2012,1.32949002196386,1.149889382,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Albinet, 2012 2012",1.189129444,65.66257469,"from_dataset",55,27,"Albinet, 2012","inhibition",28,39,67,"22.7","71.2","yes","Stroop",2012,0.12340735555389,1.189129444,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Albinet, 2012 2012",0.769779352,18.76751765,"from_dataset",56,27,"Albinet, 2012","inhibition",28,39,67,"22.7","71.2","no","Stop-Signal Task",2012,0.230832302463671,0.769779352,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Albinet, 2012 2012",1.317970845,0.423812147,"from_dataset",57,27,"Albinet, 2012","updating",28,39,67,"22.7","71.2","no","Verbal Span Task",2012,1.53607810912422,1.317970845,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Albinet, 2012 2012",2.373553657,0.528452726,"from_dataset",58,27,"Albinet, 2012","updating",28,39,67,"22.7","71.2","no","Spatial Span Task",2012,1.37561508209628,2.373553657,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Albinet, 2012 2012",0.254193103,0.065773737,"from_dataset",59,27,"Albinet, 2012","inhibition",28,39,67,"22.7","71.2","yes","Verbal Fluency",2012,3.8991841035534,0.254193103,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Albinet, 2012 2012",2.263487998,368.6228787,"from_dataset",60,27,"Albinet, 2012","shifting",28,39,67,"22.7","71.2","no","Global Task Switching Task",2012,0.0520845428676193,2.263487998,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Albinet, 2012 2012",1.577298056,46.24529895,"from_dataset",61,27,"Albinet, 2012","shifting",28,39,67,"22.7","71.2","no","Local Switching Task",2012,0.147050398027853,1.577298056,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Albinet, 2012 2012",1.367397084,0.409563358,"from_dataset",62,27,"Albinet, 2012","shifting",28,39,67,"22.7","71.2","yes","WCST",2012,1.56256989375806,1.367397084,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Aizpurua, 2010 2010",-1.334017593,0.962660596,"from_dataset",63,28,"Aizpurua, 2010","processing speed",36,36,72,"21.31","69.94","no","Block Design Task",2010,1.01920935735896,1.334017593,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Aizpurua, 2010 2010",1.478818429,1.332379546,"from_dataset",64,28,"Aizpurua, 2010","updating",36,36,72,"21.31","69.94","no","Ruff Figural Fluency Test",2010,0.8663353215896,1.478818429,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Aizpurua, 2010 2010",-0.036524554,0.503039985,"from_dataset",65,28,"Aizpurua, 2010","updating",36,36,72,"21.31","69.94","no","Verbal Fluency",2010,1.40993387975539,0.036524554,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Aizpurua, 2010 2010",0.331797891,0.056548042,"from_dataset",66,28,"Aizpurua, 2010","shifting",36,36,72,"21.31","69.94","yes","WCST",2010,4.20524413760442,0.331797891,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Aizpurua, 2010 2010",-0.017753774,0.89835401,"from_dataset",67,28,"Aizpurua, 2010","updating",36,36,72,"21.31","69.94","no","Verbal Fluency",2010,1.05505778077692,0.017753774,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Aizpurua, 2010 2010",0.176651306,0.067687209,"from_dataset",68,28,"Aizpurua, 2010","updating",36,36,72,"21.31","69.94","no","Digit Span",2010,3.84367533252544,0.176651306,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Allen, 2009 2009",18.97167556,0.106250283,"from_dataset",69,29,"Allen, 2009","shifting",18,18,36,"22.2","68.7","yes","Dual Task",2009,3.06785586973003,18.97167556,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Angel, 2010 2010",1.655280576,0.40954614,"from_dataset",70,30,"Angel, 2010","shifting",14,14,28,"24.28","65.6","yes","WCST",2010,1.56260273992975,1.655280576,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Angel, 2010 2010",1.333597708,0.134745768,"from_dataset",71,30,"Angel, 2010","inhibition",14,14,28,"24.28","65.6","yes","Stroop",2010,2.72422160562324,1.333597708,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Angel, 2010 2010",0.767655239,0.802368777,"from_dataset",72,30,"Angel, 2010","updating",14,14,28,"24.28","65.6","no","Verbal Fluency",2010,1.11638242227827,0.767655239,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Angel, 2011 2011",1.402886502,0.501066256,"from_dataset",73,31,"Angel, 2011","shifting",25,28,53,"24.4","67.1","yes","WCST",2011,1.41270805613208,1.402886502,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Angel, 2011 2011",1.389209828,0.073570797,"from_dataset",74,31,"Angel, 2011","inhibition",25,28,53,"24.4","67.1","yes","Stroop",2011,3.68678039660254,1.389209828,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Angel, 2011 2011",0.584754038,0.543020821,"from_dataset",75,31,"Angel, 2011","updating",25,28,53,"24.4","67.1","no","Verbal Fluency",2011,1.35703721874232,0.584754038,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Alperin, 2015 2015",0.596989499,27.91640162,"from_dataset",76,32,"Alperin, 2015","inhibition",26,29,55,"22.58","72.83","no","Attention Task",2015,0.189264987825757,0.596989499,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Bangert, 2010 2010",2.162179198,2.363047875,"from_dataset",77,33,"Bangert, 2010","processing speed",17,17,34,"20.18","72.53","no","Digit Symbol Substitution Task",2010,0.650524623126066,2.162179198,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Bangert, 2010 2010",0.729803256,0.17559201,"from_dataset",78,33,"Bangert, 2010","updating",17,17,34,"20.18","72.53","no","Digit Span",2010,2.38642409264146,0.729803256,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Bangert, 2010 2010",0.070426671,2.198825535,"from_dataset",79,33,"Bangert, 2010","updating",17,17,34,"20.18","72.53","no","Digit Span",2010,0.674379894580904,0.070426671,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Bangert, 2010 2010",0.776623906,0.510512214,"from_dataset",80,33,"Bangert, 2010","updating",17,17,34,"20.18","72.53","no","Reading Span Task",2010,1.39957743378567,0.776623906,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Bangert, 2010 2010",1.024982004,2.262049173,"from_dataset",81,33,"Bangert, 2010","shifting",17,17,34,"20.18","72.53","no","Trail Making Test",2010,0.664888741663772,1.024982004,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Bangert, 2010 2010",1.326903449,0.784300464,"from_dataset",82,33,"Bangert, 2010","inhibition",17,17,34,"20.18","72.53","yes","Stroop",2010,1.12916852532052,1.326903449,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Allard, 2008 2008",-0.115639973,0.118149725,"from_dataset",83,34,"Allard, 2008","updating",20,20,40,"21.6","70.45","no","Digit Span",2008,2.90926741320733,0.115639973,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Allard, 2008 2008",-0.028733591,0.118421712,"from_dataset",84,34,"Allard, 2008","updating",20,20,40,"21.6","70.45","no","Digit Span",2008,2.90592453894446,0.028733591,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Baudouin, 2009 2009",0.774877489,0.041660917,"from_dataset",85,35,"Baudouin, 2009","shifting",46,54,100,"29.1","74.7","yes","WCST",2009,4.89931753054097,0.774877489,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Baudouin, 2009 2009",1.388980544,0.16278069,"from_dataset",86,35,"Baudouin, 2009","updating",46,54,100,"29.1","74.7","no","Running Memory Span Task",2009,2.47855498276812,1.388980544,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Baudouin, 2009 2009",1.752012739,0.185207542,"from_dataset",87,35,"Baudouin, 2009","updating",46,54,100,"29.1","74.7","no","Computation Span Task",2009,2.32364974855835,1.752012739,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Baudouin, 2009 2009",2.090398611,0.054831462,"from_dataset",88,35,"Baudouin, 2009","processing speed",46,54,100,"29.1","74.7","no","Processing Speed Task",2009,4.27056254807714,2.090398611,"CRAN",NA,NA,"CRAN"
