"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","article","experiment","sample","pairing","ni","stimuli","condition","gen_difficulty","manip_type","present_style","word_status","memory_test","memory_type","gen_constraint","learning_type","stimuli_relation","gen_mode","gen_task","attention","pacing","filler_task","age_grp","retention_delay","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",12,0.652,0.00210355693438592,"from_dataset",12,"2",1,6,12,10,"read",NA,"within","pure","words","recognition","item",NA,NA,"semantic","verbal/speaking","word stem","full","timed","no","younger","immediate",21.8033318309579,0.652,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",13,0.872,0.000933945263966527,"from_dataset",12,"2",1,7,12,10,"generate",NA,"within","pure","words","recognition","item","high",NA,"category","verbal/speaking","word stem","full","timed","no","younger","immediate",32.7219583812609,0.872,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",14,0.665,0.00205625312585221,"from_dataset",12,"2",1,7,12,10,"read",NA,"within","pure","words","recognition","item",NA,NA,"category","verbal/speaking","word stem","full","timed","no","younger","immediate",22.0526970948668,0.665,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",15,0.878,0.000901948106343916,"from_dataset",12,"2",1,8,12,10,"generate",NA,"within","pure","words","recognition","item","high",NA,"antonym","verbal/speaking","word stem","full","timed","no","younger","immediate",33.2973157511254,0.878,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",16,0.699,0.00190868556837928,"from_dataset",12,"2",1,8,12,10,"read",NA,"within","pure","words","recognition","item",NA,NA,"antonym","verbal/speaking","word stem","full","timed","no","younger","immediate",22.8893154847468,0.699,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",17,0.871,0.000939325748505542,"from_dataset",12,"2",1,9,12,10,"generate",NA,"within","pure","words","recognition","item","high",NA,"synonym","verbal/speaking","word stem","full","timed","no","younger","immediate",32.6281076403111,0.871,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",18,0.677,0.00200787598553101,"from_dataset",12,"2",1,9,12,10,"read",NA,"within","pure","words","recognition","item",NA,NA,"synonym","verbal/speaking","word stem","full","timed","no","younger","immediate",22.3167812888811,0.677,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",19,0.741,0.00168959316287993,"from_dataset",12,"2",1,10,12,10,"generate",NA,"within","pure","words","recognition","item","high",NA,"rhyme","verbal/speaking","word stem","full","timed","no","younger","immediate",24.3281412281154,0.741,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",20,0.548,0.00225122514558473,"from_dataset",12,"2",1,10,12,10,"read",NA,"within","pure","words","recognition","item",NA,NA,"rhyme","verbal/speaking","word stem","full","timed","no","younger","immediate",21.0761137802974,0.548,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",21,0.521,0.00152090063574728,"from_dataset",12,"3",1,11,12,33,"generate",NA,"within","pure","words","recognition","cue word","high",NA,"rhyme","verbal/speaking","word stem","full","timed","no","younger","immediate",25.6418632236,0.521,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",22,0.492,0.00147309436068632,"from_dataset",12,"3",1,11,12,33,"read",NA,"within","pure","words","recognition","cue word",NA,NA,"rhyme","verbal/speaking","word stem","full","timed","no","younger","immediate",26.0546183833271,0.492,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",23,0.711,0.00126913848238116,"from_dataset",12,"3",2,12,12,33,"generate",NA,"within","pure","words","recognition","item","high",NA,"rhyme","verbal/speaking","word stem","full","timed","no","younger","immediate",28.0701991332769,0.711,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",24,0.533,0.00153403929794394,"from_dataset",12,"3",2,12,12,33,"read",NA,"within","pure","words","recognition","item",NA,NA,"rhyme","verbal/speaking","word stem","full","timed","no","younger","immediate",25.5318190249993,0.533,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",25,0.354,0.00146800828724623,"from_dataset",13,"1",1,13,20,8,"generate",NA,"within","pure","words","free recall","item","medium","incidental","rhyme","verbal/speaking","cue only","full","self-paced","no","younger","immediate",26.0997138788221,0.354,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",26,0.151,0.000446314512003586,"from_dataset",13,"1",1,13,20,8,"read",NA,"within","pure","words","free recall","item",NA,"incidental","rhyme","verbal/speaking","cue only","full","self-paced","no","younger","immediate",47.3346854941284,0.151,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",27,0.361,0.00150859341116615,"from_dataset",13,"1",1,14,20,8,"generate",NA,"within","pure","words","free recall","item","medium","incidental","semantic","verbal/speaking","sentence completion","full","self-paced","no","younger","immediate",25.7462449433939,0.361,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",28,0.21,0.000683170940514453,"from_dataset",13,"1",1,14,20,8,"read",NA,"within","pure","words","free recall","item",NA,"incidental","semantic","verbal/speaking","sentence completion","full","self-paced","no","younger","immediate",38.2591491595939,0.21,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",29,0.302,0.000830957610396787,"from_dataset",13,"2",1,15,20,16,"generate",NA,"between","pure","words","free recall","item","medium","incidental","rhyme","verbal/speaking","cue only","full","self-paced","no","younger","immediate",34.6905004554159,0.302,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",30,0.162,0.00034640915911672,"from_dataset",13,"2",2,15,20,16,"read",NA,"between","pure","words","free recall","item",NA,"incidental","rhyme","verbal/speaking","cue only","full","self-paced","no","younger","immediate",53.7285743276434,0.162,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",31,0.368,0.00110495355761299,"from_dataset",13,"2",1,16,20,16,"generate",NA,"between","pure","words","free recall","item","medium","incidental","semantic","verbal/speaking","sentence completion","full","self-paced","no","younger","immediate",30.0834740802738,0.368,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",32,0.287,0.000770020107276239,"from_dataset",13,"2",2,16,20,16,"read",NA,"between","pure","words","free recall","item",NA,"incidental","semantic","verbal/speaking","sentence completion","full","self-paced","no","younger","immediate",36.037027987208,0.287,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",33,0.861,0.000982008449114481,"from_dataset",13,"3a",1,17,20,8,"generate",NA,"within","pure","words","cued recall","item","medium","incidental","rhyme","verbal/speaking","cue only","full","self-paced","no","younger","immediate",31.9111450323992,0.861,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",34,0.512,0.00217215430763486,"from_dataset",13,"3a",1,17,20,8,"read",NA,"within","pure","words","cued recall","item",NA,"incidental","rhyme","verbal/speaking","cue only","full","self-paced","no","younger","immediate",21.4562916139592,0.512,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",35,0.928,0.000649248987857125,"from_dataset",13,"3a",1,18,20,8,"generate",NA,"within","pure","words","cued recall","item","medium","incidental","semantic","verbal/speaking","sentence completion","full","self-paced","no","younger","immediate",39.2459060049621,0.928,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",36,0.893,0.000814419054784168,"from_dataset",13,"3a",1,18,20,8,"read",NA,"within","pure","words","cued recall","item",NA,"incidental","semantic","verbal/speaking","sentence completion","full","self-paced","no","younger","immediate",35.0409633149993,0.893,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",37,0.819,0.00121932794584729,"from_dataset",13,"3b",1,19,20,8,"generate",NA,"within","pure","words","cued recall","item","medium","incidental","rhyme","verbal/speaking","cue only","full","self-paced","no","younger","long",28.6378055711822,0.819,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",38,0.346,0.00142136011364856,"from_dataset",13,"3b",1,19,20,8,"read",NA,"within","pure","words","cued recall","item",NA,"incidental","rhyme","verbal/speaking","cue only","full","self-paced","no","younger","long",26.5245447059816,0.346,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",39,0.906,0.000750672563149527,"from_dataset",13,"3b",1,20,20,8,"generate",NA,"within","pure","words","cued recall","item","medium","incidental","semantic","verbal/speaking","sentence completion","full","self-paced","no","younger","long",36.4984758143057,0.906,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",40,0.727,0.00174513233596134,"from_dataset",13,"3b",1,20,20,8,"read",NA,"within","pure","words","cued recall","item",NA,"incidental","semantic","verbal/speaking","sentence completion","full","self-paced","no","younger","long",23.9378872531683,0.727,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",41,0.783,0.00142975061806918,"from_dataset",13,"4",1,21,20,8,"generate",NA,"within","pure","words","recognition","item","medium","incidental","rhyme","verbal/speaking","cue only","full","self-paced","no","younger","long",26.4466004183919,0.783,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",42,0.542,0.00221937036825064,"from_dataset",13,"4",1,21,20,8,"read",NA,"within","pure","words","recognition","item",NA,"incidental","rhyme","verbal/speaking","cue only","full","self-paced","no","younger","long",21.2268283666609,0.542,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",43,0.785,0.00141806500652594,"from_dataset",13,"4",1,22,20,8,"generate",NA,"within","pure","words","recognition","item","medium","incidental","semantic","verbal/speaking","sentence completion","full","self-paced","no","younger","long",26.5553438942819,0.785,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",44,0.684,0.00195417158112419,"from_dataset",13,"4",1,22,20,8,"read",NA,"within","pure","words","recognition","item",NA,"incidental","semantic","verbal/speaking","sentence completion","full","self-paced","no","younger","long",22.6213569878561,0.684,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",45,0.41,0.000700410850629397,"from_dataset",17,"1",1,23,48,18,"generate",NA,"within","pure","words","free recall","item",NA,"incidental",NA,"writing/typing",NA,"full","timed","no","younger","immediate",37.785360256767,0.41,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",46,0.31,0.000476643333282595,"from_dataset",17,"1",1,23,48,18,"read",NA,"within","pure","words","free recall","item",NA,"incidental",NA,"writing/typing",NA,"full","timed","no","younger","immediate",45.8039823340828,0.31,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",47,0.33,0.000522566722124564,"from_dataset",17,"1",2,24,48,18,"generate",NA,"within","pure","words","free recall","item",NA,"incidental",NA,"covert/thinking",NA,"full","timed","no","younger","immediate",43.7450709394752,0.33,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",48,0.2,0.000251326523941607,"from_dataset",17,"1",2,24,48,18,"read",NA,"within","pure","words","free recall","item",NA,"incidental",NA,"covert/thinking",NA,"full","timed","no","younger","immediate",63.0784245295671,0.2,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",49,0.99,0.000161657088434079,"from_dataset",17,"1",1,25,48,18,"generate",NA,"within","pure","words","cued recall","item",NA,"incidental","category",NA,NA,"full","timed","no","younger","immediate",78.6507056997683,0.99,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",50,0.96,0.000203577820769672,"from_dataset",17,"1",1,25,48,18,"read",NA,"within","pure","words","cued recall","item",NA,"incidental","category",NA,NA,"full","timed","no","younger","immediate",70.0865640450942,0.96,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",51,0.97,0.000188871502997182,"from_dataset",17,"1",2,26,48,18,"generate",NA,"within","pure","words","cued recall","item",NA,"incidental","antonym",NA,NA,"full","timed","no","younger","immediate",72.7640362964588,0.97,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",52,0.83,0.000454924375852444,"from_dataset",17,"1",2,26,48,18,"read",NA,"within","pure","words","cued recall","item",NA,"incidental","antonym",NA,NA,"full","timed","no","younger","immediate",46.8846195298099,0.83,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",53,0.98,0.000174899217660165,"from_dataset",17,"1",1,27,48,18,"generate",NA,"within","pure","words","cued recall","item",NA,"incidental",NA,"writing/typing",NA,"full","timed","no","younger","immediate",75.6146709474384,0.98,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",54,0.9,0.000306908678459329,"from_dataset",17,"1",1,27,48,18,"read",NA,"within","pure","words","cued recall","item",NA,"incidental",NA,"writing/typing",NA,"full","timed","no","younger","immediate",57.081505040009,0.9,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",55,0.98,0.000174899217660165,"from_dataset",17,"1",2,28,48,18,"generate",NA,"within","pure","words","cued recall","item",NA,"incidental",NA,"covert/thinking",NA,"full","timed","no","younger","immediate",75.6146709474384,0.98,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",56,0.89,0.000326491125070066,"from_dataset",17,"1",2,28,48,18,"read",NA,"within","pure","words","cued recall","item",NA,"incidental",NA,"covert/thinking",NA,"full","timed","no","younger","immediate",55.3432054664531,0.89,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",57,0.96,0.000324357409504365,"from_dataset",17,"1",1,29,24,18,"generate",NA,"within","pure","words","recognition","source",NA,"incidental","category","writing/typing",NA,"full","timed","no","younger","immediate",55.5249387793307,0.96,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",58,0.92,0.000429669448481525,"from_dataset",17,"1",1,29,24,18,"read",NA,"within","pure","words","recognition","source",NA,"incidental","category","writing/typing",NA,"full","timed","no","younger","immediate",48.2428285031552,0.92,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",59,0.95,0.000348958115746369,"from_dataset",17,"1",2,30,24,18,"generate",NA,"within","pure","words","recognition","source",NA,"incidental","category","covert/thinking",NA,"full","timed","no","younger","immediate",53.5319850989332,0.95,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",60,0.81,0.000797514928048483,"from_dataset",17,"1",2,30,24,18,"read",NA,"within","pure","words","recognition","source",NA,"incidental","category","covert/thinking",NA,"full","timed","no","younger","immediate",35.4103801757827,0.81,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",61,0.76,0.000980053795187525,"from_dataset",17,"1",3,31,24,18,"generate",NA,"within","pure","words","recognition","source",NA,"incidental","antonym","writing/typing",NA,"full","timed","no","younger","immediate",31.9429515390342,0.76,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",62,0.8,0.000834199892079636,"from_dataset",17,"1",3,31,24,18,"read",NA,"within","pure","words","recognition","source",NA,"incidental","antonym","writing/typing",NA,"full","timed","no","younger","immediate",34.6230191007972,0.8,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",63,0.64,0.00132737297917539,"from_dataset",17,"1",4,32,24,18,"generate",NA,"within","pure","words","recognition","source",NA,"incidental","antonym","covert/thinking",NA,"full","timed","no","younger","immediate",27.4475454998917,0.64,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",64,0.71,0.00114920468848311,"from_dataset",17,"1",4,32,24,18,"read",NA,"within","pure","words","recognition","source",NA,"incidental","antonym","covert/thinking",NA,"full","timed","no","younger","immediate",29.4985932433834,0.71,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",65,0.207,0.000384235388467284,"from_dataset",22,"1",1,33,40,10,"generate",NA,"within","pure","words","free recall","item","high","intentional","synonym","verbal/speaking","word stem","full","timed","no","younger","immediate",51.0154027171602,0.207,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",66,0.138,0.000231140306363894,"from_dataset",22,"1",1,33,40,10,"read",NA,"within","pure","words","free recall","item",NA,"intentional","synonym","verbal/speaking","word stem","full","timed","no","younger","immediate",65.7751970331826,0.138,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",67,0.227,0.000437849855207709,"from_dataset",22,"1",1,34,40,10,"generate",NA,"within","pure","words","free recall","item","high","intentional","rhyme","verbal/speaking","word stem","full","timed","no","younger","immediate",47.790040084004,0.227,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",68,0.125,0.000207945208367329,"from_dataset",22,"1",1,34,40,10,"read",NA,"within","pure","words","free recall","item",NA,"intentional","rhyme","verbal/speaking","word stem","full","timed","no","younger","immediate",69.3466588236228,0.125,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",69,0.23,0.000504166666666667,"from_dataset",24,"1",1,35,24,16,"generate","low","within","mixed","words","free recall","item","high","intentional","antonym","verbal/speaking","word fragment","full","timed","no","younger","immediate",44.5361771415123,0.23,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",70,0.27,0.0009375,"from_dataset",24,"1",1,35,24,16,"generate","high","within","mixed","words","free recall","item","medium","intentional","antonym","verbal/speaking","word stem","full","timed","no","younger","immediate",32.659863237109,0.27,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",71,0.09,0.000266666666666667,"from_dataset",24,"1",1,35,24,16,"read","low","within","mixed","words","free recall","item",NA,"intentional","antonym","verbal/speaking","word fragment","full","timed","no","younger","immediate",61.2372435695794,0.09,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",72,0.319,0.000894478028525949,"from_dataset",24,"2",1,36,36,8,"generate","low","within","mixed","words","free recall","item","high","intentional","antonym","verbal/speaking","word fragment","full","timed","no","younger","immediate",33.4360650414195,0.319,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",73,0.332,0.000948317194546913,"from_dataset",24,"2",1,36,36,8,"generate","high","within","mixed","words","free recall","item","medium","intentional","antonym","verbal/speaking","word stem","full","timed","no","younger","immediate",32.4730579419404,0.332,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",74,0.092,0.000193394847204221,"from_dataset",24,"2",1,36,36,8,"read","low","within","mixed","words","free recall","item",NA,"intentional","antonym","verbal/speaking","word fragment","full","timed","no","younger","immediate",71.9080564527036,0.092,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",75,0.772,0.0010576142768678,"from_dataset",24,"2",1,37,36,8,"generate","low","within","mixed","words","recognition","item","high","intentional","antonym","verbal/speaking","word fragment","full","timed","no","younger","immediate",30.7493788738812,0.772,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",76,0.694,0.00135184430227227,"from_dataset",24,"2",1,37,36,8,"generate","high","within","mixed","words","recognition","item","medium","intentional","antonym","verbal/speaking","word stem","full","timed","no","younger","immediate",27.1979807800042,0.694,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",77,0.348,0.00101462524345138,"from_dataset",24,"2",1,37,36,8,"read","low","within","mixed","words","recognition","item",NA,"intentional","antonym","verbal/speaking","word fragment","full","timed","no","younger","immediate",31.3940371898992,0.348,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",78,0.111,0.000228145307364424,"from_dataset",24,"2",2,38,36,8,"generate","low","within","mixed","words","free recall","item","high","intentional","antonym","verbal/speaking","word fragment","full","timed","no","younger","long",66.2055243927558,0.111,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",79,0.123,0.000252361318127707,"from_dataset",24,"2",2,38,36,8,"generate","high","within","mixed","words","free recall","item","medium","intentional","antonym","verbal/speaking","word stem","full","timed","no","younger","long",62.9489668192819,0.123,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",80,0.022,9.92358083701705e-05,"from_dataset",24,"2",2,38,36,8,"read","low","within","mixed","words","free recall","item",NA,"intentional","antonym","verbal/speaking","word fragment","full","timed","no","younger","long",100.384299813222,0.022,"CRAN",NA,NA,"CRAN"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",81,0.61,0.00154990246872589,"from_dataset",24,"2",2,39,36,8,"generate","low","within","mixed","words","recognition","item","high","intentional","antonym","verbal/speaking","word fragment","full","timed","no","younger","long",25.4008245657658,0.61,"CRAN",NA,NA,"CRAN"
