"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","contrast","paternalstock","vial_letter","estimate","zratio","pvalue","precision","abs_yi","source","repo","branch","repo_license"
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",11,0.145367310099865,0.0239408277940918,"estimate",11,"0.5x - 2x",217,"B",0.145367310099865,0.939500840277173,0.615242238665451,6.46294438296855,0.145367310099865,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",12,-0.00847087080402956,0.0267470606810243,"estimate",12,"1x - 2x",217,"B",-0.00847087080402956,-0.0517952610807476,0.998522024586733,6.11451434911612,0.00847087080402956,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",13,0.0583553737138416,0.0293296602780958,"estimate",13,"0.5x - 1x",42,"C",0.0583553737138416,0.34074331039822,0.938007897518987,5.83910767274199,0.0583553737138416,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",14,0.315096569844784,0.0354087927503774,"estimate",14,"0.5x - 2x",42,"C",0.315096569844784,1.67451142682124,0.215007160570798,5.31428008767631,0.315096569844784,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",15,0.256741196130942,0.0415430646714205,"estimate",15,"1x - 2x",42,"C",0.256741196130942,1.25963956814524,0.418150419925473,4.90626197559198,0.256741196130942,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",16,0.194488923145228,0.019902087225786,"estimate",16,"0.5x - 1x",217,"C",0.194488923145228,1.37862312495723,0.352132294107565,7.08844032175442,0.194488923145228,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",17,0.108318587995255,0.02501836825473,"estimate",17,"0.5x - 2x",217,"C",0.108318587995255,0.684815370926613,0.77236109182988,6.32223317900539,0.108318587995255,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",18,-0.0861703351499727,0.0272494814841672,"estimate",18,"1x - 2x",217,"C",-0.0861703351499727,-0.522009805259055,0.860580839053317,6.0578829634414,0.0861703351499727,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",19,0.0307848861319057,0.0314381597912011,"estimate",19,"0.5x - 1x",42,"D",0.0307848861319057,0.173623694421056,0.98351847695393,5.63990049133595,0.0307848861319057,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",20,0.311155776593621,0.0413732172483453,"estimate",20,"0.5x - 2x",42,"D",0.311155776593621,1.529742107635,0.27693331909116,4.91632237839793,0.311155776593621,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",21,0.280370890461715,0.0447953670891585,"estimate",21,"1x - 2x",42,"D",0.280370890461715,1.32469644556862,0.381374121235208,4.72480022225954,0.280370890461715,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",22,0.10221556195723,0.0184978483387384,"estimate",22,"0.5x - 1x",217,"D",0.10221556195723,0.751547463580727,0.732688623097198,7.35257380764779,0.10221556195723,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",23,0.0346276669822259,0.0231979490730803,"estimate",23,"0.5x - 2x",217,"D",0.0346276669822259,0.227351820887006,0.971907692230815,6.56561185608331,0.0346276669822259,"GitHub","Diet-and-recombination-in-Dmel","main",NA
"gh_StevisonLab_Diet-and-recombination-in-Dmel_output_recomb-stats_anova-cvv_posthoc.csv","StevisonLab","output/recomb-stats_anova-cvv_posthoc.csv","StevisonLab / Diet-and-recombination-in-Dmel / output/recomb-stats_anova-cvv_posthoc.csv",24,-0.0675878949750039,0.0265768705132114,"estimate",24,"1x - 2x",217,"D",-0.0675878949750039,-0.414588260399062,0.909618544090789,6.13406084850533,0.0675878949750039,"GitHub","Diet-and-recombination-in-Dmel","main",NA
