Species,Site,Regime,covariate,ID,var,Traits
PS,COT,high,61.416,938,neur.1.3,5.899
PS,COT,high,61.416,938,neur.2.1,6
PS,COT,high,61.416,938,neur.2.2,5.684
PS,COT,high,61.416,938,neur.2.3,5.818
PS,COT,high,61.416,938,neur.3.1,4.27
PS,COT,high,61.416,938,neur.3.2,3.879
PS,COT,high,61.416,938,neur.3.3,3.889
PS,COT,high,71.182,940,area.1,1.251
PS,COT,high,71.182,940,area.2,1.122
PS,COT,high,71.182,940,area.3,0.951
PS,COT,high,71.182,940,dorsal.1,7.896
PS,COT,high,71.182,940,dorsal.2,7.757
PS,COT,high,71.182,940,dorsal.3,7.91
PS,COT,high,71.182,940,neur.1.1,5.977
PS,COT,high,71.182,940,neur.1.2,6.47
PS,COT,high,71.182,940,neur.1.3,6.623
PS,COT,high,71.182,940,neur.2.1,7.412
PS,COT,high,71.182,940,neur.2.2,7.233
PS,COT,high,71.182,940,neur.2.3,6.092
PS,COT,high,71.182,940,neur.3.1,4.775
PS,COT,high,71.182,940,neur.3.2,4.489
PS,COT,high,71.182,940,neur.3.3,4.315
PS,COT,high,70.438,941,area.1,1.317
PS,COT,high,70.438,941,area.2,1.17
PS,COT,high,70.438,941,area.3,0.904
PS,COT,high,70.438,941,dorsal.1,8.239
PS,COT,high,70.438,941,dorsal.2,8.168
PS,COT,high,70.438,941,dorsal.3,7.527
PS,COT,high,70.438,941,neur.1.1,6.071
PS,COT,high,70.438,941,neur.1.2,6.173
PS,COT,high,70.438,941,neur.1.3,6.64
PS,COT,high,70.438,941,neur.2.1,6.847
PS,COT,high,70.438,941,neur.2.2,6.38
PS,COT,high,70.438,941,neur.2.3,5.573
PS,COT,high,70.438,941,neur.3.1,5.196
PS,COT,high,70.438,941,neur.3.2,4.899
PS,COT,high,70.438,941,neur.3.3,4.504
PS,COT,high,72.264,942,area.1,1.582
PS,COT,high,72.264,942,area.2,1.19
PS,COT,high,72.264,942,area.3,0.91
PS,COT,high,72.264,942,dorsal.1,8.744
PS,COT,high,72.264,942,dorsal.2,8.481
PS,COT,high,72.264,942,dorsal.3,7.849
PS,COT,high,72.264,942,neur.1.1,6.718
PS,COT,high,72.264,942,neur.1.2,6.425
PS,COT,high,72.264,942,neur.1.3,6.694
PS,COT,high,72.264,942,neur.2.1,6.496
PS,COT,high,72.264,942,neur.2.2,6.623
PS,COT,high,72.264,942,neur.2.3,6.049
PS,COT,high,72.264,942,neur.3.1,4.351
PS,COT,high,72.264,942,neur.3.2,4.149
PS,COT,high,72.264,942,neur.3.3,3.787
PS,COT,high,70.777,943,area.1,1.527
PS,COT,high,70.777,943,area.2,1.357
PS,COT,high,70.777,943,area.3,1.166
PS,COT,high,70.777,943,dorsal.1,8.239
PS,COT,high,70.777,943,dorsal.2,8.909
PS,COT,high,70.777,943,dorsal.3,8.266
PS,COT,high,70.777,943,neur.1.1,6.787
PS,COT,high,70.777,943,neur.1.2,6.676
PS,COT,high,70.777,943,neur.1.3,6.688
PS,COT,high,70.777,943,neur.2.1,7.248
PS,COT,high,70.777,943,neur.2.2,7.165
PS,COT,high,70.777,943,neur.2.3,6.449
PS,COT,high,70.777,943,neur.3.1,5.185
PS,COT,high,70.777,943,neur.3.2,4.412
PS,COT,high,70.777,943,neur.3.3,4.561
PS,COT,high,72.142,944,area.1,1.287
PS,COT,high,72.142,944,area.2,1.3
PS,COT,high,72.142,944,area.3,1.122
PS,COT,high,72.142,944,dorsal.1,9.403
PS,COT,high,72.142,944,dorsal.2,9.257
PS,COT,high,72.142,944,dorsal.3,8.853
PS,COT,high,72.142,944,neur.1.1,7.931
PS,COT,high,72.142,944,neur.1.2,8.068
PS,COT,high,72.142,944,neur.1.3,7.91
PS,COT,high,72.142,944,neur.2.1,8.071
PS,COT,high,72.142,944,neur.2.2,8.039
PS,COT,high,72.142,944,neur.2.3,7.356
PS,COT,high,72.142,944,neur.3.1,5.509
PS,COT,high,72.142,944,neur.3.2,4.978
PS,COT,high,72.142,944,neur.3.3,5.071
PS,COT,high,66.864,945,area.1,1.349
PS,COT,high,66.864,945,area.2,0.869
PS,COT,high,66.864,945,area.3,0.804
PS,COT,high,66.864,945,dorsal.1,8.045
PS,COT,high,66.864,945,dorsal.2,7.767
PS,COT,high,66.864,945,dorsal.3,6.978
PS,COT,high,66.864,945,neur.1.1,6.419
PS,COT,high,66.864,945,neur.1.2,6.292
PS,COT,high,66.864,945,neur.1.3,6.657
PS,COT,high,66.864,945,neur.2.1,6.602
PS,COT,high,66.864,945,neur.2.2,6.45
PS,COT,high,66.864,945,neur.2.3,5.666
PS,COT,high,66.864,945,neur.3.1,7.949
PS,COT,high,66.864,945,neur.3.2,7.744
PS,COT,high,66.864,945,neur.3.3,6.765
LP,COT,high,50.406,946,area.1,0.424
LP,COT,high,50.406,946,area.2,0.52
LP,COT,high,50.406,946,area.3,0.361
LP,COT,high,50.406,946,dorsal.1,2.642
LP,COT,high,50.406,946,dorsal.2,2.058
LP,COT,high,50.406,946,dorsal.3,1.871
LP,COT,high,50.406,946,neur.1.1,1.968
LP,COT,high,50.406,946,neur.1.2,2.046
LP,COT,high,50.406,946,neur.1.3,1.892
LP,COT,high,50.406,946,neur.2.1,2.017
LP,COT,high,50.406,946,neur.2.2,1.842
LP,COT,high,50.406,946,neur.2.3,1.983
LP,COT,high,50.406,946,neur.3.1,1.644
LP,COT,high,50.406,946,neur.3.2,2.197
LP,COT,high,50.406,946,neur.3.3,2.056
LP,COT,high,51.7,947,area.1,0.432
LP,COT,high,51.7,947,area.2,0.494
LP,COT,high,51.7,947,area.3,0.387
LP,COT,high,51.7,947,dorsal.1,2.168
LP,COT,high,51.7,947,dorsal.2,2.276
LP,COT,high,51.7,947,dorsal.3,2.131
LP,COT,high,51.7,947,neur.1.1,1.619
LP,COT,high,51.7,947,neur.1.2,1.785
LP,COT,high,51.7,947,neur.1.3,1.678
LP,COT,high,51.7,947,neur.2.1,1.811
LP,COT,high,51.7,947,neur.2.2,1.714
LP,COT,high,51.7,947,neur.2.3,1.72
LP,COT,high,51.7,947,neur.3.1,1.726
LP,COT,high,51.7,947,neur.3.2,1.898
LP,COT,high,51.7,947,neur.3.3,2.142
LP,COT,high,44.03,948,area.1,0.364
LP,COT,high,44.03,948,area.2,0.379
LP,COT,high,44.03,948,area.3,0.292
LP,COT,high,44.03,948,dorsal.1,2.32
LP,COT,high,44.03,948,dorsal.2,1.666
LP,COT,high,44.03,948,dorsal.3,1.728
LP,COT,high,44.03,948,neur.1.1,1.606
LP,COT,high,44.03,948,neur.1.2,1.614
LP,COT,high,44.03,948,neur.1.3,1.611
LP,COT,high,44.03,948,neur.2.1,1.834
LP,COT,high,44.03,948,neur.2.2,1.916
LP,COT,high,44.03,948,neur.2.3,1.851
LP,COT,high,44.03,948,neur.3.1,1.706
LP,COT,high,44.03,948,neur.3.2,1.715
LP,COT,high,44.03,948,neur.3.3,1.634
LP,COT,high,51.76,949,area.1,0.431
LP,COT,high,51.76,949,area.2,0.436
LP,COT,high,51.76,949,area.3,0.374
LP,COT,high,51.76,949,dorsal.1,1.987
LP,COT,high,51.76,949,dorsal.2,1.824
LP,COT,high,51.76,949,dorsal.3,1.559
LP,COT,high,51.76,949,neur.1.1,1.762
LP,COT,high,51.76,949,neur.1.2,2.066
LP,COT,high,51.76,949,neur.1.3,1.778
LP,COT,high,51.76,949,neur.2.1,2.019
LP,COT,high,51.76,949,neur.2.2,2.018
LP,COT,high,51.76,949,neur.2.3,2.021
LP,COT,high,51.76,949,neur.3.1,1.779
LP,COT,high,51.76,949,neur.3.2,1.903
LP,COT,high,51.76,949,neur.3.3,1.859
LP,COT,high,55.2,950,area.1,0.488
LP,COT,high,55.2,950,area.2,0.55
LP,COT,high,55.2,950,area.3,0.481
LP,COT,high,55.2,950,dorsal.1,2.532
LP,COT,high,55.2,950,dorsal.2,2.28
LP,COT,high,55.2,950,dorsal.3,2.11
LP,COT,high,55.2,950,neur.1.1,2.378
LP,COT,high,55.2,950,neur.1.2,2.214
LP,COT,high,55.2,950,neur.1.3,2.431
LP,COT,high,55.2,950,neur.2.1,2.817
LP,COT,high,55.2,950,neur.2.2,2.415
LP,COT,high,55.2,950,neur.2.3,2.303
LP,COT,high,55.2,950,neur.3.1,1.78
LP,COT,high,55.2,950,neur.3.2,2.181
LP,COT,high,55.2,950,neur.3.3,2.015
LP,COT,high,51.15,951,area.1,0.413
LP,COT,high,51.15,951,area.2,0.513
LP,COT,high,51.15,951,area.3,0.36
LP,COT,high,51.15,951,dorsal.1,2.418
LP,COT,high,51.15,951,dorsal.2,2.095
LP,COT,high,51.15,951,dorsal.3,1.722
LP,COT,high,51.15,951,neur.1.1,1.923
LP,COT,high,51.15,951,neur.1.2,1.923
LP,COT,high,51.15,951,neur.1.3,1.686
LP,COT,high,51.15,951,neur.2.1,2.051
LP,COT,high,51.15,951,neur.2.2,1.947
LP,COT,high,51.15,951,neur.2.3,2.022
LP,COT,high,51.15,951,neur.3.1,2.174
LP,COT,high,51.15,951,neur.3.2,2.141
LP,COT,high,51.15,951,neur.3.3,2.14
LP,COT,high,48.1,952,area.1,0.416
LP,COT,high,48.1,952,area.2,0.518
LP,COT,high,48.1,952,area.3,0.363
LP,COT,high,48.1,952,dorsal.1,2.284
LP,COT,high,48.1,952,dorsal.2,1.744
LP,COT,high,48.1,952,dorsal.3,1.663
LP,COT,high,48.1,952,neur.1.1,2.142
LP,COT,high,48.1,952,neur.1.2,2.199
LP,COT,high,48.1,952,neur.1.3,2.154
LP,COT,high,48.1,952,neur.2.1,2.101
LP,COT,high,48.1,952,neur.2.2,2.257
LP,COT,high,48.1,952,neur.2.3,2.189
LP,COT,high,48.1,952,neur.3.1,1.743
LP,COT,high,48.1,952,neur.3.2,1.61
LP,COT,high,48.1,952,neur.3.3,1.953
LP,COT,high,50.48,953,area.1,0.329
LP,COT,high,50.48,953,area.2,0.387
LP,COT,high,50.48,953,area.3,0.284
LP,COT,high,50.48,953,dorsal.1,2.118
LP,COT,high,50.48,953,dorsal.2,1.921
LP,COT,high,50.48,953,dorsal.3,1.631
LP,COT,high,50.48,953,neur.1.1,1.743
LP,COT,high,50.48,953,neur.1.2,1.932
LP,COT,high,50.48,953,neur.1.3,2.033
LP,COT,high,50.48,953,neur.2.1,1.939
LP,COT,high,50.48,953,neur.2.2,1.815
LP,COT,high,50.48,953,neur.2.3,2.018
LP,COT,high,50.48,953,neur.3.1,1.682
LP,COT,high,50.48,953,neur.3.2,1.756
LP,COT,high,50.48,953,neur.3.3,1.614
LP,COT,high,50.318,954,area.1,0.394
LP,COT,high,50.318,954,area.2,0.466
LP,COT,high,50.318,954,area.3,0.334
LP,COT,high,50.318,954,dorsal.1,2.031
LP,COT,high,50.318,954,dorsal.2,1.723
LP,COT,high,50.318,954,dorsal.3,1.672
LP,COT,high,50.318,954,neur.1.1,1.563
LP,COT,high,50.318,954,neur.1.2,1.839
LP,COT,high,50.318,954,neur.1.3,1.787
LP,COT,high,50.318,954,neur.2.1,1.993
LP,COT,high,50.318,954,neur.2.2,1.809
LP,COT,high,50.318,954,neur.2.3,2.025
LP,COT,high,50.318,954,neur.3.1,2.041
LP,COT,high,50.318,954,neur.3.2,1.821
LP,COT,high,50.318,954,neur.3.3,1.948
LP,COT,high,45.47,955,area.1,0.368
LP,COT,high,45.47,955,area.2,0.411
LP,COT,high,45.47,955,area.3,0.27
LP,COT,high,45.47,955,dorsal.1,2.03
LP,COT,high,45.47,955,dorsal.2,1.838
LP,COT,high,45.47,955,dorsal.3,1.572
LP,COT,high,45.47,955,neur.1.1,1.803
LP,COT,high,45.47,955,neur.1.2,1.569
LP,COT,high,45.47,955,neur.1.3,1.685
LP,COT,high,45.47,955,neur.2.1,1.91
LP,COT,high,45.47,955,neur.2.2,1.945
LP,COT,high,45.47,955,neur.2.3,1.707
LP,COT,high,45.47,955,neur.3.1,1.797
LP,COT,high,45.47,955,neur.3.2,1.694
LP,COT,high,45.47,955,neur.3.3,2.049
LP,OKA,low,48.771,956,area.1,0.401
LP,OKA,low,48.771,956,area.2,0.404
LP,OKA,low,48.771,956,area.3,0.373
LP,OKA,low,48.771,956,dorsal.1,2.045
LP,OKA,low,48.771,956,dorsal.2,2.069
LP,OKA,low,48.771,956,dorsal.3,1.715
LP,OKA,low,48.771,956,neur.1.1,1.574
LP,OKA,low,48.771,956,neur.1.2,1.743
LP,OKA,low,48.771,956,neur.1.3,1.631
LP,OKA,low,48.771,956,neur.2.1,1.485
LP,OKA,low,48.771,956,neur.2.2,1.7
LP,OKA,low,48.771,956,neur.2.3,1.953
LP,OKA,low,48.771,956,neur.3.1,1.975
LP,OKA,low,48.771,956,neur.3.2,2.127
LP,OKA,low,48.771,956,neur.3.3,2.347
LP,OKA,low,47.68,957,area.1,0.461
LP,OKA,low,47.68,957,area.2,0.495
LP,OKA,low,47.68,957,area.3,0.397
LP,OKA,low,47.68,957,dorsal.1,1.892
LP,OKA,low,47.68,957,dorsal.2,1.651
LP,OKA,low,47.68,957,dorsal.3,1.585
LP,OKA,low,47.68,957,neur.1.1,1.465
LP,OKA,low,47.68,957,neur.1.2,1.656
LP,OKA,low,47.68,957,neur.1.3,1.665
LP,OKA,low,47.68,957,neur.2.1,1.814
LP,OKA,low,47.68,957,neur.2.2,1.474
LP,OKA,low,47.68,957,neur.2.3,1.332
LP,OKA,low,47.68,957,neur.3.1,1.863
LP,OKA,low,47.68,957,neur.3.2,1.946
LP,OKA,low,47.68,957,neur.3.3,2.619
LP,OKA,low,49.58,958,area.1,0.433
LP,OKA,low,49.58,958,area.2,0.464
LP,OKA,low,49.58,958,area.3,0.409
LP,OKA,low,49.58,958,dorsal.1,1.604
LP,OKA,low,49.58,958,dorsal.2,1.741
LP,OKA,low,49.58,958,dorsal.3,1.694
LP,OKA,low,49.58,958,neur.1.1,2.082
LP,OKA,low,49.58,958,neur.1.2,1.943
LP,OKA,low,49.58,958,neur.1.3,1.519
LP,OKA,low,49.58,958,neur.2.1,1.856
LP,OKA,low,49.58,958,neur.2.2,1.753
LP,OKA,low,49.58,958,neur.2.3,1.361
LP,OKA,low,49.58,958,neur.3.1,1.695
LP,OKA,low,49.58,958,neur.3.2,2.145
LP,OKA,low,49.58,958,neur.3.3,2.326
LP,OKA,low,52.52,959,area.1,0.468
LP,OKA,low,52.52,959,area.2,0.545
LP,OKA,low,52.52,959,area.3,0.375
LP,OKA,low,52.52,959,dorsal.1,2.263
LP,OKA,low,52.52,959,dorsal.2,2.104
LP,OKA,low,52.52,959,dorsal.3,1.517
LP,OKA,low,52.52,959,neur.1.1,1.799
LP,OKA,low,52.52,959,neur.1.2,1.837
LP,OKA,low,52.52,959,neur.1.3,1.894
LP,OKA,low,52.52,959,neur.2.1,1.98
LP,OKA,low,52.52,959,neur.2.2,1.925
LP,OKA,low,52.52,959,neur.2.3,1.505
LP,OKA,low,52.52,959,neur.3.1,2.173
LP,OKA,low,52.52,959,neur.3.2,1.835
LP,OKA,low,52.52,959,neur.3.3,2.191
LP,OKA,low,41.72,960,area.1,0.312
LP,OKA,low,41.72,960,area.2,0.443
LP,OKA,low,41.72,960,area.3,0.317
LP,OKA,low,41.72,960,dorsal.1,1.638
LP,OKA,low,41.72,960,dorsal.2,1.341
LP,OKA,low,41.72,960,dorsal.3,1.549
LP,OKA,low,41.72,960,neur.1.1,1.376
LP,OKA,low,41.72,960,neur.1.2,1.289
LP,OKA,low,41.72,960,neur.1.3,1.303
LP,OKA,low,41.72,960,neur.2.1,1.405
LP,OKA,low,41.72,960,neur.2.2,1.499
LP,OKA,low,41.72,960,neur.2.3,1.471
LP,OKA,low,41.72,960,neur.3.1,1.502
LP,OKA,low,41.72,960,neur.3.2,1.776
LP,OKA,low,41.72,960,neur.3.3,1.575
YP,OKA,low,47.6,962,area.1,0.428
YP,OKA,low,47.6,962,area.2,0.551
YP,OKA,low,47.6,962,area.3,0.457
YP,OKA,low,47.6,962,dorsal.1,3.998
YP,OKA,low,47.6,962,dorsal.2,3.559
YP,OKA,low,47.6,962,dorsal.3,3.209
YP,OKA,low,47.6,962,neur.1.1,2.688
YP,OKA,low,47.6,962,neur.1.2,2.829
YP,OKA,low,47.6,962,neur.1.3,3.041
YP,OKA,low,47.6,962,neur.2.1,2.42
YP,OKA,low,47.6,962,neur.2.2,2.264
YP,OKA,low,47.6,962,neur.2.3,2.232
YP,OKA,low,47.6,962,neur.3.1,2.078
YP,OKA,low,47.6,962,neur.3.2,2.342
YP,OKA,low,47.6,962,neur.3.3,1.826
YP,OKA,low,43.72,964,area.1,0.369
YP,OKA,low,43.72,964,area.2,0.417
YP,OKA,low,43.72,964,area.3,0.375
YP,OKA,low,43.72,964,dorsal.1,2.879
YP,OKA,low,43.72,964,dorsal.2,2.548
YP,OKA,low,43.72,964,dorsal.3,2.657
YP,OKA,low,43.72,964,neur.1.1,2.222
YP,OKA,low,43.72,964,neur.1.2,2.326
YP,OKA,low,43.72,964,neur.1.3,2.396
YP,OKA,low,43.72,964,neur.2.1,2.01
YP,OKA,low,43.72,964,neur.2.2,2.12
YP,OKA,low,43.72,964,neur.2.3,1.991
YP,OKA,low,43.72,964,neur.3.1,1.951
YP,OKA,low,43.72,964,neur.3.2,1.896
YP,OKA,low,43.72,964,neur.3.3,2.008
YP,OKA,low,49.22,969,area.1,0.473
YP,OKA,low,49.22,969,area.2,0.593
YP,OKA,low,49.22,969,area.3,0.473
YP,OKA,low,49.22,969,dorsal.1,3.725
YP,OKA,low,49.22,969,dorsal.2,3.4
YP,OKA,low,49.22,969,dorsal.3,3.309
YP,OKA,low,49.22,969,neur.1.1,2.501
YP,OKA,low,49.22,969,neur.1.2,2.631
YP,OKA,low,49.22,969,neur.1.3,2.866
YP,OKA,low,49.22,969,neur.2.1,2.902
YP,OKA,low,49.22,969,neur.2.2,2.793
YP,OKA,low,49.22,969,neur.2.3,2.678
YP,OKA,low,49.22,969,neur.3.1,2.357
YP,OKA,low,49.22,969,neur.3.2,2.235
YP,OKA,low,49.22,969,neur.3.3,2.282
YP,OKA,low,46.78,973,area.1,0.438
YP,OKA,low,46.78,973,area.2,0.548
YP,OKA,low,46.78,973,area.3,0.431
YP,OKA,low,46.78,973,dorsal.1,3.534
YP,OKA,low,46.78,973,dorsal.2,3.691
YP,OKA,low,46.78,973,dorsal.3,3.164
YP,OKA,low,46.78,973,neur.1.1,2.643
YP,OKA,low,46.78,973,neur.1.2,2.428
YP,OKA,low,46.78,973,neur.1.3,2.354
YP,OKA,low,46.78,973,neur.2.1,2.443
YP,OKA,low,46.78,973,neur.2.2,2.492
YP,OKA,low,46.78,973,neur.2.3,2.341
YP,OKA,low,46.78,973,neur.3.1,2.043
YP,OKA,low,46.78,973,neur.3.2,1.953
YP,OKA,low,46.78,973,neur.3.3,2.094
YP,OKA,low,46.68,974,area.1,0.407
YP,OKA,low,46.68,974,area.2,0.447
YP,OKA,low,46.68,974,area.3,0.333
YP,OKA,low,46.68,974,dorsal.1,3.179
YP,OKA,low,46.68,974,dorsal.2,3.076
YP,OKA,low,46.68,974,dorsal.3,2.887
YP,OKA,low,46.68,974,neur.1.1,2.114
YP,OKA,low,46.68,974,neur.1.2,2.332
YP,OKA,low,46.68,974,neur.1.3,2.398
YP,OKA,low,46.68,974,neur.2.1,2.201
YP,OKA,low,46.68,974,neur.2.2,2.14
YP,OKA,low,46.68,974,neur.2.3,2.271
YP,OKA,low,46.68,974,neur.3.1,1.64
YP,OKA,low,46.68,974,neur.3.2,1.651
YP,OKA,low,46.68,974,neur.3.3,1.888
YP,OKA,low,48.01,975,area.1,0.427
YP,OKA,low,48.01,975,area.2,0.465
YP,OKA,low,48.01,975,area.3,0.41
YP,OKA,low,48.01,975,dorsal.1,3.424
YP,OKA,low,48.01,975,dorsal.2,3.124
YP,OKA,low,48.01,975,dorsal.3,3.063
YP,OKA,low,48.01,975,neur.1.1,2.287
YP,OKA,low,48.01,975,neur.1.2,2.61
YP,OKA,low,48.01,975,neur.1.3,2.478
YP,OKA,low,48.01,975,neur.2.1,2.203
YP,OKA,low,48.01,975,neur.2.2,2.183
YP,OKA,low,48.01,975,neur.2.3,1.892
YP,OKA,low,48.01,975,neur.3.1,1.839
YP,OKA,low,48.01,975,neur.3.2,1.783
YP,OKA,low,48.01,975,neur.3.3,1.931
YP,OKA,low,41.17,976,area.1,0.364
YP,OKA,low,41.17,976,area.2,0.466
YP,OKA,low,41.17,976,area.3,0.383
YP,OKA,low,41.17,976,dorsal.1,3.048
YP,OKA,low,41.17,976,dorsal.2,2.955
YP,OKA,low,41.17,976,dorsal.3,2.688
YP,OKA,low,41.17,976,neur.1.1,1.972
YP,OKA,low,41.17,976,neur.1.2,1.888
YP,OKA,low,41.17,976,neur.1.3,2.12
