"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","article","author","year","species","amniotes","environment","reprounit","ni","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Berg, O.K., Hendry, A.P., Svendsen, D., Bech, C., Arnekleiv, J.V. & Lohrmann, A. 2001",1.09861228866811,0.333333333333333,"ZCOR",7,"Berg, O.K., Hendry, A.P., Svendsen, D., Bech, C., Arnekleiv, J.V. & Lohrmann, A.","2001","Salmo_salar","no","wild","single",6,1.73205080756888,1.09861228866811,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Blouin-Demers, G. & Weatherhead, P.J. 2007",0.0550555592082121,0.0208333333333333,"ZCOR",9,"Blouin-Demers, G. & Weatherhead, P.J.","2007","Pantherophis_obsoletus","yes","wild","single",51,6.92820323027551,0.0550555592082121,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Boersma, M. 1995",0.472230804420426,0.00207900207900208,"ZCOR",10,"Boersma, M.","1995","Daphnia_galeata","no","captive","single",484,21.9317121994613,0.472230804420426,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Boltnev , A.I. & York, A.E. 2001",0.179916484577676,0.00401606425702811,"ZCOR",11,"Boltnev , A.I. & York, A.E.","2001","Callorhinus_ursinus","yes","wild","single",252,15.7797338380595,0.179916484577676,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bonenfant, C., Gaillard, J.M., Loison, A. & Klein, F. 2003",1.58902691517397,0.00925925925925926,"ZCOR",12,"Bonenfant, C., Gaillard, J.M., Loison, A. & Klein, F.","2003","Cervus_elaphus","yes","wild","single",111,10.3923048454133,1.58902691517397,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bonnet, X., Naulleau, G., Shine, R. & Lourdais, O. 2001",0.223656109021832,0.00775193798449612,"ZCOR",13,"Bonnet, X., Naulleau, G., Shine, R. & Lourdais, O.","2001","Vipera_aspis","yes","wild","single",132,11.3578166916005,0.223656109021832,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A. & Alford, R.A. 2005",0.0210030878170776,0.0476190476190476,"ZCOR",15,"Dziminski, M.A. & Alford, R.A.","2005","Limnodynastes_ornatus","no","wild","single",24,4.58257569495584,0.0210030878170776,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A. & Alford, R.A. 2005",0.0570618516183901,0.0555555555555556,"ZCOR",15,"Dziminski, M.A. & Alford, R.A.","2005","Cyclorana_alboguttata","no","wild","single",21,4.24264068711928,0.0570618516183901,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A. & Alford, R.A. 2005",0.324976785659335,0.2,"ZCOR",15,"Dziminski, M.A. & Alford, R.A.","2005","Cyclorana_brevipes","no","wild","single",8,2.23606797749979,0.324976785659335,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A. & Alford, R.A. 2005",-0.373443467798625,0.2,"ZCOR",15,"Dziminski, M.A. & Alford, R.A.","2005","Cyclorana_novaehollandiae","no","wild","single",8,2.23606797749979,0.373443467798625,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A. & Alford, R.A. 2005",0.627024571153056,0.0833333333333333,"ZCOR",15,"Dziminski, M.A. & Alford, R.A.","2005","Litoria_caerulea","no","wild","single",15,3.46410161513775,0.627024571153056,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A. & Alford, R.A. 2005",0.331647108705132,0.04,"ZCOR",15,"Dziminski, M.A. & Alford, R.A.","2005","Litoria_fallax","no","wild","single",28,5,0.331647108705132,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A. & Alford, R.A. 2005",0.151140435936467,0.166666666666667,"ZCOR",15,"Dziminski, M.A. & Alford, R.A.","2005","Litoria_gracilenta","no","wild","single",9,2.44948974278318,0.151140435936467,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A. & Alford, R.A. 2005",0.202732554054082,0.142857142857143,"ZCOR",15,"Dziminski, M.A. & Alford, R.A.","2005","Litoria_nasuta","no","wild","single",10,2.64575131106459,0.202732554054082,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A. & Alford, R.A. 2005",0.139905729509726,0.125,"ZCOR",15,"Dziminski, M.A. & Alford, R.A.","2005","Litoria_rothii","no","wild","single",11,2.82842712474619,0.139905729509726,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A. & Alford, R.A. 2005",-0.107411175916069,0.2,"ZCOR",15,"Dziminski, M.A. & Alford, R.A.","2005","Litoria_rubella","no","wild","single",8,2.23606797749979,0.107411175916069,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ford, N.B. & Seigel, R.A. 1989",0.290940262008008,0.0555555555555556,"ZCOR",16,"Ford, N.B. & Seigel, R.A.","1989","Pantherophis_guttatus","yes","captive","single",21,4.24264068711928,0.290940262008008,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ford, N.B. & Seigel, R.A. 1989",0.345074338781844,0.0833333333333333,"ZCOR",16,"Ford, N.B. & Seigel, R.A.","1989","Trimeresurus_flavoviridis","yes","captive","single",15,3.46410161513775,0.345074338781844,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ford, N.B. & Seigel, R.A. 1989",0.360892579373737,0.05,"ZCOR",16,"Ford, N.B. & Seigel, R.A.","1989","Ovophis_okinavensis","yes","captive","single",23,4.47213595499958,0.360892579373737,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Barbosa, M. & Magurran, A.E. 2010",0.12667321652205,0.0072992700729927,"ZCOR",17,"Barbosa, M. & Magurran, A.E.","2010","Poecilia_reticulata","no","captive","single",140,11.7046999107196,0.12667321652205,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Blanchard, P., Hanuise, N., Dana, S. & Weimerskirch, H. 2007",0.671552214184739,0.0476190476190476,"ZCOR",18,"Blanchard, P., Hanuise, N., Dana, S. & Weimerskirch, H.","2007","Diomedea_exulans","yes","wild","single",24,4.58257569495584,0.671552214184739,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Blanchard, P., Hanuise, N., Dana, S. & Weimerskirch, H. 2007",0.564082236398934,0.0476190476190476,"ZCOR",18,"Blanchard, P., Hanuise, N., Dana, S. & Weimerskirch, H.","2007","Diomedea_exulans","yes","wild","single",24,4.58257569495584,0.564082236398934,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bluhm, C.K. & Gowaty, P.A. 2004",0.0320109293824655,0.0217391304347826,"ZCOR",19,"Bluhm, C.K. & Gowaty, P.A.","2004","Anas_platyrhynchos","yes","wild","single",49,6.78232998312527,0.0320109293824655,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Braccini, J.M., Hamlett, W.C., Gillanders, B.M. & Walker, T.I. 2007",1.07946334016988,0.0144927536231884,"ZCOR",20,"Braccini, J.M., Hamlett, W.C., Gillanders, B.M. & Walker, T.I.","2007","Squalus_megalops","no","wild","single",72,8.30662386291807,1.07946334016988,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Campbell, M.T. & Slade, N.A. 1995",0.439222781428215,0.0384615384615385,"ZCOR",21,"Campbell, M.T. & Slade, N.A.","1995","Sigmodon_hispidus","yes","wild","single",29,5.09901951359278,0.439222781428215,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Hodge, S.J., Bell, M.B., Mwanguhya, F., Kyabulima, S., Waldick, R.C. & Russell, A.F. 2009",0.565436575443166,0.0277777777777778,"ZCOR",23,"Hodge, S.J., Bell, M.B., Mwanguhya, F., Kyabulima, S., Waldick, R.C. & Russell, A.F.","2009","Mungos_mungo","yes","wild","single",39,6,0.565436575443166,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Fox, C.W. 1994",0.211079993340167,0.00520833333333333,"ZCOR",24,"Fox, C.W.","1994","Callosobruchus_maculatus","no","captive","single",195,13.856406460551,0.211079993340167,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Crespi, E.J. & Lessig, H. 2004",0.0701146706543251,0.142857142857143,"ZCOR",25,"Crespi, E.J. & Lessig, H.","2004","Plethodon_cinereus","no","wild","single",10,2.64575131106459,0.0701146706543251,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bowman, J.E. & Lee, P.C. 1995",0.558683512291903,0.0357142857142857,"ZCOR",26,"Bowman, J.E. & Lee, P.C.","1995","Macaca_mulatta","yes","wild","single",31,5.29150262212918,0.558683512291903,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bowman, J.E. & Lee, P.C. 1995",0.576339754969193,0.0357142857142857,"ZCOR",26,"Bowman, J.E. & Lee, P.C.","1995","Macaca_mulatta","yes","wild","single",31,5.29150262212918,0.576339754969193,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Fox, C.W., Thakar, M.S. & Mousseau, T.A. 1997",0.301844856437642,0.0151515151515152,"ZCOR",30,"Fox, C.W., Thakar, M.S. & Mousseau, T.A.","1997","Stator_limbatus","no","captive","single",69,8.12403840463596,0.301844856437642,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Fox, C.W., Thakar, M.S. & Mousseau, T.A. 1997",0.132774772051389,0.0192307692307692,"ZCOR",30,"Fox, C.W., Thakar, M.S. & Mousseau, T.A.","1997","Stator_limbatus","no","captive","single",55,7.21110255092798,0.132774772051389,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Johnston, T.A. & Leggett, W.C. 2002",0.287682072451781,0.000911577028258888,"ZCOR",31,"Johnston, T.A. & Leggett, W.C.","2002","Sander_vitreus","no","wild","single",1100,33.1209903233584,0.287682072451781,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Du, W.G., Ji, X., Zhang, Y.P., Lin, Z.H. & Xu, X.F. 2010",0.533431795176765,0.00366300366300366,"ZCOR",32,"Du, W.G., Ji, X., Zhang, Y.P., Lin, Z.H. & Xu, X.F.","2010","Takydromus_septentrionalis","yes","wild","single",276,16.5227116418583,0.533431795176765,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A. & Roberts, J.D. 2009",0.151140435936467,0.0333333333333333,"ZCOR",34,"Dziminski, M.A. & Roberts, J.D.","2009","Crinia_georgiana","no","wild","single",33,5.47722557505166,0.151140435936467,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ferreiro, R. & Galin, P. 2004",0.550640367940972,0.0153846153846154,"ZCOR",36,"Ferreiro, R. & Galin, P.","2004","Anguis_fragilis","yes","captive","single",68,8.06225774829855,0.550640367940972,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Gignac, A. & Gregory, P.T. 2005",0.290940262008008,0.0526315789473684,"ZCOR",39,"Gignac, A. & Gregory, P.T.","2005","Thamnophis_ordinoides","yes","wild","single",22,4.35889894354067,0.290940262008008,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.502396766725227,0.0212765957446809,"ZCOR",42,"Glazier, D.S.","2000","Gammarus_minus","no","captive","single",50,6.85565460040104,0.502396766725227,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.33834602991675,0.0212765957446809,"ZCOR",42,"Glazier, D.S.","2000","Gammarus_minus","no","captive","single",50,6.85565460040104,0.33834602991675,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.239475207617771,0.0212765957446809,"ZCOR",42,"Glazier, D.S.","2000","Gammarus_minus","no","captive","single",50,6.85565460040104,0.239475207617771,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.345074338781844,0.0212765957446809,"ZCOR",42,"Glazier, D.S.","2000","Gammarus_minus","no","captive","single",50,6.85565460040104,0.345074338781844,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.343950879133442,0.0212765957446809,"ZCOR",42,"Glazier, D.S.","2000","Gammarus_minus","no","captive","single",50,6.85565460040104,0.343950879133442,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",-0.0902441878561468,0.0212765957446809,"ZCOR",42,"Glazier, D.S.","2000","Gammarus_minus","no","captive","single",50,6.85565460040104,0.0902441878561468,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",-0.130739850028878,0.0212765957446809,"ZCOR",42,"Glazier, D.S.","2000","Gammarus_minus","no","captive","single",50,6.85565460040104,0.130739850028878,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.269328615080577,0.0212765957446809,"ZCOR",42,"Glazier, D.S.","2000","Gammarus_minus","no","captive","single",50,6.85565460040104,0.269328615080577,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.111459277062863,0.0212765957446809,"ZCOR",42,"Glazier, D.S.","2000","Gammarus_minus","no","captive","single",50,6.85565460040104,0.111459277062863,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.184050430681648,0.0212765957446809,"ZCOR",42,"Glazier, D.S.","2000","Gammarus_minus","no","captive","single",50,6.85565460040104,0.184050430681648,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Baron, J.P., Tully, T. & Le Galliard, J.F. 2010",0.46235296439972,0.0526315789473684,"ZCOR",43,"Baron, J.P., Tully, T. & Le Galliard, J.F.","2010","Vipera_ursinii","yes","wild","single",22,4.35889894354067,0.46235296439972,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.201691103979578,0.0263157894736842,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",41,6.16441400296898,0.201691103979578,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",-0.107411175916069,0.0238095238095238,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",45,6.48074069840786,0.107411175916069,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.359757028200344,0.027027027027027,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",40,6.08276253029822,0.359757028200344,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.221555353862266,0.03125,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",35,5.65685424949238,0.221555353862266,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.22891654681274,0.027027027027027,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",40,6.08276253029822,0.22891654681274,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.288767472087844,0.024390243902439,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",44,6.40312423743285,0.288767472087844,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.253280612489767,0.0303030303030303,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",36,5.74456264653803,0.253280612489767,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.328308421086246,0.0238095238095238,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",45,6.48074069840786,0.328308421086246,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.0420247221712258,0.025,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",43,6.32455532033676,0.0420247221712258,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.29202765864463,0.0285714285714286,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",38,5.91607978309962,0.29202765864463,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",-0.0872205032631205,0.0285714285714286,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",38,5.91607978309962,0.0872205032631205,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",-0.12362598118313,0.024390243902439,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",44,6.40312423743285,0.12362598118313,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.272554287044803,0.0294117647058824,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",37,5.8309518948453,0.272554287044803,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Glazier, D.S. 2000",0.384951707289887,0.024390243902439,"ZCOR",44,"Glazier, D.S.","2000","Gammarus_minus","no","wild","single",44,6.40312423743285,0.384951707289887,"CRAN",NA,NA,"CRAN"
"metadat_dat.lim2014#1","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Green, B.S & Chambers, R.C. 2007",-0.37688590118819,0.166666666666667,"ZCOR",45,"Green, B.S & Chambers, R.C.","2007","Microgadus_tomcod","no","wild","single",9,2.44948974278318,0.37688590118819,"CRAN",NA,NA,"CRAN"
