"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","variable","latentclass","estimate","pvalue","proportion","precision","abs_yi","source","repo","branch","repo_license"
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_France_france_c4.csv","Elenoar12","data/LPA/France/france_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/France/france_c4.csv",11,0,0.000625,"estimate","Physical Inactivity",3,0,0.985,4.5,40,0,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_France_france_c4.csv","Elenoar12","data/LPA/France/france_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/France/france_c4.csv",12,0.263,0.000625,"estimate","Sleep Problems",3,0.263,0,4.5,40,0.263,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_France_france_c4.csv","Elenoar12","data/LPA/France/france_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/France/france_c4.csv",13,0.255,0.000625,"estimate","Undietary Behavior",3,0.255,0,4.5,40,0.255,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_France_france_c4.csv","Elenoar12","data/LPA/France/france_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/France/france_c4.csv",14,0.952,3.6e-05,"estimate","Smoking",3,0.952,0,4.5,166.666666666667,0.952,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_France_france_c4.csv","Elenoar12","data/LPA/France/france_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/France/france_c4.csv",15,0.746,0.000841,"estimate","Alcohol",3,0.746,0,4.5,34.4827586206897,0.746,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_France_france_c4.csv","Elenoar12","data/LPA/France/france_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/France/france_c4.csv",16,0.161,0.000676,"estimate","Physical Inactivity",4,0.161,0,4.8,38.4615384615385,0.161,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_France_france_c4.csv","Elenoar12","data/LPA/France/france_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/France/france_c4.csv",17,0.205,0.000625,"estimate","Sleep Problems",4,0.205,0,4.8,40,0.205,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_France_france_c4.csv","Elenoar12","data/LPA/France/france_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/France/france_c4.csv",18,0.431,0.000625,"estimate","Undietary Behavior",4,0.431,0,4.8,40,0.431,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_France_france_c4.csv","Elenoar12","data/LPA/France/france_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/France/france_c4.csv",19,3.819,4e-06,"estimate","Smoking",4,3.819,0,4.8,500,3.819,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_France_france_c4.csv","Elenoar12","data/LPA/France/france_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/France/france_c4.csv",20,1.498,0.000961,"estimate","Alcohol",4,1.498,0,4.8,32.258064516129,1.498,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
