"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","effectsize_id","summary_statistic","effect_size","first_author","year_published","title","paper_id","study_id","group_id","group_id_notes","species","class","rearing_type","competition_order","competition_order_notes","perception_competition","perception_competition_notes","precendence","precedence_notes","fertilisation_mode","pc_variation_level","pc_variation_level_note","pc_variation_cause","pc_variation_notes","pc_variation_cause2","pc_variation_nature","study_design","study_design_notes","fertilisation_methods","pc_type","pc_type_notes","precop_correlation","precop_correlation_notes","postcop_correlation","postcop_correlation_notes","coin","inverse_precedence_notes","n_notes","n_dependent","corr_r","estimate","n_groups","ci_lower","ci_upper","f","t","p","mean_low","n_low","sd_low","se_low","mean_high","n_high","sd_high","se_high","data_location","notes","effect_size_group2","effect_size_est","effect_size_t","effect_size_f","effect_size_p","effect_size2","n2","precision","abs_yi","source","repo","branch","repo_license"
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",11,-0.148072784818846,0.0588235294117647,"from_dataset",11,12,"Corr_r",-0.147,"Kahrl",2015,"Diet affects ejaculate traits in a lizard with condition-dependent fertilization success","5",5,6,NA,"Anolis_sagrei","Reptilia",2,2,NA,2,NA,3,"based on Fig.4",1,1,NA,6,"A mixtured of dietary manipulations and natural variation",1,3,2,NA,1,3,"tail",1,NA,1,NA,1,NA,NA,"independent",-0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Authors sent correlations",NA,NA,NA,NA,NA,NA,-0.147,20,4.12310562561766,0.148072784818846,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",12,-0.0270065638712765,0.0588235294117647,"from_dataset",12,13,"Corr_r",-0.027,"Kahrl",2015,"Diet affects ejaculate traits in a lizard with condition-dependent fertilization success","5",5,6,NA,"Anolis_sagrei","Reptilia",2,2,NA,2,NA,3,"based on Fig.4",1,1,NA,6,"A mixtured of dietary manipulations and natural variation",1,3,2,NA,1,1,NA,1,NA,1,NA,1,NA,NA,"independent",-0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Authors sent correlations",NA,NA,NA,NA,NA,NA,-0.027,20,4.12310562561766,0.0270065638712765,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",13,-0.14194571393891,0.0588235294117647,"from_dataset",13,14,"Corr_r",-0.141,"Kahrl",2015,"Diet affects ejaculate traits in a lizard with condition-dependent fertilization success","5",5,6,NA,"Anolis_sagrei","Reptilia",2,2,NA,2,NA,3,"based on Fig.4",1,1,NA,6,"A mixtured of dietary manipulations and natural variation",1,3,2,NA,1,3,"head",1,NA,1,NA,1,NA,NA,"independent",-0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2; univar model",NA,NA,NA,NA,NA,NA,-0.141,20,4.12310562561766,0.14194571393891,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",14,-0.099331270745286,0.0196078431372549,"from_dataset",14,15,"effect_size_est",-0.0990058642992766,"Gasparini",2010,"Effect of male age on sperm traits and sperm competition success in the guppy (Poecilia reticulata)","6",6,7,NA,"Poecilia_reticulata","Actinopterygii",6,3,NA,3,NA,5,NA,1,1,"age",3,NA,3,1,2,NA,2,3,"tail",5,"Body size and colour in model",1,NA,1,NA,"through corresondence with author","independent",NA,-0.04,"continuous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 4",NA,NA,-0.0990058642992766,NA,NA,NA,-0.0990058642992766,54,7.14142842854285,0.099331270745286,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",15,-0.154550265531869,0.0196078431372549,"from_dataset",15,16,"effect_size_est",-0.153331391596572,"Gasparini",2010,"Effect of male age on sperm traits and sperm competition success in the guppy (Poecilia reticulata)","6",6,7,NA,"Poecilia_reticulata","Actinopterygii",6,3,NA,3,NA,5,NA,1,1,"age",3,NA,3,1,2,NA,2,4,NA,5,"Body size and colour in model",1,NA,1,NA,"through corresondence with author","independent",NA,-0.008,"continuous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 4",NA,NA,-0.153331391596572,NA,NA,NA,-0.153331391596572,54,7.14142842854285,0.154550265531869,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",16,-0.173887602895184,0.0196078431372549,"from_dataset",16,17,"effect_size_est",-0.172155936706522,"Gasparini",2010,"Effect of male age on sperm traits and sperm competition success in the guppy (Poecilia reticulata)","6",6,7,NA,"Poecilia_reticulata","Actinopterygii",6,3,NA,3,NA,5,NA,1,1,"age",3,NA,3,1,2,NA,2,1,NA,5,"Body size and colour in model",1,NA,1,NA,"through corresondence with author","independent",NA,-3e-05,"continuous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 4",NA,NA,-0.172155936706522,NA,NA,NA,-0.172155936706522,54,7.14142842854285,0.173887602895184,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",17,1.07143168405867,0.0454545454545455,"from_dataset",17,18,"Corr_r",0.79,"Liljedal",2008,"Factors predicting male fertilization success in an external fertilizer","7",7,8,NA,"Salvelinus_alpinus","Actinopterygii",2,3,NA,4,NA,5,NA,2,1,NA,1,NA,1,1,2,NA,2,4,"relative velocity",1,NA,1,NA,1,NA,NA,"independent",0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fig. 1",NA,NA,NA,NA,NA,NA,0.79,25,4.69041575982343,1.07143168405867,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",18,0.647522844827373,0.5,"from_dataset",18,19,"Corr_r",0.57,"Firman",2014,"Female fitness, sperm traits and patterns of paternity in an Australian polyandrous mouse","8",8,9,NA,"Pseudomys_hermannsburgensis","Mammalia",4,2,NA,4,NA,3,NA,1,1,NA,1,NA,5,1,2,NA,1,4,NA,1,"Correlation matrix",2,"Correlation matrix",1,NA,NA,"dependent",0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fig. 2","Only took second male to mate traits on P2",NA,NA,NA,NA,NA,0.57,5,1.41421356237309,0.647522844827373,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",19,-0.775298706205583,0.666666666666667,"from_dataset",19,20,"Corr_r",-0.65,"Firman",2014,"Female fitness, sperm traits and patterns of paternity in an Australian polyandrous mouse","8",8,9,NA,"Pseudomys_hermannsburgensis","Mammalia",4,2,NA,4,NA,3,NA,1,1,NA,1,NA,5,1,2,NA,1,1,NA,1,"Correlation matrix",2,"Correlation matrix",1,NA,NA,"dependent",-0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fig. 2","Only took second male to mate traits on P2",NA,NA,NA,NA,NA,-0.65,4.5,1.22474487139159,0.775298706205583,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",20,-0.127948434478907,0.0434782608695652,"from_dataset",20,21,"effect_size_est",-0.127254770303104,"Patlar",2020,"Genotype-by-environment interactions for seminal fluid expression and sperm competitive ability","9",9,10,"recipient one","Macrostomum_lignano","Macrostomida",4,1,NA,3,"some were exposed others weren't",2,"Angeloni et al. 2003; Pongratz and Michiels 2003; Garefalaki et al. 2010; P. Sandner et al., unpubl. ms.)",1,1,NA,6,"genotypes",5,1,2,NA,1,7,"suckless 2",1,NA,1,NA,1,NA,"Based on fig. 3","independent",NA,-0.07,"continuous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table S4",NA,NA,-0.127254770303104,NA,NA,NA,-0.127254770303104,26,4.79583152331272,0.127948434478907,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",21,-0.160389953752983,0.0476190476190476,"from_dataset",21,22,"effect_size_est",-0.159028619633479,"Patlar",2020,"Genotype-by-environment interactions for seminal fluid expression and sperm competitive ability","9",9,10,"recipient two","Macrostomum_lignano","Macrostomida",4,1,NA,3,"some were exposed others weren't",2,"Angeloni et al. 2003; Pongratz and Michiels 2003; Garefalaki et al. 2010; P. Sandner et al., unpubl. ms.)",1,1,NA,6,"genotypes",5,1,2,NA,1,7,"suckless 2",1,NA,1,NA,1,NA,"Based on fig. 3","independent",NA,-0.06,"continuous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table S4",NA,NA,-0.159028619633479,NA,NA,NA,-0.159028619633479,24,4.58257569495584,0.160389953752983,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",22,0.234189466759367,0.0434782608695652,"from_dataset",22,23,"Corr_r",0.23,"Patlar",2020,"Genotype-by-environment interactions for seminal fluid expression and sperm competitive ability","9",9,10,"recipient one","Macrostomum_lignano","Macrostomida",4,1,NA,3,"some were exposed others weren't",2,"Angeloni et al. 2003; Pongratz and Michiels 2003; Garefalaki et al. 2010; P. Sandner et al., unpubl. ms.)",1,1,NA,6,"genotypes",5,1,2,NA,1,7,"suckless 1",1,NA,1,NA,1,NA,"Based on fig. 3","independent",0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fig. 3",NA,NA,NA,NA,NA,NA,0.23,26,4.79583152331272,0.234189466759367,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",23,0.266108406873654,0.0476190476190476,"from_dataset",23,24,"Corr_r",0.26,"Patlar",2020,"Genotype-by-environment interactions for seminal fluid expression and sperm competitive ability","9",9,10,"recipient two","Macrostomum_lignano","Macrostomida",4,1,NA,3,"some were exposed others weren't",2,"Angeloni et al. 2003; Pongratz and Michiels 2003; Garefalaki et al. 2010; P. Sandner et al., unpubl. ms.)",1,1,NA,6,"genotypes",5,1,2,NA,1,7,"suckless 1",1,NA,1,NA,1,NA,"Based on fig. 3","independent",0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fig. 3",NA,NA,NA,NA,NA,NA,0.26,24,4.58257569495584,0.266108406873654,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",24,0.549306144334055,0.0344827586206897,"from_dataset",24,25,"Corr_r",0.5,"Lupold",2012,"How multivariate ejaculate traits determine competitive fertilization success in drosophila melanogaster","11",11,12,NA,"Drosophila_melanogaster","Insecta",4,1,"p2 reported so inverted to get p1",2,"single sex",2,NA,1,1,NA,6,"isolines",5,1,1,"offspring prior to dissecting female reproductive tract",1,1,NA,1,NA,1,NA,1,"P2 reported for P1 sperm number (already inversed r)","n given by author","independent",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in text",NA,NA,NA,NA,NA,NA,0.5,32,5.3851648071345,0.549306144334055,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",25,0.171666663500579,0.0344827586206897,"from_dataset",25,26,"Corr_r",0.17,"Lupold",2012,"How multivariate ejaculate traits determine competitive fertilization success in drosophila melanogaster","11",11,13,"different group of individuals 72 hours later","Drosophila_melanogaster","Insecta",4,2,NA,2,"single sex",2,NA,1,1,NA,6,"isolines",5,1,1,"offspring prior to dissecting female reproductive tract",1,1,"72 hours later",1,NA,1,NA,1,NA,"n given by author","independent",0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in text",NA,NA,NA,NA,NA,NA,0.17,32,5.3851648071345,0.171666663500579,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",26,0.219456521087852,0.0344827586206897,"from_dataset",26,27,"Corr_r",0.216,"Lupold",2012,"How multivariate ejaculate traits determine competitive fertilization success in drosophila melanogaster","11",11,13,NA,"Drosophila_melanogaster","Insecta",4,2,NA,2,"single sex",2,NA,1,1,NA,6,NA,5,1,1,NA,1,3,"total",1,NA,1,NA,1,NA,"n given by author","independent",0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Authors sent correlations",NA,NA,NA,NA,NA,NA,0.216,32,5.3851648071345,0.219456521087852,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",27,0.127689479100087,0.0344827586206897,"from_dataset",27,28,"Corr_r",0.127,"Lupold",2012,"How multivariate ejaculate traits determine competitive fertilization success in drosophila melanogaster","11",11,13,NA,"Drosophila_melanogaster","Insecta",4,2,NA,2,"single sex",2,NA,1,1,NA,6,NA,5,1,1,NA,1,3,"total",1,NA,1,NA,1,NA,"n given by author","independent",0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Authors sent correlations",NA,NA,NA,NA,NA,NA,0.127,32,5.3851648071345,0.127689479100087,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",28,0.70385045009657,0.0666666666666667,"from_dataset",28,29,"effect_size_group2",0.606806123934902,"Bennison",2015,"Long sperm fertilize more eggs in a bird","12",12,14,NA,"Taeniopygia_guttata","Aves",4,4,"mating order in model",4,NA,3,"in text, found that mating order didn't matter",1,1,NA,5,"selected for long and short sperm",5,1,2,NA,1,3,"total",1,NA,1,"provide a table of averages of other traits",1,NA,"18 pairs of long and short against each other","dependent",NA,NA,NA,NA,NA,NA,NA,NA,36,18,33.9411255,8,64,18,8.485281374,2,"in text","also measured longevity",0.606806123934902,NA,NA,NA,NA,0.606806123934902,18,3.87298334620742,0.70385045009657,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",29,0.188294506560187,0.142857142857143,"from_dataset",29,30,"effect_size_est",0.186100303326983,"Demary",2006,"Male courtship attractiveness and paternity success in Photinus greeni fireflies","13",13,15,NA,"Photinus_greeni","Insecta",2,4,"mating order in model",4,"housed in isolation but were collected as adults from the wild",3,"mating order non-sig in model",1,1,NA,1,NA,1,1,4,NA,1,2,"testes weight",5,NA,5,"testes and AG size both in model",1,NA,NA,"dependent",NA,0.86,"continuous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 1",NA,NA,0.186100303326983,NA,NA,NA,0.186100303326983,10,2.64575131106459,0.188294506560187,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",30,0.244781969470888,0.142857142857143,"from_dataset",30,31,"effect_size_est",0.240007404245229,"Demary",2006,"Male courtship attractiveness and paternity success in Photinus greeni fireflies","13",13,15,NA,"Photinus_greeni","Insecta",2,4,"mating order in model",4,"housed in isolation but were collected as adults from the wild",3,"mating order non-sig in model",1,1,NA,1,NA,1,1,4,NA,1,8,"AG weight",5,NA,5,"testes and AG size both in model",1,NA,NA,"dependent",NA,1.49,"continuous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 1",NA,NA,0.240007404245229,NA,NA,NA,0.240007404245229,10,2.64575131106459,0.244781969470888,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",31,-0.193374826148404,0.00869565217391304,"from_dataset",31,32,"Corr_r",-0.191,"Yamane",2015,"Male seminal fluid substances affect sperm competition success and female reproductive behavior in a seed beetle","14",14,16,"females 1 day after 1st mating","Callosobruchus_maculatus","Insecta",4,2,NA,2,NA,2,"based on Fig. 2",1,2,"inject females with sfps",4,NA,4,2,4,"males naturally mated but the females were injected with sfps",3,7,NA,1,NA,1,NA,1,NA,"calculated from raw data","independent",-0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"raw data","control = lowest as wasn't injected. Frac 3 = highest",NA,NA,NA,NA,NA,-0.191,118,10.7238052947636,0.193374826148404,"GitHub","Postcop_MA","main",NA
"gh_elmacartney_Postcop_MA_R_processed_data.csv","elmacartney","R/processed_data.csv","elmacartney / Postcop_MA / R/processed_data.csv",32,0.634677718316504,0.05,"from_dataset",32,33,"effect_size_group2",0.561264778653186,"Simmons",2000,"Microsatellite analysis of sperm-use patterns in the bushcricket Requena verticalis","16",16,18,NA,"Requena_verticalis","Insecta",2,1,"P2 but already inversed",2,"housed individually",4,NA,1,1,NA,2,NA,2,2,4,"large and small spermatophore treatments",1,6,NA,1,NA,1,NA,1,"already inversed",NA,"independent",NA,NA,NA,NA,NA,NA,NA,NA,0.66,10,0.46,NA,0.98,13,0.08,NA,"Taken from Table 2 (inversed to get P1)","Not sure if this should be including as ampulla attachment duration and mating interval was the manupulation of ejaculate transfer",0.561264778653186,NA,NA,NA,NA,0.561264778653186,23,4.47213595499958,0.634677718316504,"GitHub","Postcop_MA","main",NA
