"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","pub_year","pub_type","study_id","es_id","subsample","participants","clusters","lab_group","proficiency","age","country","geo_area","match","study_quality","verbal_non_verbal","outcome_task","outcome_type","sub_measure","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",14,-0.0854540959120789,0.0111213600819363,"from_dataset",2014,"Journal Article",3,14,1,3,3,5,"Bilingual",9.78571428571429,"Spain","Europe","0",11,"Non-verbal","ANT",NA,"RT",9.48246064273036,0.0854540959120789,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",15,-0.0614505408068737,0.0111164109895435,"from_dataset",2014,"Journal Article",3,15,1,3,3,5,"Bilingual",9.78571428571429,"Spain","Europe","0",11,"Non-verbal","ANT",NA,"Acc",9.48457123182729,0.0614505408068737,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",16,0.012547377017228,0.0111113320745318,"from_dataset",2014,"Journal Article",3,16,1,3,3,5,"Bilingual",9.78571428571429,"Spain","Europe","0",11,"Non-verbal","ANT",NA,"Acc",9.48673865097405,0.012547377017228,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",17,-0.0644208031596658,0.0111169357198756,"from_dataset",2014,"Journal Article",3,17,1,3,3,5,"Bilingual",9.78571428571429,"Spain","Europe","0",11,"Non-verbal","ANT",NA,"Acc",9.48434738862683,0.0644208031596658,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",18,-0.0485991987048058,0.0111144260284769,"from_dataset",2014,"Journal Article",3,18,1,3,3,5,"Bilingual",9.78571428571429,"Spain","Europe","0",11,"Non-verbal","ANT",NA,"Acc",9.48541813404625,0.0485991987048058,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",19,-0.118437975796489,0.0111307988772496,"from_dataset",2014,"Journal Article",3,19,1,3,3,5,"Bilingual",9.78571428571429,"Spain","Europe","0",11,"Non-verbal","ANT",NA,"Acc",9.47843927874287,0.118437975796489,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",20,-0.110067803290489,0.0111281144843204,"from_dataset",2014,"Journal Article",3,20,1,3,3,5,"Bilingual",9.78571428571429,"Spain","Europe","0",11,"Non-verbal","Flanker","Congruent","RT",9.47958243381956,0.110067803290489,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",21,-0.0575582071580561,0.0111157608547093,"from_dataset",2014,"Journal Article",3,21,1,3,3,5,"Bilingual",9.78571428571429,"Spain","Europe","0",11,"Non-verbal","Flanker","Congruent","Acc",9.4848485929574,0.0575582071580561,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",22,-0.130573451489617,0.0111350400950123,"from_dataset",2014,"Journal Article",3,22,1,3,3,5,"Bilingual",9.78571428571429,"Spain","Europe","0",11,"Non-verbal","Flanker","Incongruent","RT",9.47663398871395,0.130573451489617,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",23,-0.0621310832289252,0.0111165290280185,"from_dataset",2014,"Journal Article",3,23,1,3,3,5,"Bilingual",9.78571428571429,"Spain","Europe","0",11,"Non-verbal","Flanker","Incongruent","Acc",9.48452087675272,0.0621310832289252,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",24,0.2704348526747,0.0632876694874254,"from_dataset",2016,"Journal Article",4,24,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal","SST",NA,"RT",3.97503034411664,0.2704348526747,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",25,0.00720406030535697,0.0627276703992354,"from_dataset",2016,"Journal Article",4,25,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal","SST",NA,"Acc",3.99273439117848,0.00720406030535697,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",26,-0.162728262001503,0.0629301793701722,"from_dataset",2016,"Journal Article",4,26,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal","Simon","Congruent","RT",3.98630491585615,0.162728262001503,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",27,-0.261132250252272,0.0632497787681339,"from_dataset",2016,"Journal Article",4,27,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal","Simon","Center","RT",3.97622081633116,0.261132250252272,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",28,-0.108125347546866,0.0628168556703537,"from_dataset",2016,"Journal Article",4,28,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal","Simon","Congruent","Acc",3.989899009039,0.108125347546866,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",29,0.0289119238300548,0.0627336778030995,"from_dataset",2016,"Journal Article",4,29,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal","Simon","Center","Acc",3.99254321362359,0.0289119238300548,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",30,-0.2292086774733,0.0631298343814721,"from_dataset",2016,"Journal Article",4,30,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal","Simon","Incongruent","RT",3.97999636121781,0.2292086774733,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",31,0.273267722245926,0.063299471559506,"from_dataset",2016,"Journal Article",4,31,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal","Simon","Incongruent","Acc",3.97465975822997,0.273267722245926,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",32,0.614049185150521,0.0656164661146831,"from_dataset",2016,"Journal Article",4,32,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal",NA,NA,"RT",3.90385412894898,0.614049185150521,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",33,0.0967250562058201,0.0627989610261493,"from_dataset",2016,"Journal Article",4,33,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal",NA,NA,"Acc",3.99046743195962,0.0967250562058201,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",34,0.0867442292462107,0.0627849296525231,"from_dataset",2016,"Journal Article",4,34,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal",NA,NA,"Acc",3.99091330815824,0.0867442292462107,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",35,0.357428572529251,0.063706196390692,"from_dataset",2016,"Journal Article",4,35,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal",NA,NA,"Acc",3.96195156485203,0.357428572529251,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",36,0.206757923020711,0.0630548355576586,"from_dataset",2016,"Journal Article",4,36,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Non-verbal",NA,NA,"Acc",3.98236260590642,0.206757923020711,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",37,-0.0205131748943688,0.0627304970318445,"from_dataset",2016,"Journal Article",4,37,1,4,4,26,"Bilingual",7.5,"Cyprus",NA,"0",12,"Verbal","Backward Digit Span",NA,"Acc",3.99264443397343,0.0205131748943688,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",38,-0.0143830601621894,0.0184884491766866,"from_dataset",2018,"Journal Article",5,38,1,7,7,27,"Bilingual",7.8,"USA","North America","0",14,"Non-verbal",NA,NA,"RT",7.35444252175674,0.0143830601621894,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",39,0.0337079487599566,0.0184903594550877,"from_dataset",2018,"Journal Article",5,39,1,7,7,27,"Bilingual",7.8,"USA","North America","0",14,"Verbal",NA,NA,"Acc",7.3540626103869,0.0337079487599566,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",40,-0.550715349569245,0.0191114287501217,"from_dataset",2018,"Journal Article",5,40,1,7,7,27,"Bilingual",7.8,"USA","North America","0",14,"Non-verbal","N-back",NA,"Acc",7.23358221940162,0.550715349569245,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",41,-0.324786053957838,0.0187048495353426,"from_dataset",2018,"Journal Article",5,41,1,7,7,27,"Bilingual",7.8,"USA","North America","0",14,"Verbal","N-back",NA,"Acc",7.31177620869025,0.324786053957838,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",42,0.584519216549406,0.15569666275677,"from_dataset",2017,"Journal Article",6,42,1,8,8,8,"Bilingual",9.99,"USA","North America","0",12,"Non-verbal",NA,NA,"Acc",2.53431356436757,0.584519216549406,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",43,-0.0431029031504729,0.148391588356199,"from_dataset",2017,"Journal Article",6,43,1,8,8,8,"Bilingual",9.99,"USA","North America","0",12,"Non-verbal","Flanker","Neutral","RT",2.59594423126,0.0431029031504729,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",44,0.108282648845897,0.148603713502702,"from_dataset",2017,"Journal Article",6,44,1,8,8,8,"Bilingual",9.99,"USA","North America","0",12,"Non-verbal","Flanker","Congruent","RT",2.59409077252,0.108282648845897,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",45,-0.23223366904219,0.149511080750647,"from_dataset",2017,"Journal Article",6,45,1,8,8,8,"Bilingual",9.99,"USA","North America","0",12,"Non-verbal","Flanker","Congruent","Acc",2.58620715913573,0.23223366904219,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",46,0.449443999081092,0.152694212445814,"from_dataset",2017,"Journal Article",6,46,1,8,8,8,"Bilingual",9.99,"USA","North America","0",12,"Non-verbal","Flanker","Neutral","Acc",2.55910857374944,0.449443999081092,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",47,0.085408636061277,0.148508467336322,"from_dataset",2017,"Journal Article",6,47,1,8,8,8,"Bilingual",9.99,"USA","North America","0",12,"Non-verbal","Flanker","Incongruent","RT",2.59492250152039,0.085408636061277,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",48,0.927546308266213,0.16684715648242,"from_dataset",2017,"Journal Article",6,48,1,8,8,8,"Bilingual",9.99,"USA","North America","0",12,"Non-verbal","Flanker","Incongruent","Acc",2.44816449520061,0.927546308266213,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",49,-0.0726633510359553,0.0769777871337912,"from_dataset",2017,"Dissertation",7,49,1,9,9,8,"Bilingual",8.06,"USA","North America","1",16,"Non-verbal","ANT",NA,"Acc",3.60426976595698,0.0726633510359553,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",50,-0.183254467094059,0.0772710508325936,"from_dataset",2017,"Dissertation",7,50,1,9,9,8,"Bilingual",8.06,"USA","North America","1",16,"Non-verbal","ANT",NA,"Acc",3.59742369438125,0.183254467094059,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",51,-0.277939964509025,0.0777235367450446,"from_dataset",2017,"Dissertation",7,51,1,9,9,8,"Bilingual",8.06,"USA","North America","1",16,"Non-verbal","ANT",NA,"Acc",3.58693678356868,0.277939964509025,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",52,-0.263382526544103,0.077641882538638,"from_dataset",2017,"Dissertation",7,52,1,9,9,8,"Bilingual",8.06,"USA","North America","1",16,"Non-verbal","ANT",NA,"RT",3.58882243794325,0.263382526544103,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",53,-0.174768974212846,0.0772395714592274,"from_dataset",2017,"Dissertation",7,53,1,9,9,8,"Bilingual",8.06,"USA","North America","1",16,"Non-verbal","ANT",NA,"RT",3.59815669370717,0.174768974212846,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",54,-0.3604376177171,0.0782692402768346,"from_dataset",2017,"Dissertation",7,54,1,9,9,8,"Bilingual",8.06,"USA","North America","1",16,"Non-verbal","ANT",NA,"RT",3.57441061217411,0.3604376177171,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",55,-0.096076269878223,0.0770187235831578,"from_dataset",2017,"Dissertation",7,55,1,9,9,8,"Bilingual",8.06,"USA","North America","1",16,"Non-verbal","Flanker","Congruent","Acc",3.60331178060759,0.096076269878223,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",56,-0.318038706194745,0.0779711643197844,"from_dataset",2017,"Dissertation",7,56,1,9,9,8,"Bilingual",8.06,"USA","North America","1",16,"Non-verbal","Flanker","Congruent","RT",3.58123640182286,0.318038706194745,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",57,-0.159619109504396,0.0771870789794599,"from_dataset",2017,"Dissertation",7,57,1,9,9,8,"Bilingual",8.06,"USA","North America","1",16,"Non-verbal","Flanker","Incongruent","Acc",3.59937998178003,0.159619109504396,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",58,-0.257396739006853,0.0776095817946964,"from_dataset",2017,"Dissertation",7,58,1,9,9,8,"Bilingual",8.06,"USA","North America","1",16,"Non-verbal","Flanker","Incongruent","RT",3.58956918578636,0.257396739006853,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",59,1.39253331283039,0.0356874997891324,"from_dataset",2015,"Journal Article",8,59,1,10,10,13,"Unclear",7.65,"Iran","Middle East","0",9,"Non-verbal",NA,NA,"Other",5.29348806812576,1.39253331283039,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",60,1.50862861482613,0.0369234919441314,"from_dataset",2015,"Journal Article",8,60,1,10,10,13,"Unclear",7.65,"Iran","Middle East","0",9,"Verbal","Forward Digit Span",NA,"Acc",5.20413575110503,1.50862861482613,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",61,1.07533496294972,0.0328148545623142,"from_dataset",2015,"Journal Article",8,61,1,10,10,13,"Unclear",7.65,"Iran","Middle East","0",9,"Verbal","Backward Digit Span",NA,"Acc",5.52032641425322,1.07533496294972,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",62,1.26920307828732,0.0872088941260889,"from_dataset",2012,"Journal Article",9,62,1,11,11,2,"Bilingual",5.95833333333333,"Canada","North America","0",15,"Non-verbal","Global Local",NA,"RT",3.38625461812921,1.26920307828732,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",63,-0.0609164300444317,0.0718303795027458,"from_dataset",2012,"Journal Article",9,63,1,11,11,2,"Bilingual",5.95833333333333,"Canada","North America","0",15,"Non-verbal","Global Local",NA,"RT",3.73117758319569,0.0609164300444317,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",64,-0.246508912737145,0.0723763306685357,"from_dataset",2012,"Journal Article",9,64,1,11,11,2,"Bilingual",5.95833333333333,"Canada","North America","0",15,"Non-verbal","Global Local",NA,"Acc",3.71707838283986,0.246508912737145,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",65,0,0.0717948717948718,"from_dataset",2012,"Journal Article",9,65,1,11,11,2,"Bilingual",5.95833333333333,"Canada","North America","0",15,"Non-verbal","Global Local",NA,"Acc",3.73210013646089,0,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",66,0.88507075859528,0.0819697725838066,"from_dataset",2012,"Journal Article",9,66,1,11,11,2,"Bilingual",5.95833333333333,"Canada","North America","0",15,"Non-verbal","Global Local",NA,"RT",3.49279530756116,0.88507075859528,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",67,0.0617774887717108,0.0742137960508147,"from_dataset",2012,"Journal Article",9,67,1,11,11,2,"Bilingual",5.95833333333333,"Canada","North America","0",15,"Non-verbal","Global Local",NA,"RT",3.67077425229582,0.0617774887717108,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",68,-0.433493004485379,0.0760454974856774,"from_dataset",2012,"Journal Article",9,68,1,11,11,2,"Bilingual",5.95833333333333,"Canada","North America","0",15,"Non-verbal","Global Local",NA,"Acc",3.62629596986668,0.433493004485379,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",69,0.0976891682943672,0.0742707740439313,"from_dataset",2012,"Journal Article",9,69,1,11,11,2,"Bilingual",5.95833333333333,"Canada","North America","0",15,"Non-verbal","Global Local",NA,"Acc",3.66936593602345,0.0976891682943672,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",70,1.2376473714612,0.106587091912952,"from_dataset",2012,"Journal Article",9,70,1,11,11,2,"Bilingual",5.95833333333333,"Canada","North America","0",15,"Non-verbal","Global Local",NA,"RT",3.0630049128686,1.2376473714612,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",71,0.106267167068856,0.0885951658973693,"from_dataset",2012,"Journal Article",9,71,1,11,11,2,"Bilingual",5.95833333333333,"Canada","North America","0",15,"Non-verbal","Global Local",NA,"RT",3.35965735776239,0.106267167068856,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",72,0.440793778859955,0.0907606939431773,"from_dataset",2012,"Journal Article",9,72,1,11,11,2,"Bilingual",5.95833333333333,"Canada","North America","0",15,"Non-verbal","Global Local",NA,"Acc",3.31933508275808,0.440793778859955,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",73,-0.11991051617031,0.0886316806339365,"from_dataset",2012,"Journal Article",9,73,1,11,11,2,"Bilingual",5.95833333333333,"Canada","North America","0",15,"Non-verbal","Global Local",NA,"Acc",3.35896522578257,0.11991051617031,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",74,-0.0732741882366967,0.0767579654163574,"from_dataset",2016,"Journal Article",10,74,1,12,12,2,"Bilingual",5.34166666666667,"Canada","North America","0",15,"Non-verbal","ANT",NA,"RT",3.60942708302409,0.0732741882366967,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",75,-0.341896260866073,0.0778675736510621,"from_dataset",2016,"Journal Article",10,75,1,12,12,2,"Bilingual",5.34166666666667,"Canada","North America","0",15,"Non-verbal","ANT",NA,"RT",3.58361774847768,0.341896260866073,"CRAN",NA,NA,"CRAN"
"psymetadata_lowe2020","psymetadata","lowe2020","Studies on the advantage of bilingualism in children: a meta-analytic review",76,0.177147744710386,0.0770167741373114,"from_dataset",2016,"Journal Article",10,76,1,12,12,2,"Bilingual",5.34166666666667,"Canada","North America","0",15,"Non-verbal","GNG",NA,"Acc",3.6033573837688,0.177147744710386,"CRAN",NA,NA,"CRAN"
