"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","authors","year","trt","ni","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",22,-1.26113121816588,0.0754901960784314,"PLO","Langford et al.",1983,"ind_counseling",77,3.63960894145968,1.26113121816588,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",23,-2.06509866632043,0.0142633642846984,"PLO","Gritz et al.",1992,"no_contact",702,8.37315272819543,2.06509866632043,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",24,-2.0810636020517,0.0146077585299627,"PLO","Gritz et al.",1992,"self_help",694,8.27386078770328,2.0810636020517,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",25,-3.59120537138027,0.0570869491237026,"PLO","Campbell et al.",1986,"no_contact",671,4.18534808577564,3.59120537138027,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",26,-3.19770082773174,0.0495645729108764,"PLO","Campbell et al.",1986,"self_help",535,4.49173696186447,3.19770082773174,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",27,-2.20069078531271,0.0173551038062284,"PLO","Sanders et al.",1989,"no_contact",642,7.59077978172889,2.20069078531271,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",28,-1.81027851699529,0.0108748463802909,"PLO","Sanders et al.",1989,"ind_counseling",761,9.58933375917271,1.81027851699529,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",29,-1.67397643357167,0.0989583333333333,"PLO","Hilleman et al.",1993,"ind_counseling",76,3.17887765695611,1.67397643357167,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",30,-0.993251773010283,0.0685185185185185,"PLO","Hilleman et al.",1993,"grp_counseling",74,3.82028723980208,0.993251773010283,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",31,-1.63141681915288,0.132850241545894,"PLO","Gillams et al.",1984,"ind_counseling",55,2.74358756508203,1.63141681915288,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",32,-2.03688192726104,0.376811594202899,"PLO","Gillams et al.",1984,"grp_counseling",26,1.62906296804211,2.03688192726104,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",33,-2.13162729485041,0.159806295399516,"PLO","Mogielnicki et al.",1986,"self_help",66,2.50151469265638,2.13162729485041,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",34,-1.08814098880081,0.0417763157894737,"PLO","Mogielnicki et al.",1986,"grp_counseling",127,4.89254615451053,1.08814098880081,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",35,-2.43361335540045,0.217543859649123,"PLO","Page et al.",1986,"no_contact",62,2.14400890705901,2.43361335540045,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",36,-2.32727770558442,0.13719512195122,"PLO","Page et al.",1986,"ind_counseling",90,2.69979423084221,2.32727770558442,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",37,-2.37024374146786,0.0546728971962617,"PLO","Vetter and Ford",1990,"no_contact",234,4.2767509035012,2.37024374146786,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",38,-1.78684545442563,0.0343378730802666,"PLO","Vetter and Ford",1990,"ind_counseling",237,5.3965139552491,1.78684545442563,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",39,-3.71357206670431,2.04878048780488,"PLO","Williams and Hall",1988,"no_contact",20,0.698638131005772,3.71357206670431,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",40,-0.200670695462151,0.202020202020202,"PLO","Williams and Hall",1988,"grp_counseling",20,2.2248595461287,0.200670695462151,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",41,-2.60268968544438,0.134259259259259,"PLO","Pallonen et al.",1994,"no_contact",116,2.72915295688405,2.60268968544438,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",42,-1.92309547128914,0.0603238866396761,"PLO","Pallonen et al.",1994,"self_help",149,4.07150846837553,1.92309547128914,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",43,-2.36580695824687,0.0115144580819638,"PLO","Russell et al.",1983,"no_contact",1107,9.31919176431186,2.36580695824687,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",44,-1.82612711273226,0.00811913311913312,"PLO","Russell et al.",1983,"ind_counseling",1031,11.0980114610642,1.82612711273226,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",45,-2.43944427571124,0.0724806201550388,"PLO","Stewart and Rosser",1982,"no_contact",187,3.7144032419556,2.43944427571124,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",46,-2.56494935746154,0.0299145299145299,"PLO","Stewart and Rosser",1982,"ind_counseling",504,5.78174466995659,2.56494935746154,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",47,-1.86982784259787,0.0147967974054931,"PLO","Russell et al.",1979,"no_contact",584,8.22083887330374,1.86982784259787,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",48,-2.10979800416043,0.0153597597050926,"PLO","Russell et al.",1979,"ind_counseling",675,8.0687784196361,2.10979800416043,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",49,-2.77620536270997,0.0153952806990007,"PLO","Kendrick et al.",1995,"no_contact",1177,8.05946463875743,2.77620536270997,"CRAN",NA,NA,"CRAN"
"metadat_dat.hasselblad1998","metadat","dat.hasselblad1998","Studies on the Effectiveness of Counseling for Smoking Cessation",50,-2.73724935579447,0.0197175592859046,"PLO","Kendrick et al.",1995,"ind_counseling",888,7.12153187286389,2.73724935579447,"CRAN",NA,NA,"CRAN"
