...1,Es_id,Study,Species,Phylum,PFT,Variable,Mode,Phase,Temp_treat,LD,Ntype,delX,fracX,delY,fracY,varfracY,sXY,varsXY,CIlow_sXY,CIup_sXY,logRR,var_logRR,CIlow_logRR,CIup_logRR,P_lim,N_lim,Fe_lim
15,15,Bi18,Emiliania huxleyi,Haptophyta,Coc,CN,SCB,S,24,16,NO3,12,0.0420831141504471,-6.27634964720187,-0.0790820055547435,1.6419991269983e-4,-1.87918615699459,0.0927165326116511,0.596797069383892,-2.47598322637848,-0.0823995896880731,1.7449487461897e-4,0.025890439843135,-0.108290029531208,n,y,n
16,16,Bi18,Emiliania huxleyi,Haptophyta,Coc,CP,SCB,S,24,16,NO3,12,0.0420831141504471,1.12073964097401,0.322985957132299,0.010272368931212,7.67495380635625,5.80035892437231,4.72036438775884,2.95458941859741,0.276741812560116,0.00865092533447891,0.182296937531326,0.09444487502879,n,n,n
17,17,Bi18,Emiliania huxleyi,Haptophyta,Coc,CN,SCB,S,24,16,NO3,12,0.0420831141504471,27.1394903520401,0.325673884224481,4.3843915522016e-4,7.73882567388423,0.247567477745903,0.975202682063578,6.76362299182065,0.281817278586567,3.5342176766394e-4,0.0368463725055531,0.244970906081014,n,n,n
18,18,Bi18,Emiliania huxleyi,Haptophyta,Coc,CP,SCB,S,24,16,NO3,12,0.0420831141504471,0.0437242404719882,0.0160786275002833,0.00431362020668674,0.382068385975481,2.43571328383512,3.05887107915163,-2.67680269317615,0.0139119174667898,0.00431758784985187,0.12878600828481,-0.114874090818021,y,n,n
19,19,Bi18,Emiliania huxleyi,Haptophyta,Coc,CN,SCB,S,24,16,NO3,12,0.0420831141504471,10.9626850042118,0.126355907358546,5.0963324763074e-4,3.00253224860744,0.287767678112694,1.05140272274551,1.95112952586193,0.118791782001277,4.8954780267642e-4,0.0433656283794295,0.0754261536218478,y,n,n
20,20,Borchard12,Emiliania huxleyi,Haptophyta,Coc,CP,C,NA,18,16,NO3,4,0.0139300017412502,-0.101819589624468,-0.102634146341464,0.0112790766677827,-7.36784878048781,58.1261030205573,14.9428588683991,-22.310707648887,-0.112760138961327,0.011465505523174,0.209867261205062,-0.322627400166389,y,y,y
21,21,Borchard12,Emiliania huxleyi,Haptophyta,Coc,CN,C,NA,18,16,NO3,4,0.0139300017412502,-2.98102981029811,-0.107317073170732,0.00972623094985872,-7.70402439024391,50.1235977771182,13.8761571339415,-21.5801815241854,-0.117302235075539,0.00989840853901505,0.194998278948901,-0.31230051402444,y,y,y
22,22,Borchard12,Emiliania huxleyi,Haptophyta,Coc,CP,C,NA,18,16,NO3,4,0.0139300017412502,-0.0390435835351091,-0.0272171038750968,0.0134621579033756,-1.95384784443351,69.3764924398235,16.3250402398211,-18.2788880842546,-0.0220745034827383,0.0142173520195689,0.233699320329535,-0.255773823812273,y,y,n
23,23,Borchard12,Emiliania huxleyi,Haptophyta,Coc,CN,C,NA,18,16,NO3,4,0.0139300017412502,-7.76836158192091,-0.186440677966102,0.00088038689892631005,-13.3841101694915,4.53702559989778,4.17478107335491,-17.5588912428464,-0.206761839271449,8.5117448823639e-4,0.0571817431160111,-0.26394358238746,y,y,n
24,24,Boyd16,Pseudonitzschia multiseries,Bacillariophyta,Dia,CP,B,E,13.7,24,NO3,3.09999999999997,0.0109251101321585,-1.30851991858098,-0.0473684210526315,0.0076005240299548,-4.33573853989817,63.6783628283607,15.6402624202526,-19.9760009601508,-0.0486217684400216,0.0079661153919215,0.174932856373421,-0.223554624813443,n,n,n
25,25,Boyd16,Pseudonitzschia multiseries,Bacillariophyta,Dia,CN,B,E,13.7,24,NO3,3.09999999999997,0.0109251101321585,6.78733031674207,0.0461538461538461,0.00678209253413252,4.22456575682386,56.8214174998898,14.7742050703006,-10.5496393134767,0.0437998234993846,0.00659858459144717,0.159211152193906,-0.115411328694521,n,n,n
26,26,Brauer13,Cyanothece sp.,Cyanobacteria,Dz,CN,B,E,30,12,N2,16,0.0557200069650009,129.411764705882,1.94117647058824,8.65066031013713,34.8380514705882,2786.29396710252,103.457399624062,-68.6193481534734,1.57879484655712,1.50002963006859,2.40047954661762,-0.821684700060501,n,n,n
27,27,Brauer13,Cyanothece sp.,Cyanobacteria,Dz,CN,B,E,34,12,NO3,20,0.0696500087062511,98.3259682343075,0.812959105361254,0.0040741498084756,11.6720603552242,0.839836303853018,1.79616162340011,9.87589873182409,0.594888340407822,0.00169494546982316,0.0806911595259835,0.514197180881838,n,n,n
28,28,Feng08,Emiliania huxleyi,Haptophyta,Coc,CP,SCB,S,24,12,NO3,4,0.0136448916936722,0.712250712250713,0.0833333333333334,0.0205914458385078,6.10729166666667,110.597842824175,20.612061004826,-14.5047693381593,0.0723243754359734,0.0202265307970597,0.27874609439848,-0.206421718962507,n,n,n
29,29,Feng08,Emiliania huxleyi,Haptophyta,Coc,CN,SCB,S,24,12,NO3,4,0.0136448916936722,-3.70423633899426,-0.0247813411078716,6.2572834213671e-4,-1.81616253644314,3.36082300276603,3.59311329751335,-5.40927583395649,-0.0251016060990011,6.4091942061003e-4,0.0496192055726064,-0.0747208116716075,n,n,n
30,30,Feng08,Emiliania huxleyi,Haptophyta,Coc,CP,SCB,S,24,12,NO3,4,0.0136448916936722,0.638569604086845,0.074074074074074,0.0125243430886562,5.4287037037037,67.2689688358284,16.0751663659631,-10.6464626622594,0.0763076346754158,0.0109893545594895,0.205463264371727,-0.129155629696311,n,n,n
31,31,Feng08,Emiliania huxleyi,Haptophyta,Coc,CN,SCB,S,24,12,NO3,4,0.0136448916936722,-11.8006993006993,-0.0767045454545455,0.00170209910426734,-5.621484375,9.14207242567137,5.92611970508695,-11.5476040800869,-0.080472515899739,0.00172297247449182,0.0813555640995118,-0.161828079999251,n,n,n
32,32,Feng08,Emiliania huxleyi,Haptophyta,Coc,CP,SCB,S,24,12,NO3,4,0.0136448916936722,1.20611096220852,0.109756097560976,0.015371984874198,8.04375,82.5638170503203,17.809141003376,-9.76539100337602,0.103194692898391,0.0139370729476851,0.231384294647546,-0.128189601749155,n,n,n
33,33,Feng08,Emiliania huxleyi,Haptophyta,Coc,CN,SCB,S,24,12,NO3,4,0.0136448916936722,7.86046550799665,0.0480274442538595,0.0109984832896022,3.51981132075473,59.0734878797558,15.0641418967313,-11.5443305759766,0.0461752948457402,0.0105668884779476,0.201475226643135,-0.155299931797395,n,n,n
34,34,Feng08,Emiliania huxleyi,Haptophyta,Coc,CP,SCB,S,24,12,NO3,4,0.0136448916936722,1.10979579757325,0.137614678899083,0.0142735453305896,10.0854357798165,76.6640349296946,17.1610528001833,-7.07561702036675,0.128171204652545,0.0125626965472189,0.219679497138485,-0.0915082924859406,n,n,n
35,35,Feng08,Emiliania huxleyi,Haptophyta,Coc,CN,SCB,S,24,12,NO3,4,0.0136448916936722,5.98725569858445,0.0417910447761194,0.00135771076042806,3.06276119402985,7.29234277477016,5.29275301479919,-2.22999182076933,0.0405143435483241,0.00133589797198136,0.0716365622291799,-0.0311222186808558,n,n,n
36,36,Feng18,﻿Emiliania huxleyi,Haptophyta,Coc,CP,SCB,E,25,12,NO3,21,0.0757712430092008,-3.37455481834512,-0.240740740740741,0.0545307963119763,-3.17720458553792,9.49801860847634,6.04038470319966,-9.21758928873757,-0.300492044017264,0.0532548046607576,0.452300938655238,-0.752792982672502,n,n,n
37,37,Feng18,﻿Emiliania huxleyi,Haptophyta,Coc,CN,SCB,E,25,12,NO3,21,0.0757712430092008,25.9026841045491,0.224576271186441,0.0517321215492149,2.96387207425343,9.01055341864668,5.88333833035258,-2.91946625609915,0.193565776917519,0.0443147259318677,0.412593255904184,-0.219027478986665,n,n,n
38,38,Fu07,Synechococcus sp. CCMP1334,Cyanobacteria,Pro,CP,SCB,S,24,12,NH4,4,0.0136448916936722,1.65989667762853,0.18799823781153,8.1660230364679e-4,13.7779208536125,4.38601805511349,4.10471774249331,9.67320311111918,0.171878919113514,7.8794450075476e-4,0.0550168733448368,0.116862045768677,n,n,n
39,39,Fu07,Synechococcus sp. CCMP1334,Cyanobacteria,Pro,CN,SCB,S,24,12,NH4,4,0.0136448916936722,17.957889456758,0.102737085582113,4.02260271989641e-5,7.52934415959907,0.216056311367517,0.911027674151221,6.61831648544785,0.0977921592639091,3.67215321192543e-5,0.0118770473379924,0.0859151119259167,n,n,n
40,40,Fu07,Synechococcus sp. CCMP1334,Cyanobacteria,Pro,CP,SCB,S,24,12,NH4,4,0.0136448916936722,0.931825025075997,0.120033040605165,4.85452693513956e-5,8.796921463351,0.260739440624532,1.00080958433158,7.79611187901941,0.113361990739424,4.19874254902491e-5,0.012700116771422,0.100661873968002,n,n,n
41,41,Fu07,Synechococcus sp. CCMP1334,Cyanobacteria,Pro,CN,SCB,S,24,12,NH4,4,0.0136448916936722,13.9426136323011,0.0724458204334366,5.96147585509454e-5,5.30937306501549,0.32019430534055,1.1090596190406,4.20031344597488,0.069923299612239,5.78126218541289e-5,0.0149025100627041,0.0550207895495349,n,n,n
42,42,Fu07,Prochlorococcus sp. CCMP1986,Cyanobacteria,Pro,CP,SCB,S,24,12,NH4,4,0.0136448916936722,-0.172762651723987,-0.0185481438143907,0.0023274981319935,-1.35934708979716,12.5011266617512,6.92983140367778,-8.28917849347494,-0.0195653339343258,0.00234087932837538,0.0948282212432993,-0.114393555177625,n,n,n
43,43,Fu07,Prochlorococcus sp. CCMP1986,Cyanobacteria,Pro,CN,SCB,S,24,12,NH4,4,0.0136448916936722,0.230880100577536,0.00144253886840845,2.8085145768515e-4,0.105720067318484,1.50846937206882,2.40722308377946,-2.30150301646097,0.00157278972182703,2.8010492971049e-4,0.0328026150322848,-0.0312298253104578,n,n,n
44,44,Fu08a,Heterosigma akashiwo,Ochrophyta,Euk,CP,SCB,E,24,12,NO3,4,0.0136448916936722,-1.7176411863614,-0.183012950765621,0.00186830493166534,-13.4125616292354,10.0347735074307,6.20871719470194,-19.6212788239374,-0.202973768862142,0.00183605202969502,0.0839828450621036,-0.286956613924246,n,n,n
45,45,Fu08a,Heterosigma akashiwo,Ochrophyta,Euk,CN,SCB,E,24,12,NO3,4,0.0136448916936722,-17.0418059433901,-0.119224474379957,1.2243856341894e-4,-8.7376636661211,0.657624583471575,1.58941428107406,-10.3270779471952,-0.126920151059199,1.4542413888254e-4,0.023635584212204,-0.150555735271403,n,n,n
46,46,Fu08a,Heterosigma akashiwo,Ochrophyta,Euk,CP,SCB,E,24,12,NO3,4,0.0136448916936722,-2.59505661474803,-0.30382403834147,0.00136680828031347,-22.2665042099505,7.34120607860354,5.31045580390091,-27.5769600138514,-0.362773226981543,0.00125613125767116,0.0694649299987446,-0.432238156980288,n,n,n
47,47,Fu08a,Heterosigma akashiwo,Ochrophyta,Euk,CN,SCB,E,24,12,NO3,4,0.0136448916936722,-1.88589413777123,-0.014681685862549,3.92226875250484e-5,-1.07598405265156,0.210667316130113,0.899594252860688,-1.97557830551225,-0.0147872173753493,3.98974772190876e-5,0.0123800046763605,-0.0271672220517098,n,n,n
48,48,Fu08a,Prorocentrum minimum,Miozoa,Din,CP,SCB,E,24,12,NO3,4,0.0136448916936722,3.87744830009502,0.523614495893131,0.00690529711864753,38.3743973677678,37.0887489577929,11.9362850934629,26.438112274305,0.420383524704136,0.00425489752854555,0.12784761883657,0.292535905867565,n,n,n
49,49,Fu08a,Prorocentrum minimum,Miozoa,Din,CN,SCB,E,24,12,NO3,4,0.0136448916936722,16.957945905361,0.1268454353721,0.00209700541505518,9.29618484483277,11.2631369897298,6.57775622365894,2.71842862117383,0.118996798415671,0.00193026275446539,0.086110538753386,0.0328862596622855,n,n,n
50,50,Fu14,Trichodesmium sp. KO4-20,Cyanobacteria,Dz,CP,SCB,E,28,12,N2,10,0.034346556757685,-6.74774916813209,-0.467850829526476,1.50206713832427,-13.6214769016633,1273.27711598124,69.9374120794736,-83.558888981137,-0.630831433317075,3,3.39475720222851,-4.02558863554559,n,n,n
51,51,Fu14,Trichodesmium sp. KO4-20,Cyanobacteria,Dz,CN,SCB,E,28,12,N2,10,0.034346556757685,-15.3773696078681,-0.0928485576923076,1.83154459394647,-2.70328575721154,1552.56962812786,77.2277948196992,-79.9310805769107,-0.0974458722342604,3,3.39475720222851,-3.49220307446277,n,n,n
52,52,Fu14,Trichodesmium sp. RLI,Cyanobacteria,Dz,CP,SCB,E,26,12,N2,8,0.027477245406148,-11.8198587999503,-0.592679161053914,1.51717885378731,-21.5698172176059,2009.51103700037,87.8604228214687,-109.430240039075,-0.898154102007599,3,3.39475720222851,-4.29291130423611,n,n,n
53,53,Fu14,Trichodesmium sp. RLI,Cyanobacteria,Dz,CN,SCB,E,26,12,N2,8,0.027477245406148,-30.5818222712135,-0.16278703994967,1.72742516085181,-5.92443083516829,2287.98333015157,93.7506999718502,-99.6751308070185,-0.17767680829799,3,3.39475720222851,-3.5724340105265,n,n,n
54,54,Fu14,Trichodesmium sp. 21-75,Cyanobacteria,Dz,CP,SCB,E,24,12,N2,6,0.020607934054611,-11.9206586720418,-0.602084908961983,1.52084265727555,-29.2161702073802,3581.09113454697,117.288593335051,-146.504763542431,-0.921516635558182,3,3.39475720222851,-4.3162738377867,n,n,n
55,55,Fu14,Trichodesmium sp. 21-75,Cyanobacteria,Dz,CN,SCB,E,24,12,N2,6,0.020607934054611,-45.7396486759662,-0.22792066935234,1.64805432433136,-11.0598504803223,3880.63334617889,122.095426603778,-133.155277084101,-0.258667974330502,3,3.39475720222851,-3.65342517655902,n,n,n
56,56,Fu14,Crocosphaera sp. WH0005,Cyanobacteria,Dz,CN,SCB,E,28,12,N2,4,0.0134612148746424,-12.0230551505989,-0.0899805447470818,1.8362319073718,-6.68442971789884,10133.4893684702,197.300233448722,-203.984663166621,-0.0942893003009662,3,3.39475720222851,-3.48904650252948,n,n,n
57,57,Fu14,Crocosphaera sp. WH0402,Cyanobacteria,Dz,CP,SCB,E,28,12,N2,4,0.0134612148746424,-3.16506805675386,-0.405826640421689,1.51773724330853,-30.1478465503262,8375.83431452931,179.375089151814,-209.52293570214,-0.520584151057815,3,3.39475720222851,-3.91534135328633,n,n,n
58,58,Fu14,Crocosphaera sp. WH0402,Cyanobacteria,Dz,CN,SCB,E,28,12,N2,4,0.0134612148746424,-11.6562146200056,-0.0896829152863229,1.83672022001586,-6.66231956933271,10136.1841865742,197.326465918021,-203.988785487353,-0.0939622954237072,3,3.39475720222851,-3.48871949765222,n,n,n
59,59,Fu14,Crocosphaera sp. WH0003,Cyanobacteria,Dz,CP,SCB,E,30,12,N2,6,0.0201918223119637,-5.83670900371832,-0.586419266560667,1.51493657926577,-29.042414176417,3715.72376821499,119.473008854185,-148.515423030603,-0.88290253946641,3,3.39475720222851,-4.27765974169492,n,n,n
60,60,Fu14,Crocosphaera sp. WH0003,Cyanobacteria,Dz,CN,SCB,E,30,12,N2,6,0.0201918223119637,-23.318633467232,-0.159779276517474,1.73150028137395,-7.91306866952789,4246.89510982059,127.727337246899,-135.640405916427,-0.174090655611103,3,3.39475720222851,-3.56884785783962,n,n,n
61,61,Fu14,Crocosphaera sp. WH0401,Cyanobacteria,Dz,CP,SCB,E,30,12,N2,6,0.0201918223119637,-6.79177171930843,-0.600632240484894,1.52025369565002,-29.7463117100144,3728.76519582175,119.68248807485,-149.428799784865,-0.917872583554321,3,3.39475720222851,-4.31262978578284,n,n,n
62,62,Fu14,Crocosphaera sp. WH0401,Cyanobacteria,Dz,CN,SCB,E,30,12,N2,6,0.0201918223119637,-20.9490757945367,-0.145407535089879,1.75147163234207,-7.20130817532628,4295.87935410597,128.461837280447,-135.66314545577401,-0.157130572906659,3,3.39475720222851,-3.55188777513517,n,n,n
63,64,Hutchins07,Trichodesmium ﻿erythraeum ﻿GBRTRLI101,Cyanobacteria,Dz,CP,SCB,S,29,12,N2,4,0.0134160657387221,-1.19435476522925,-0.101997896950578,0.00305607877333236,-7.60266824395372,16.9790813494447,8.07616504394923,-15.678833287903,-0.107027144640716,0.00349237059041214,0.115826585072994,-0.22285372971371,n,n,n
64,65,Hutchins07,Trichodesmium ﻿erythraeum ﻿GBRTRLI101,Cyanobacteria,Dz,CN,SCB,S,29,12,N2,4,0.0134160657387221,-4.25170068027214,-0.0204081632653063,1.6605174911533e-4,-1.52117346938776,0.922556768185861,1.88254185471098,-3.40371532409874,-0.0206805186822895,1.6689960501502e-4,0.0253207021990966,-0.0460012208813861,n,n,n
65,66,Hutchins07,Trichodesmium ﻿erythraeum ﻿GBRTRLI101,Cyanobacteria,Dz,CP,SCB,S,29,12,N2,4,0.0134160657387221,-0.629986710019491,-0.136959110758237,0.00831121102828214,-10.2085897181421,46.175749588984,13.318492428228,-23.5270821463701,-0.144241942268163,0.0104093362124275,0.199967588400721,-0.344209530668884,y,n,n
66,67,Hutchins07,Trichodesmium ﻿erythraeum ﻿GBRTRLI101,Cyanobacteria,Dz,CN,SCB,S,29,12,N2,4,0.0134160657387221,-12.2549019607843,-0.0588235294117647,2.5869866061629e-4,-4.38455882352941,1.43728808364676,2.3497410467546,-6.73429987028401,-0.0606328818606483,2.7285044094543e-4,0.0323750480015109,-0.0930079298621592,y,n,n
67,68,Hutchins07,Trichodesmium ﻿erythraeum ﻿IMS101,Cyanobacteria,Dz,CP,SCB,S,29,12,N2,4,0.0134160657387221,-0.952739630830207,-0.0860323886639677,0.00157054748471451,-6.41263917004049,8.72570881968996,5.7895985277225,-12.202237697763,-0.0903348854146485,0.00163540588649685,0.0792612412727584,-0.169596126687407,n,n,n
68,69,Hutchins07,Trichodesmium ﻿erythraeum ﻿IMS101,Cyanobacteria,Dz,CN,SCB,S,29,12,N2,4,0.0134160657387221,-3.77073906485674,-0.0192307692307694,1.2820323240871e-4,-1.43341346153847,0.712276506523353,1.65414052267555,-3.08755398421402,-0.019482163775851,1.2816404945774e-4,0.0221886664377406,-0.0416708302135916,n,n,n
69,70,Hutchins07,Trichodesmium ﻿erythraeum ﻿IMS101,Cyanobacteria,Dz,CP,SCB,S,29,12,N2,4,0.0134160657387221,0.0644096305279565,0.00673724735322425,0.00256544507242589,0.502177574590952,14.2531995452311,7.39953235793598,-6.89735478334502,0.00747153609367626,0.00254021518366981,0.0987832578110761,-0.0913117217173998,n,n,n
70,71,Hutchins07,Trichodesmium ﻿erythraeum ﻿IMS101,Cyanobacteria,Dz,CN,SCB,S,29,12,N2,4,0.0134160657387221,16.6875260742595,0.0851063829787233,0.00159907993985672,6.34361702127659,8.88423054405989,5.84195222409077,0.50166479718582,0.0823570713039907,0.00135900277087785,0.0722533956401806,0.0101036756638101,n,n,n
71,72,Jiang18,Trichodesmium erythraeum IMS101,Cyanobacteria,Dz,CP,SCB,NA,27,12,N2,5,0.016940538709131,-6.33614496301421,-0.385237613751264,0.00236950426967646,-22.7405763397371,8.25663454041224,5.63183110404728,-28.3724074437844,-0.487071885658378,0.0025490201302905,0.0989543120012024,-0.58602619765958,n,n,n
72,73,Jiang18,Trichodesmium erythraeum IMS101,Cyanobacteria,Dz,CN,SCB,NA,27,12,N2,5,0.016940538709131,26.5869059488202,0.156862745098039,0.00438598870652571,9.25960784313726,15.2831570348269,7.66222020040467,1.59738764273259,0.14726588018814,0.0033047909208072,0.112673059039349,0.0345928211487911,n,n,n
73,74,Jiang18,Trichodesmium erythraeum IMS101,Cyanobacteria,Dz,CP,SCB,NA,32,12,N2,10,0.0338810774182619,-0.181809803184588,-0.0419435215946844,0.00546304763577588,-1.23796303986711,4.75905323137733,4.27571128747339,-5.5136743273405,-0.0445414872230952,0.00555435522478642,0.146071307488926,-0.190612794712021,n,n,y
74,75,Jiang18,Trichodesmium erythraeum IMS101,Cyanobacteria,Dz,CN,SCB,NA,32,12,N2,10,0.0338810774182619,-9.47642738687514,-0.0597014925373134,8.2420589472565e-4,-1.7620895522388,0.717994787548156,1.6607671148717,-3.4228566671105,-0.0618986941549242,8.3040190397569e-4,0.0564796841240161,-0.11837837827894,n,n,y
75,76,Kremp09,Scrippsiella hangoei,Miozoa,Din,CP,B,E,9,14,NO3,6,0.0217273221075502,-1.94272031742993,-0.0807046574964664,0.00195637059983472,-3.71443186127487,4.14418106436152,3.9899499876872,-7.70438184896207,-0.0843969389636209,0.00207085112005526,0.0891913073201675,-0.173588246283788,n,n,n
76,77,Kremp09,Scrippsiella hangoei,Miozoa,Din,CN,B,E,9,14,NO3,6,0.0217273221075502,-0.979421730789511,-0.00642795981620631,0.00424856721977282,-0.295846850540895,8.99974259699928,5.87980786958379,-6.17565472012469,-0.00671712266114239,0.00427703821026424,0.128179819625655,-0.134896942286797,n,n,n
77,78,Kremp09,Gymnodinium corollarium,Miozoa,Din,CP,B,E,9,14,NO3,6,0.0217273221075502,-1.36314564874185,-0.0905675388967471,0.00343133169990703,-4.16837097772278,7.26859208449538,5.28412690773152,-9.4524978854543,-0.0957083512500371,0.00359039115907706,0.117440792690525,-0.213149143940562,n,n,n
78,79,Kremp09,Gymnodinium corollarium,Miozoa,Din,CN,B,E,9,14,NO3,6,0.0217273221075502,15.6075567084356,0.106282664514043,0.00605285275138123,4.89165963425884,12.8217617662838,7.01813863028721,-2.12647899602838,0.0988782991683657,0.00583362296884122,0.149698438235871,-0.0508201390675055,n,n,n
79,80,Kremp09,Woloszynskia halophila,Miozoa,Din,CP,B,E,9,14,NO3,6,0.0217273221075502,-8.16390863378234,-0.356224924774323,0.0220237768454861,-16.3952521627382,46.6529802566537,13.3871394449521,-29.7823916076903,-0.426119865592443,0.042424717219426,0.403698902869475,-0.829818768461918,n,n,n
80,81,Kremp09,Woloszynskia halophila,Miozoa,Din,CN,B,E,9,14,NO3,6,0.0217273221075502,-44.548075308256,-0.240096357448414,0.0218942978313128,-11.0504348515632,46.3787047800061,13.3477295660919,-24.3981644176551,-0.259041466979027,0.0364605139325974,0.374247996458788,-0.633289463437815,n,n,n
81,82,Kudo00,Phaeodactylum tricornutum,Bacillariophyta,Dia,CN,SCB,E,20,24,NO3,10,0.0353169698039908,-11.4171801377311,-0.0812903225806452,0.179454419774757,-2.30173548387097,143.875647433038,23.5094103480867,-25.8111458319576,-0.087957875642255,0.202739776024961,0.88250580786567,-0.970463683507925,n,n,y
82,83,Kudo00,Phaeodactylum tricornutum,Bacillariophyta,Dia,CN,SCB,E,20,24,NO3,10,0.0353169698039908,-22.2281497288166,-0.153374233128834,0.00282257065240447,-4.34279141104295,2.26296560736651,2.94840451657256,-7.29119592761551,-0.167587384776259,0.00286245330810418,0.104861797186782,-0.272449181963042,n,n,n
83,84,Levitan10,Trichodesmium sp. IMS101,Cyanobacteria,Dz,CP,B,E,31,12,N2,6,0.0201240986080832,-1.07124107319381,-0.149750932103909,0.00862518580028299,-7.44137340113008,21.2978412634877,9.0451523029393,-16.4865257040694,-0.160247121486725,0.0105945672352701,0.201738924745239,-0.361986046231964,n,n,n
84,85,Levitan10,Trichodesmium sp. IMS101,Cyanobacteria,Dz,CN,B,E,31,12,N2,6,0.0201240986080832,12.8054349658711,0.0930827067669171,0.00239909396373533,4.62543483709272,5.92399092598678,4.77040534927001,-0.144970512177282,0.0886822687031857,0.00223288803693076,0.092615049776427,-0.00393278107324123,n,n,n
