study_id,es_id,authors,year,yi,vi,ni,es,se,type_es,citations,countrycode,jrnl_impact,similarity
132,68,Baron-Cohen,2001,0.090244188,0.003984063745019918,254,0.090244188,0.06311944,1,1077,GB,5.669,0
213,69,Botting,2008,0.395392825,0.008264462809917354,124,0.395392825,0.090909091,1,22,GB,1.957,1
213,70,Botting,2008,0.395392825,0.0076335877862595426,134,0.395392825,0.087370406,1,22,GB,1.957,1
236,71,Brent,2004,0.161386696,0.05882352941176472,20,0.161386696,0.242535625,1,35,GB,3.5,1
236,72,Brent,2004,-0.070114671,0.05882352941176472,20,-0.070114671,0.242535625,1,35,GB,3.5,1
291,73,Carroll,2006,-0.031009936,0.022222222222222233,48,-0.031009936,0.149071198,1,35,GB,3.384,0
315,74,Chapman,2006,0.151140436,0.013698630136986403,76,0.151140436,0.117041147,1,88,GB,2.873,1
404,75,de Achaval,2010,0.299658432,0.02702702702702694,40,0.299658432,0.164398987,1,39,AR,3.451,0
404,76,de Achaval,2010,0.47471367799999997,0.05882352941176472,20,0.47471367799999997,0.242535625,1,39,AR,3.451,0
404,77,de Achaval,2010,1.098612289,0.05882352941176472,20,1.098612289,0.242535625,1,39,AR,3.451,0
431,78,Demurie,2011,0.196490276,0.10000000000000003,13,0.196490276,0.316227766,1,11,BE,2.378,0
431,79,Demurie,2011,-0.094278338,0.10000000000000003,13,-0.094278338,0.316227766,1,11,BE,2.378,0
478,80,Dziobek,2006,-0.174757577,0.05882352941176472,20,-0.174757577,0.242535625,1,93,US,3.384,0
478,81,Dziobek,2006,0.285513248,0.0625,19,0.285513248,0.25,1,93,US,3.384,0
603,82,Garrido,2009,0.327197097,0.0666666666666666,18,0.327197097,0.25819889,1,55,GB,10.846,0
603,83,Garrido,2009,-0.293115727,0.08333333333333338,15,-0.293115727,0.288675135,1,55,GB,10.846,0
624,84,Golan,2007,0.112471866,0.01449275362318836,72,0.112471866,0.120385853,1,62,GB,3.384,1
711,85,Hassentab,2007,0.218407819,0.028571428571428463,38,0.218407819,0.169030851,1,12,US,1.812,0
713,86,Havet-Thomassin,2006,-0.070114671,0.032258064516129066,34,-0.070114671,0.179605302,1,40,FR,1.861,1
719,87,Hefter,2005,0.306226146,0.04347826086956531,26,0.306226146,0.208514414,1,26,US,8.303,0
727,88,Henry,2009,0.365443754,0.037037037037036945,30,0.365443754,0.19245009,1,26,AU,3.009,1
727,89,Henry,2009,0.260753317,0.04166666666666687,27,0.260753317,0.204124145,1,26,AU,3.009,1
727,90,Henry,2009,0.255412812,0.05882352941176472,20,0.255412812,0.242535625,1,26,AU,3.009,1
954,91,Lau,2006,0.411800034,0.030303030303030356,36,0.411800034,0.174077656,1,NA,CN,NA,NA
958,92,Lawrence,2003,0.244774113,0.0625,19,0.244774113,0.25,1,37,GB,3.451,1
958,93,Lawrence,2003,0.067100525,0.028571428571428463,38,0.067100525,0.169030851,1,37,GB,3.451,1
958,94,Lawrence,2003,0.288767472,0.023809523809523836,45,0.288767472,0.15430335,1,37,GB,3.451,1
1084,95,McGlade,2008,0.319439471,0.0068027210884353834,150,0.319439471,0.08247861,1,33,IE,7.343,1
1293,96,Plesa Skewerer,2006,0.11652454,0.02500000000000001,43,0.11652454,0.158113883,1,NA,US,1.964,1
1293,97,Plesa Skewerer,2006,0.424839974,0.027777777777777887,39,0.424839974,0.166666667,1,NA,US,1.964,1
1293,98,Plesa Skewerer,2006,0.615518437,0.023255813953488472,46,0.615518437,0.15249857,1,NA,US,1.964,1
1505,99,Schwartz,2010,0.229970121,0.05882352941176472,20,0.229970121,0.242535625,1,8,DE,3.384,0
1505,100,Schwartz,2010,-0.019002287,0.05882352941176472,20,-0.019002287,0.242535625,1,8,DE,3.384,0
1532,101,Sharp,2008,0.030009005,0.013157894736842132,79,0.030009005,0.114707867,1,19,GB,2.311,0
1658,102,Szily,2009,0.213171347,0.04347826086956531,26,0.213171347,0.208514414,1,10,HU,1.557,0
1658,103,Szily,2009,0.255412812,0.025641025641025595,42,0.255412812,0.160128154,1,10,HU,1.557,0
1658,104,Szily,2009,0.320545409,0.021276595744680982,50,0.320545409,0.145864991,1,10,HU,1.557,0
1720,105,Tso,2010,0.026005861,0.05263157894736853,22,0.026005861,0.229415734,1,13,US,4.426,0
1720,106,Tso,2010,1.030228582,0.12500000000000017,11,1.030228582,0.353553391,1,13,US,4.426,0
1720,107,Tso,2010,0.308421065,0.05000000000000001,23,0.308421065,0.223606798,1,13,US,4.426,0
1720,108,Tso,2010,0.631377497,0.14285714285714265,10,0.631377497,0.377964473,1,13,US,4.426,0
1724,109,Turkstra,2008,0.192337169,0.0625,19,0.192337169,0.25,1,14,US,1.861,0
1724,110,Turkstra,2008,0.887183863,0.0625,19,0.887183863,0.25,1,14,US,1.861,0
1796,111,Wang,2008,0.199609496,0.02040816326530616,52,0.199609496,0.142857143,1,44,CN,2.682,1
1842,112,Wigan,2007,0.383796543,0.017543859649122705,60,0.383796543,0.132453236,1,NA,GB,NA,0
245,113,Brossard,1971,0.426926342,0.03846153846153844,29,0.426926342,0.196116135,1,NA,CA,NA,1
296,114,Casler,1965,0.192400261,0.07692307692307718,16,0.192400261,0.277350098,1,61,US,NA,1
685,115,Hakimi-Manesh,1984,0.43539767,0.04000000000000001,28,0.43539767,0.2,1,16,IR,5.669,1
1596,116,St. Petersburg-USA Orphanage Research Team,2008,0.200513619,0.018518518518518427,57,0.200513619,0.136082763,1,NA,RU,NA,NA
1364,117,Rheingold,1956,0.621972749,0.11111111111111088,12,0.621972749,0.333333333,1,NA,US,NA,1
1475,118,Sayegh,1965,0.38944107,0.10000000000000003,13,0.38944107,0.316227766,1,25,LB,4.235,1
1557,119,Skeels,1937,0.28214589,0.05882352941176472,20,0.28214589,0.242535625,1,4,US,0.847,1
1588,120,Sparling,2005,0.326820865416824,0.0099009900990099,104,0.75,0.227104618,4,20,RO,1.133,1
1588,121,Sparling,2005,0.416572773829488,0.016129032258064644,65,0.86,0.259988447,4,20,RO,1.133,1
1460,122,SAT1,1996,0.156923506984333,9.218951952666211e-7,1084725,0.315903406,0.001936888,4,NA,US,NA,0
1466,123,SAT2,1997,0.161262134463275,8.872972747551502e-7,1127021,0.324878849,0.001901831,4,NA,US,NA,0
1467,124,SAT3,1998,0.156824141003565,8.528741004310419e-7,1172509,0.315849286,0.001863828,4,NA,US,NA,0
1468,125,SAT4,1999,0.159084606232523,8.195868135038392e-7,1220130,0.320471671,0.001827602,4,NA,US,NA,0
1469,126,SAT5,2000,0.155446302044227,7.934776140128152e-7,1260278,0.313010926,0.001797327,4,NA,US,NA,0
1470,127,SAT6,2001,0.15546440739168,7.835044115215898e-7,1276320,0.312989709,0.001785668,4,NA,US,NA,0
1471,128,SAT7,2002,0.149727355689471,7.531095894950256e-7,1327831,0.301354106,0.001749934,4,NA,US,NA,0
1472,129,SAT8,2003,0.149040466432407,7.110752097138559e-7,1406324,0.299962014,0.001700313,4,NA,US,NA,0
1473,130,SAT9,2004,0.15848109831352,7.047196484294617e-7,1419007,0.319059773,0.00169363,4,NA,US,NA,0
1461,131,SAT10,2005,0.149055577688104,6.776812458492021e-7,1475623,0.299948244,0.001659664,4,NA,US,NA,0
1462,132,SAT11,2006,0.148426780301764,6.822487738283917e-7,1465744,0.298701848,0.001665327,4,NA,US,NA,0
1463,133,SAT12,2007,0.14972483228308,6.718050797869307e-7,1488530,0.301357081,0.001652821,4,NA,US,NA,0
1464,134,SAT13,2008,0.143490423031393,6.592014302034223e-7,1516990,0.288706574,0.001636411,4,NA,US,NA,0
1465,135,SAT14,2009,0.151445849689096,6.535413773384522e-7,1530128,0.304802519,0.001630172,4,NA,US,NA,0
146,136,Bates (2007) Sample 1,2007,0.459896681,0.010526315789473599,98,-0.459896681,0.102597835,1,26,GB,3.162,1
147,137,Bates (2007) Sample 2,2007,0.298566264,0.006211180124223608,164,-0.298566264,0.078811041,1,26,GB,3.162,1
510,138,Euler (2009),2009,-0.342828254,0.05000000000000001,23,0.342828254,0.223606798,1,3,US,4.426,0
581,139,Furlow (1997) Sample 1 ,1997,0.213171347,0.009174311926605496,112,-0.213171347,0.095782629,1,79,US,5.292,1
582,140,Furlow (1997) Sample 2 ,1997,0.244774113,0.008000000000000002,128,-0.244774113,0.089442719,1,79,US,5.292,1
595,141,Gangestad (2010a) ,2010,-0.181982689,0.015625,67,0.181982689,0.125,1,NA,US,NA,NA
596,142,Gangestad (2010b) ,2010,0,0.010526315789473599,98,0,0.102597835,1,NA,US,NA,NA
829,143,Johnson (2008),2008,-0.030009005,0.0038461538461538425,263,0.030009005,0.062017367,1,7,US,3.162,1
1020,144,Luxen (2006) ,2006,0.255412812,0.012820512820512915,81,-0.255412812,0.113227703,1,13,NL,1.861,1
1269,145,Penke (2008),2008,-0.020002667,0.003558718861209969,284,0.020002667,0.059654999,1,107,GB,5.51,0
1270,146,Penke (2009),2009,0.070114671,0.004694835680751177,216,-0.070114671,0.068518871,1,18,GB,2.866,1
1323,147,Prokosch (2005),2005,0.411800034,0.013333333333333298,78,-0.411800034,0.115470054,1,78,US,3.162,1
1335,148,Rahman (2004) ,2004,0.13073985,0.004219409282700423,240,-0.13073985,0.06495698,1,13,GB,3.25,1
1684,149,Thoma (2005),2005,0.536060337,0.0625,19,-0.536060337,0.25,1,18,US,3.162,1
487,150,Egan (Healthy),2001,0.0748323164324901,0.003690036900369003,274,0.187,0.35,4,1505,US,9.809,1
488,151,Egan (SCZ),2001,0.0681955355002642,0.004405286343612335,230,0.16,0.206,4,1505,US,9.809,1
1718,152,Tsai,2003,0.0759270268464923,0.008547008547008557,120,0.152,0.419,4,104,TW,2.055,1
407,153,De Frias,2004,0.123684408136839,0.003533568904593639,286,0.248,0.132,4,83,SE,2.839,1
557,154,Foltynie,2004,0.0179990281416903,0.003508771929824557,288,0.036,0.135,4,63,GB,5.634,1
1660,155,Taerk,2004,0.0104998070720715,0.008695652173913047,118,0.021,0.232,4,32,CA,2.45,1
161,156,Bellgrove,2005,0.266822666909941,0.017241379310344942,61,0.54,0.365,4,49,IE,2.168,1
249,157,Bruder,2005,0.0898789407439468,0.0025062656641604026,402,0.18,0.137,4,122,US,9.472,1
695,158,Han (Healthy),2006,-0.350762956442808,0.012987012987013,80,-0.716,0.428,4,37,KR,1.644,1
696,159,Han (SCZ),2006,0.228018971902582,0.0077519379844961265,132,0.46,0.366,4,37,KR,1.644,1
710,160,Harris,2005,-0.0564699827460333,0.002188183807439825,460,-0.113,0.105,4,54,GB,2.055,1
1608,161,Stefanis,2004,-0.00299999550001826,0.00185185185185185,543,-0.006,0.107,4,96,GR,9.472,1
1089,162,McIntosh (Healthy),2006,0.0284961432220343,0.08333333333333338,15,0.057,0.584,4,NA,GB,9.472,0
1091,163,McIntosh (HR with symptoms),2006,-0.086392492483071,0.0344827586206897,32,-0.173,0.361,4,NA,GB,9.472,0
1090,164,McIntosh (HR with no symptoms),2006,-0.133106601899655,0.03125000000000004,35,-0.267,0.358,4,NA,GB,9.472,0
131,165,Barnett,2007,0.032494281363556,1.1488970588235289e-4,8707,0.065,0.032,4,65,GB,13.559,1
256,166,Burdick (Healthy),2007,0.135088753142851,0.008130081300813004,126,0.271,0.368,4,56,US,4.888,1
255,167,Burdick (BPD),2007,-0.158831340312054,0.005555555555555558,183,-0.319,0.207,4,56,US,4.888,1
270,168,Caldu,2007,-0.152903502380737,0.013888888888888909,75,-0.307,0.277,4,97,ES,6.132,1
1030,169,MacDonald,2007,0.0479815870841302,0.0021691973969631207,464,0.096,0.119,4,26,US,4.974,1
1605,170,Starr,2007,0.0574683621527848,0.002127659574468089,473,0.115,0.115,4,39,GB,2.055,1
1775,171,Vernon,1989,0.9,0.010309278350515483,100,0.9,0.101534617,1,48,CA,1.861,1
204,172,Boomsma,1991,0.842,0.11111111111111088,12,0.842,0.333333333,1,12,NL,1.861,1
116,173,Baker,1991,0.775,0.021276595744680982,50,0.775,0.145864991,1,45,US,2.839,1
1013,174,Luciano,2001,0.631,0.003039513677811547,332,0.631,0.055131785,1,86,AU,2.839,1
1375,175,Rijsdijk T1,1998,0.587,0.006369426751592354,160,0.587,0.079808688,1,45,NL,3.391,1
1308,176,Posthuma young,2001,0.523,0.009523809523809521,108,0.523,0.097590007,1,74,NL,2.839,1
1174,177,Neubauer,2000,0.41,0.00602409638554217,169,0.41,0.077615053,1,43,AT,3.162,1
1087,178,McGue,1984,0.388,0.01587301587301577,66,0.388,0.125988158,1,30,US,3.162,1
1087,179,McGue,1989,0.372,0.010989010989011025,94,0.372,0.104828484,1,NA,US,NA,1
1375,180,Rijsdijk T1,1998,0.291,0.004694835680751177,216,0.291,0.068518871,1,45,NL,3.391,1
1308,181,Posthuma young,2001,0.203,0.006993006993006996,146,0.203,0.083624201,1,74,NL,2.839,1
304,182,Censabella,2005,0.52085082707986,0.037037037037036945,30,1.06,0.39,2,10,BE,2.025,1
405,183,De Berni,2000,0.11368353979865,0.04761904761904745,24,0.22,0.41,2,42,IT,1.565,1
766,184,Howes,1999,0.289760748056145,0.015151515151515218,69,0.61,0.26,2,22,US,1.921,1
819,185,Jeffries,2004,0.662698582914163,0.017241379310344942,61,1.48,0.3,2,73,GB,1.189,1
1059,186,Martinussen,2006,0.656887459168947,0.027777777777777887,39,1.44,0.37,2,76,CA,2.158,1
1083,187,McGee,2004,0.110692508394893,0.013888888888888909,75,0.29,0.25,2,16,CA,3.167,0
1285,188,Pickering,2004,0.0653790022363018,0.0015105740181268893,665,0.32,0.19,2,63,GB,0.913,1
1357,189,Reiter,2005,0.120816974169409,0.012345679012345652,84,0.24,0.22,2,58,DE,1.189,1
1474,190,Savage,2006,0.486396177444974,0.015625,67,1,0.26,2,24,CA,2.025,1
1638,191,Swanson,2006,0.410465157596098,0.032258064516129066,34,0.83,0.36,2,52,US,2.025,1
1638,192,Swanson,2007,0.570723099587204,0.026315789473684358,41,1.19,0.34,2,54,US,2.635,1
1638,193,Swanson,2004,0.080942606307685,0.011235955056179777,92,0.17,0.22,2,6,US,0.73,1
1754,194,Van der Sluis,2005,0.0356572382234302,0.02702702702702694,40,0.07,0.31,2,55,NL,2.025,1
1845,195,Willcutt,2005,0.259365068524482,0.0038910505836575833,260,0.53,0.17,2,220,US,2.67,1
1320,196,Pretell,1972,0.203590639225979,0.01449275362318836,72,0.41,0.229591837,4,4,PE,2.012,1
1683,197,Thilly,1980,0.476735222976289,0.013888888888888909,75,0.99,0.25,4,10,CD,NA,NA
168,198,Berbel,2009,0.648565595735253,0.024390243902439,44,1.39,0.420918367,4,102,ES,3.843,1
282,199,Cao,1994,0.499028444456403,0.002493765586034909,404,1.04,0.219387755,4,158,CN,54.42,1
534,200,Fierro-Benitez,1972,0.324286295137463,0.0068027210884353834,150,0.66,0.219387755,4,3,EC,2.012,1
534,201,Fierro-Benitez,1974,0.394673691445097,0.004694835680751177,216,0.81,0.18877551,4,7,EC,NA,1
1339,202,Ramirez,1968,0.124676746921443,0.004464285714285715,227,0.25,0.142857143,4,1,EC,NA,NA
1339,203,Ramirez,1972,0.0749298648848773,0.001724137931034484,583,0.15,0.089285714,4,4,EC,2.012,NA
1716,204,Trowbridge,1972,0.144496643818822,0.008196721311475405,125,0.29,0.306122449,4,4,EC,2.012,NA
1769,205,Velasco,2009,0.00999983334083288,0.005235602094240843,194,0.02,0.155612245,4,60,ES,6.31,1
206,206,Bora,2007,0.221307249813658,0.010869565217391224,95,0.48,0.173469388,4,60,AU,4.888,1
301,207,Cavanagh,2002,0.435914743305739,0.027777777777777887,39,0.9,0.275510204,4,153,GB,7.343,1
335,208,Clark,2002,0.366724604230137,0.017543859649122705,60,0.75,0.234693878,4,308,GB,7.343,1
381,209,Cubukcuoglu,2011,0.305223506315566,0.010204081632653047,101,0.62,0.176020408,4,NA,DE,NA,NA
551,210,Fleck,2003,0.392885749357515,0.020833333333333204,51,0.98,0.298469388,4,41,US,4.888,1
644,211,Goswami,2006,0.37140239146356,0.014084507042253443,74,0.76,0.204081633,4,67,GB,7.343,1
724,212,Hellvin,2012,0.0223568815496661,0.004444444444444448,228,0.05,0.145408163,4,18,NO,4.888,1
881,213,Kieseppa,2005,0.166447026642942,0.0072992700729927005,140,0.43,0.191326531,4,69,FI,5.428,1
1058,214,Martinez-Aran,2004,0.283701463189268,0.015151515151515218,69,0.58,0.211734694,4,468,ES,13.559,1
1058,215,Martinez-Aran,2007,0.256737208028688,0.009174311926605496,112,0.56,0.18622449,4,218,ES,4.888,1
1149,216,Mur,2007,0.0299784613370612,0.011627906976744096,89,0.06,0.204081633,4,102,ES,5.139,1
1282,217,Pfenning,2013,-0.0681968489523205,0.019607843137254905,54,-0.14,0.255102041,4,NA,DE,NA,1
1553,218,Simonsen,2008,0.00797929389123018,0.006993006993006996,146,0.02,0.18877551,4,72,NO,4.888,1
1553,219,Simonsen,2011,0.196179778329854,0.004975124378109449,204,0.55,0.170918367,4,70,NO,8.607,1
1570,220,Smith,2006,0.480749540891873,0.019607843137254905,54,1,0.255102041,4,76,GB,4.888,1
1620,221,Stoddart,2007,0.365605201370156,0.017857142857142808,59,0.8,0.283163265,4,7,GB,5.428,1
1686,222,Thompson,2005,0.286081714574482,0.008130081300813004,126,0.58,0.150510204,4,219,GB,7.343,1
1707,223,Torrent,2006,0.366427962180483,0.014285714285714199,73,0.75,0.198979592,4,132,ES,7.343,1
1767,224,Varma,2013,0.413145994832217,0.009708737864077667,106,0.85,0.173469388,4,NA,NA,NA,1
1559,225,Skenazy,1984,0.11471045477708,0.027777777777777887,39,0.23,0.321418394,4,55,US,2.111,1
749,226,Holmes,1986,-0.141084698446747,0.04166666666666687,27,-0.31,0.423569603,4,49,US,5.228,1
749,227,Holmes,1988,-0.048393400693566103,0.07692307692307718,16,-0.1,0.516700268,4,10,US,3.064,1
1434,228,Ryan,1993,0.092588570917482,0.007194244604316549,142,0.23,0.208611083,4,107,US,6.88,1
625,229,Gold,1995,-0.164260338916376,0.05882352941176472,20,-0.33,0.450247154,4,37,GB,3.033,1
919,230,Kramer,1998,0.13952287819223,0.009523809523809521,108,0.28,0.193423643,4,68,AT,8.474,1
529,231,Ferguson,2003,-0.147529208706058,0.014705882352941058,71,-0.31,0.249831725,4,125,GB,8.474,1
1822,232,Weiss,1985,0.161099315970433,0.01010101010101006,102,-0.33,0.20326709,4,446,CA,6.354,0
182,233,Biederman,1993,0.163575884103387,0.004484304932735425,226,-0.34,0.138574051,4,500,US,13.559,1
551,234,Fleck,1998,-0.242489067654121,0.03571428571428586,31,0.49,0.364745456,4,NA,NA,NA,1
1673,235,Taylor,1997,0.144221614672698,0.004237288135593216,239,-0.45,0.202181261,4,23,NA,2.397,1
1051,236,Mannuzza,1997,0.423651046589223,0.008130081300813004,126,-0.88,0.187987609,4,125,US,6.354,1
1427,237,Rucklidge,1997,0.104808013476227,0.01010101010101006,102,-0.21,0.198574577,4,25,CA,2.397,1
1515,238,Seidman,1998,0.0548536793569458,0.007462686567164177,137,-0.11,0.171370332,4,161,US,9.472,1
504,239,Ernst,1998,-0.0790126414460549,0.02702702702702694,40,0.16,0.32034636,4,205,US,6.747,0
481,240,Eaton,2001,0.431037943403532,0.021276595744680982,50,-0.97,0.323492033,4,NA,NA,NA,1
262,241,Bush,1999,0.266822666909941,0.07692307692307718,16,-0.54,0.509030942,4,487,US,9.472,0
574,242,Friedman,2001,-0.157951313584866,0.013698630136986403,76,0.32,0.232878785,4,NA,US,NA,0
1150,243,Murphy,2000,0.28127637161931,0.030303030303030356,36,-0.57,0.34003472,4,NA,CA,NA,NA
1417,244,Ross,2000,0.247466461547263,0.05882352941176472,20,-0.5,0.454147553,4,65,US,2.682,1
1593,245,Spencer,2001,0.178858797441828,0.0019047619047619067,528,-0.36,0.087830346,4,37,US,13.559,1
1186,246,Nigg,2002,-0.129601724745443,0.02500000000000001,43,0.26,0.306365206,4,53,US,5.228,0
1343,247,Rapport,2002,-0.0848979771881698,0.018867924528301883,56,0.17,0.267743547,4,63,US,3.425,0
