"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","lhs","op","rhs","est","pval","confint","est_sig","est_std","se_std","pval_std","confint_std","est_sig_std","block","group","label","lavaan_label","precision","abs_yi","source","repo","branch","repo_license"
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",14,0.362,0.002116,"est",14,"TradPed","~~","SCRPed",0.362,0,"[0.272, 0.453]","0.362***",0.84,0.032,0,"[0.778, 0.903]","0.840***",1,"CPY","TradPed.WITH.SCRPed.CPY","",21.7391304347826,0.362,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",15,0.163,0.000784,"est",15,"Valued","~~","SCRPed",0.163,0,"[0.107, 0.218]","0.163***",0.658,0.054,0,"[0.552, 0.763]","0.658***",1,"CPY","Valued.WITH.SCRPed.CPY","",35.7142857142857,0.163,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",16,0.233,0.000729,"est",16,"ClearResponsibilities","~~","ClearResponsibilities",0.233,0,"[0.181, 0.286]","0.233***",0.379,0.043,0,"[0.294, 0.463]","0.379***",1,"CPY","Variances.ClearResponsibilities.CPY","",37.037037037037,0.233,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",17,0.216,0.000625,"est",17,"EffectiveAnswers","~~","EffectiveAnswers",0.216,0,"[0.166, 0.266]","0.216***",0.342,0.042,0,"[0.260, 0.424]","0.342***",1,"CPY","Variances.EffectiveAnswers.CPY","",40,0.216,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",18,0.328,0.001296,"est",18,"Feedback","~~","Feedback",0.328,0,"[0.258, 0.398]","0.328***",0.473,0.05,0,"[0.375, 0.571]","0.473***",1,"CPY","Variances.Feedback.CPY","",27.7777777777778,0.328,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",19,0.439,0.002401,"est",19,"ClearOrganization","~~","ClearOrganization",0.439,0,"[0.343, 0.535]","0.439***",0.419,0.046,0,"[0.328, 0.510]","0.419***",1,"CPY","Variances.ClearOrganization.CPY","",20.4081632653061,0.439,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",20,0.237,0.000841,"est",20,"ClearPresentation","~~","ClearPresentation",0.237,0,"[0.180, 0.294]","0.237***",0.304,0.039,0,"[0.227, 0.381]","0.304***",1,"CPY","Variances.ClearPresentation.CPY","",34.4827586206897,0.237,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",21,0.227,0.000625,"est",21,"ValObjectives","~~","ValObjectives",0.227,0,"[0.179, 0.275]","0.227***",0.643,0.058,0,"[0.529, 0.757]","0.643***",1,"CPY","Variances.ValObjectives.CPY","",40,0.227,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",22,0.247,0.001225,"est",22,"IncrUnderstanding","~~","IncrUnderstanding",0.247,0,"[0.179, 0.316]","0.247***",0.34,0.051,0,"[0.240, 0.440]","0.340***",1,"CPY","Variances.IncrUnderstanding.CPY","",28.5714285714286,0.247,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",23,0.3,0.002116,"est",23,"IncrInterest","~~","IncrInterest",0.3,0,"[0.210, 0.390]","0.300***",0.305,0.05,0,"[0.208, 0.402]","0.305***",1,"CPY","Variances.IncrInterest.CPY","",21.7391304347826,0.3,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",24,0.139,0.000576,"est",24,"MultPerspectives","~~","MultPerspectives",0.139,0,"[0.091, 0.187]","0.139***",0.223,0.042,0,"[0.140, 0.306]","0.223***",1,"CPY","Variances.MultPerspectives.CPY","",41.6666666666667,0.139,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",25,0.18,0.000484,"est",25,"InclusvClassrm","~~","InclusvClassrm",0.18,0,"[0.137, 0.223]","0.180***",0.402,0.051,0,"[0.302, 0.503]","0.402***",1,"CPY","Variances.InclusvClassrm.CPY","",45.4545454545455,0.18,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",26,0.34,0.001369,"est",26,"DEIintegration","~~","DEIintegration",0.34,0,"[0.268, 0.413]","0.340***",0.594,0.057,0,"[0.482, 0.705]","0.594***",1,"CPY","Variances.DEIintegration.CPY","",27.027027027027,0.34,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",27,0.19,0.000484,"est",27,"EquitableEval","~~","EquitableEval",0.19,0,"[0.148, 0.233]","0.190***",0.5,0.056,0,"[0.391, 0.609]","0.500***",1,"CPY","Variances.EquitableEval.CPY","",45.4545454545455,0.19,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",28,0.383,0.002704,"est",28,"TradPed","~~","TradPed",0.383,0,"[0.281, 0.485]","0.383***",1,0,NA,"[1.000, 1.000]","1.000",1,"CPY","Variances.TradPed.CPY","",19.2307692307692,0.383,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",29,0.126,0.000729,"est",29,"Valued","~~","Valued",0.126,0,"[0.073, 0.180]","0.126***",1,0,NA,"[1.000, 1.000]","1.000",1,"CPY","Variances.Valued.CPY","",37.037037037037,0.126,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",30,0.485,0.003969,"est",30,"SCRPed","~~","SCRPed",0.485,0,"[0.361, 0.609]","0.485***",1,0,NA,"[1.000, 1.000]","1.000",1,"CPY","Variances.SCRPed.CPY","",15.8730158730159,0.485,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",31,4.51,0.003025,"est",31,"ClearResponsibilities","~1","",4.51,0,"[4.402, 4.618]","4.510***",5.744,0.272,0,"[5.210, 6.277]","5.744***",1,"CPY","Means.ClearResponsibilities.CPY","",18.1818181818182,4.51,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",32,4.416,0.003136,"est",32,"EffectiveAnswers","~1","",4.416,0,"[4.306, 4.525]","4.416***",5.558,0.269,0,"[5.032, 6.085]","5.558***",1,"CPY","Means.EffectiveAnswers.CPY","",17.8571428571429,4.416,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",33,4.327,0.003481,"est",33,"Feedback","~1","",4.327,0,"[4.212, 4.442]","4.327***",5.194,0.256,0,"[4.692, 5.696]","5.194***",1,"CPY","Means.Feedback.CPY","",16.9491525423729,4.327,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",34,4.109,0.005184,"est",34,"ClearOrganization","~1","",4.109,0,"[3.968, 4.250]","4.109***",4.015,0.199,0,"[3.626, 4.405]","4.015***",1,"CPY","Means.ClearOrganization.CPY","",13.8888888888889,4.109,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",35,4.287,0.003844,"est",35,"ClearPresentation","~1","",4.287,0,"[4.165, 4.409]","4.287***",4.855,0.238,0,"[4.389, 5.321]","4.855***",1,"CPY","Means.ClearPresentation.CPY","",16.1290322580645,4.287,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",36,4.554,0.001764,"est",36,"ValObjectives","~1","",4.554,0,"[4.473, 4.636]","4.554***",7.664,0.38,0,"[6.920, 8.408]","7.664***",1,"CPY","Means.ValObjectives.CPY","",23.8095238095238,4.554,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",37,4.287,0.0036,"est",37,"IncrUnderstanding","~1","",4.287,0,"[4.169, 4.405]","4.287***",5.026,0.256,0,"[4.523, 5.529]","5.026***",1,"CPY","Means.IncrUnderstanding.CPY","",16.6666666666667,4.287,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",38,3.941,0.0049,"est",38,"IncrInterest","~1","",3.941,0,"[3.804, 4.077]","3.941***",3.971,0.208,0,"[3.564, 4.378]","3.971***",1,"CPY","Means.IncrInterest.CPY","",14.2857142857143,3.941,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",39,4.49,0.003136,"est",39,"MultPerspectives","~1","",4.49,0,"[4.381, 4.599]","4.490***",5.685,0.29,0,"[5.116, 6.254]","5.685***",1,"CPY","Means.MultPerspectives.CPY","",17.8571428571429,4.49,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",40,4.649,0.002209,"est",40,"InclusvClassrm","~1","",4.649,0,"[4.556, 4.741]","4.649***",6.951,0.348,0,"[6.270, 7.632]","6.951***",1,"CPY","Means.InclusvClassrm.CPY","",21.2765957446809,4.649,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",41,4.55,0.002809,"est",41,"DEIintegration","~1","",4.55,0,"[4.445, 4.654]","4.550***",6.009,0.3,0,"[5.421, 6.598]","6.009***",1,"CPY","Means.DEIintegration.CPY","",18.8679245283019,4.55,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",42,4.604,0.001849,"est",42,"EquitableEval","~1","",4.604,0,"[4.519, 4.689]","4.604***",7.464,0.372,0,"[6.734, 8.193]","7.464***",1,"CPY","Means.EquitableEval.CPY","",23.2558139534884,4.604,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",43,0,0,"est",43,"TradPed","~1","",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000",1,"CPY","Means.TradPed.CPY","",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",44,0,0,"est",44,"Valued","~1","",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000",1,"CPY","Means.Valued.CPY","",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",45,0,0,"est",45,"SCRPed","~1","",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000",1,"CPY","Means.SCRPed.CPY","",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",46,1,0,"est",46,"TradPed","=~","ClearResponsibilities",1,NA,"[1.000, 1.000]","1.000",0.907,0.026,0,"[0.857, 0.957]","0.907***",2,"ORG","TradPed.BY.ClearResponsibilities.ORG","",NA,1,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",47,1.041,0.003844,"est",47,"TradPed","=~","EffectiveAnswers",1.041,0,"[0.920, 1.162]","1.041***",0.889,0.029,0,"[0.833, 0.945]","0.889***",2,"ORG","TradPed.BY.EffectiveAnswers.ORG",".p2.",16.1290322580645,1.041,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",48,0.977,0.005476,"est",48,"TradPed","=~","Feedback",0.977,0,"[0.833, 1.122]","0.977***",0.695,0.053,0,"[0.592, 0.798]","0.695***",2,"ORG","TradPed.BY.Feedback.ORG",".p3.",13.5135135135135,0.977,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",49,1.26,0.006889,"est",49,"TradPed","=~","ClearOrganization",1.26,0,"[1.098, 1.422]","1.260***",0.835,0.037,0,"[0.762, 0.908]","0.835***",2,"ORG","TradPed.BY.ClearOrganization.ORG",".p4.",12.0481927710843,1.26,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",50,1.19,0.004356,"est",50,"TradPed","=~","ClearPresentation",1.19,0,"[1.060, 1.320]","1.190***",0.926,0.022,0,"[0.882, 0.970]","0.926***",2,"ORG","TradPed.BY.ClearPresentation.ORG",".p5.",15.1515151515152,1.19,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",51,1,0,"est",51,"Valued","=~","ValObjectives",1,NA,"[1.000, 1.000]","1.000",0.46,0.066,0,"[0.331, 0.588]","0.460***",2,"ORG","Valued.BY.ValObjectives.ORG","",NA,1,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",52,1.952,0.045796,"est",52,"Valued","=~","IncrUnderstanding",1.952,0,"[1.532, 2.371]","1.952***",0.761,0.062,0,"[0.639, 0.883]","0.761***",2,"ORG","Valued.BY.IncrUnderstanding.ORG",".p7.",4.67289719626168,1.952,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",53,2.33,0.064009,"est",53,"Valued","=~","IncrInterest",2.33,0,"[1.835, 2.825]","2.330***",0.772,0.062,0,"[0.650, 0.893]","0.772***",2,"ORG","Valued.BY.IncrInterest.ORG",".p8.",3.95256916996047,2.33,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",54,1,0,"est",54,"SCRPed","=~","MultPerspectives",1,NA,"[1.000, 1.000]","1.000",0.594,0.07,0,"[0.458, 0.731]","0.594***",2,"ORG","SCRPed.BY.MultPerspectives.ORG","",NA,1,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",55,0.743,0.003025,"est",55,"SCRPed","=~","InclusvClassrm",0.743,0,"[0.634, 0.851]","0.743***",0.669,0.072,0,"[0.529, 0.809]","0.669***",2,"ORG","SCRPed.BY.InclusvClassrm.ORG",".p10.",18.1818181818182,0.743,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_weak_paramEsts.csv","lhbikos","Worked_Examples/weak_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/weak_paramEsts.csv",56,0.693,0.004356,"est",56,"SCRPed","=~","DEIintegration",0.693,0,"[0.563, 0.823]","0.693***",0.542,0.072,0,"[0.401, 0.683]","0.542***",2,"ORG","SCRPed.BY.DEIintegration.ORG",".p11.",15.1515151515152,0.693,"GitHub","ReC_Psychometrics","main",NA
