Row_number,Study_number,Study_title,Country,Latitude,Longitude,Species,Family,Hedges_g,Hedges_g_sei,LRR,LRR_sei,Clutch_size,Reproductive_mode,Mass,Disturbance_type,Vegetation_type,Precip,Temp,Range_size,Habitat_spec
210,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Anolis_carolinensis,Dactyloidae,0,0.816496581,0,0.327777387,1.15,Oviparous,8.748557676,Other,Forest,1186,26.16516678,1182017.199,4
211,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Anolis_carolinensis,Dactyloidae,-0.690988302,0.840509014,-0.318453731,0.309124328,1.15,Oviparous,8.748557676,Other,Forest,1186,26.16516678,1182017.199,4
212,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Scincella_lateralis,Scincidae,-0.460658868,0.827254827,-0.287682072,0.416666665,3.1,Oviparous,3.918150788,Other,Forest,1186,26.16516678,2033721.31,3
213,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Scincella_lateralis,Scincidae,0.460658868,0.827254827,0.223143551,0.32015621,3.1,Oviparous,3.918150788,Other,Forest,1186,26.16516678,2033721.31,3
214,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Scincella_lateralis,Scincidae,0.874038748,0.854592678,0.559615788,0.379648063,3.1,Oviparous,3.918150788,Other,Forest,1186,26.16516678,2033721.31,3
215,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Sceloporus_undulatus,Phrynosomatidae,0.460658868,0.827254827,0.223143551,0.32015621,9.15,Oviparous,24.51059236,Other,Forest,1186,26.16516678,4098307.964,5
216,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Sceloporus_undulatus,Phrynosomatidae,0,0.816496581,0,0.353553389,9.15,Oviparous,24.51059236,Other,Forest,1186,26.16516678,4098307.964,5
217,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Sceloporus_undulatus,Phrynosomatidae,0.582692499,0.833643136,0.405465108,0.416666665,9.15,Oviparous,24.51059236,Other,Forest,1186,26.16516678,4098307.964,5
218,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Tantilla_coronata,Colubridae,-0.921317736,0.858721257,-0.693147181,0.559016992,2.5,Oviparous,7.022744905,Other,Forest,1186,26.16516678,598426.5602,2
219,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Tantilla_coronata,Colubridae,0,0.816496581,0,0.353553389,2.5,Oviparous,7.022744905,Other,Forest,1186,26.16516678,598426.5602,2
220,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Tantilla_coronata,Colubridae,-1.302940037,0.898964809,-0.693147181,0.249999999,2.5,Oviparous,7.022744905,Other,Forest,1186,26.16516678,598426.5602,2
221,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Anolis_carolinensis,Dactyloidae,-0.230329434,0.819199388,-0.15415068,0.439025925,1.15,Oviparous,8.748557676,Other,Forest,1186,26.16516678,1182017.199,4
222,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Anolis_carolinensis,Dactyloidae,0.542055821,0.831355545,0.356674944,0.414285712,1.15,Oviparous,8.748557676,Other,Forest,1186,26.16516678,1182017.199,4
223,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Anolis_carolinensis,Dactyloidae,-0.230329434,0.819199388,-0.15415068,0.439025925,1.15,Oviparous,8.748557676,Other,Forest,1186,26.16516678,1182017.199,4
224,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Scincella_lateralis,Scincidae,0,0.816496581,0,0.707106778,3.1,Oviparous,3.918150788,Other,Forest,1186,26.16516678,2033721.31,3
225,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Scincella_lateralis,Scincidae,0.921317736,0.858721257,0.693147181,0.559016992,3.1,Oviparous,3.918150788,Other,Forest,1186,26.16516678,2033721.31,3
226,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Scincella_lateralis,Scincidae,0,0.816496581,0,0.707106778,3.1,Oviparous,3.918150788,Other,Forest,1186,26.16516678,2033721.31,3
227,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Sceloporus_undulatus,Phrynosomatidae,0.967799564,0.862971417,0.587786665,0.34228715,9.15,Oviparous,24.51059236,Other,Forest,1186,26.16516678,4098307.964,5
228,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Sceloporus_undulatus,Phrynosomatidae,0.361370547,0.823133681,0.182321557,0.32015621,9.15,Oviparous,24.51059236,Other,Forest,1186,26.16516678,4098307.964,5
229,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Sceloporus_undulatus,Phrynosomatidae,-0.460658868,0.827254827,-0.223143551,0.32015621,9.15,Oviparous,24.51059236,Other,Forest,1186,26.16516678,4098307.964,5
230,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Tantilla_coronata,Colubridae,0,0.816496581,0,0.314269679,2.5,Oviparous,7.022744905,Other,Forest,1186,26.16516678,598426.5602,2
231,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Tantilla_coronata,Colubridae,0.722741094,0.842731407,0.36772478,0.320370337,2.5,Oviparous,7.022744905,Other,Forest,1186,26.16516678,598426.5602,2
232,2142,Amphibian and reptile community response to coarse woody debris manipulations in upland loblolly pine (Pinus taeda) forests,USA,33.25,-81.63,Tantilla_coronata,Colubridae,-0.690988302,0.840509014,-0.405465108,0.400616807,2.5,Oviparous,7.022744905,Other,Forest,1186,26.16516678,598426.5602,2
295,3332,Assessing the impacts of logging on reptiles and frogs in the montane forests of southern New South Wales,Australia,-35.75,149.53,Anepischetosia_maccoyi,Scincidae,0.280813503,0.710583221,0.335871816,0.641559474,2.95,Oviparous,3.918150788,Logging,Forest,860.25,16.04200013,179856.2019,1
296,3332,Assessing the impacts of logging on reptiles and frogs in the montane forests of southern New South Wales,Australia,-35.75,149.53,Anepischetosia_maccoyi,Scincidae,0.247156179,0.7098013,0.294314025,0.796022381,2.95,Oviparous,3.918150788,Logging,Forest,860.25,16.04200013,179856.2019,1
299,3332,Assessing the impacts of logging on reptiles and frogs in the montane forests of southern New South Wales,Australia,-35.75,149.53,Pseudemoia_spenceri,Scincidae,0.548981155,0.720302901,1.851683566,1.141918232,2.1,Viviparous,5.356698816,Logging,Forest,860.25,16.04200013,132998.0095,2
300,3332,Assessing the impacts of logging on reptiles and frogs in the montane forests of southern New South Wales,Australia,-35.75,149.53,Pseudemoia_spenceri,Scincidae,1.218751015,0.769957549,NA,NA,2.1,Viviparous,5.356698816,Logging,Forest,860.25,16.04200013,132998.0095,2
380,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Gambelia_wislizenii,Iguanidae,-0.610201206,0.470010295,-0.906240397,0.711820853,5.15,Oviparous,73.74850068,Other,Shrubland,167.5,21.60822217,1355178.7,2
381,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Crotaphytus_bicinctores,Iguanidae,0.34592029,0.462882362,NA,NA,4.45,Oviparous,52.10468785,Other,Shrubland,167.5,21.60822217,556347.4755,3
382,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Aspidoscelis_tigris,Teiidae,-0.077984092,0.459642417,-0.182321557,1.103030131,2.7,Oviparous,79.10445884,Other,Shrubland,167.5,21.60822217,1866036.583,3
383,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Callisaurus_draconoides,Phrynosomatidae,-0.321576484,0.462420225,NA,NA,4.35,Oviparous,39.73660278,Other,Shrubland,167.5,21.60822217,776491.6178,3
384,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Phrynosoma_platyrhinos,Phrynosomatidae,-0.346409386,0.462891987,-1.147402454,1.524408512,5.5,Oviparous,27.50211485,Other,Shrubland,167.5,21.60822217,795658.7488,2
385,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Sceloporus_graciosus,Phrynosomatidae,0.309400513,0.462201565,NA,NA,5.4,Oviparous,23.09495114,Other,Shrubland,167.5,21.60822217,1461396.574,3
386,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Sceloporus_graciosus,Phrynosomatidae,-0.508394736,0.46681134,NA,NA,5.4,Oviparous,23.09495114,Other,Shrubland,167.5,21.60822217,1461396.574,3
387,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Sceloporus_occidentalis,Phrynosomatidae,0.317516492,0.462346388,1.491654877,1.903943276,10.1,Oviparous,29.07956681,Other,Shrubland,167.5,21.60822217,1007975.771,6
388,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Sceloporus_occidentalis,Phrynosomatidae,-0.049971905,0.459539799,-0.182321558,1.64824968,10.1,Oviparous,29.07956681,Other,Shrubland,167.5,21.60822217,1007975.771,6
389,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Sceloporus_magister,Phrynosomatidae,0.206446181,0.460687194,1.021651248,1.86190242,9.3,Oviparous,80.66328376,Other,Shrubland,167.5,21.60822217,1152593.611,4
390,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Uta_stansburiana,Phrynosomatidae,-0.297862635,0.462002061,NA,NA,3.8,Oviparous,15.67240591,Other,Shrubland,167.5,21.60822217,2078484.958,2
391,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Plestiodon_skiltonianus,Scincidae,-0.508394736,0.46681134,NA,NA,4.9,Oviparous,13.22803999,Other,Shrubland,167.5,21.60822217,1155716.101,4
392,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Coluber_constrictor,Colubridae,-0.321576484,0.462420225,NA,NA,13.6,Oviparous,606.9052361,Other,Shrubland,167.5,21.60822217,270229.3821,8
393,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Pituophis_melanoleucus,Colubridae,-0.321576484,0.462420225,NA,NA,8.7,Oviparous,956.5210633,Other,Shrubland,167.5,21.60822217,556168.2806,1
394,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Salvadora_hexalepis,Colubridae,-0.508394736,0.46681134,NA,NA,6,Oviparous,164.5808796,Other,Shrubland,167.5,21.60822217,1072622.125,3
395,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Crotalus_oreganus,Viperidae,-0.262535041,0.461437881,NA,NA,9.8,Viviparous,2140.835477,Other,Shrubland,167.5,21.60822217,1446259.089,5
396,2689,Community- and landscape-level responses of reptiles and small mammals to feral-horse grazing in the Great Basin,USA,40.25,-118.56,Crotalus_oreganus,Viperidae,0.024853069,0.45948598,0.105360515,1.861792792,9.8,Viviparous,2140.835477,Other,Shrubland,167.5,21.60822217,1446259.089,5
397,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Pedioplanis_lineoocellata,Lacertidae,0.328483445,0.821984457,0.405465108,0.749075222,6.9,Oviparous,7.010463666,Grazing,Shrubland,594,22.07383343,1757898.367,NA
398,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Trachylepis_capensis,Scincidae,0.449338736,0.826735815,0.773189888,0.821613845,11.6,Mixed,56.73456619,Grazing,Shrubland,594,22.07383343,1736229.563,NA
399,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Pachydactylus_maculatus,Gekkonidae,-1.151647433,0.88158436,-0.69314718,0.447213554,2,Oviparous,4.237698566,Grazing,Shrubland,594,22.07383343,324306.1207,3
401,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Gerrhosaurus_typicus,Gerrhosauridae,-0.65147032,0.83787497,NA,NA,NA,Oviparous,68.83431423,Grazing,Shrubland,594,22.07383343,209583.3886,1
402,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Trachylepis_varia,Scincidae,0,0.816496581,0,1.414213233,7.35,Mixed,7.123824438,Grazing,Shrubland,594,22.07383343,7646166.917,NA
403,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Cordylus_cordylus,Cordylidae,0.412022266,0.825114252,1.09861229,1.414274472,2,Viviparous,26.97739432,Grazing,Shrubland,594,22.07383343,234625.5012,3
404,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Varanus_albigularis,Varanidae,-0.651451514,0.83787375100000006,NA,NA,32,Oviparous,14985.46503,Grazing,Shrubland,594,22.07383343,8442852.516,NA
405,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Agama_atra,Agamidae,0.651455987,0.837874041,1.09861229,1.154775136,12.5,Oviparous,95.00086306,Grazing,Shrubland,594,22.07383343,1032740.999,3
406,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Trachylepis_variegata,Scincidae,0.460639028,0.827253907,0.693147182,1.118111033,2.3,Viviparous,3.505257353,Grazing,Shrubland,594,22.07383343,768898.9662,NA
407,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Nucras_taeniolata,Lacertidae,0,0.816496581,0,1.414274472,4.8,Oviparous,31.09912074,Grazing,Shrubland,594,22.07383343,12361.61193,2
408,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Acontias_gracilicauda,Scincidae,-0.651413905,0.837871314,NA,NA,2,Viviparous,22.2555689,Grazing,Shrubland,594,22.07383343,394524.7895,3
409,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Psammophis_notostictus,Lamprophiidae,-3.224473188,1.238185074,-2.079441543,1.007783555,5.5,Oviparous,150.3141966,Grazing,Shrubland,594,22.07383343,1196034.476,NA
410,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Rhinotyphlops_lalandei,Typhlopidae,0.651455987,0.837874041,1.09861229,1.154775136,5,Oviparous,24.16814333,Grazing,Shrubland,594,22.07383343,1402235.737,NA
411,2814,"Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: Arthropods and reptiles",South Africa,-33.18,26.63,Prosymna_sundevalli,Lamprophiidae,-0.651451514,0.83787375100000006,NA,NA,3.5,Oviparous,8.420334701,Grazing,Shrubland,594,22.07383343,489572.8167,NA
412,1607,Comparing biodiversity between protected savanna and adjacent non-protected farmland in the southern Kalahari,South Africa,-26.81,20.65,Pedioplanis_lineoocellata,Lacertidae,-0.721079208,0.196791944,-0.359655572,0.109051061,6.9,Oviparous,7.010463666,Grazing,Shrubland,208,27.2975996,1757898.367,NA
413,1607,Comparing biodiversity between protected savanna and adjacent non-protected farmland in the southern Kalahari,South Africa,-26.81,20.65,Pedioplanis_namaquensis,Lacertidae,-5.112846288,0.393938142,NA,NA,3.9,Oviparous,4.12955132,Grazing,Shrubland,208,27.2975996,1296968.259,NA
414,1607,Comparing biodiversity between protected savanna and adjacent non-protected farmland in the southern Kalahari,South Africa,-26.81,20.65,Heliobolus_lugubris,Lacertidae,-2.515059493,0.255178407,-2.240709689,0.209938662,3.65,Oviparous,6.41072748,Grazing,Shrubland,208,27.2975996,2092743.942,NA
415,1607,Comparing biodiversity between protected savanna and adjacent non-protected farmland in the southern Kalahari,South Africa,-26.81,20.65,Nucras_tessellata,Lacertidae,0.189364677,0.191119417,NA,NA,4,Oviparous,19.04146225,Grazing,Shrubland,208,27.2975996,652059.0892,NA
416,1607,Comparing biodiversity between protected savanna and adjacent non-protected farmland in the southern Kalahari,South Africa,-26.81,20.65,Agama_aculeata,Agamidae,-1.124195376,0.205202951,-5.283203729,1.013933184,12.75,Oviparous,54.41480795,Grazing,Shrubland,208,27.2975996,3142592.427,NA
417,1607,Comparing biodiversity between protected savanna and adjacent non-protected farmland in the southern Kalahari,South Africa,-26.81,20.65,Trachylepis_occidentalis,Scincidae,-0.205394831,0.191194654,-1.466337069,0.961111016,5.35,Mixed,33.80596414,Grazing,Shrubland,208,27.2975996,910025.9565,NA
418,1607,Comparing biodiversity between protected savanna and adjacent non-protected farmland in the southern Kalahari,South Africa,-26.81,20.65,Trachylepis_sparsa,Scincidae,-1.339010475,0.210982001,-1.642227735,0.1403267,5.15,Viviparous,27.6010311,Grazing,Shrubland,208,27.2975996,179955.908,NA
