"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","lab","es_id","ni","age_group","method","nae","age_mo","age_mo_centered","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",23,0.247010922646159,0.0650081806121492,"from_dataset","babylabutrecht",23,31,"9-12 mo","HPP",FALSE,10.693515267934,1.13820476460806,3.92207590297655,0.247010922646159,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",24,0.0310848023342501,0.153864735864157,"from_dataset","babylabvuw",24,13,"6-9 mo","Central fixation",FALSE,7.50592323487601,-2.04938726844996,2.54935580187497,0.0310848023342501,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",25,0.207826269686768,0.125674871224561,"from_dataset","babylabyork",25,16,"6-9 mo","Central fixation",FALSE,7.25462012320328,-2.30069038012268,2.82082260704153,0.207826269686768,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",26,0.431109931148335,0.12790399644898,"from_dataset","babylabyork",26,16,"9-12 mo","Central fixation",FALSE,10.3716632443532,0.816352741027217,2.79613375751092,0.431109931148335,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",27,0.162128517001555,0.0647281101292349,"from_dataset","babylingoslo",27,31,"6-9 mo","Eye tracking",FALSE,7.47168311585083,-2.08362738747513,3.93055191155489,0.162128517001555,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",28,0.596796991310606,0.130565103888084,"from_dataset","baldwinlabuoregon",28,16,"9-12 mo","Central fixation",TRUE,10.5256673511294,0.970356847803396,2.767492424047,0.596796991310606,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",29,0.449769687075273,0.102528659642647,"from_dataset","bchdosu",29,20,"3-6 mo","Central fixation",TRUE,4.54209445585216,-5.01321604747381,3.12303865769297,0.449769687075273,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",30,0.0466829153351577,0.133369654909736,"from_dataset","bchdosu",30,15,"6-9 mo","Central fixation",TRUE,7.94414784394251,-1.61116265938346,2.73823984846785,0.0466829153351577,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",31,0.325081261591709,0.119201144509383,"from_dataset","bchdosu",31,17,"9-12 mo","Central fixation",TRUE,10.5906510448122,1.03534054148621,2.89640832678998,0.325081261591709,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",32,0.250726236886461,0.134381060764387,"from_dataset","bchdosu",32,15,"12-15 mo","Central fixation",TRUE,13.4965092402464,3.94119873692044,2.72791583948655,0.250726236886461,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",33,0.530296279902419,0.0713897771075719,"from_dataset","bcrlunlv",33,29,"12-15 mo","Central fixation",TRUE,13.5178078311973,3.96249732787137,3.74267388625809,0.530296279902419,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",34,0.491598589581393,0.147172663808543,"from_dataset","bllumanitoba",34,14,"3-6 mo","HPP",TRUE,5.38339689058375,-4.17191361274222,2.6066722266631,0.491598589581393,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",35,-0.102030159466746,0.0770231745523155,"from_dataset","bllumanitoba",35,26,"6-9 mo","HPP",TRUE,7.71063023219081,-1.84468027113516,3.60320766609009,0.102030159466746,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",36,0.635103430589402,0.0913408300820264,"from_dataset","bllumanitoba",36,23,"9-12 mo","HPP",TRUE,10.2976519953576,0.742341492031592,3.30877718864355,0.635103430589402,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",37,1.75885181398566,0.173336870368135,"from_dataset","bllumanitoba",37,16,"12-15 mo","HPP",TRUE,13.4928131416838,3.93750263835781,2.40189780067408,1.75885181398566,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",38,0.266733762613958,0.0650898943557919,"from_dataset","bounbcl",38,31,"12-15 mo","Central fixation",FALSE,13.4977810160959,3.94247051276995,3.91961324609171,0.266733762613958,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",39,0.059622926745294,0.125055545209276,"from_dataset","callab",39,16,"9-12 mo","Eye tracking",TRUE,11.0308008213552,1.47549031802927,2.82779891179749,0.059622926745294,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",40,0.745539170737091,0.152782654555417,"from_dataset","callab",40,14,"12-15 mo","Eye tracking",TRUE,13.3974772660604,3.84216676273446,2.5583677641145,0.745539170737091,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",41,-0.30069119894959,0.155584907637034,"from_dataset","cdcceu",41,13,"3-6 mo","Eye tracking",FALSE,4.85989575106618,-4.69541475225978,2.53522358732353,0.30069119894959,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",42,0.813983399153129,0.166587864886479,"from_dataset","cdcceu",42,13,"12-15 mo","Eye tracking",FALSE,13.2250829252883,3.6697724219623,2.4500690206647,0.813983399153129,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",43,-0.305447674007374,0.134888304692609,"from_dataset","childlabmanchester",43,15,"6-9 mo","Eye tracking",FALSE,7.93757700205339,-1.61773350127258,2.72278188046532,0.305447674007374,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",44,0.175314893633813,0.0717029938565164,"from_dataset","chosunbaby",44,28,"6-9 mo","HPP",FALSE,7.43795834555588,-2.11735215777008,3.73449046825607,0.175314893633813,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",45,0.553036017628602,0.109287484694665,"from_dataset","chosunbaby",45,19,"9-12 mo","HPP",FALSE,9.7749918945207,0.21968139119473,3.02492620837859,0.553036017628602,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",46,0.660348879615367,0.0703005053567439,"from_dataset","chosunbaby",46,30,"12-15 mo","HPP",FALSE,13.2807665982204,3.72545609489443,3.77155787598671,0.660348879615367,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",47,-0.209185165573892,0.105838926756529,"from_dataset","cogdevlabbyu",47,19,"3-6 mo","Eye tracking",TRUE,4.65838106560035,-4.89692943772562,3.0738118911553,0.209185165573892,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",48,0.0240859467300857,0.200014503320747,"from_dataset","cogdevlabbyu",48,10,"6-9 mo","Eye tracking",TRUE,6.48542094455852,-3.06988955876744,2.23598690588132,0.0240859467300857,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",49,0.537298205539068,0.14801231002992,"from_dataset","dcnlabtennessee",49,14,"12-15 mo","Eye tracking",TRUE,13.3012613669698,3.74595086364382,2.59926812859372,0.537298205539068,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",50,-0.210580615931752,0.154698926842427,"from_dataset","earlysocogfm",50,13,"6-9 mo","Eye tracking",TRUE,7.45032380350655,-2.10498669981941,2.54247299951768,0.210580615931752,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",51,0.508800297860568,0.172059952981313,"from_dataset","earlysocogfm",51,12,"9-12 mo","Eye tracking",TRUE,10.3846680355921,0.829357532266094,2.41079398964756,0.508800297860568,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",52,0.807240860658826,0.21629094517793,"from_dataset","earlysocogfm",52,10,"12-15 mo","Eye tracking",TRUE,13.447227926078,3.89191742275206,2.1502097695546,0.807240860658826,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",53,0.14265281736142,0.154237496659638,"from_dataset","escompicbsleipzig",53,13,"3-6 mo","Eye tracking",FALSE,5.15052914231559,-4.40478136101038,2.54627329994534,0.14265281736142,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",54,-0.219627546289708,0.042809767335581,"from_dataset","ethosrennes",54,47,"3-6 mo","Eye tracking",FALSE,4.71702564550657,-4.83828485781939,4.83313099523541,0.219627546289708,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",55,0.10170560333879,0.0465717676148285,"from_dataset","ethosrennes",55,43,"6-9 mo","Eye tracking",FALSE,7.68330070197221,-1.87200980135376,4.63381444585223,0.10170560333879,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",56,0.181447624447364,0.154479293084954,"from_dataset","icclbc",56,13,"6-9 mo","Central fixation",TRUE,7.50339598799558,-2.05191451533039,2.54427976126726,0.181447624447364,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",57,0.0231857985348553,0.057146697008955,"from_dataset","infantcoglablouisville",57,35,"9-12 mo","Central fixation",TRUE,10.6766793781168,1.12136887479078,4.18315958577054,0.0231857985348553,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",58,0.335320419881451,0.0724324980713346,"from_dataset","infantcogubc",58,28,"3-6 mo","Central fixation",TRUE,4.62775007333529,-4.92756042999068,3.71563690881852,0.335320419881451,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",59,-0.11125073718057,0.182099471057346,"from_dataset","infantcogubc",59,11,"6-9 mo","Eye tracking",TRUE,7.46089229046108,-2.09441821286489,2.34339585737781,0.11125073718057,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",60,0.542721695861012,0.0648011471809238,"from_dataset","infantlanglabutk",60,32,"6-9 mo","HPP",TRUE,7.46714579055442,-2.08816471277155,3.92833623427368,0.542721695861012,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",61,0.546365295732077,0.062867538154397,"from_dataset","infantlanglabutk",61,33,"12-15 mo","HPP",TRUE,13.6723290398855,4.11701853655954,3.98829039852867,0.546365295732077,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",62,0.314589084237084,0.0653142442896865,"from_dataset","infantllmadison",62,31,"6-9 mo","HPP",TRUE,7.36570179505862,-2.18960870826734,3.91287565445697,0.314589084237084,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",63,0.931768067846775,0.0692827479082728,"from_dataset","infantllmadison",63,32,"9-12 mo","HPP",TRUE,10.394250513347,0.838940010021057,3.79915880778859,0.931768067846775,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",64,1.04794647562645,0.0758182651314825,"from_dataset","infantllmadison",64,30,"12-15 mo","HPP",TRUE,13.5238877481177,3.96857724479176,3.63172602875713,1.04794647562645,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",65,0.522670334442159,0.103414803481323,"from_dataset","infantstudiesubc",65,20,"6-9 mo","HPP",TRUE,7.50390143737166,-2.0514090659543,3.10962947745719,0.522670334442159,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",66,-0.104817540119644,0.117808628187011,"from_dataset","irlconcordia",66,17,"6-9 mo","Eye tracking",TRUE,7.21633047469501,-2.33898002863095,2.91347603783278,0.104817540119644,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",67,1.039818079937,0.126128078324498,"from_dataset","irlconcordia",67,18,"12-15 mo","Eye tracking",TRUE,13.0960529317819,3.54074242845592,2.81575011513783,1.039818079937,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",68,0.512735957221624,0.0737758764448926,"from_dataset","islnotredame",68,28,"12-15 mo","HPP",TRUE,13.5030800821355,3.94776957880956,3.68165264293847,0.512735957221624,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",69,1.28884901923145,0.219571177144861,"from_dataset","isplabmcgill",69,11,"12-15 mo","HPP",FALSE,13.5000933358223,3.94478283249632,2.13408805473161,1.28884901923145,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",70,-0.289571265296287,0.144354491387237,"from_dataset","kokuhamburg",70,14,"6-9 mo","Eye tracking",FALSE,7.40627750073335,-2.14903300259261,2.63199372514528,0.289571265296287,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",71,0.289241112455477,0.183719555025784,"from_dataset","kokuhamburg",71,11,"12-15 mo","Eye tracking",FALSE,13.3507560201605,3.79544551683457,2.33304065926322,0.289241112455477,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",72,-0.366800913782895,0.203363572758799,"from_dataset","kyotobabylab",72,10,"6-9 mo","Eye tracking",FALSE,7.2082135523614,-2.34709695096457,2.21749892745238,0.366800913782895,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",73,0.256398579030209,0.118613826931305,"from_dataset","kyotobabylab",73,17,"9-12 mo","Eye tracking",FALSE,9.91617345089987,0.360862947573901,2.90357026986644,0.256398579030209,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",74,0.417789260831291,0.120213939212735,"from_dataset","labunam",74,17,"6-9 mo","Eye tracking",FALSE,7.32069090469864,-2.23461959862733,2.88418149284728,0.417789260831291,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",75,0.242257466660463,0.143905155002728,"from_dataset","labunam",75,14,"12-15 mo","Eye tracking",FALSE,13.3552361396304,3.79992563630442,2.63609965446983,0.242257466660463,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",76,0.227176945071537,0.105942228478579,"from_dataset","lancaster",76,19,"6-9 mo","Eye tracking",FALSE,7.3731762671566,-2.18213423616937,3.0723129255968,0.227176945071537,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",77,0.0275128355961749,0.0869647495230711,"from_dataset","lancaster",77,23,"12-15 mo","Central fixation",FALSE,13.4487992143559,3.8934887110299,3.39100456775303,0.0275128355961749,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",78,0.425332860957199,0.0705250693328451,"from_dataset","langlabucla",78,29,"3-6 mo","HPP",TRUE,5.10259859803158,-4.45271190529439,3.76554844324323,0.425332860957199,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",79,0.631845595069478,0.0724071453104198,"from_dataset","langlabucla",79,29,"9-12 mo","HPP",TRUE,10.6889471075551,1.13363660422909,3.71628735159771,0.631845595069478,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",80,0.257895185369353,0.134441832110612,"from_dataset","lcdfsu",80,15,"9-12 mo","Eye tracking",TRUE,10.4454483230664,0.890137819740426,2.72729922390735,0.257895185369353,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",81,0.819915062832111,0.154861798397482,"from_dataset","lcduleeds",81,14,"12-15 mo","Eye tracking",FALSE,13.5594015840422,4.00409108071628,2.5411356604473,0.819915062832111,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",82,0.282556239087563,0.155381500543217,"from_dataset","ldlottawa",82,13,"3-6 mo","Central fixation",TRUE,4.84978676354446,-4.7055237397815,2.53688245212729,0.282556239087563,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",83,0.535085294055628,0.121857592234038,"from_dataset","ldlottawa",83,17,"6-9 mo","Central fixation",TRUE,7.93719048194226,-1.6181200213837,2.86466408767692,0.535085294055628,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",84,0.259821812196078,0.112048713529067,"from_dataset","ldlottawa",84,18,"9-12 mo","Central fixation",TRUE,10.3344741044946,0.779163601168673,2.98742191599791,0.259821812196078,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",85,0.707687813364778,0.193200500936023,"from_dataset","ldlottawa",85,11,"12-15 mo","Central fixation",TRUE,13.7778607429531,4.22255023962718,2.27507582651847,0.707687813364778,"CRAN",NA,NA,"CRAN"
