"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","es_id","study_id","author","pub_year","continent","grade","low_ability","teachers","ni","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",12,-0.140925576,0.002118644,"from_dataset",12,47,"Hart, Logan, Thompson, Kovas, McLoughlin, & Petrill",2016,1,3,"2",2,475,21.7255613300094,0.140925576,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",13,-0.252215359,0.027027027,"from_dataset",13,69,"Leap",2013,1,2,"2",2,40,6.0827625333396,0.252215359,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",14,-0.376885901,0.002557545,"from_dataset",14,80,"Abu-Hilal",2000,4,3,"2",2,394,19.7737189940336,0.376885901,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",15,-0.42364893,0.002557545,"from_dataset",15,80,"Abu-Hilal",2000,4,3,"2",2,394,19.7737189940336,0.42364893,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",16,-0.484700279,0.002557545,"from_dataset",16,80,"Abu-Hilal",2000,4,3,"2",2,394,19.7737189940336,0.484700279,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",17,-0.447692024,0.000113727,"from_dataset",17,107,"Ferla, Valcke, & Cai",2009,3,4,"2",2,8796,93.7709268046183,0.447692024,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",18,-0.244774113,0.000113727,"from_dataset",18,107,"Ferla, Valcke, & Cai",2009,3,4,"2",2,8796,93.7709268046183,0.244774113,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",19,-0.153187103,0.047619048,"from_dataset",19,108,"Zettle",2003,1,5,"2",2,24,4.58257567662554,0.153187103,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",20,-0.276863823,0.009259259,"from_dataset",20,116,"Zachai",1995,1,5,"2",2,111,10.3923049909055,0.276863823,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",21,-0.246578801,0.004219409,"from_dataset",21,119,"Bessant",2000,1,5,"2",2,240,15.3948048340666,0.246578801,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",22,-0.17682002,0.004219409,"from_dataset",22,119,"Bessant",2000,1,5,"2",2,240,15.3948048340666,0.17682002,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",23,-0.168578995,0.004219409,"from_dataset",23,119,"Bessant",2000,1,5,"2",2,240,15.3948048340666,0.168578995,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",24,-0.298675449,0.005617978,"from_dataset",24,119,"Bessant",2000,1,5,"2",2,181,13.3416635037765,0.298675449,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",25,-0.291483877,0.005617978,"from_dataset",25,119,"Bessant",2000,1,5,"2",2,181,13.3416635037765,0.291483877,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",26,-0.208155148,0.005617978,"from_dataset",26,119,"Bessant",2000,1,5,"2",2,181,13.3416635037765,0.208155148,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",27,-0.340585495,0.001930502,"from_dataset",27,120,"Jansen, Schmitz, & van der Maas",2016,3,6,"2",2,521,22.7596129438091,0.340585495,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",28,-0.40005965,0.004115226,"from_dataset",28,131,"Baloglu",2001,1,5,"2",2,246,15.5884579072467,0.40005965,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",29,-0.266108407,0.003816794,"from_dataset",29,137,"Tissot",1997,1,3,"2",2,265,16.1864138296289,0.266108407,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",30,-0.171666664,0.003921569,"from_dataset",30,137,"Tissot",1997,1,3,"2",2,258,15.9687186641572,0.171666664,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",31,-0.309519604,0.004366812,"from_dataset",31,137,"Tissot",1997,1,3,"2",2,232,15.132746343873,0.309519604,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",32,-0.276863823,0.004504505,"from_dataset",32,137,"Tissot",1997,1,3,"2",2,225,14.8996636062699,0.276863823,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",33,-0.3884231,0.01369863,"from_dataset",33,137,"Tissot",1997,1,3,"2",2,76,8.54400378803755,0.3884231,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",34,-0.13073985,0.0078125,"from_dataset",34,137,"Tissot",1997,1,3,"2",2,131,11.3137084989848,0.13073985,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",35,-0.255412812,0.00862069,"from_dataset",35,137,"Tissot",1997,1,3,"2",2,119,10.7703293988624,0.255412812,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",36,-0.234189467,0.006060606,"from_dataset",36,137,"Tissot",1997,1,3,"2",2,168,12.8452326428913,0.234189467,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",37,-0.134810788,0.003484321,"from_dataset",37,140,"Davis",2009,1,5,"2",2,290,16.9410732703393,0.134810788,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",38,-0.175788613,0.003484321,"from_dataset",38,140,"Davis",2009,1,5,"2",2,290,16.9410732703393,0.175788613,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",39,-0.056058649,0.005464481,"from_dataset",39,143,"Cook",1997,1,5,"2",2,186,13.5277491028996,0.056058649,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",40,-0.072124804,0.006756757,"from_dataset",40,143,"Cook",1997,1,5,"2",2,151,12.165524841617,0.072124804,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",41,-0.071119666,0.009345794,"from_dataset",41,148,"Erturan & Jansen",2015,3,2,"2",2,110,10.3440806500143,0.071119666,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",42,-0.237359351,0.010526316,"from_dataset",42,148,"Erturan & Jansen",2015,3,2,"2",2,98,9.74679424734102,0.237359351,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",43,-0.151140436,0.014705882,"from_dataset",43,148,"Erturan & Jansen",2015,3,3,"2",2,71,8.24621135018986,0.151140436,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",44,-0.3884231,0.016666667,"from_dataset",44,148,"Erturan & Jansen",2015,3,3,"2",2,63,7.74596661495517,0.3884231,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",45,-0.972955075,0.014285714,"from_dataset",45,151,"Birgin, Baloglu, Cathoglu, & Gurbuz",2010,4,3,"2",2,73,8.36660034900676,0.972955075,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",46,-0.847955755,0.014084507,"from_dataset",46,151,"Birgin, Baloglu, Cathoglu, & Gurbuz",2010,4,3,"2",2,74,8.42614978581558,0.847955755,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",47,-0.907644983,0.014285714,"from_dataset",47,151,"Birgin, Baloglu, Cathoglu, & Gurbuz",2010,4,3,"2",2,73,8.36660034900676,0.907644983,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",48,-0.549306144,0.000976563,"from_dataset",48,153,"Lim & Chapman",2013,4,4,"2",2,1027,31.9999918080031,0.549306144,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",49,-0.718533343,0.002150538,"from_dataset",49,166,"Gonzalez, Rodriguez, Failde, & Carrera",2016,3,5,"2",2,468,21.5638568199201,0.718533343,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",50,-0.643090257,0.00210084,"from_dataset",50,166,"Gonzalez, Rodriguez, Failde, & Carrera",2016,3,5,"2",2,479,21.8174259746656,0.643090257,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",51,-0.228916547,0.005813953,"from_dataset",51,167,"Williams",1994,1,4,"2",2,175,13.1148775994289,0.228916547,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",52,-0.42364893,0.005813953,"from_dataset",52,167,"Williams",1994,1,4,"2",2,175,13.1148775994289,0.42364893,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",53,-0.331647109,0.010309278,"from_dataset",53,171,"Miller & Bichsel",2004,1,6,"2",2,100,9.84885796922669,0.331647109,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",54,-0.435611223,0.010309278,"from_dataset",54,171,"Miller & Bichsel",2004,1,6,"2",2,100,9.84885796922669,0.435611223,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",55,-0.354092529,0.011111111,"from_dataset",55,174,"Morsanyi, Primi, Handley, Chiesi, & Galli",2012,3,5,"2",2,93,9.4868330279393,0.354092529,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",56,-0.266108407,0.010309278,"from_dataset",56,186,"Hopko, Hunt, & Armento",2005,1,5,"2",2,100,9.84885796922669,0.266108407,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",57,-0.184050431,0.004975124,"from_dataset",57,197,"Hamid, Shahrill, Matzin, Mahalle, & Mundia",2013,4,4,"2",2,204,14.1774474175008,0.184050431,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",58,-0.263964597,0.004975124,"from_dataset",58,197,"Hamid, Shahrill, Matzin, Mahalle, & Mundia",2013,4,4,"2",2,204,14.1774474175008,0.263964597,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",59,-0.145007898,0.006993007,"from_dataset",59,210,"Standing, Sproule, & Leung",2006,-999,5,"2",2,146,11.9582607371223,0.145007898,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",60,-0.549306144,0.004830918,"from_dataset",60,212,"Rolison, Morsanyi, & O'Connor",2016,1,6,"2",2,210,14.3874943829007,0.549306144,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",61,-0.3884231,0.005050505,"from_dataset",61,212,"Rolison, Morsanyi, & O'Connor",2016,1,6,"2",2,201,14.0712473498265,0.3884231,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",62,-0.13073985,0.002066116,"from_dataset",62,241,"Chiesi & Primi",2010,3,5,"2",2,487,21.9999984160002,0.13073985,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",63,-0.140925576,0.002066116,"from_dataset",63,241,"Chiesi & Primi",2010,3,5,"2",2,487,21.9999984160002,0.140925576,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",64,-0.213171347,0.002066116,"from_dataset",64,241,"Chiesi & Primi",2010,3,5,"2",2,487,21.9999984160002,0.213171347,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",65,-0.110446916,0.002066116,"from_dataset",65,241,"Chiesi & Primi",2010,3,5,"2",2,487,21.9999984160002,0.110446916,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",66,-0.13073985,0.002066116,"from_dataset",66,241,"Chiesi & Primi",2010,3,5,"2",2,487,21.9999984160002,0.13073985,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",67,-0.151140436,0.002066116,"from_dataset",67,241,"Chiesi & Primi",2010,3,5,"2",2,487,21.9999984160002,0.151140436,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",68,-0.181982689,0.002066116,"from_dataset",68,241,"Chiesi & Primi",2010,3,5,"2",2,487,21.9999984160002,0.181982689,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",69,-0.255412812,0.002066116,"from_dataset",69,241,"Chiesi & Primi",2010,3,5,"2",2,487,21.9999984160002,0.255412812,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",70,-0.060072156,0.002066116,"from_dataset",70,241,"Chiesi & Primi",2010,3,5,"2",2,487,21.9999984160002,0.060072156,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",71,-0.060072156,0.002066116,"from_dataset",71,241,"Chiesi & Primi",2010,3,5,"2",2,487,21.9999984160002,0.060072156,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",72,-0.080171325,0.002066116,"from_dataset",72,241,"Chiesi & Primi",2010,3,5,"2",2,487,21.9999984160002,0.080171325,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",73,-0.202732554,0.002066116,"from_dataset",73,241,"Chiesi & Primi",2010,3,5,"2",2,487,21.9999984160002,0.202732554,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",74,-0.342828254,0.001680672,"from_dataset",74,272,"Stankov, Morony, & Lee",2014,4,4,"2",2,598,24.3926237867109,0.342828254,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",75,-0.510070337,0.001336898,"from_dataset",75,289,"Ader & Erktin",2010,4,4,"2",2,751,27.3495927100947,0.510070337,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",76,-0.40005965,0.001552795,"from_dataset",76,295,"Bai",2011,1,3,"2",2,647,25.3771553346706,0.40005965,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",77,0.036015564,0.01369863,"from_dataset",77,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,76,8.54400378803755,0.036015564,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",78,-0.015001125,0.01369863,"from_dataset",78,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,76,8.54400378803755,0.015001125,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",79,-0.195451377,0.01369863,"from_dataset",79,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,76,8.54400378803755,0.195451377,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",80,-0.031009936,0.015151515,"from_dataset",80,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,69,8.12403844525615,0.031009936,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",81,-0.044028428,0.015151515,"from_dataset",81,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,69,8.12403844525615,0.044028428,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",82,-0.077152721,0.015151515,"from_dataset",82,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,69,8.12403844525615,0.077152721,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",83,-0.104377407,0.015151515,"from_dataset",83,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,69,8.12403844525615,0.104377407,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",84,-0.10943478,0.015151515,"from_dataset",84,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,69,8.12403844525615,0.10943478,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",85,-0.191299921,0.015384615,"from_dataset",85,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,68,8.06225784907677,0.191299921,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",86,-0.18715497,0.016666667,"from_dataset",86,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,63,7.74596661495517,0.18715497,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",87,-0.225758808,0.016666667,"from_dataset",87,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,63,7.74596661495517,0.225758808,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",88,-0.252215359,0.016666667,"from_dataset",88,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,63,7.74596661495517,0.252215359,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",89,-0.308421065,0.016666667,"from_dataset",89,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,63,7.74596661495517,0.308421065,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",90,-0.324976786,0.016666667,"from_dataset",90,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,63,7.74596661495517,0.324976786,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",91,-0.179916485,0.016949153,"from_dataset",91,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,62,7.68114564417314,0.179916485,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",92,-0.092260889,0.017241379,"from_dataset",92,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,61,7.61577317440587,0.092260889,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",93,-0.202732554,0.017241379,"from_dataset",93,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,61,7.61577317440587,0.202732554,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",94,-0.272554287,0.017241379,"from_dataset",94,298,"Keeley, Zayac, & Correia",2008,1,5,"2",2,61,7.61577317440587,0.272554287,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",95,-0.309519604,0.000909091,"from_dataset",95,308,"Maree, Van Der Walt, & Ellis",2009,5,3,"2",2,1103,33.1662462452417,0.309519604,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",96,-0.298566264,0.020833333,"from_dataset",96,315,"Tobias & Everson",1995,1,2,"2",2,51,6.92820328570114,0.298566264,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",97,-0.549306144,0.000619195,"from_dataset",97,320,"Lim & Chapman",2013,4,4,"2",2,1618,40.1870641018352,0.549306144,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",98,-0.276863823,0.017857143,"from_dataset",98,330,"Goetz, Bieg, Ludtke, Pekrun, & Hall",2013,3,4,"2",2,59,7.48331474361462,0.276863823,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",99,-0.447692024,0.003773585,"from_dataset",99,330,"Goetz, Bieg, Ludtke, Pekrun, & Hall",2013,3,3,"2",2,268,16.2788203926145,0.447692024,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",100,0.106399703,0.003194888,"from_dataset",100,330,"Goetz, Bieg, Ludtke, Pekrun, & Hall",2013,3,3,"2",2,316,17.6918065083247,0.106399703,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",101,-0.365443754,0.003194888,"from_dataset",101,330,"Goetz, Bieg, Ludtke, Pekrun, & Hall",2013,3,3,"2",2,316,17.6918065083247,0.365443754,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",102,0.055055559,0.003773585,"from_dataset",102,330,"Goetz, Bieg, Ludtke, Pekrun, & Hall",2013,3,3,"2",2,268,16.2788203926145,0.055055559,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",103,-0.234189467,0.017857143,"from_dataset",103,330,"Goetz, Bieg, Ludtke, Pekrun, & Hall",2013,3,4,"2",2,59,7.48331474361462,0.234189467,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",104,-0.104377407,0.020408163,"from_dataset",104,330,"Goetz, Bieg, Ludtke, Pekrun, & Hall",2013,3,4,"2",2,52,7.0000000455,0.104377407,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",105,-0.151140436,0.020408163,"from_dataset",105,330,"Goetz, Bieg, Ludtke, Pekrun, & Hall",2013,3,4,"2",2,52,7.0000000455,0.151140436,"CRAN",NA,NA,"CRAN"
