"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","paper","cross","paper_id","exp_id","cntrl_id","obs_id","biome","climate","region","soil_suborder","duration_first","duration_last","c_type","c_rate","c_app","c_app_tm","c_app_ma","c_app_py","c_app_ty","c_total","c_year","plant","plant_category","plant_anper","plant_gfs","plant_apgfs","plant_measurement","presence","prior_veg","removal_extent","seeding_exotic","seeding_native","plot","factorial","n_trt","n_cntrl","mean_trt","sd_trt","mean_cntrl","sd_cntrl","dfc","dlc","cratc","capc","capm","capt","plotc","seedn","precision","abs_yi","source","repo","branch","repo_license"
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",11,0.962771000650716,0.463013066651366,"from_dataset","Blumenthal_2003","2000 harvest",6,7,11,172,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",1330,1,0,0,1,1,1330,"first year","Andropogon gerardii Vitm. (big bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0.1145,0.175312102643638,0,0,"12-18","13-18","1000-1330","1","1 application total","1 application total","4","native seeded",1.46961432407536,0.962771000650716,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",12,0.737054185538849,0.443829110287683,"from_dataset","Blumenthal_2003","2000 harvest",6,7,11,173,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",1675,1,0,0,1,1,1675,"first year","Andropogon gerardii Vitm. (big bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0.002,0.004,0,0,"12-18","13-18","1600-2000","1","1 application total","1 application total","4","native seeded",1.50103945586057,0.737054185538849,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",13,1.59537872595517,0.543928330628184,"from_dataset","Blumenthal_2003","2000 harvest",6,7,11,174,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",2110,1,0,0,1,1,2110,"first year","Andropogon gerardii Vitm. (big bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0.4025,0.371904557648868,0,0,"12-18","13-18","2110-3000","1","1 application total","1 application total","4","native seeded",1.3559046812541,1.59537872595517,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",14,1.04268730083819,0.471026507033128,"from_dataset","Blumenthal_2003","2000 harvest",6,7,11,175,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",2657,1,0,0,1,1,2657,"first year","Andropogon gerardii Vitm. (big bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,1.7095,2.4168207077343,0,0,"12-18","13-18","2110-3000","1","1 application total","1 application total","4","native seeded",1.45705963180184,1.04268730083819,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",15,2.19663099776311,0.657926053683353,"from_dataset","Blumenthal_2003","2000 harvest",6,7,11,176,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",3346,1,0,0,1,1,3346,"first year","Andropogon gerardii Vitm. (big bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,3.8205,2.5638493845518,0,0,"12-18","13-18","3346-5000","1","1 application total","1 application total","4","native seeded",1.2328534580452,2.19663099776311,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",16,-0.594118980091401,0.519609853472491,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,177,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",84,1,0,0,1,1,84,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,3,6,0,0,0.0133333333333333,0.0235853061601215,"12-18","13-18","30-100","1","1 application total","1 application total","4","native seeded",1.38727101029953,0.594118980091401,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",17,-0.645508932036347,0.437500755733602,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,178,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",133,1,0,0,1,1,133,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0,0,0.0133333333333333,0.0235853061601215,"12-18","13-18","133-160","1","1 application total","1 application total","4","native seeded",1.51185658625367,0.645508932036347,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",18,-0.304252901602701,0.42129515807335,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,179,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",210,1,0,0,1,1,210,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0.0065,0.013,0.0133333333333333,0.0235853061601215,"12-18","13-18","210-300","1","1 application total","1 application total","4","native seeded",1.54065985425339,0.304252901602701,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",19,-0.594118980091401,0.519609853472491,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,180,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",333,1,0,0,1,1,333,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,3,6,0,0,0.0133333333333333,0.0235853061601215,"12-18","13-18","330-400","1","1 application total","1 application total","4","native seeded",1.38727101029953,0.594118980091401,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",20,-0.292101619527179,0.671999376424817,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,181,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",529,1,0,0,1,1,529,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,2,6,0.006,0.00848528137423857,0.0133333333333333,0.0235853061601215,"12-18","13-18","506-600","1","1 application total","1 application total","4","native seeded",1.21987565717106,0.292101619527179,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",21,-0.106473370243359,0.50062980992061,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,182,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",666,1,0,0,1,1,666,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,3,6,0.0106666666666667,0.018475208614068,0.0133333333333333,0.0235853061601215,"12-18","13-18","620-700","1","1 application total","1 application total","4","native seeded",1.41332371720344,0.106473370243359,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",22,1.24134166647135,0.585607174050993,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,183,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",839,1,0,0,1,1,839,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,3,6,0.0753333333333333,0.0741440040281973,0.0133333333333333,0.0235853061601215,"12-18","13-18","714-999","1","1 application total","1 application total","4","native seeded",1.30676292932167,1.24134166647135,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",23,1.43816956676016,0.520083251804421,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,184,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",1057,1,0,0,1,1,1057,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0.1865,0.174862803363094,0.0133333333333333,0.0235853061601215,"12-18","13-18","1000-1330","1","1 application total","1 application total","4","native seeded",1.3866394947747,1.43816956676016,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",24,1.47344743088683,0.525219033246016,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,185,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",1330,1,0,0,1,1,1330,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0.4075,0.39316620743226,0.0133333333333333,0.0235853061601215,"12-18","13-18","1000-1330","1","1 application total","1 application total","4","native seeded",1.37984330912057,1.47344743088683,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",25,1.23126864264704,0.492467790184961,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,186,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",1675,1,0,0,1,1,1675,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0.276,0.312994142650199,0.0133333333333333,0.0235853061601215,"12-18","13-18","1600-2000","1","1 application total","1 application total","4","native seeded",1.42498759807032,1.23126864264704,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",26,2.74843729478548,0.794362044835052,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,187,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",2110,1,0,0,1,1,2110,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0.88,0.463833303389627,0.0133333333333333,0.0235853061601215,"12-18","13-18","2110-3000","1","1 application total","1 application total","4","native seeded",1.12199457603881,2.74843729478548,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",27,1.7040151075635,0.5618500410069,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,188,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",2657,1,0,0,1,1,2657,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0.6795,0.575482116721855,0.0133333333333333,0.0235853061601215,"12-18","13-18","2110-3000","1","1 application total","1 application total","4","native seeded",1.33410432331647,1.7040151075635,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",28,2.42283492858578,0.71017312122543,"from_dataset","Blumenthal_2003","2000 harvest",6,7,12,189,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",3346,1,0,0,1,1,3346,"first year","Schizachyrium scoparium (Michx.) Nash (little bluestem)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0.9865,0.59131350962638,0.0133333333333333,0.0235853061601215,"12-18","13-18","3346-5000","1","1 application total","1 application total","4","native seeded",1.18663699655319,2.42283492858578,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",29,-0.429042765404893,0.510226538585904,"from_dataset","Blumenthal_2003","2000 harvest",6,7,13,190,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",84,1,0,0,1,1,84,"first year","Sorghastrum nutans (L.) Nash (Indian grass)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,3,6,0,0,0.07,0.171464281994822,"12-18","13-18","30-100","1","1 application total","1 application total","4","native seeded",1.39996919007722,0.429042765404893,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",30,-0.466153997052622,0.427531644115073,"from_dataset","Blumenthal_2003","2000 harvest",6,7,13,191,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",133,1,0,0,1,1,133,"first year","Sorghastrum nutans (L.) Nash (Indian grass)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0,0,0.07,0.171464281994822,"12-18","13-18","133-160","1","1 application total","1 application total","4","native seeded",1.52938162342651,0.466153997052622,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",31,-0.253591497590856,0.419882099049185,"from_dataset","Blumenthal_2003","2000 harvest",6,7,13,192,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",210,1,0,0,1,1,210,"first year","Sorghastrum nutans (L.) Nash (Indian grass)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0.0305,0.061,0.07,0.171464281994822,"12-18","13-18","210-300","1","1 application total","1 application total","4","native seeded",1.54325012274919,0.253591497590856,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",32,-0.429042765404893,0.510226538585904,"from_dataset","Blumenthal_2003","2000 harvest",6,7,13,193,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",333,1,0,0,1,1,333,"first year","Sorghastrum nutans (L.) Nash (Indian grass)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,3,6,0,0,0.07,0.171464281994822,"12-18","13-18","330-400","1","1 application total","1 application total","4","native seeded",1.39996919007722,0.429042765404893,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",33,-0.299149910968448,0.672259833493694,"from_dataset","Blumenthal_2003","2000 harvest",6,7,13,194,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",529,1,0,0,1,1,529,"first year","Sorghastrum nutans (L.) Nash (Indian grass)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,2,6,0.016,0.0226274169979695,0.07,0.171464281994822,"12-18","13-18","506-600","1","1 application total","1 application total","4","native seeded",1.21963932294233,0.299149910968448,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",34,0.188407433988316,0.501972075621226,"from_dataset","Blumenthal_2003","2000 harvest",6,7,13,195,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",666,1,0,0,1,1,666,"first year","Sorghastrum nutans (L.) Nash (Indian grass)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,3,6,0.102666666666667,0.0974952990319704,0.07,0.171464281994822,"12-18","13-18","620-700","1","1 application total","1 application total","4","native seeded",1.41143284925008,0.188407433988316,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",35,0.232113489229927,0.502993148437916,"from_dataset","Blumenthal_2003","2000 harvest",6,7,13,196,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",839,1,0,0,1,1,839,"first year","Sorghastrum nutans (L.) Nash (Indian grass)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,3,6,0.111333333333333,0.118563625675556,0.07,0.171464281994822,"12-18","13-18","714-999","1","1 application total","1 application total","4","native seeded",1.4099995217216,0.232113489229927,"GitHub","C-meta-analysis","main",NA
"gh_lossanna_C-meta-analysis_data_cleaned_native-cleaned.csv","lossanna","data/cleaned/native-cleaned.csv","lossanna / C-meta-analysis / data/cleaned/native-cleaned.csv",36,0.265051939396122,0.420179293195549,"from_dataset","Blumenthal_2003","2000 harvest",6,7,13,197,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",1057,1,0,0,1,1,1057,"first year","Sorghastrum nutans (L.) Nash (Indian grass)","native perennial graminoid","perennial","graminoid","perennial graminoid","one species","exotic & native","method unknown","total",NA,NA,4,NA,4,6,0.1165,0.133719856416315,0.07,0.171464281994822,"12-18","13-18","1000-1330","1","1 application total","1 application total","4","native seeded",1.54270425335578,0.265051939396122,"GitHub","C-meta-analysis","main",NA
