"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","studyid","effectsizeid","species","speciesid","subphylum","phylum","assortmenttrait","traitdimensions","fieldcollection","publicationyear","pooleddata","spatiallypooled","temporallypooled","ni","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",58,0.37688590118819,0.0555555555555556,"ZCOR","Arnqvist 1996",58,"Aquarius remigis","Aquarius_remigis_ott436657","Insecta","Arthropoda","body length","uni","yes",1996,"no","no","no",21,4.24264068711928,0.37688590118819,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",59,0.298566263660178,0.0588235294117647,"ZCOR","Arnqvist 1996",59,"Aquarius remigis","Aquarius_remigis_ott436657","Insecta","Arthropoda","body length","uni","yes",1996,"no","no","no",20,4.12310562561766,0.298566263660178,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",60,0.100335347731076,0.0384615384615385,"ZCOR","Arnqvist 1996",60,"Aquarius remigis","Aquarius_remigis_ott436657","Insecta","Arthropoda","body length","uni","yes",1996,"no","no","no",29,5.09901951359278,0.100335347731076,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",61,0.0500417292784913,0.024390243902439,"ZCOR","Arnqvist 1996",61,"Aquarius remigis","Aquarius_remigis_ott436657","Insecta","Arthropoda","body length","uni","yes",1996,"no","no","no",44,6.40312423743285,0.0500417292784913,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",62,0.0200026673068496,0.0769230769230769,"ZCOR","Arnqvist 1996",62,"Aquarius remigis","Aquarius_remigis_ott436657","Insecta","Arthropoda","body length","uni","yes",1996,"no","no","no",16,3.60555127546399,0.0200026673068496,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",63,-0.202732554054082,0.0833333333333333,"ZCOR","Arnqvist 1996",63,"Aquarius remigis","Aquarius_remigis_ott436657","Insecta","Arthropoda","body length","uni","yes",1996,"no","no","no",15,3.46410161513775,0.202732554054082,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",64,-0.100335347731076,0.0285714285714286,"ZCOR","Arnqvist 1996",64,"Aquarius remigis","Aquarius_remigis_ott436657","Insecta","Arthropoda","body length","uni","yes",1996,"no","no","no",38,5.91607978309962,0.100335347731076,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",65,0.423648930193602,0.0476190476190476,"ZCOR","Arnqvist 1996",65,"Aquarius remigis","Aquarius_remigis_ott436657","Insecta","Arthropoda","body length","uni","yes",1996,"no","no","no",24,4.58257569495584,0.423648930193602,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",66,0.365443754271396,0.0217391304347826,"ZCOR","Arntzen 1999",66,"Bufo bufo","Bufo_bufo_ott889350","Amphibia","Chordata","snout-urostyle length","uni","yes",1999,"no","no","no",49,6.78232998312527,0.365443754271396,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",67,0.331647108705132,0.0454545454545455,"ZCOR","Arntzen 1999",67,"Bufo bufo","Bufo_bufo_ott889350","Amphibia","Chordata","snout-urostyle length","uni","yes",1999,"no","no","no",25,4.69041575982343,0.331647108705132,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",68,0.181982688600706,0.0526315789473684,"ZCOR","Arntzen 1999",68,"Bufo bufo","Bufo_bufo_ott889350","Amphibia","Chordata","snout-urostyle length","uni","yes",1999,"no","no","no",22,4.35889894354067,0.181982688600706,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",69,-0.0500417292784913,0.0163934426229508,"ZCOR","Arntzen 1999",69,"Bufo bufo","Bufo_bufo_ott889350","Amphibia","Chordata","snout-urostyle length","uni","yes",1999,"no","no","no",64,7.81024967590665,0.0500417292784913,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",70,0.510070336613307,0.0099009900990099,"ZCOR","Avaca et al. 2012",70,"Buccinanops globulosus","Buccinanops_globulosus_ott440289","Gastropoda","Lophotrochozoa","shell length","uni","yes",2012,"yes","no","yes",104,10.0498756211209,0.510070336613307,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",71,0.502396766725227,0.02,"ZCOR","Avaca et al. 2012",71,"Buccinanops globulosus","Buccinanops_globulosus_ott440289","Gastropoda","Lophotrochozoa","shell length","uni","yes",2012,"no","no","no",53,7.07106781186548,0.502396766725227,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",72,1.14772795777737,0.142857142857143,"ZCOR","Avaca et al. 2012",72,"Buccinanops globulosus","Buccinanops_globulosus_ott440289","Gastropoda","Lophotrochozoa","shell length","uni","yes",2012,"no","no","no",10,2.64575131106459,1.14772795777737,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",73,0.309519604203112,0.027027027027027,"ZCOR","Avaca et al. 2012",73,"Buccinanops globulosus","Buccinanops_globulosus_ott440289","Gastropoda","Lophotrochozoa","shell length","uni","yes",2012,"no","no","no",40,6.08276253029822,0.309519604203112,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",74,0.342828254415394,0.0192307692307692,"ZCOR","Awata and Kohda 2004",74,"Julidochromis ornatus","Julidochromis_ornatus_ott97293","Teleostei","Chordata","body length","uni","yes",2004,"yes","yes","yes",55,7.21110255092798,0.342828254415394,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",75,0.0841984086627306,0.166666666666667,"ZCOR","Baeza and Diaz-Valdes 2011",75,"Ascidonia flavomaculata","Ascidonia_flavomaculata_ott4665759","Crustacea","Arthropoda","carapace length","uni","yes",2011,"no","no","no",9,2.44948974278318,0.0841984086627306,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",76,0.224707214119978,0.0588235294117647,"ZCOR","Baeza and Diaz-Valdes 2011",76,"Ascidonia flavomaculata","Ascidonia_flavomaculata_ott4665759","Crustacea","Arthropoda","carapace length","uni","yes",2011,"no","no","no",20,4.12310562561766,0.224707214119978,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",77,0.298566263660178,0.0140845070422535,"ZCOR","Baeza et al. 2011",77,"Pontonia mexicana","Pontonia_mexicana_ott1068125","Crustacea","Arthropoda","carapace length","uni","yes",2011,"no","no","no",74,8.42614977317636,0.298566263660178,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",78,0.708921359427408,0.0555555555555556,"ZCOR","Baeza et al. 2013",78,"Paranchistus pycnodontae","Paranchistus_pycnodontae_ott5090016","Crustacea","Arthropoda","carapace length","uni","yes",2013,"yes","yes","no",21,4.24264068711928,0.708921359427408,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",79,0.536060336610567,0.0384615384615385,"ZCOR","Baeza et al. 2013",79,"Paranchistus pycnodontae","Paranchistus_pycnodontae_ott5090016","Crustacea","Arthropoda","propodus length","uni","yes",2013,"yes","yes","no",29,5.09901951359278,0.536060336610567,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",80,0.234189466759367,0.0217391304347826,"ZCOR","Baldwin and Damon 1973",80,"Homo sapiens","Homo_sapiens_ott770315","Mammalia","Chordata","ear length","uni","yes",1973,"no","no","no",49,6.78232998312527,0.234189466759367,"CRAN",NA,NA,"CRAN"
