esid,studyid,effectsize,var,binge,followup,males,college
359,9,0.8030489087104797,0.35593417286872864,0,17.14285659790039,60,0
358,9,0.8315834403038025,0.36790332198143005,1,17.14285659790039,60,0
351,9,0.92769855260849,0.19161009788513184,0,17.14285659790039,60,0
576,10,1.0910282135009766,0.17673735320568085,1,51.42856979370117,77,1
577,10,1.3598250150680542,0.19893331825733185,1,51.42856979370117,77,1
530,11,1.0910282135009766,0.17673735320568085,1,51.42856979370117,69,1
531,11,1.2640433311462402,0.1845731884241104,1,51.42856979370117,69,1
543,12,1.0910282135009766,0.17673735320568085,1,51.42856979370117,62,1
545,12,1.270201563835144,0.1848732978105545,1,51.42856979370117,62,1
4939,13,0.16379307210445404,0.03237463906407356,0,51.42856979370117,75,1
4947,13,-0.2672024965286255,0.03335513919591904,0,51.42856979370117,75,1
4955,13,-0.431015282869339,0.03329486399888992,0,51.42856979370117,75,1
4943,13,0.13123354315757751,0.032087333500385284,0,51.42856979370117,75,1
4959,13,-0.39847123622894287,0.03293190523982048,0,51.42856979370117,75,1
4951,13,-0.032571010291576385,0.031502190977334976,0,51.42856979370117,75,1
896,14,0.08593211323022842,0.04777122661471367,0,17.14285659790039,81,0
897,14,-0.06010015681385994,0.04774877056479454,0,17.14285659790039,81,0
900,14,-0.028918152675032616,0.04773224890232086,0,17.14285659790039,81,0
895,14,-0.5262942314147949,0.0493759959936142,0,17.14285659790039,81,0
894,14,0.41623517870903015,0.04875853657722473,0,17.14285659790039,81,0
899,14,-0.03432365134358406,0.04773428663611412,0,17.14285659790039,81,0
1235,15,0.454897403717041,0.06728756427764893,0,68.57142639160156,80,0
1238,15,-0.41046491265296936,0.06814483553171158,0,68.57142639160156,81,0
1237,15,1.0398156642913818,0.0756768062710762,0,68.57142639160156,80,0
1240,15,0.9952542185783386,0.07621041685342789,0,68.57142639160156,76,0
1207,15,0.09553267806768417,0.06566619873046875,0,68.57142639160156,81,0
1205,15,0.9749335646629333,0.07458746433258057,0,68.57142639160156,80,0
1203,15,0.7816831469535828,0.07059982419013977,0,68.57142639160156,80,0
1239,15,0.5851511359214783,0.06839796155691147,0,68.57142639160156,81,0
1208,15,0.4882740378379822,0.06983652710914612,0,68.57142639160156,76,0
1206,15,-0.3601089417934418,0.06782147288322449,0,68.57142639160156,81,0
947,16,0.14101547002792358,0.01343497447669506,1,17.14285659790039,46,0
1036,16,0.22033098340034485,0.01524345763027668,0,17.14285659790039,46,0
946,16,0.2927743196487427,0.013553005643188953,1,17.14285659790039,46,0
951,16,0.28432372212409973,0.013603528961539268,1,104.57142639160156,46,0
1037,16,0.18644215166568756,0.015217349864542484,1,17.14285659790039,46,0
948,16,0.20756039023399353,0.013474615290760994,1,17.14285659790039,46,0
1038,16,0.33578240871429443,0.0153650576248765,1,104.57142639160156,46,0
1627,17,0.7735933065414429,0.1185239627957344,0,51.42856979370117,71,1
1642,17,0.2373809814453125,0.10879167914390564,1,51.42856979370117,71,1
1637,17,1.3598250150680542,0.13926102221012115,0,51.42856979370117,71,1
1643,17,0.7440188527107239,0.11653546243906021,1,51.42856979370117,71,1
1629,17,0.7475259304046631,0.11666963249444962,0,51.42856979370117,71,1
1628,17,0.9252863526344299,0.12240490317344666,0,51.42856979370117,71,1
1926,17,0.5709786415100098,0.11251304298639297,0,51.42856979370117,71,1
1641,17,-0.2989829480648041,0.10887038707733154,1,51.42856979370117,71,1
913,18,-0.06575298309326172,0.06785867363214493,1,17.14285659790039,41,0
911,18,0.8488190174102783,0.07246703654527664,1,17.14285659790039,41,0
910,18,0.4808225631713867,0.07053449004888535,1,17.14285659790039,41,0
912,18,0.737350583076477,0.07097276300191879,1,17.14285659790039,41,0
5488,19,0.07959818094968796,0.033140577375888824,0,17.14285659790039,82,0
5468,19,0.22023993730545044,0.04032255709171295,0,17.14285659790039,82,0
4072,19,0.3867033123970032,0.040823761373758316,0,17.14285659790039,82,0
5458,19,0.03529636561870575,0.04015563055872917,1,17.14285659790039,82,0
5478,19,0.44374415278434753,0.04094000533223152,0,17.14285659790039,82,0
4404,20,0.22470194101333618,0.07489782571792603,1,34.28571319580078,46,0
4405,20,0.44685015082359314,0.07613031566143036,1,34.28571319580078,46,0
4409,20,0.19306112825870514,0.09054171293973923,1,34.28571319580078,46,0
4406,20,0.26584333181381226,0.07507091760635376,1,34.28571319580078,46,0
4414,20,-0.05883073806762695,0.09558451175689697,1,34.28571319580078,46,0
4416,20,0.1006200760602951,0.09564001858234406,1,34.28571319580078,46,0
4415,20,-0.1934482455253601,0.09594186395406723,1,34.28571319580078,46,0
4411,20,0.4088601768016815,0.09185735881328583,1,34.28571319580078,46,0
4410,20,0.28410038352012634,0.09112691134214401,1,34.28571319580078,46,0
4232,21,0.3753289580345154,0.17014148831367493,1,17.14285659790039,60,0
4228,21,-0.1633128970861435,0.1606060117483139,1,17.14285659790039,60,0
4234,21,-0.3777901828289032,0.16242948174476624,1,17.14285659790039,60,0
4233,21,0.0333876833319664,0.16027948260307312,1,17.14285659790039,60,0
4226,21,0.6294981241226196,0.17775757610797882,1,17.14285659790039,60,0
4227,21,-0.6261439919471741,0.17134098708629608,1,17.14285659790039,60,0
4225,21,-0.14379552006721497,0.16067878901958466,1,17.14285659790039,60,0
4224,21,-0.9644156694412231,0.17911328375339508,1,17.14285659790039,60,0
4229,21,0.46939557790756226,0.16360969841480255,1,17.14285659790039,60,0
1073,22,0.08835235983133316,0.0436965711414814,0,34.28571319580078,57,0
1722,23,0,0.02585919201374054,0,51.42856979370117,64,0
1687,23,0.016476625576615334,0.02541901171207428,0,51.42856979370117,64,0
1686,23,0.20156683027744293,0.025533324107527733,0,51.42856979370117,64,0
1721,23,-0.11038960516452789,0.0258965864777565,0,51.42856979370117,64,0
2098,24,0.4557953476905823,0.06317824125289917,0,51.42856979370117,41,0
2119,24,-0.008178764954209328,0.06478619575500488,1,51.42856979370117,40,0
2118,24,0.19686539471149445,0.06540331989526749,1,51.42856979370117,40,0
2117,24,0.38978758454322815,0.06584074348211288,0,51.42856979370117,40,0
2100,24,-0.3040783107280731,0.0619223415851593,1,51.42856979370117,41,0
2099,24,0,0.06155303120613098,1,51.42856979370117,41,0
4269,25,-0.3389253318309784,0.019748423248529434,1,313.71429443359375,84,0
5535,26,0.5326498746871948,0.052501704543828964,1,17.14285659790039,67,0
5530,26,0.48190200328826904,0.052175842225551605,1,17.14285659790039,67,0
5536,26,0.8149932622909546,0.052201058715581894,1,17.14285659790039,67,0
5529,26,-0.3966163396835327,0.051108468323946,1,17.14285659790039,67,0
5532,26,-0.3283684551715851,0.05079922080039978,1,17.14285659790039,67,0
5531,26,0.8385533094406128,0.0524357408285141,1,17.14285659790039,67,0
879,27,0.450458824634552,0.1643146574497223,0,154.2857208251953,72,0
879,27,0.450458824634552,0.1643146574497223,0,154.2857208251953,72,0
3858,28,-0.07362896203994751,0.037768036127090454,0,17.14285659790039,67.4000015258789,0
5505,29,0.3176412582397461,0.03965645283460617,1,51.42856979370117,89.5,0
5506,29,0.004963144659996033,0.0391714908182621,0,51.42856979370117,89.5,0
2538,30,0.028180481866002083,0.05940727889537811,1,51.42856979370117,83,0
2524,30,0.1690189391374588,0.05816954746842384,0,51.42856979370117,83,0
2531,30,0.027202215045690536,0.0667586550116539,0,51.42856979370117,83,0
2484,30,1.3598250150680542,0.15034176409244537,0,69.71428680419922,83,0
2529,30,0.12075946480035782,0.06690298765897751,1,51.42856979370117,83,0
2530,30,0.18700052797794342,0.0670151486992836,1,51.42856979370117,83,0
2522,30,0.1288568079471588,0.057856760919094086,1,51.42856979370117,83,0
2516,30,0.4784386157989502,0.06597123295068741,0,51.42856979370117,83,0
2514,30,0.3507285714149475,0.06539524346590042,1,51.42856979370117,83,0
2539,30,0.04071979969739914,0.059456538408994675,1,51.42856979370117,83,0
2472,30,1.3598250150680542,0.06776261329650879,0,69.71428680419922,83,0
2523,30,0.20755000412464142,0.05770780146121979,0,51.42856979370117,83,0
2515,30,0.37531647086143494,0.06637182831764221,0,51.42856979370117,83,0
2521,30,0.29340171813964844,0.059042882174253464,1,51.42856979370117,83,0
2532,30,0.016578856855630875,0.06680569052696228,0,51.42856979370117,83,0
2540,30,-0.12395982444286346,0.05947650223970413,0,51.42856979370117,83,0
2541,30,-0.027032263576984406,0.05981708690524101,0,51.42856979370117,83,0
2513,30,0.5894452929496765,0.066535085439682,1,51.42856979370117,83,0
3044,31,0.22213517129421234,0.042760420590639114,1,17.14285659790039,51,0
3045,31,0.012613387778401375,0.042554061859846115,1,17.14285659790039,51,0
3042,31,0.4793855547904968,0.04350336268544197,1,17.14285659790039,51,0
3043,31,0.3535778522491455,0.04314659908413887,1,17.14285659790039,51,0
5034,32,0.153314471244812,0.12536728382110596,0,51.42856979370117,90,0
5035,32,0.9508265852928162,0.13912610709667206,0,51.42856979370117,90,0
5033,32,1.3598250150680542,0.1727607399225235,0,51.42856979370117,90,0
3782,33,-0.06273459643125534,0.08897653967142105,0,17.14285659790039,72,0
3783,33,-0.08248470723628998,0.08898752927780151,0,17.14285659790039,72,0
3897,34,0.45768314599990845,0.031574901193380356,0,51.42856979370117,76,0
3896,34,0.08967986702919006,0.030800163745880127,1,51.42856979370117,76,0
3895,34,0.12896251678466797,0.03083319589495659,0,51.42856979370117,76,0
3898,34,1.231726050376892,0.036604419350624084,0,51.42856979370117,76,0
4124,35,0.18917980790138245,0.1146707534790039,1,17.14285659790039,48,0
4123,35,0.11162934452295303,0.1144455149769783,1,17.14285659790039,48,0
4119,35,0.3527878224849701,0.10614929348230362,1,17.14285659790039,48,0
4117,35,0.2994842827320099,0.11694547533988953,1,17.14285659790039,48,0
4118,35,-0.2782958447933197,0.11541355401277542,1,17.14285659790039,48,0
4125,35,0.5030944347381592,0.10538451373577118,1,17.14285659790039,48,0
4340,36,0.03812992200255394,0.06700117886066437,1,17.14285659790039,85,0
11,37,1.3000017404556274,0.06225063279271126,0,17.14285659790039,72,1
5313,37,0.8639521598815918,0.053089890629053116,0,17.14285659790039,72,1
5291,38,0.4415094256401062,0.09777513891458511,0,17.14285659790039,47.599998474121094,0
5290,38,0.19622641801834106,0.095912933349609375,1,17.14285659790039,47.599998474121094,0
5288,38,0.4218868017196655,0.09757345169782639,1,17.14285659790039,47.599998474121094,0
5269,39,-0.10393644124269485,0.08344586193561554,0,16,87.5,0
5256,39,-0.4849804937839508,0.11355607211589813,0,16,87.5,0
5260,39,-0.5397994518280029,0.11418723315000534,0,16,87.5,0
5272,39,-0.4132024943828583,0.0851118266582489,0,16,87.5,0
