"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","models","trait","sex","population","estimate","llest","ulest","q","p","n_lab","n_lab_av","precision","abs_yi","source","repo","branch","repo_license"
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",30,1.04316514455758,0.00304578839880555,"estimate","lmers","CSM","M","GI",1.04316514455758,0.934997354940896,1.15133293417427,4.72066426307484,0.786971948114996,3,3,18.1196638249297,1.04316514455758,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",31,1.07254488579228,0.0156188218278412,"estimate","lmers","CSM","M","MU",1.07254488579228,0.827597828493337,1.31749194309122,4.72066426307484,0.786971948114996,3,3,8.00158208125788,1.07254488579228,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",32,1.00756375764631,0.00341904845127176,"estimate","lmers","CSM","M","MA",1.00756375764631,0.892959508896455,1.12216800639616,4.72066426307484,0.786971948114996,3,3,17.1020185195581,1.00756375764631,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",33,0.946650353957568,0.00488235447309723,"estimate","lmers","CSM","M","UM",0.946650353957568,0.809700130677594,1.08360057723754,4.72066426307484,0.786971948114996,3,3,14.3115063093632,0.946650353957568,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",34,1.05410570848809,0.00269507124682199,"estimate","lmers","CSM","M","KA",1.05410570848809,0.952355989994604,1.15585542698157,4.72066426307484,0.786971948114996,3,3,19.2625985954502,1.05410570848809,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",35,1.01865893963706,0.00857625124361568,"estimate","lmers","CSM","M","VA",1.01865893963706,0.837150493584878,1.20016738568923,4.72066426307484,0.786971948114996,3,3,10.7981971482287,1.01865893963706,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",36,1.00074723072292,0.00440051751135682,"estimate","lmers","CSM","M","AK",1.00074723072292,0.870730282559918,1.13076417888592,4.72066426307484,0.786971948114996,3,3,15.0746807414896,1.00074723072292,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",37,226.604392736286,16.4188949292269,"estimate","lmers","DT_A","F","YE",226.604392736286,218.662572494557,234.546212978014,7.60790614135452,0.472676428657088,5,5.33333333333333,0.246790272869922,226.604392736286,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",38,249.771165735389,225.437626201636,"estimate","lmers","DT_A","F","RE",249.771165735389,220.343128803092,279.199202667685,7.60790614135452,0.472676428657088,6,5.33333333333333,0.0666019275784254,249.771165735389,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",39,231.943596119496,14.1352572576656,"estimate","lmers","DT_A","F","GI",231.943596119496,224.574742160077,239.312450078914,7.60790614135452,0.472676428657088,5,5.33333333333333,0.265979485457828,231.943596119496,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",40,240.001088925521,180.374225118543,"estimate","lmers","DT_A","F","MU",240.001088925521,213.678092171589,266.324085679453,7.60790614135452,0.472676428657088,6,5.33333333333333,0.0744582390394936,240.001088925521,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",41,229.620033660408,17.4816606533859,"estimate","lmers","DT_A","F","MA",229.620033660408,221.425213374561,237.814853946255,7.60790614135452,0.472676428657088,5,5.33333333333333,0.239171075895956,229.620033660408,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",42,230.738901907772,29.576588234098,"estimate","lmers","DT_A","F","UM",230.738901907772,220.079762835693,241.39804097985,7.60790614135452,0.472676428657088,5,5.33333333333333,0.183876387322324,230.738901907772,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",43,225.7441111511,4.43665414844798,"estimate","lmers","DT_A","F","KA",225.7441111511,221.615767147395,229.872455154805,7.60790614135452,0.472676428657088,5,5.33333333333333,0.474757913289496,225.7441111511,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",44,234.584495417028,30.4801453160585,"estimate","lmers","DT_A","F","VA",234.584495417028,223.76376424578,245.405226588276,7.60790614135452,0.472676428657088,5,5.33333333333333,0.181130457223443,234.584495417028,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",45,240.025209072892,204.50174558375,"estimate","lmers","DT_A","F","AK",240.025209072892,211.996919178215,268.053498967568,7.60790614135452,0.472676428657088,6,5.33333333333333,0.0699280616800062,240.025209072892,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",46,231.356459741569,20.9862692193474,"estimate","lmers","DT_A","M","YE",231.356459741569,222.377713225149,240.335206257988,8.74572666864778,0.364198231236199,5,5.33333333333333,0.218289265762849,231.356459741569,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",47,253.009584137568,225.091816781416,"estimate","lmers","DT_A","M","RE",253.009584137568,223.604126395151,282.415041879984,8.74572666864778,0.364198231236199,6,5.33333333333333,0.0666530683422374,253.009584137568,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",48,239.404149018757,17.8049489628272,"estimate","lmers","DT_A","M","GI",239.404149018757,231.133902453795,247.674395583718,8.74572666864778,0.364198231236199,5,5.33333333333333,0.236989788532275,239.404149018757,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",49,245.518696865229,187.437156971618,"estimate","lmers","DT_A","M","MU",245.518696865229,218.685282621521,272.352111108937,8.74572666864778,0.364198231236199,6,5.33333333333333,0.0730419158270031,245.518696865229,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",50,234.042767620712,20.5778708911138,"estimate","lmers","DT_A","M","MA",234.042767620712,225.151814710828,242.933720530596,8.74572666864778,0.364198231236199,5,5.33333333333333,0.220444760466697,234.042767620712,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",51,235.498247558318,30.133162857235,"estimate","lmers","DT_A","M","UM",235.498247558318,224.73928365591,246.257211460727,8.74572666864778,0.364198231236199,5,5.33333333333333,0.182170328139238,235.498247558318,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",52,229.470712005356,7.30945721475759,"estimate","lmers","DT_A","M","KA",229.470712005356,224.171751834519,234.769672176193,8.74572666864778,0.364198231236199,5,5.33333333333333,0.369877093118529,229.470712005356,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",53,239.732041124937,37.3690314132502,"estimate","lmers","DT_A","M","VA",239.732041124937,227.750739219751,251.713343030124,8.74572666864778,0.364198231236199,5,5.33333333333333,0.163585226384423,239.732041124937,"GitHub","DrosEU_PhenotypingWG","main",NA
