"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","lhs","op","rhs","est","pval","confint","est_sig","est_std","se_std","pval_std","confint_std","est_sig_std","block","group","label","precision","abs_yi","source","repo","branch","repo_license"
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",18,0.335,0.001369,"est",18,"Feedback","~~","Feedback",0.335,0,"[0.264, 0.407]","0.335***",0.475,0.053,0,"[0.372, 0.579]","0.475***",1,"CPY","Variances.Feedback.CPY",27.027027027027,0.335,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",19,0.434,0.002401,"est",19,"ClearOrganization","~~","ClearOrganization",0.434,0,"[0.337, 0.530]","0.434***",0.399,0.049,0,"[0.304, 0.494]","0.399***",1,"CPY","Variances.ClearOrganization.CPY",20.4081632653061,0.434,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",20,0.217,0.000784,"est",20,"ClearPresentation","~~","ClearPresentation",0.217,0,"[0.161, 0.272]","0.217***",0.252,0.038,0,"[0.179, 0.326]","0.252***",1,"CPY","Variances.ClearPresentation.CPY",35.7142857142857,0.217,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",21,0.227,0.000625,"est",21,"ValObjectives","~~","ValObjectives",0.227,0,"[0.178, 0.275]","0.227***",0.636,0.061,0,"[0.518, 0.755]","0.636***",1,"CPY","Variances.ValObjectives.CPY",40,0.227,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",22,0.242,0.001225,"est",22,"IncrUnderstanding","~~","IncrUnderstanding",0.242,0,"[0.174, 0.311]","0.242***",0.328,0.051,0,"[0.228, 0.428]","0.328***",1,"CPY","Variances.IncrUnderstanding.CPY",28.5714285714286,0.242,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",23,0.311,0.002116,"est",23,"IncrInterest","~~","IncrInterest",0.311,0,"[0.222, 0.400]","0.311***",0.322,0.051,0,"[0.222, 0.422]","0.322***",1,"CPY","Variances.IncrInterest.CPY",21.7391304347826,0.311,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",24,0.143,0.000576,"est",24,"MultPerspectives","~~","MultPerspectives",0.143,0,"[0.096, 0.189]","0.143***",0.235,0.043,0,"[0.151, 0.319]","0.235***",1,"CPY","Variances.MultPerspectives.CPY",41.6666666666667,0.143,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",25,0.166,0.000484,"est",25,"InclusvClassrm","~~","InclusvClassrm",0.166,0,"[0.123, 0.208]","0.166***",0.341,0.049,0,"[0.245, 0.437]","0.341***",1,"CPY","Variances.InclusvClassrm.CPY",45.4545454545455,0.166,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",26,0.333,0.001296,"est",26,"DEIintegration","~~","DEIintegration",0.333,0,"[0.261, 0.404]","0.333***",0.57,0.059,0,"[0.455, 0.685]","0.570***",1,"CPY","Variances.DEIintegration.CPY",27.7777777777778,0.333,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",27,0.197,0.000484,"est",27,"EquitableEval","~~","EquitableEval",0.197,0,"[0.154, 0.239]","0.197***",0.55,0.058,0,"[0.435, 0.664]","0.550***",1,"CPY","Variances.EquitableEval.CPY",45.4545454545455,0.197,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",28,0.337,0.002916,"est",28,"TradPed","~~","TradPed",0.337,0,"[0.232, 0.442]","0.337***",1,0,NA,"[1.000, 1.000]","1.000",1,"CPY","Variances.TradPed.CPY",18.5185185185185,0.337,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",29,0.129,0.000841,"est",29,"Valued","~~","Valued",0.129,0,"[0.073, 0.186]","0.129***",1,0,NA,"[1.000, 1.000]","1.000",1,"CPY","Variances.Valued.CPY",34.4827586206897,0.129,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",30,0.464,0.003844,"est",30,"SCRPed","~~","SCRPed",0.464,0,"[0.343, 0.585]","0.464***",1,0,NA,"[1.000, 1.000]","1.000",1,"CPY","Variances.SCRPed.CPY",16.1290322580645,0.464,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",31,4.51,0.002809,"est",31,"ClearResponsibilities","~1","",4.51,0,"[4.405, 4.615]","4.510***",5.939,0.304,0,"[5.344, 6.534]","5.939***",1,"CPY","Means.ClearResponsibilities.CPY",18.8679245283019,4.51,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",32,4.416,0.002809,"est",32,"EffectiveAnswers","~1","",4.416,0,"[4.312, 4.520]","4.416***",5.851,0.299,0,"[5.264, 6.438]","5.851***",1,"CPY","Means.EffectiveAnswers.CPY",18.8679245283019,4.416,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",33,4.327,0.003481,"est",33,"Feedback","~1","",4.327,0,"[4.211, 4.443]","4.327***",5.153,0.266,0,"[4.632, 5.674]","5.153***",1,"CPY","Means.Feedback.CPY",16.9491525423729,4.327,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",34,4.109,0.005329,"est",34,"ClearOrganization","~1","",4.109,0,"[3.965, 4.253]","4.109***",3.941,0.208,0,"[3.533, 4.349]","3.941***",1,"CPY","Means.ClearOrganization.CPY",13.6986301369863,4.109,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",35,4.287,0.004225,"est",35,"ClearPresentation","~1","",4.287,0,"[4.159, 4.415]","4.287***",4.628,0.241,0,"[4.156, 5.100]","4.628***",1,"CPY","Means.ClearPresentation.CPY",15.3846153846154,4.287,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",36,4.554,0.001764,"est",36,"ValObjectives","~1","",4.554,0,"[4.472, 4.637]","4.554***",7.634,0.386,0,"[6.877, 8.391]","7.634***",1,"CPY","Means.ValObjectives.CPY",23.8095238095238,4.554,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",37,4.287,0.0036,"est",37,"IncrUnderstanding","~1","",4.287,0,"[4.169, 4.406]","4.287***",4.986,0.258,0,"[4.481, 5.491]","4.986***",1,"CPY","Means.IncrUnderstanding.CPY",16.6666666666667,4.287,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",38,3.941,0.004761,"est",38,"IncrInterest","~1","",3.941,0,"[3.805, 4.076]","3.941***",4.008,0.211,0,"[3.593, 4.422]","4.008***",1,"CPY","Means.IncrInterest.CPY",14.4927536231884,3.941,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",39,4.49,0.003025,"est",39,"MultPerspectives","~1","",4.49,0,"[4.383, 4.597]","4.490***",5.766,0.295,0,"[5.187, 6.345]","5.766***",1,"CPY","Means.MultPerspectives.CPY",18.1818181818182,4.49,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",40,4.649,0.002401,"est",40,"InclusvClassrm","~1","",4.649,0,"[4.552, 4.745]","4.649***",6.672,0.339,0,"[6.007, 7.337]","6.672***",1,"CPY","Means.InclusvClassrm.CPY",20.4081632653061,4.649,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",41,4.55,0.002916,"est",41,"DEIintegration","~1","",4.55,0,"[4.444, 4.655]","4.550***",5.952,0.304,0,"[5.356, 6.549]","5.952***",1,"CPY","Means.DEIintegration.CPY",18.5185185185185,4.55,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",42,4.604,0.001764,"est",42,"EquitableEval","~1","",4.604,0,"[4.521, 4.686]","4.604***",7.695,0.389,0,"[6.932, 8.458]","7.695***",1,"CPY","Means.EquitableEval.CPY",23.8095238095238,4.604,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",43,0,0,"est",43,"TradPed","~1","",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000",1,"CPY","Means.TradPed.CPY",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",44,0,0,"est",44,"Valued","~1","",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000",1,"CPY","Means.Valued.CPY",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",45,0,0,"est",45,"SCRPed","~1","",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000",1,"CPY","Means.SCRPed.CPY",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",46,1,0,"est",46,"TradPed","=~","ClearResponsibilities",1,NA,"[1.000, 1.000]","1.000",0.924,0.023,0,"[0.879, 0.969]","0.924***",2,"ORG","TradPed.BY.ClearResponsibilities.ORG",NA,1,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",47,1.101,0.007396,"est",47,"TradPed","=~","EffectiveAnswers",1.101,0,"[0.933, 1.269]","1.101***",0.92,0.024,0,"[0.873, 0.967]","0.920***",2,"ORG","TradPed.BY.EffectiveAnswers.ORG",11.6279069767442,1.101,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",48,0.875,0.016641,"est",48,"TradPed","=~","Feedback",0.875,0,"[0.623, 1.127]","0.875***",0.682,0.07,0,"[0.546, 0.818]","0.682***",2,"ORG","TradPed.BY.Feedback.ORG",7.75193798449612,0.875,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",49,1.096,0.013924,"est",49,"TradPed","=~","ClearOrganization",1.096,0,"[0.866, 1.327]","1.096***",0.81,0.046,0,"[0.719, 0.900]","0.810***",2,"ORG","TradPed.BY.ClearOrganization.ORG",8.47457627118644,1.096,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",50,1.015,0.006561,"est",50,"TradPed","=~","ClearPresentation",1.015,0,"[0.856, 1.174]","1.015***",0.911,0.026,0,"[0.860, 0.961]","0.911***",2,"ORG","TradPed.BY.ClearPresentation.ORG",12.3456790123457,1.015,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",51,1,0,"est",51,"Valued","=~","ValObjectives",1,NA,"[1.000, 1.000]","1.000",0.366,0.12,0.002,"[0.132, 0.601]","0.366**",2,"ORG","Valued.BY.ValObjectives.ORG",NA,1,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",52,2.193,0.678976,"est",52,"Valued","=~","IncrUnderstanding",2.193,0.008,"[0.578, 3.808]","2.193**",0.693,0.082,0,"[0.531, 0.855]","0.693***",2,"ORG","Valued.BY.IncrUnderstanding.ORG",1.21359223300971,2.193,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",53,3.45,1.592644,"est",53,"Valued","=~","IncrInterest",3.45,0.006,"[0.978, 5.923]","3.450**",0.865,0.069,0,"[0.729, 1.000]","0.865***",2,"ORG","Valued.BY.IncrInterest.ORG",0.792393026941363,3.45,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",54,1,0,"est",54,"SCRPed","=~","MultPerspectives",1,NA,"[1.000, 1.000]","1.000",0.895,0.051,0,"[0.795, 0.995]","0.895***",2,"ORG","SCRPed.BY.MultPerspectives.ORG",NA,1,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",55,0.146,0.004624,"est",55,"SCRPed","=~","InclusvClassrm",0.146,0.031,"[0.013, 0.279]","0.146*",0.278,0.122,0.023,"[0.038, 0.517]","0.278*",2,"ORG","SCRPed.BY.InclusvClassrm.ORG",14.7058823529412,0.146,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",56,0.242,0.008649,"est",56,"SCRPed","=~","DEIintegration",0.242,0.009,"[0.059, 0.426]","0.242**",0.331,0.118,0.005,"[0.100, 0.563]","0.331**",2,"ORG","SCRPed.BY.DEIintegration.ORG",10.752688172043,0.242,"GitHub","ReC_Psychometrics","main",NA
