"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","lhs","op","rhs","est","pval","confint","est_sig","est_std","se_std","pval_std","confint_std","est_sig_std","label","precision","abs_yi","source","repo","branch","repo_license"
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",11,0.589,0.003969,"est",11,"SCRPed","=~","DEIintegration",0.589,0,"[0.466, 0.712]","0.589***",0.567,0.046,0,"[0.477, 0.658]","0.567***","SCRPed.BY.DEIintegration",15.8730158730159,0.589,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",12,0.642,0.002704,"est",12,"SCRPed","=~","EquitableEval",0.642,0,"[0.541, 0.744]","0.642***",0.717,0.035,0,"[0.648, 0.786]","0.717***","SCRPed.BY.EquitableEval",19.2307692307692,0.642,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",13,1,0,"est",13,"Evals","=~","TradPed",1,NA,"[1.000, 1.000]","1.000",0.98,0.028,0,"[0.926, 1.034]","0.980***","Evals.BY.TradPed",NA,1,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",14,0.419,0.003025,"est",14,"Evals","=~","Valued",0.419,0,"[0.311, 0.527]","0.419***",0.801,0.037,0,"[0.729, 0.874]","0.801***","Evals.BY.Valued",18.1818181818182,0.419,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",15,0.958,0.007396,"est",15,"Evals","=~","SCRPed",0.958,0,"[0.789, 1.126]","0.958***",0.859,0.033,0,"[0.793, 0.924]","0.859***","Evals.BY.SCRPed",11.6279069767442,0.958,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",16,0.199,0.000441,"est",16,"ClearResponsibilities","~~","ClearResponsibilities",0.199,0,"[0.158, 0.240]","0.199***",0.319,0.038,0,"[0.245, 0.392]","0.319***","Variances.ClearResponsibilities",47.6190476190476,0.199,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",17,0.222,0.000529,"est",17,"EffectiveAnswers","~~","EffectiveAnswers",0.222,0,"[0.177, 0.267]","0.222***",0.336,0.039,0,"[0.260, 0.412]","0.336***","Variances.EffectiveAnswers",43.4782608695652,0.222,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",18,0.371,0.001296,"est",18,"Feedback","~~","Feedback",0.371,0,"[0.301, 0.441]","0.371***",0.46,0.046,0,"[0.371, 0.550]","0.460***","Variances.Feedback",27.7777777777778,0.371,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",19,0.41,0.001764,"est",19,"ClearOrganization","~~","ClearOrganization",0.41,0,"[0.329, 0.492]","0.410***",0.365,0.041,0,"[0.286, 0.445]","0.365***","Variances.ClearOrganization",23.8095238095238,0.41,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",20,0.232,0.000676,"est",20,"ClearPresentation","~~","ClearPresentation",0.232,0,"[0.181, 0.283]","0.232***",0.273,0.034,0,"[0.206, 0.341]","0.273***","Variances.ClearPresentation",38.4615384615385,0.232,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",21,0.248,0.000529,"est",21,"ValObjectives","~~","ValObjectives",0.248,0,"[0.203, 0.294]","0.248***",0.69,0.053,0,"[0.585, 0.794]","0.690***","Variances.ValObjectives",43.4782608695652,0.248,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",22,0.26,0.001024,"est",22,"IncrUnderstanding","~~","IncrUnderstanding",0.26,0,"[0.197, 0.324]","0.260***",0.382,0.05,0,"[0.284, 0.480]","0.382***","Variances.IncrUnderstanding",31.25,0.26,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",23,0.268,0.001849,"est",23,"IncrInterest","~~","IncrInterest",0.268,0,"[0.185, 0.352]","0.268***",0.288,0.048,0,"[0.193, 0.383]","0.288***","Variances.IncrInterest",23.2558139534884,0.268,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",24,0.203,0.000841,"est",24,"MultPerspectives","~~","MultPerspectives",0.203,0,"[0.146, 0.259]","0.203***",0.285,0.044,0,"[0.200, 0.370]","0.285***","Variances.MultPerspectives",34.4827586206897,0.203,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",25,0.226,0.000529,"est",25,"InclusvClassrm","~~","InclusvClassrm",0.226,0,"[0.182, 0.270]","0.226***",0.534,0.052,0,"[0.433, 0.636]","0.534***","Variances.InclusvClassrm",43.4782608695652,0.226,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",26,0.371,0.001225,"est",26,"DEIintegration","~~","DEIintegration",0.371,0,"[0.304, 0.439]","0.371***",0.678,0.053,0,"[0.575, 0.781]","0.678***","Variances.DEIintegration",28.5714285714286,0.371,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",27,0.198,4e-04,"est",27,"EquitableEval","~~","EquitableEval",0.198,0,"[0.158, 0.238]","0.198***",0.486,0.051,0,"[0.386, 0.585]","0.486***","Variances.EquitableEval",50,0.198,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",28,0.017,0.000529,"est",28,"TradPed","~~","TradPed",0.017,0.467,"[-0.028, 0.062]","0.017",0.039,0.054,0.466,"[-0.067, 0.146]","0.039","Variances.TradPed",43.4782608695652,0.017,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",29,0.04,1e-04,"est",29,"Valued","~~","Valued",0.04,0,"[0.020, 0.060]","0.040***",0.358,0.059,0,"[0.242, 0.474]","0.358***","Variances.Valued",100,0.04,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",30,0.134,0.001024,"est",30,"SCRPed","~~","SCRPed",0.134,0,"[0.072, 0.196]","0.134***",0.263,0.057,0,"[0.151, 0.375]","0.263***","Variances.SCRPed",31.25,0.134,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_secondF_paramEsts.csv","lhbikos","Worked_Examples/secondF_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/secondF_paramEsts.csv",31,0.409,0.003136,"est",31,"Evals","~~","Evals",0.409,0,"[0.299, 0.519]","0.409***",1,0,NA,"[1.000, 1.000]","1.000","Variances.Evals",17.8571428571429,0.409,"GitHub","ReC_Psychometrics","main",NA
