"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","es_id","g","precalc_g","wf_1","wf_2","wf_3","wf_4","wf_5","wf_6","wf_7","wf_8","sample_size","1","notes","condition_arm1","condition_arm2","descr_arm1","descr_arm2","multi_arm1","multi_arm2","outcome_type","outcome_domain","time","time_weeks","instrument","rating","sample","mean_arm1","mean_arm2","sd_arm1","sd_arm2","n_arm1","n_arm2","baseline_m_arm1","baseline_sd_arm1","baseline_n_arm1","baseline_m_arm2","baseline_sd_arm2","baseline_n_arm2","dich","dich_type","event_arm1","event_arm2","totaln_arm1","totaln_arm2","change","mean_change_arm1","mean_change_arm2","sd_change_arm1","sd_change_arm2","n_change_arm1","n_change_arm2","other_statistic","precalc_g_se","rand_arm1","rand_arm2","n_drop_study1","n_drop_study2","year","comorbid_me0tal","format","format_spec","program_arm1","support","initial_screening","forum","n_sessions_planned","x0_sessio0s_received","country","income_level","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","70","sg","ac","ba","itt","rob","other_target","reference","domain1_rob2","domain2_rob2","domain3_rob2","domain4_rob2","domain5_rob2","totalscore_rob2","selfguidedchecked","time_weeks_num","g_se","log_rr","log_rr_se","precision","abs_yi","source","repo","branch","repo_license"
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",59,0.690520130873649,0.0282723198447488,"from_dataset",59,59,-0.690520130873649,NA,"website","guided","other group","not-cbt-based","wl","cut","some concerns","post",150,"1",NA,"pst","wl",NA,NA,NA,NA,"msd","depression","post",6,"ces-d","self-report",1,15.37,21.2,8.43,8.37,75,75,22.76,9.24,75,22.81,9.15,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,75,11,6,2014,0,"gsh",2,"ipst",5,0,0,5,NA,"eu","high","adul",47.1,0.83,"com","cut","oth","employees","1","1","sr","1",4,NA,"Ebert, D. D., Lehr, D., Boß, L., Riper, H., Cuijpers, P., Andersson, G., . . . Berking, M. (2014). Efficacy of an internet-based problem-solving training for teachers: results of a randomized controlled trial. Scandinavian journal of work, environment & health, 582-596. ","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,6,0.168143747563651,NA,NA,5.94729220972935,0.690520130873649,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",60,0.380600302338239,0.0271544616311556,"from_dataset",60,60,-0.380600302338239,NA,"website","guided","other group","not-cbt-based","wl","cut","some concerns","follow-up",150,NA,NA,"pst","wl",NA,NA,NA,NA,"msd","depression","fu2",24,"ces-d","self-report",1,15.87,19.91,10.7,10.42,75,75,22.76,9.24,75,22.81,9.15,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,75,14,9,2014,0,"gsh",2,"ipst",5,0,0,5,NA,"eu","high","adul",47.1,0.83,"com","cut","oth",NA,"1","1","sr","1",4,NA,"Ebert, D. D., Lehr, D., Boß, L., Riper, H., Cuijpers, P., Andersson, G., . . . Berking, M. (2014). Efficacy of an internet-based problem-solving training for teachers: results of a randomized controlled trial. Scandinavian journal of work, environment & health, 582-596. ","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,24,0.164786108732367,NA,NA,6.06847268676102,0.380600302338239,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",61,0.399711788094946,0.0200023628622627,"from_dataset",61,61,-0.399711788094946,NA,"website","human encouragement","adul","not-cbt-based","wl","cut","some concerns","post",204,"1",NA,"other psy","wl","get on","ecau",NA,NA,"msd","depression","post",7,"qids-cr16","clinician",1,4.98,6.25,3.11,3.22,102,102,8.18,3.62,102,8.11,3.89,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,102,25,10,2018,0,"ush",2,"GET.On Mood Enhancer",4,1,0,6,"5","eu","high","adul",44.2,0.804,"com","sub","adul",NA,"1","1","1","1",4,NA,"Ebert, D. D., Buntrock, C., Lehr, D., Smit, F., Riper, H., Baumeister, H., Cuijpers, P., & Berking, M. (2018). Effectiveness of Web- and Mobile-Based Treatment of Subthreshold Depression With Adherence-Focused Guidance: A Single-Blind Randomized Controlled Trial. Behav Ther, 49(1), 71-83. https://www.sciencedirect.com/science/article/pii/S000578941730059X?via%3Dihub","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,7,0.141429709970228,NA,NA,7.07065014989077,0.399711788094946,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",62,0.345914865153444,0.0199033130472994,"from_dataset",62,62,-0.345914865153444,NA,"website","human encouragement","adul","not-cbt-based","wl","cut","some concerns","post",204,NA,NA,"other psy","wl","get on","ecau",NA,NA,"msd","depression","post",7,"hdrs-24","clinician",1,9.6,11.59,5.6,5.86,102,102,13.72,6.21,102,14.62,6.81,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,102,25,10,2018,0,"ush",2,"GET.On Mood Enhancer",4,1,0,6,"5","eu","high","adul",44.2,0.804,"com","sub","adul",NA,"1","1","1","1",4,NA,"Ebert, D. D., Buntrock, C., Lehr, D., Smit, F., Riper, H., Baumeister, H., Cuijpers, P., & Berking, M. (2018). Effectiveness of Web- and Mobile-Based Treatment of Subthreshold Depression With Adherence-Focused Guidance: A Single-Blind Randomized Controlled Trial. Behav Ther, 49(1), 71-83. https://www.sciencedirect.com/science/article/pii/S000578941730059X?via%3Dihub","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,7,0.14107910209276,NA,NA,7.08822203406495,0.345914865153444,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",63,0.838337083212667,0.0213432933676841,"from_dataset",63,63,-0.838337083212667,NA,"website","human encouragement","adul","not-cbt-based","wl","cut","some concerns","post",204,NA,NA,"other psy","wl","get on","ecau",NA,NA,"msd","depression","post",7,"ces-d","self-report",1,17.79,24.06,7.03,7.85,102,102,26.67,6.5,102,27.73,7.5,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,102,21,5,2018,0,"ush",2,"GET.On Mood Enhancer",4,1,0,6,"5","eu","high","adul",44.2,0.804,"com","sub","adul",NA,"1","1","sr","1",4,NA,"Ebert, D. D., Buntrock, C., Lehr, D., Smit, F., Riper, H., Baumeister, H., Cuijpers, P., & Berking, M. (2018). Effectiveness of Web- and Mobile-Based Treatment of Subthreshold Depression With Adherence-Focused Guidance: A Single-Blind Randomized Controlled Trial. Behav Ther, 49(1), 71-83. https://www.sciencedirect.com/science/article/pii/S000578941730059X?via%3Dihub","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,7,0.146093440536131,NA,NA,6.844934285415,0.838337083212667,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",64,0.23062380727099,0.0423944451838055,"from_dataset",64,64,-0.23062380727099,NA,"website","guided","adul","cbt-based","other ctr","cut","some concerns","post",95,"1","computer-based accessed from home","cbt","other ctr",NA,NA,NA,NA,"msd","depression","post",8,"madrs-s","self-report",1,14.5,16.5,8.3,8.9,48,47,23.2,4.2,48,22.9,4.1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,47,8,12,2020,0,"gsh",2,"icbt",5,1,0,8,"5.9","eu","high","adul",42.9,79.2,"com","cut","adul",NA,"1","1","sr","1",4,NA,"Flygare AL, Engström I, Hasselgren M, et al. Internet-based CBT for patients with depressive disorders in primary and psychiatric care: Is it effective and does comorbidity affect outcome? Internet Interventions. 2020;19.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,8,0.205899114091842,NA,NA,4.85674746300242,0.23062380727099,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",65,0.263590860237796,0.0424816005911911,"from_dataset",65,65,-0.263590860237796,NA,"website","guided","adul","cbt-based","other ctr","cut","some concerns","follow-up",95,NA,NA,"cbt","other ctr",NA,NA,NA,NA,"msd","depression","fu1",24,"madrs-s","self-report",1,12.3,14.4,7.6,8.2,48,47,23.2,4.2,48,22.9,4.1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,47,12,18,2020,0,"gsh",2,"icbt",5,1,0,8,"5.9","eu","high","adul",42.9,79.2,"com","cut","adul",NA,"1","1","sr","1",4,NA,"Flygare AL, Engström I, Hasselgren M, et al. Internet-based CBT for patients with depressive disorders in primary and psychiatric care: Is it effective and does comorbidity affect outcome? Internet Interventions. 2020;19.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,24,0.206110651328822,NA,NA,4.85176284463161,0.263590860237796,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",66,0.129348929760245,0.042199429330464,"from_dataset",66,66,-0.129348929760245,NA,"website","guided","adul","cbt-based","other ctr","cut","some concerns","follow-up",95,NA,NA,"cbt","other ctr",NA,NA,NA,NA,"msd","depression","fu2",52,"madrs-s","self-report",1,12.9,14.3,9.7,11.7,48,47,23.2,4.2,48,22.9,4.1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,47,9,23,2020,0,"gsh",2,"icbt",5,1,0,8,"5.9","eu","high","adul",42.9,79.2,"com","cut","adul",NA,"1","1","sr","1",4,NA,"Flygare AL, Engström I, Hasselgren M, et al. Internet-based CBT for patients with depressive disorders in primary and psychiatric care: Is it effective and does comorbidity affect outcome? Internet Interventions. 2020;19.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,52,0.205424996849127,NA,NA,4.86795674985184,0.129348929760245,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",67,0.227916624481386,0.042387804790594,"from_dataset",67,67,-0.227916624481386,NA,"website","guided","adul","cbt-based","other ctr","cut","some concerns","post",95,NA,NA,"cbt","other ctr",NA,NA,NA,NA,"msd","depression","post",8,"bdi-2","self-report",1,18.5,21.2,11.8,11.7,48,47,29.5,7.6,48,27,7.5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,47,8,12,2020,0,"gsh",2,"icbt",5,1,0,8,"5.9","eu","high","adul",42.9,79.2,"com","cut","adul",NA,"1","1","sr","1",4,NA,"Flygare AL, Engström I, Hasselgren M, et al. Internet-based CBT for patients with depressive disorders in primary and psychiatric care: Is it effective and does comorbidity affect outcome? Internet Interventions. 2020;19.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,8,0.205882988103908,NA,NA,4.85712787253362,0.227916624481386,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",68,0.176118090262898,0.0422758520491903,"from_dataset",68,68,-0.176118090262898,NA,"website","guided","adul","cbt-based","other ctr","cut","some concerns","follow-up",95,NA,NA,"cbt","other ctr",NA,NA,NA,NA,"msd","depression","fu1",24,"bdi-2","self-report",1,14.7,16.6,10.4,11,48,47,29.5,7.6,48,27,7.5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,47,12,18,2020,0,"gsh",2,"icbt",5,1,0,8,"5.9","eu","high","adul",42.9,79.2,"com","cut","adul",NA,"1","1","sr","1",4,NA,"Flygare AL, Engström I, Hasselgren M, et al. Internet-based CBT for patients with depressive disorders in primary and psychiatric care: Is it effective and does comorbidity affect outcome? Internet Interventions. 2020;19.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,24,0.205610923953934,NA,NA,4.86355481882881,0.176118090262898,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",69,0.0776439860614737,0.0421421779276145,"from_dataset",69,69,-0.0776439860614737,NA,"website","guided","adul","cbt-based","other ctr","cut","some concerns","follow-up",95,NA,NA,"cbt","other ctr",NA,NA,NA,NA,"msd","depression","fu2",52,"bdi-2","self-report",1,15.3,16.3,11.8,13.7,48,47,29.5,7.6,48,27,7.5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,47,9,23,2020,0,"gsh",2,"icbt",5,1,0,8,"5.9","eu","high","adul",42.9,79.2,"com","cut","adul",NA,"1","1","sr","1",4,NA,"Flygare AL, Engström I, Hasselgren M, et al. Internet-based CBT for patients with depressive disorders in primary and psychiatric care: Is it effective and does comorbidity affect outcome? Internet Interventions. 2020;19.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,52,0.205285600877447,NA,NA,4.8712622596311,0.0776439860614737,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",70,-0.00939110454932886,0.020620977389058,"from_dataset",70,70,0.00939110454932886,NA,"website","minimal to no support","ppd","cbt-based","wl","cut","some concerns","post",194,"1",NA,"cbt","wl","BeaMom",NA,NA,NA,"msd","depression","post",8,"epds","self-report",1,6.91,6.87,4.45,4.01999999999999,98,96,9.32,5.05,98,8.1,4.51,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,96,33,14,2020,0,"ush",2,"BeaMom",1,1,0,5,NA,"eu","high","adul",32.58,1,"com","cut","ppd",NA,"1",NA,"sr","1",4,NA,"Fonseca, A., Alves, S., Monteiro, F., Gorayeb, R., & Canavarro, M. C. (2020). Be a Mom, a Web-Based Intervention to Prevent Postpartum Depression: Results From a Pilot Randomized Controlled Trial. Behav Ther, 51(4), 616-633. https://doi.org/10.1016/j.beth.2019.09.007","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,8,0.143600060546847,NA,NA,6.96378536465705,0.00939110454932886,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",71,1.59436508575297,0.0648135564784708,"from_dataset",71,71,-1.59436508575297,NA,"both","guided","adul","cbt-based","wl","cut","high risk","post",89,"1",NA,"cbt","wl",NA,NA,NA,NA,"msd","depression","post",8,"phq-9","self-report",1,6.45,14.75,4.2,6.68,59,30,16.55,3.99,59,18.22,4.84,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,30,18,4,2018,0,"gsh",3,"Beating the blues",5,1,0,8,"6.22","us","high","adul",33,0.75,"com","cut","adul",NA,"1","0","sr","1",3,NA,"Forand NR, Barnett JG, Strunk DR, Hindiyeh MU, Feinberg JE, Keefe JR. Efficacy of Guided iCBT for Depression and Mediation of Change by Cognitive Skill Acquisition. Behavior Therapy 2018; 49(2): 295-307.","Some concerns","Low risk","Some concerns","high risk","Low risk","high risk",NA,8,0.254585067273143,NA,NA,3.92796015379451,1.59436508575297,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",72,1.55370200300583,0.0763894895544263,"from_dataset",72,72,-1.55370200300583,NA,"both","guided","adul","cbt-based","wl","cut","high risk","post",72,NA,NA,"cbt","wl",NA,NA,NA,NA,"msd","depression","post",8,"hdrs","clinician",0,9.2,18.56,5.28,6.96,45,27,20.9,5.2,59,21.57,5.23,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,30,18,4,2018,0,"gsh",3,"Beating the blues",5,1,0,8,"6.22","us","high","adul",33,0.75,"com","cut","adul",NA,"1","0","0","1",2,NA,"Forand NR, Barnett JG, Strunk DR, Hindiyeh MU, Feinberg JE, Keefe JR. Efficacy of Guided iCBT for Depression and Mediation of Change by Cognitive Skill Acquisition. Behavior Therapy 2018; 49(2): 295-307.","Some concerns","Low risk","Some concerns","high risk","Low risk","high risk",NA,8,0.27638648583899,NA,NA,3.6181219098482,1.55370200300583,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",73,1.21098566939137,0.122767249107109,"from_dataset",73,73,-1.21098566939137,NA,"website","guided","ppd","cbt-based","cau","mdd","some concerns","post",39,"1",NA,"cbt","cau",NA,NA,NA,NA,"msd","depression","post",10,"madrs-s","self-report",0,14.3,21.1,4.6,6.4,21,18,24.2,5.2,22,24.4,5.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,20,1,2,2017,0,"gsh",2,"icbt",5,1,0,10,"5.3","eu","high","adul",31.01,1,"com","mdd","ppd",NA,"1","1","sr","1",4,NA,"Forsell E, Bendix M, Holländare F, et al. Internet delivered cognitive behavior therapy for antenatal depression: A randomised controlled trial. Journal of Affective Disorders 2017; 221: 56-64.","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,10,0.350381576437902,NA,NA,2.85403133967927,1.21098566939137,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",74,0.518820861678004,0.115365516059628,"from_dataset",74,74,-0.518820861678004,NA,"website","guided","ppd","cbt-based","cau","mdd","some concerns","post",36,NA,NA,"cbt","cau",NA,NA,NA,NA,"msd","depression","post",10,"epds","self-report",0,12.4,15,4.9,4.9,19,17,16.3,3.9,22,18.5,4.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,20,3,3,2017,0,"gsh",2,"icbt",5,1,0,10,"5.3","eu","high","adul",31.01,1,"com","mdd","ppd",NA,"1","1","sr","1",4,NA,"Forsell E, Bendix M, Holländare F, et al. Internet delivered cognitive behavior therapy for antenatal depression: A randomised controlled trial. Journal of Affective Disorders 2017; 221: 56-64.","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,10,0.33965499563473,NA,NA,2.94416396888628,0.518820861678004,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",75,-0.580288167580712,0.104632177929099,"from_dataset",75,75,0.580288167580712,NA,"website","minimal to no support","adul","cbt-based","other ctr","mdd","high risk","post",40,"1",NA,"3rd","other ctr","act","attention-control(healthy eating habits)",NA,NA,"msd","depression","post",4,"qids-c","clinician",1,10.1999999999999,8,3.9,3.5,21,19,15,2,21,15,2.5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,19,1,2,2020,0,"ush",2,"LifeStories",0,1,0,4,"3.43","us","high","adul",47.8,0.9,"com","mdd","adul",NA,"1","1","0","1",3,NA,"Gaudiano, B. A., Davis, C. H., Miller, I. W., & Uebelacker, L. (2020). Pilot randomized controlled trial of a video self-help intervention for depression based on acceptance and commitment therapy: Feasibility and acceptability [Article]. Clinical psychology & psychotherapy, 27(3), 396-407. https://doi.org/10.1002/cpp.2436","Low risk","Low risk","Some concerns","high risk","Some concerns","high risk",NA,4,0.323468975218798,NA,NA,3.09148659256607,0.580288167580712,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",76,0.252161452414603,0.0174548795154616,"from_dataset",76,76,-0.252161452414603,NA,"website","guided","other group","cbt-based","cau","cut","some concerns","post",231,"1",NA,"cbt","cau",NA,NA,NA,NA,"msd","depression","post",8,"ces-d","self-report",1,15.8,18.3,10.6,9.1,116,115,25.7,7.5,116,26.1,7,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,115,42,19,2014,0,"gsh",2,"Happy@Work",5,1,0,6,NA,"eu","high","adul",43.4,0.62,"oth","cut","oth",NA,"1","1","sr","1",4,"employees","Geraedts AS, Kleiboer AM, Wiezer NM, van Mechelen W, Cuijpers P. Short-term effects of a web-based guided self-help intervention for employees with depressive symptoms: Randomized controlled trial. Journal of Medical Internet Research. 2014;16(5):e121.","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,8,0.132116916083678,NA,NA,7.56905345388653,0.252161452414603,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",77,0.900248490759356,0.152856082099775,"from_dataset",77,77,-0.900248490759356,NA,"website","minimal to no support","adul","cbt-based","wl","cut","high risk","post",NA,"1",NA,"cbt","wl",NA,NA,"plain text cbt","wl","change","depression","post",6,"phq-9","self-report",0,NA,NA,NA,NA,NA,NA,10.81,3.44,189,10.42,3.87,205,NA,NA,NA,NA,NA,NA,"PHQ-9",-5.14,-1.12,6.03,4.36,7,139,NA,NA,189,205,182,66,2021,0,"ush",2,"plain-text version",1,0,0,6,NA,"oth","lower middle","yadul",23.56,0.2007,"com","cut","adul",NA,"1","1","sr","0",3,NA,"Ghosh, A., Cherian, R. J., Wagle, S., Sharma, P., Kannan, K. R., Bajpai, A., & Gupta, N. (2021). TreadWill: Development and pragmatic randomized controlled trial of an unguided, computerized cognitive behavioral therapy intervention in a lower middle-income country. In.","Low risk","High risk","High risk","Low risk","Some concerns","High risk",NA,6,0.390968134378974,NA,NA,2.55775320816985,0.900248490759356,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",78,0.34809624806987,0.0530286785240004,"from_dataset",78,78,-0.34809624806987,NA,"website","automated encouragement","adul","cbt-based","wl","cut","high risk","post",NA,NA,NA,"cbt","wl",NA,NA,"treadWill (cbt)","wl","change","depression","post",6,"phq-9","self-report",0,NA,NA,NA,NA,NA,NA,10.76,3.71,204,10.42,3.87,205,NA,NA,NA,NA,NA,NA,"PHQ-9",-2.73,-1.12,5.96,4.36,22,139,NA,NA,204,205,182,66,2021,0,"ush",2,"TreadWill",2,0,1,6,NA,"oth","lower middle","yadul",23.56,0.2007,"com","cut","adul",NA,"1","1","sr","0",3,NA,"Ghosh, A., Cherian, R. J., Wagle, S., Sharma, P., Kannan, K. R., Bajpai, A., & Gupta, N. (2021). TreadWill: Development and pragmatic randomized controlled trial of an unguided, computerized cognitive behavioral therapy intervention in a lower middle-income country. In.","Low risk","High risk","High risk","Low risk","Some concerns","High risk",NA,6,0.230279566014878,NA,NA,4.34254770106433,0.34809624806987,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",79,-0.0733015311130425,0.0112937623490935,"from_dataset",79,79,0.0733015311130425,NA,"website","human encouragement","adul","cbt-based","cau","cut","high risk","post",NA,"1",NA,"cbt","cau","Beating the Blues +GP",NA,"Beating the Blues +GP",NA,"remission","depression","post",16,"phq-9","self-report",0,NA,NA,NA,NA,NA,NA,16.78,4.21,210,16.32,4.51999999999999,239,"remission","remission based on cut-off PHQ-9 <10",82,101,210,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,239,45,60,2015,0,"ush",2,"Beating the blues",4,1,0,8,NA,"uk","high","adul",39.86,0.67,"clin","cut","adul",NA,"1","1","sr","1",4,NA,"Gilbody, S. Computerised cognitive behaviour therapy (cCBT) as treatment for depression in primary care (REEACT trial): large scale pragmatic randomised controlled trial. Bmj, 352, i195.","Low risk","Low risk","Low risk","Low risk","High risk","High risk",NA,16,0.106272114635466,-0.0790452483629643,0.114673915385822,9.40980617003994,0.0733015311130425,"GitHub","multiverse-meta-analysis-depression","main",NA
