"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","pubstatus","year","deltype","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",19,0.6263,0.2139,"from_dataset",1,-6.5,"general",2.16219375032205,0.6263,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",20,-0.0447,0.0331,"from_dataset",1,-7.5,"general",5.49649709929313,0.0447,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",21,1.549,0.1384,"from_dataset",1,-11.5,"general",2.68801665285235,1.549,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",22,0.7516,0.0477,"from_dataset",1,5.5,"general",4.5786854649563,0.7516,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",23,0.3979,0.0449,"from_dataset",1,5.5,"general",4.71929178183009,0.3979,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",24,0.2062,0.3533,"from_dataset",1,5.5,"general",1.68239582244139,0.2062,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",25,-0.2927,0.0758,"from_dataset",1,5.5,"general",3.63216356146074,0.2927,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",26,-0.5067,0.0314,"from_dataset",1,5.5,"general",5.643326479831,0.5067,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",27,1.7083,0.0729,"from_dataset",1,3.5,"general",3.7037037037037,1.7083,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",28,0.8003,0.0815,"from_dataset",1,3.5,"general",3.50284722052029,0.8003,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",29,0.7268,0.1394,"from_dataset",1,3.5,"general",2.6783579200279,0.7268,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",30,0.6569,0.0943,"from_dataset",1,3.5,"general",3.25644804512918,0.6569,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",31,0.5569,0.1355,"from_dataset",1,3.5,"general",2.71662912462081,0.5569,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",32,0.3504,0.0763,"from_dataset",1,3.5,"general",3.62024307127998,0.3504,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",33,0.3695,0.0199,"from_dataset",1,1.5,"general",7.08881205008336,0.3695,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",34,0.1048,0.0331,"from_dataset",1,5.5,"general",5.49649709929313,0.1048,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",35,0.1748,0.0346,"from_dataset",1,5.5,"general",5.3760333057047,0.1748,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",36,0.4549,0.0278,"from_dataset",1,4.5,"general",5.99760143904067,0.4549,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",37,0.3161,0.0185,"from_dataset",1,4.5,"general",7.35214622093808,0.3161,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",38,0.0826,0.0328,"from_dataset",1,4.5,"general",5.52157630374233,0.0826,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",39,0.0221,0.0612,"from_dataset",1,4.5,"general",4.04226041727222,0.0221,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",40,-0.0199,0.0127,"from_dataset",1,4.5,"general",8.87356509416114,0.0199,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",41,2.358,0.1226,"from_dataset",0,-6.5,"general",2.8559773898877,2.358,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",42,2.358,0.1226,"from_dataset",0,-6.5,"general",2.8559773898877,2.358,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",43,2.3157,0.2416,"from_dataset",0,-6.5,"general",2.0344711469279,2.3157,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",44,2.0765,0.0844,"from_dataset",0,-6.5,"general",3.44214195410757,2.0765,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",45,2.0034,0.078,"from_dataset",0,-6.5,"general",3.58057437019716,2.0034,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",46,1.7716,0.0723,"from_dataset",0,-6.5,"general",3.71904001652801,1.7716,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",47,1.4918,0.0701,"from_dataset",0,-6.5,"general",3.77694787300249,1.4918,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",48,1.4476,0.0422,"from_dataset",0,-6.5,"general",4.86792383511235,1.4476,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",49,1.2897,0.0663,"from_dataset",0,-6.5,"overt",3.88367818690309,1.2897,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",50,1.2637,0.0935,"from_dataset",0,-6.5,"overt",3.27034970083864,1.2637,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",51,1.2423,0.0392,"from_dataset",0,-6.5,"general",5.05076272276105,1.2423,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",52,1.1769,0.0387,"from_dataset",0,-6.5,"general",5.08328567775349,1.1769,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",53,1.076,0.0391,"from_dataset",0,-6.5,"general",5.05721737424174,1.076,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",54,1.0653,0.038,"from_dataset",0,-6.5,"overt",5.12989176042577,1.0653,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",55,1.0379,0.1651,"from_dataset",0,-6.5,"general",2.46108414947426,1.0379,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",56,1.0101,0.0586,"from_dataset",0,-6.5,"overt",4.13096192386014,1.0101,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",57,1.0087,0.0386,"from_dataset",0,-6.5,"overt",5.08986598559288,1.0087,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",58,0.8765,0.0893,"from_dataset",0,-6.5,"general",3.34637240705127,0.8765,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",59,0.8615,0.1591,"from_dataset",0,-6.5,"overt",2.5070610528195,0.8615,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",60,0.8531,0.035,"from_dataset",0,-6.5,"general",5.34522483824849,0.8531,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",61,0.6999,0.0353,"from_dataset",0,-6.5,"general",5.32246295412349,0.6999,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",62,0.6947,0.0353,"from_dataset",0,-6.5,"general",5.32246295412349,0.6947,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",63,0.2994,0.0041,"from_dataset",0,4.5,"overt",15.6173761888606,0.2994,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",64,0.2992,0.0042,"from_dataset",0,4.5,"general",15.4303349962092,0.2992,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",65,0.2989,0.0041,"from_dataset",0,4.5,"overt",15.6173761888606,0.2989,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",66,0.291,0.0042,"from_dataset",0,4.5,"overt",15.4303349962092,0.291,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",67,0.217,0.0041,"from_dataset",0,4.5,"overt",15.6173761888606,0.217,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",68,0.3874,0.0138,"from_dataset",1,-3.5,"general",8.51256530758749,0.3874,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",69,0.2178,0.0137,"from_dataset",1,-3.5,"general",8.54357657716761,0.2178,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",70,0.4571,0.01,"from_dataset",1,-1.5,"general",10,0.4571,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",71,0.1947,0.0059,"from_dataset",1,-1.5,"general",13.0188910980824,0.1947,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",72,0.0239,0.0025,"from_dataset",1,-1.5,"general",20,0.0239,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",73,-0.0575,0.0032,"from_dataset",1,-1.5,"general",17.6776695296637,0.0575,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",74,-0.119,0.0789,"from_dataset",1,-1.5,"general",3.56009427254452,0.119,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",75,-0.2945,0.0179,"from_dataset",1,-1.5,"general",7.47435092751936,0.2945,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",76,0.713,0.1537,"from_dataset",1,-13.5,"general",2.55072163746424,0.713,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",77,0.399,0.2334,"from_dataset",1,-13.5,"general",2.06990099900277,0.399,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",78,-0.7645,0.1674,"from_dataset",1,-13.5,"general",2.44411858368922,0.7645,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",79,0.7156,0.0914,"from_dataset",1,2.5,"overt",3.30770600827811,0.7156,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",80,0.7067,0.0875,"from_dataset",1,2.5,"covert",3.38061701891407,0.7067,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",81,0.6475,0.033,"from_dataset",1,2.5,"general",5.5048188256318,0.6475,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",82,0.6428,0.0861,"from_dataset",1,2.5,"covert",3.40799088295498,0.6428,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",83,0.6271,0.04,"from_dataset",1,2.5,"general",5,0.6271,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",84,0.6238,0.068,"from_dataset",1,2.5,"general",3.83482494423685,0.6238,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",85,0.6025,0.1287,"from_dataset",1,2.5,"overt",2.7874733666903,0.6025,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",86,0.5763,0.0332,"from_dataset",1,2.5,"general",5.48821299948452,0.5763,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",87,0.5171,0.0517,"from_dataset",1,2.5,"covert",4.39799497133542,0.5171,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",88,-0.3797,0.039,"from_dataset",1,2.5,"covert",5.06369683541833,0.3797,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",89,-0.4228,0.0664,"from_dataset",1,2.5,"covert",3.88075262853166,0.4228,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",90,-0.4245,0.0809,"from_dataset",1,2.5,"covert",3.51581276967315,0.4245,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",91,-0.4671,0.0667,"from_dataset",1,2.5,"covert",3.87201546331183,0.4671,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",92,-0.523,0.0988,"from_dataset",1,2.5,"overt",3.18142381487889,0.523,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",93,-0.5675,0.034,"from_dataset",1,2.5,"covert",5.4232614454664,0.5675,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",94,-0.7586,0.0437,"from_dataset",1,2.5,"covert",4.7836487323494,0.7586,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",95,0.3453,0.034,"from_dataset",1,5.5,"general",5.4232614454664,0.3453,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",96,0.1221,0.0158,"from_dataset",1,5.5,"general",7.9555728417573,0.1221,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",97,0.0906,0.0107,"from_dataset",1,5.5,"general",9.66736489045664,0.0906,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",98,0.004,0.0208,"from_dataset",1,5.5,"general",6.93375245281536,0.004,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",99,-0.0207,0.0123,"from_dataset",1,5.5,"general",9.01669634667432,0.0207,"CRAN",NA,NA,"CRAN"
"metadat_dat.assink2016","metadat","dat.assink2016","Studies on the Association between Recidivism and Mental Health",100,-0.066,0.01,"from_dataset",1,5.5,"general",10,0.066,"CRAN",NA,NA,"CRAN"
