"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","effect_id","author","pub_year","pub_type","peer_review","adapt_measures","adapt_method","adapt_method_specific","subj_adapt_definition","cog_abil_measure","ca_measure","financ_support","sex","men_prop","country","sample","task","complexity_component","complexity_coordinative","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",49,0.381,0.0235725714813226,"from_dataset",49,"Morgan",2013,"1",1,"3",2,3,"","SAT/ACT","ACT/SAT/GPA",1,NA,NA,"USA","4","Simulation/video game",1,1,6.51323157089232,0.381,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",50,0.443,0.0208392151613226,"from_dataset",50,"Morgan",2013,"1",1,"3",2,3,"","Shepard & Metzler mental rotation task","Specific",1,NA,NA,"USA","4","Simulation/video game",1,1,6.92722542532453,0.443,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",51,0.356,0.0245996778611613,"from_dataset",51,"Morgan",2013,"1",1,"3",2,3,"","Working memory","General",1,NA,NA,"USA","4","Simulation/video game",1,1,6.37580887661695,0.356,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",52,0.337,0.0253470941213226,"from_dataset",52,"Morgan",2013,"1",1,"3",2,3,"","SAT/ACT","ACT/SAT/GPA",1,NA,NA,"USA","4","Simulation/video game",1,1,6.28110294295892,0.337,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",53,0.577,0.0143543135174516,"from_dataset",53,"Morgan",2013,"1",1,"3",2,3,"","Shepard & Metzler mental rotation task","Specific",1,NA,NA,"USA","4","Simulation/video game",1,1,8.34658434084232,0.577,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",54,0.23,0.00344999388461539,"from_dataset",54,"Howe",2019,"1",1,"3",2,3,"","Wonderlic Personnel Test (Quicktest; WPT-Q)","General",0,3,49,"USA","1","Simulation/video game",1,1,17.0251457043576,0.23,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",55,0.29,0.00322643388461539,"from_dataset",55,"Howe",2019,"1",1,"3",2,3,"","Wonderlic Personnel Test (Quicktest; WPT-Q)","General",0,3,49,"USA","1","Simulation/video game",1,1,17.6051048112208,0.29,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",56,0.39,0.0163394184090909,"from_dataset",56,"Schunn",2001,"1",1,"3",2,3,"","Patterns (Flanagan Industrial Tests)","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,7.82315082051044,0.39,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",57,0.35,0.0175001420454545,"from_dataset",57,"Schunn",2001,"1",1,"3",2,3,"","Letter/Number Substitution","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,7.55925878143682,0.35,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",58,0,0.0227272727272727,"from_dataset",58,"Schunn",2001,"1",1,"3",2,3,"","Number series","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",59,0,0.0227272727272727,"from_dataset",59,"Schunn",2001,"1",1,"3",2,3,"","Raven Advanced Progressive Matrices (APM)","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",60,0,0.0227272727272727,"from_dataset",60,"Schunn",2001,"1",1,"3",2,3,"","Miller Analogies Test","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",61,0,0.0227272727272727,"from_dataset",61,"Schunn",2001,"1",1,"3",2,3,"","CA-2 (clerical reading)","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",62,0,0.0227272727272727,"from_dataset",62,"Schunn",2001,"1",1,"3",2,3,"","Name Comparison (Minnesota Clerical Test)","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",63,0,0.0227272727272727,"from_dataset",63,"Schunn",2001,"1",1,"3",2,3,"","Square marking","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",64,0,0.0227272727272727,"from_dataset",64,"Schunn",2001,"1",1,"3",2,3,"","pursuit aiming","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",65,0,0.0227272727272727,"from_dataset",65,"Schunn",2001,"1",1,"3",2,3,"","Perceptual Speed (Guilford-Zimmerman Aptitude Survey)","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",66,0,0.0227272727272727,"from_dataset",66,"Schunn",2001,"1",1,"3",2,3,"","circle tapping","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",67,0,0.0227272727272727,"from_dataset",67,"Schunn",2001,"1",1,"3",2,3,"","Scattered Xs","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",68,0,0.0227272727272727,"from_dataset",68,"Schunn",2001,"1",1,"3",2,3,"","Simple RT","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",69,0,0.0227272727272727,"from_dataset",69,"Schunn",2001,"1",1,"3",2,3,"","2Choice RT","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",70,0,0.0227272727272727,"from_dataset",70,"Schunn",2001,"1",1,"3",2,3,"","4Choice RT","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",71,0,0.0227272727272727,"from_dataset",71,"Schunn",2001,"1",1,"3",2,3,"","Word beginnings (ETS Kit)","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",72,0,0.0227272727272727,"from_dataset",72,"Schunn",2001,"1",1,"3",2,3,"","Vocabulary (Extended Range Vocabulary Test)","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",73,0,0.0227272727272727,"from_dataset",73,"Schunn",2001,"1",1,"3",2,3,"","Picture-number (ETS Kit)","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",74,0,0.0227272727272727,"from_dataset",74,"Schunn",2001,"1",1,"3",2,3,"","Object-number (ETS Kit)","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",75,0,0.0227272727272727,"from_dataset",75,"Schunn",2001,"1",1,"3",2,3,"","Letter Sets (ETS Kit)","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",76,0,0.0227272727272727,"from_dataset",76,"Schunn",2001,"1",1,"3",2,3,"","First and Last Names (ETS Kit)","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",77,0,0.0227272727272727,"from_dataset",77,"Schunn",2001,"1",1,"3",2,3,"","Figure Classification (ETS Kit)","Specific",1,NA,NA,"USA","1","Simulation/video game",1,1,6.6332495807108,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",78,0.35,0.00557975543478261,"from_dataset",78,"Schunn",2001,"1",1,"3",2,3,"","inductive reasoning (CAM)","Specific",1,3,65,"USA","2","Simulation/video game",1,1,13.387282193129,0.35,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",79,0.34,0.00566785043478261,"from_dataset",79,"Schunn",2001,"1",1,"3",2,3,"","skill learning spatial (CAM)","Specific",1,3,65,"USA","2","Simulation/video game",1,1,13.2828359616358,0.34,"CRAN",NA,NA,"CRAN"
