"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","ni","type","struct","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",75,0.202732554054082,0.024390243902439,"ZCOR",44,"j","u",6.40312423743285,0.202732554054082,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",76,0.181982688600706,0.00598802395209581,"ZCOR",170,"j","u",12.9228479833201,0.181982688600706,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",77,0.354092528962243,0.00684931506849315,"ZCOR",149,"j","s",12.0830459735946,0.354092528962243,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",78,0.0300090048631265,0.00341296928327645,"ZCOR",296,"j","s",17.1172427686237,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",79,0.484700278594052,0.0476190476190476,"ZCOR",24,"s","s",4.58257569495584,0.484700278594052,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",80,0.354092528962243,0.00323624595469256,"ZCOR",312,"j","s",17.5783958312469,0.354092528962243,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",81,0.562729769352149,0.00495049504950495,"ZCOR",205,"j","s",14.2126704035519,0.562729769352149,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",82,0.435611223236224,0.037037037037037,"ZCOR",30,"s","s",5.19615242270663,0.435611223236224,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",83,0.388423099718296,0.125,"ZCOR",11,"s","s",2.82842712474619,0.388423099718296,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",84,0.255412811882995,0.0526315789473684,"ZCOR",22,"s","s",4.35889894354067,0.255412811882995,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",85,-0.171666663500579,0.0294117647058824,"ZCOR",37,"j","s",5.8309518948453,0.171666663500579,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",86,0.510070336613307,0.025,"ZCOR",43,"j","s",6.32455532033676,0.510070336613307,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",87,0.331647108705132,0.0144927536231884,"ZCOR",72,"j","s",8.30662386291807,0.331647108705132,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",88,-0.0902441878561468,0.0144927536231884,"ZCOR",72,"s","s",8.30662386291807,0.0902441878561468,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",89,0.342828254415394,0.00952380952380952,"ZCOR",108,"j","s",10.2469507659596,0.342828254415394,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",90,0.223656109021832,0.0142857142857143,"ZCOR",73,"j","s",8.36660026534076,0.223656109021832,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",91,0.2768638226551,0.0142857142857143,"ZCOR",73,"s","s",8.36660026534076,0.2768638226551,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",92,0,0.0087719298245614,"ZCOR",117,"j","s",10.6770782520313,0,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",93,0.435611223236224,0.012987012987013,"ZCOR",80,"j","s",8.77496438739212,0.435611223236224,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",94,0.161386696131526,0.0108695652173913,"ZCOR",95,"j","s",9.59166304662544,0.161386696131526,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",95,0,0.00558659217877095,"ZCOR",182,"j","s",13.3790881602597,0,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",96,0.0300090048631265,0.0111111111111111,"ZCOR",93,"j","s",9.48683298050514,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",97,0.0100003333533348,0.0163934426229508,"ZCOR",64,"j","s",7.81024967590665,0.0100003333533348,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",98,0.0300090048631265,0.00272479564032698,"ZCOR",370,"j","s",19.157244060668,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",99,0.140925576070494,0.0078125,"ZCOR",131,"j","s",11.3137084989848,0.140925576070494,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",100,0.110446915790097,0.0119047619047619,"ZCOR",87,"j","s",9.16515138991168,0.110446915790097,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",101,0.0801713250375897,0.012987012987013,"ZCOR",80,"j","s",8.77496438739212,0.0801713250375897,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",102,-0.130739850028878,0.0263157894736842,"ZCOR",41,"j","s",6.16441400296898,0.130739850028878,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",103,0.130739850028878,0.03125,"ZCOR",35,"j","u",5.65685424949238,0.130739850028878,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",104,0.37688590118819,0.00970873786407767,"ZCOR",106,"j","s",10.1488915650922,0.37688590118819,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",105,0.0600721559210316,0.0120481927710843,"ZCOR",86,"j","s",9.1104335791443,0.0600721559210316,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",106,0.192337169219545,0.0196078431372549,"ZCOR",54,"j","s",7.14142842854285,0.192337169219545,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",107,0.2768638226551,0.00256410256410256,"ZCOR",393,"j","s",19.7484176581315,0.2768638226551,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",108,0.171666663500579,0.0101010101010101,"ZCOR",102,"j","s",9.9498743710662,0.171666663500579,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",109,0.354092528962243,0.00892857142857143,"ZCOR",115,"j","s",10.5830052442584,0.354092528962243,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",110,0.287682072451781,0.0166666666666667,"ZCOR",63,"s","s",7.74596669241483,0.287682072451781,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",111,0.110446915790097,0.0526315789473684,"ZCOR",22,"j","s",4.35889894354067,0.110446915790097,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",112,0.0701146706543251,0.0294117647058824,"ZCOR",37,"j","u",5.8309518948453,0.0701146706543251,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",113,-0.130739850028878,0.00884955752212389,"ZCOR",116,NA,NA,10.6301458127346,0.130739850028878,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",114,0.120581028408444,0.00242130750605327,"ZCOR",416,"j","u",20.3224014329016,0.120581028408444,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",115,0.120581028408444,0.0102040816326531,"ZCOR",101,"j","u",9.89949493661167,0.120581028408444,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",116,0.388423099718296,0.000737463126843658,"ZCOR",1359,"j","u",36.8239052790439,0.388423099718296,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",117,0.266108406873654,0.0126582278481013,"ZCOR",82,"p","u",8.88819441731559,0.266108406873654,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",118,0.447692023527421,0.0344827586206897,"ZCOR",32,"j","s",5.3851648071345,0.447692023527421,"CRAN",NA,NA,"CRAN"
