"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","variable","latentclass","estimate","pvalue","proportion","precision","abs_yi","source","repo","branch","repo_license"
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Germany_2010_germany_2010_c4.csv","Elenoar12","data/LPA/Germany/2010/germany_2010_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Germany/2010/germany_2010_c4.csv",11,0.163,0.006241,"estimate","Physical Inactivity",3,0.163,0.04,4.2,12.6582278481013,0.163,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Germany_2010_germany_2010_c4.csv","Elenoar12","data/LPA/Germany/2010/germany_2010_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Germany/2010/germany_2010_c4.csv",12,0.275,0.0064,"estimate","Sleep Problems",3,0.275,0.001,4.2,12.5,0.275,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Germany_2010_germany_2010_c4.csv","Elenoar12","data/LPA/Germany/2010/germany_2010_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Germany/2010/germany_2010_c4.csv",13,0.641,0.005929,"estimate","Undietary Behavior",3,0.641,0,4.2,12.987012987013,0.641,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Germany_2010_germany_2010_c4.csv","Elenoar12","data/LPA/Germany/2010/germany_2010_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Germany/2010/germany_2010_c4.csv",14,3.535,0,"estimate","Smoking",3,3.535,0,4.2,NA,3.535,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Germany_2010_germany_2010_c4.csv","Elenoar12","data/LPA/Germany/2010/germany_2010_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Germany/2010/germany_2010_c4.csv",15,1.368,0.007921,"estimate","Alcohol",3,1.368,0,4.2,11.2359550561798,1.368,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Germany_2010_germany_2010_c4.csv","Elenoar12","data/LPA/Germany/2010/germany_2010_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Germany/2010/germany_2010_c4.csv",16,-0.094,0.002304,"estimate","Physical Inactivity",4,-0.094,0.051,8.8,20.8333333333333,0.094,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Germany_2010_germany_2010_c4.csv","Elenoar12","data/LPA/Germany/2010/germany_2010_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Germany/2010/germany_2010_c4.csv",17,-0.008,0.002116,"estimate","Sleep Problems",4,-0.008,0.857,8.8,21.7391304347826,0.008,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Germany_2010_germany_2010_c4.csv","Elenoar12","data/LPA/Germany/2010/germany_2010_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Germany/2010/germany_2010_c4.csv",18,0.244,0.002304,"estimate","Undietary Behavior",4,0.244,0,8.8,20.8333333333333,0.244,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Germany_2010_germany_2010_c4.csv","Elenoar12","data/LPA/Germany/2010/germany_2010_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Germany/2010/germany_2010_c4.csv",19,-0.344,0,"estimate","Smoking",4,-0.344,0,8.8,NA,0.344,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
"gh_Elenoar12_Adolescent-Well-Being-in-Flux_data_LPA_Germany_2010_germany_2010_c4.csv","Elenoar12","data/LPA/Germany/2010/germany_2010_c4.csv","Elenoar12 / Adolescent-Well-Being-in-Flux / data/LPA/Germany/2010/germany_2010_c4.csv",20,1.852,0.001369,"estimate","Alcohol",4,1.852,0,8.8,27.027027027027,1.852,"GitHub","Adolescent-Well-Being-in-Flux","main",NA
