"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","contrast","estimate","tratio","precision","abs_yi","source","repo","branch","repo_license"
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",11,-85.1767215262068,0.800636073786667,"estimate",11,"AGE2 - AGE6",-85.1767215262068,-95.1926337739637,1.1175897835499,85.1767215262068,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",12,-97.5950139149629,0.961833989583657,"estimate",12,"AGE2 - AGE7",-97.5950139149629,-99.5124847115666,1.01964722089465,97.5950139149629,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",13,-108.334580464239,1.45793697822116,"estimate",13,"AGE2 - AGE8",-108.334580464239,-89.7217488394485,0.828191224399173,108.334580464239,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",14,-24.0875527141689,0.613813031667846,"estimate",14,"AGE3 - AGE4",-24.0875527141689,-30.7450090920169,1.27638575229488,24.0875527141689,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",15,-43.3171773086185,0.645416035512645,"estimate",15,"AGE3 - AGE5",-43.3171773086185,-53.9188068302259,1.24474423728201,43.3171773086185,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",16,-58.045538232039,0.726237817422273,"estimate",16,"AGE3 - AGE6",-58.045538232039,-68.1129064490312,1.17343913974486,58.045538232039,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",17,-70.4638306207951,0.887480778334263,"estimate",17,"AGE3 - AGE7",-70.4638306207951,-74.7974464006521,1.06150128004222,70.4638306207951,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",18,-81.2033971700707,1.38324265774368,"estimate",18,"AGE3 - AGE8",-81.2033971700707,-69.0438517926802,0.850258168978768,81.2033971700707,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",19,-19.2296245944497,0.648068581659404,"estimate",19,"AGE4 - AGE5",-19.2296245944497,-23.8869291945173,1.24219425486922,19.2296245944497,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",20,-33.9579855178702,0.728865724817359,"estimate",20,"AGE4 - AGE6",-33.9579855178702,-39.7757296245261,1.1713218266023,33.9579855178702,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",21,-46.3762779066262,0.890130066210227,"estimate",21,"AGE4 - AGE7",-46.3762779066262,-49.1551645824856,1.0599204334909,46.3762779066262,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",22,-57.1158444559019,1.3859708738523,"estimate",22,"AGE4 - AGE8",-57.1158444559019,-48.5153926228224,0.849420910869667,57.1158444559019,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",23,-14.7283609234205,0.760303753322466,"estimate",23,"AGE5 - AGE6",-14.7283609234205,-16.8912134855356,1.14684950846606,14.7283609234205,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",24,-27.1466533121766,0.921610574347764,"estimate",24,"AGE5 - AGE7",-27.1466533121766,-28.2776016401058,1.04166069072765,27.1466533121766,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",25,-37.8862198614522,1.41737359351707,"estimate",25,"AGE5 - AGE8",-37.8862198614522,-31.822852552839,0.839958503889101,37.8862198614522,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",26,-12.4182923887561,1.00229601951522,"estimate",26,"AGE6 - AGE7",-12.4182923887561,-12.4040605706363,0.998853963357098,12.4182923887561,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",27,-23.1578589380317,1.4978505485664,"estimate",27,"AGE6 - AGE8",-23.1578589380317,-18.9218747216713,0.817082216983204,23.1578589380317,"GitHub","bluegill_growth","main",NA
"gh_CHANGES-UM_bluegill_growth_Tables_emmeans.csv","CHANGES-UM","Tables/emmeans.csv","CHANGES-UM / bluegill_growth / Tables/emmeans.csv",28,-10.7395665492757,1.6593117883834,"estimate",28,"AGE7 - AGE8",-10.7395665492757,-8.33724865265599,0.77631146605431,10.7395665492757,"GitHub","bluegill_growth","main",NA
