"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","studyid","year","source","sampleid","criterion","class","ni","precision","abs_yi","repo","branch","repo_license"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",22,0.396557989970601,0.0144927536231884,"ZCOR",11,1990,"CRAN",1,"grade","nonscience",72,8.30662386291807,0.396557989970601,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",23,0.510070336613307,0.0161290322580645,"ZCOR",12,1980,"CRAN",1,"gpa",NA,65,7.87400787401181,0.510070336613307,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",24,0.192337169219545,0.0357142857142857,"ZCOR",12,1980,"CRAN",2,"gpa",NA,31,5.29150262212918,0.192337169219545,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",25,0.506226676988569,0.0133333333333333,"ZCOR",13,1990,"CRAN",1,"grade","nonscience",78,8.66025403784439,0.506226676988569,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",26,0.298566263660178,0.0131578947368421,"ZCOR",14,2006,"CRAN",1,"grade","nonscience",79,8.71779788708135,0.298566263660178,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",27,0.0902441878561468,0.00675675675675676,"ZCOR",15,1996,"CRAN",1,"gpa",NA,151,12.1655250605964,0.0902441878561468,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",28,0.223656109021832,0.00675675675675676,"ZCOR",15,1996,"CRAN",1,"grade","nonscience",151,12.1655250605964,0.223656109021832,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",29,0.202732554054082,0.00298507462686567,"ZCOR",16,2008,"CRAN",1,"gpa",NA,338,18.3030052177231,0.202732554054082,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",30,0.400059650056057,0.00298507462686567,"ZCOR",16,2008,"CRAN",1,"grade","nonscience",338,18.3030052177231,0.400059650056057,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",31,0.595724173900778,0.0204081632653061,"ZCOR",17,1994,"CRAN",1,"grade","science",52,7,0.595724173900778,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",32,0.37688590118819,0.00233100233100233,"ZCOR",18,2003,"CRAN",1,"gpa",NA,432,20.712315177208,0.37688590118819,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",33,0.223656109021832,0.00900900900900901,"ZCOR",19,1976,"CRAN",1,"grade","nonscience",114,10.5356537528527,0.223656109021832,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",34,0.234189466759367,0.00900900900900901,"ZCOR",19,1976,"CRAN",1,"gpa",NA,114,10.5356537528527,0.234189466759367,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",35,0.355223674389586,0.00671140939597315,"ZCOR",20,1998,"CRAN",1,"grade","science",152,12.2065556157337,0.355223674389586,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",36,0.759869351300906,0.00235294117647059,"ZCOR",21,2005,"CRAN",1,"grade","nonscience",428,20.6155281280883,0.759869351300906,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",37,0.562729769352149,0.0172413793103448,"ZCOR",22,2003,"CRAN",1,"grade","science",61,7.61577310586391,0.562729769352149,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",38,1.29719766175578,0.00336700336700337,"ZCOR",23,2005,"CRAN",1,"grade","nonscience",300,17.2336879396141,1.29719766175578,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",39,0.792813631870191,0.01,"ZCOR",24,1993,"CRAN",1,"grade","nonscience",103,10,0.792813631870191,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",40,0.33946535234374,0.00180831826401447,"ZCOR",25,1994,"CRAN",1,"grade","nonscience",556,23.5159520326097,0.33946535234374,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",41,0.66095709028663,0.0277777777777778,"ZCOR",26,1984,"CRAN",1,"gpa",NA,39,6,0.66095709028663,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",42,0.41180003447869,0.0175438596491228,"ZCOR",27,1990,"CRAN",1,"gpa",NA,60,7.54983443527075,0.41180003447869,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",43,0.549306144334055,0.0175438596491228,"ZCOR",27,1990,"CRAN",1,"grade","nonscience",60,7.54983443527075,0.549306144334055,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",44,0.298566263660178,0.00301204819277108,"ZCOR",27,1990,"CRAN",2,"gpa",NA,335,18.2208671582886,0.298566263660178,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",45,0.549306144334055,0.0112359550561798,"ZCOR",28,1984,"CRAN",1,"gpa",NA,92,9.4339811320566,0.549306144334055,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",46,0.435611223236224,0.0102040816326531,"ZCOR",28,1984,"CRAN",2,"gpa",NA,101,9.89949493661167,0.435611223236224,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",47,0.41180003447869,0.00434782608695652,"ZCOR",29,2008,"CRAN",1,"grade","nonscience",233,15.1657508881031,0.41180003447869,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",48,0.510070336613307,0.00775193798449612,"ZCOR",29,2008,"CRAN",2,"grade","nonscience",132,11.3578166916005,0.510070336613307,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",49,0.488468430574151,0.00598802395209581,"ZCOR",30,1986,"CRAN",1,"grade","science",170,12.9228479833201,0.488468430574151,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",50,0.536060336610567,0.05,"ZCOR",31,1982,"CRAN",1,"grade","science",23,4.47213595499958,0.536060336610567,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",51,0.907644983319124,0.00531914893617021,"ZCOR",32,2007,"CRAN",1,"gpa",NA,191,13.7113092008021,0.907644983319124,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",52,0.342828254415394,0.00202839756592292,"ZCOR",33,1984,"CRAN",1,"grade","nonscience",496,22.2036033111745,0.342828254415394,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",53,0.259684060494553,0.00115473441108545,"ZCOR",34,1931,"CRAN",1,"gpa",NA,869,29.4278779391243,0.259684060494553,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",54,0.244774112659353,0.00943396226415094,"ZCOR",35,2002,"CRAN",1,"grade","nonscience",109,10.295630140987,0.244774112659353,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",55,0.320545409301946,0.00943396226415094,"ZCOR",35,2002,"CRAN",1,"gpa",NA,109,10.295630140987,0.320545409301946,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",56,0.21317134656486,0.00309597523219814,"ZCOR",35,2002,"CRAN",2,"grade","nonscience",326,17.9722007556114,0.21317134656486,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",57,0.223656109021832,0.00309597523219814,"ZCOR",35,2002,"CRAN",2,"gpa",NA,326,17.9722007556114,0.223656109021832,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",58,0.223656109021832,0.0188679245283019,"ZCOR",36,1989,"CRAN",1,"gpa",NA,56,7.28010988928052,0.223656109021832,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",59,0.37688590118819,0.00266666666666667,"ZCOR",37,1997,"CRAN",1,"grade","nonscience",378,19.3649167310371,0.37688590118819,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",60,0.37688590118819,0.000590318772136954,"ZCOR",38,2008,"CRAN",1,"grade","science",1697,41.1582312545134,0.37688590118819,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",61,1.04537054846688,0.000715819613457409,"ZCOR",39,2003,"CRAN",1,"grade","science",1400,37.3764631820615,1.04537054846688,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",62,0.37688590118819,0.00118483412322275,"ZCOR",40,2005,"CRAN",1,"grade","science",847,29.0516780926679,0.37688590118819,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",63,0.426032156821952,0.00317460317460317,"ZCOR",41,1973,"CRAN",1,"grade","nonscience",318,17.7482393492988,0.426032156821952,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",64,0.396557989970601,0.00134228187919463,"ZCOR",42,2008,"CRAN",1,"grade","nonscience",748,27.2946881279124,0.396557989970601,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",65,0.428419958760203,0.00943396226415094,"ZCOR",43,1995,"CRAN",1,"grade","science",109,10.295630140987,0.428419958760203,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",66,0.590145159841189,0.0075187969924812,"ZCOR",44,2004,"CRAN",1,"gpa",NA,136,11.5325625946708,0.590145159841189,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",67,0.0821845343929682,0.00719424460431655,"ZCOR",45,2002,"CRAN",1,"grade","nonscience",142,11.7898261225516,0.0821845343929682,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",68,0.151140435936467,0.00540540540540541,"ZCOR",45,2002,"CRAN",2,"grade","nonscience",188,13.6014705087354,0.151140435936467,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",69,0.542661528274713,0.0138888888888889,"ZCOR",46,2007,"CRAN",1,"grade","nonscience",75,8.48528137423857,0.542661528274713,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",70,0.614090362545016,0.0114942528735632,"ZCOR",47,2007,"CRAN",1,"grade","nonscience",90,9.32737905308882,0.614090362545016,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",71,0.632833186665638,0.00520833333333333,"ZCOR",48,1993,"CRAN",1,"grade","nonscience",195,13.856406460551,0.632833186665638,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",72,0.37688590118819,0.0050251256281407,"ZCOR",49,1996,"CRAN",1,"grade","nonscience",202,14.1067359796659,0.37688590118819,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",73,0.41180003447869,0.0050251256281407,"ZCOR",49,1996,"CRAN",1,"gpa",NA,202,14.1067359796659,0.41180003447869,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",74,0.510070336613307,0.00763358778625954,"ZCOR",50,2005,"CRAN",1,"grade","nonscience",134,11.4455231422596,0.510070336613307,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",75,0.708921359427408,0.0185185185185185,"ZCOR",51,2001,"CRAN",1,"grade","nonscience",57,7.34846922834953,0.708921359427408,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",76,0.283347035759509,0.00237529691211401,"ZCOR",52,1985,"CRAN",1,"gpa",NA,424,20.5182845286832,0.283347035759509,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",77,0.280102560511944,0.00900900900900901,"ZCOR",52,1985,"CRAN",2,"grade","science",114,10.5356537528527,0.280102560511944,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",78,0.472230804420426,0.00364963503649635,"ZCOR",53,2003,"CRAN",1,"grade","nonscience",277,16.5529453572468,0.472230804420426,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",79,0.445266129680317,0.0175438596491228,"ZCOR",54,1979,"CRAN",1,"gpa",NA,60,7.54983443527075,0.445266129680317,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",80,0.447692023527421,0.0153846153846154,"ZCOR",55,1983,"CRAN",1,"grade","nonscience",68,8.06225774829855,0.447692023527421,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",81,0.547973698508866,0.00131061598951507,"ZCOR",56,2004,"CRAN",1,"grade","nonscience",766,27.6224546338663,0.547973698508866,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",82,0.907644983319124,0.027027027027027,"ZCOR",57,1975,"CRAN",1,"grade","nonscience",40,6.08276253029822,0.907644983319124,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",83,0.472230804420426,0.0078125,"ZCOR",58,2007,"CRAN",1,"gpa",NA,131,11.3137084989848,0.472230804420426,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",84,0.41180003447869,0.00105485232067511,"ZCOR",58,2007,"CRAN",2,"grade","nonscience",951,30.7896086366813,0.41180003447869,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",85,0.253280612489767,0.00854700854700855,"ZCOR",59,2000,"CRAN",1,"gpa",NA,120,10.816653826392,0.253280612489767,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",86,0.609819460535168,0.00100300902708124,"ZCOR",60,1927,"CRAN",1,"gpa",NA,1000,31.5753068076939,0.609819460535168,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",87,0.417710618112312,0.00100300902708124,"ZCOR",60,1927,"CRAN",2,"gpa",NA,1000,31.5753068076939,0.417710618112312,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",88,0.511354644371569,0.00100300902708124,"ZCOR",60,1927,"CRAN",3,"gpa",NA,1000,31.5753068076939,0.511354644371569,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",89,0.532120050644693,0.000256673511293635,"ZCOR",61,2000,"CRAN",1,"grade","science",3899,62.4179461373089,0.532120050644693,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",90,0.618381313574464,0.00104602510460251,"ZCOR",62,1992,"CRAN",1,"grade","nonscience",959,30.9192496674806,0.618381313574464,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",91,0.131757175425364,0.0087719298245614,"ZCOR",62,1992,"CRAN",2,"grade","nonscience",117,10.6770782520313,0.131757175425364,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",92,0.497311287572031,0.0072992700729927,"ZCOR",63,1996,"CRAN",1,"grade","nonscience",140,11.7046999107196,0.497311287572031,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",93,0.365443754271396,0.00847457627118644,"ZCOR",64,1980,"CRAN",1,"grade","nonscience",121,10.8627804912002,0.365443754271396,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",94,0.244774112659353,0.0103092783505155,"ZCOR",65,2007,"CRAN",1,"grade","nonscience",100,9.84885780179611,0.244774112659353,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",95,0.171666663500579,0.00546448087431694,"ZCOR",66,1992,"CRAN",1,"gpa",NA,186,13.5277492584687,0.171666663500579,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",96,0.298566263660178,0.00934579439252336,"ZCOR",67,1992,"CRAN",1,"gpa",NA,110,10.3440804327886,0.298566263660178,NA,NA,"CRAN"
"metadat_dat.crede2010","metadat","dat.crede2010","Studies on the Relationship between Class Attendance and Grades in College Students",97,0.319439471071115,0.00471698113207547,"ZCOR",68,1986,"CRAN",1,"grade","nonscience",215,14.560219778561,0.319439471071115,NA,NA,"CRAN"
