"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","es_id","study_id","author","age","ses","experimenter","duration","dialogic_reading","follow_up","year","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Wing-Yin Chow et al 2008 2008",0.00532913626363624,0.0623782735713916,"from_dataset",18,6,"Wing-Yin Chow et al 2008","Primary School age","Middle or high","Parent",12,"Y","N",2008,4.00390094481817,0.00532913626363624,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Wing-Yin Chow et al 2008 2008",0.0126921329964443,0.062543873044748,"from_dataset",19,6,"Wing-Yin Chow et al 2008","Primary School age","Middle or high","Parent",12,"N","N",2008,3.99859680127607,0.0126921329964443,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Wing-Yin Chow et al 2008 2008",0.352849842244198,0.0628141793707334,"from_dataset",20,6,"Wing-Yin Chow et al 2008","Primary School age","Middle or high","Parent",12,"Y","N",2008,3.98998400618114,0.352849842244198,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Wing-Yin Chow et al 2008 2008",0.550883667077354,0.0703923580094773,"from_dataset",21,6,"Wing-Yin Chow et al 2008","Primary School age","Middle or high","Parent",12,"Y","N",2008,3.76909638236789,0.550883667077354,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Wing-Yin Chow et al 2008 2008",0.138956177001723,0.0613323518744015,"from_dataset",22,6,"Wing-Yin Chow et al 2008","Primary School age","Middle or high","Parent",12,"N","N",2008,4.03789657287248,0.138956177001723,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Wing-Yin Chow et al 2008 2008",0.431213279834315,0.0586915996654923,"from_dataset",23,6,"Wing-Yin Chow et al 2008","Primary School age","Middle or high","Parent",12,"Y","N",2008,4.12773708003645,0.431213279834315,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Wing-Yin Chow et al 2008 2008",0.143956810783879,0.0584195670598496,"from_dataset",24,6,"Wing-Yin Chow et al 2008","Primary School age","Middle or high","Parent",12,"Y","N",2008,4.137336388827,0.143956810783879,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Wing-Yin Chow et al 2008 2008",-0.321194092347967,0.0627146056419652,"from_dataset",25,6,"Wing-Yin Chow et al 2008","Primary School age","Middle or high","Parent",12,"N","N",2008,3.99315025434701,0.321194092347967,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Wing-Yin Chow et al 2008 2008",-0.225678559197466,0.0737864813193197,"from_dataset",26,6,"Wing-Yin Chow et al 2008","Primary School age","Middle or high","Parent",12,"Y","N",2008,3.68138806285392,0.225678559197466,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Wing-Yin Chow et al 2008 2008",-0.153841829199677,0.0737474406948819,"from_dataset",27,6,"Wing-Yin Chow et al 2008","Primary School age","Middle or high","Parent",12,"Y","N",2008,3.68236236563134,0.153841829199677,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Wing-Yin Chow et al 2008 2008",-0.35038070945068,0.0715448741219087,"from_dataset",28,6,"Wing-Yin Chow et al 2008","Primary School age","Middle or high","Parent",12,"N","N",2008,3.73861494780922,0.35038070945068,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Yeh & Connell 2008 2008",0.716482807757153,0.220942393331339,"from_dataset",29,7,"Yeh & Connell 2008","Preschool","Low","Teacher",14,"N","N",2008,2.12745544228891,0.716482807757153,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Yeh & Connell 2008 2008",-0.402495301786735,0.21964592416506,"from_dataset",30,7,"Yeh & Connell 2008","Preschool","Low","Teacher",14,"N","N",2008,2.13372490140425,0.402495301786735,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Yeh & Connell 2008 2008",0.423216625157693,0.114724794923845,"from_dataset",31,7,"Yeh & Connell 2008","Preschool","Low","Teacher",14,"N","N",2008,2.95237388380629,0.423216625157693,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Yeh & Connell 2008 2008",-0.303506323391673,0.124569545824327,"from_dataset",32,7,"Yeh & Connell 2008","Preschool","Low","Teacher",14,"N","N",2008,2.83330977197233,0.303506323391673,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Yeh & Connell 2008 2008",-0.258673400274656,0.147934623412825,"from_dataset",33,7,"Yeh & Connell 2008","Preschool","Low","Teacher",14,"N","N",2008,2.59995053085997,0.258673400274656,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Yeh & Connell 2008 2008",0.358582032035406,0.122513549364244,"from_dataset",34,7,"Yeh & Connell 2008","Preschool","Low","Teacher",14,"N","N",2008,2.85698486017077,0.358582032035406,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Yeh & Connell 2008 2008",0.195586556301038,0.1157393247543,"from_dataset",35,7,"Yeh & Connell 2008","Preschool","Low","Teacher",14,"N","N",2008,2.93940567191985,0.195586556301038,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Yeh & Connell 2008 2008",0.167419521807433,0.115461697744709,"from_dataset",36,7,"Yeh & Connell 2008","Preschool","Low","Teacher",14,"N","N",2008,2.94293744245288,0.167419521807433,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Reese et al 2010 2010",0.0147588909846323,0.239165949303296,"from_dataset",37,8,"Reese et al 2010","Preschool","Low","Parent",21,"Y","N",2010,2.04479759638762,0.0147588909846323,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Reese et al 2010 2010",-0.137221227168422,0.256004201309917,"from_dataset",38,8,"Reese et al 2010","Preschool","Low","Parent",21,"Y","N",2010,1.97640731989898,0.137221227168422,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Reese et al 2010 2010",-0.531385004120922,0.231798792661938,"from_dataset",39,8,"Reese et al 2010","Preschool","Low","Parent",21,"Y","N",2010,2.07703787115401,0.531385004120922,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Reese et al 2010 2010",-0.431613192010505,0.226746287864978,"from_dataset",40,8,"Reese et al 2010","Preschool","Low","Parent",21,"Y","N",2010,2.1000513159221,0.431613192010505,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Korat & Shamir 2007 2007",0.966011518820877,0.187452679135602,"from_dataset",41,9,"Korat & Shamir 2007","Primary School age","Mixed","Researcher",1,"N","N",2007,2.30969255287846,0.966011518820877,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Korat & Shamir 2007 2007",-0.0667740089325934,0.146444224388191,"from_dataset",42,9,"Korat & Shamir 2007","Primary School age","Mixed","Researcher",1,"N","N",2007,2.61314720859946,0.0667740089325934,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Aram & Biron 2004 2004",0.613592024552442,0.374463176850794,"from_dataset",43,10,"Aram & Biron 2004","Preschool","Low","Researcher",33,"N","N",2004,1.63416325631538,0.613592024552442,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Aram & Biron 2004 2004",-0.608942269220478,0.467693800120422,"from_dataset",44,10,"Aram & Biron 2004","Preschool","Low","Researcher",33,"N","N",2004,1.46224179662475,0.608942269220478,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Nelson et al 2010 2010",0.391281313510549,0.167054355559432,"from_dataset",45,11,"Nelson et al 2010","Preschool","Low",NA,10,"N","N",2010,2.44664578349529,0.391281313510549,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Nelson et al 2010 2010",-0.439870710368706,0.203900481295946,"from_dataset",46,11,"Nelson et al 2010","Preschool","Low",NA,10,"N","N",2010,2.21457745591841,0.439870710368706,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Nelson et al 2010 2010",-0.125018939318896,0.185940334519192,"from_dataset",47,11,"Nelson et al 2010","Preschool","Low",NA,10,"N","N",2010,2.31906646620414,0.125018939318896,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Nelson et al 2010 2010",-0.193864417833523,0.180218733045917,"from_dataset",48,11,"Nelson et al 2010","Preschool","Low",NA,10,"N","N",2010,2.35559180024714,0.193864417833523,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Fielding-Barnsley & Purdie 2003 2003",-0.0765742009408613,0.582468378518192,"from_dataset",49,12,"Fielding-Barnsley & Purdie 2003","Primary School age","Unknown","Parent",8,"Y","N",2003,1.31027912942262,0.0765742009408613,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Fielding-Barnsley & Purdie 2003 2003",-0.284640487095861,0.418256656162559,"from_dataset",50,12,"Fielding-Barnsley & Purdie 2003","Primary School age","Unknown","Parent",8,"Y","N",2003,1.54624592987099,0.284640487095861,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Fielding-Barnsley & Purdie 2003 2003",0.207823518789774,0.655203493316611,"from_dataset",51,12,"Fielding-Barnsley & Purdie 2003","Primary School age","Unknown","Parent",8,"Y","N",2003,1.23541223436166,0.207823518789774,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Fielding-Barnsley & Purdie 2003 2003",-0.247061212888543,0.441348867578561,"from_dataset",52,12,"Fielding-Barnsley & Purdie 2003","Primary School age","Unknown","Parent",8,"Y","N",2003,1.50525123325714,0.247061212888543,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Fielding-Barnsley & Purdie 2003 2003",-0.104599304359615,0.574391360554154,"from_dataset",53,12,"Fielding-Barnsley & Purdie 2003","Primary School age","Unknown","Parent",8,"Y","N",2003,1.31945945783523,0.104599304359615,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Segal-Drori et al 2010 2010",0.384801329024523,0.160341199375336,"from_dataset",54,13,"Segal-Drori et al 2010","Primary School age","Low","Teacher",NA,"N","N",2010,2.49733863563641,0.384801329024523,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Segal-Drori et al 2010 2010",0.572110568302821,0.146445720571061,"from_dataset",55,13,"Segal-Drori et al 2010","Primary School age","Low","Teacher",NA,"N","N",2010,2.61313385977621,0.572110568302821,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Segal-Drori et al 2010 2010",1.43333078529282,0.236707491586398,"from_dataset",56,13,"Segal-Drori et al 2010","Primary School age","Low","Teacher",NA,"N","N",2010,2.05538886018635,1.43333078529282,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Segal-Drori et al 2010 2010",0.600346435847068,0.146024734308496,"from_dataset",57,13,"Segal-Drori et al 2010","Primary School age","Low","Teacher",NA,"N","N",2010,2.61689795397805,0.600346435847068,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Coyne et al 2010 2010",8.12453054305217,2.17364209595368,"from_dataset",58,14,"Coyne et al 2010","Preschool","Low","Researcher",18,"N","N",2010,0.678275268340795,8.12453054305217,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Coyne et al 2010 2010",0.131170566191046,0.164891094198947,"from_dataset",59,14,"Coyne et al 2010","Preschool","Low","Researcher",18,"N","N",2010,2.46264266910758,0.131170566191046,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Blom-Hoffman et al 2007 2007",0.774657655988422,0.33201971486623,"from_dataset",60,15,"Blom-Hoffman et al 2007","Preschool","Mixed","Parent",12,"Y","N",2007,1.73547380895326,0.774657655988422,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Blom-Hoffman et al 2007 2007",1.11964859261097,0.391167179307835,"from_dataset",61,15,"Blom-Hoffman et al 2007","Preschool","Mixed","Parent",12,"Y","Y",2007,1.59889077133368,1.11964859261097,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",-0.155435440553189,0.0855235644044963,"from_dataset",62,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","N",2010,3.41945665953111,0.155435440553189,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",-0.236123053377349,0.108841860746016,"from_dataset",63,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","N",2010,3.03111225956219,0.236123053377349,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",-0.0124951808630843,0.0813367785704472,"from_dataset",64,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","N",2010,3.50636010359525,0.0124951808630843,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",0.263303694334892,0.085916139244801,"from_dataset",65,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","N",2010,3.41163548868352,0.263303694334892,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",-0.327284621730205,0.114375849291079,"from_dataset",66,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","N",2010,2.95687410571058,0.327284621730205,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",0.337428446665787,0.0817868453324106,"from_dataset",67,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","N",2010,3.49669917853175,0.337428446665787,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",-0.162209850353622,0.0950748238236906,"from_dataset",68,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","Y",2010,3.2431514898143,0.162209850353622,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",0.0113648441808529,0.12022953734264,"from_dataset",69,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","Y",2010,2.88399439532606,0.0113648441808529,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",0.0715958648121355,0.0900053082474977,"from_dataset",70,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","Y",2010,3.33323503680191,0.0715958648121355,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",-0.190327334038332,0.13863519584297,"from_dataset",71,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","N",2010,2.68573556288798,0.190327334038332,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",-0.53265695980684,0.125751780283171,"from_dataset",72,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","N",2010,2.81995987574769,0.53265695980684,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",-0.0383214496498849,0.104963472021512,"from_dataset",73,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","N",2010,3.08660393833595,0.0383214496498849,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",0.122065596696226,0.139236778256852,"from_dataset",74,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","N",2010,2.67992732651244,0.122065596696226,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",0.247471040391407,0.12334112741872,"from_dataset",75,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","N",2010,2.84738401805389,0.247471040391407,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bianco et al 2010 2010",0.389268880501273,0.105852129369691,"from_dataset",76,16,"Bianco et al 2010","Preschool","Mixed","Teacher",14,"N","N",2010,3.07362019158779,0.389268880501273,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Biemiller & Boote 2006 STUDY 2 2006",1.6291516358408,0.538020968187925,"from_dataset",77,17,"Biemiller & Boote 2006 STUDY 2","Primary School age","Mixed","Teacher",2,"N","N",2006,1.3633281407335,1.6291516358408,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bortnem 2005 2005",-0.089754515061478,0.800419114271721,"from_dataset",78,18,"Bortnem 2005","Preschool","Low","Researcher",12,"N","N",2005,1.11774123877149,0.089754515061478,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bortnem 2005 2005",-0.113556940738947,0.507358387130358,"from_dataset",79,18,"Bortnem 2005","Preschool","Low","Researcher",12,"N","N",2005,1.40392070146595,0.113556940738947,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bortnem 2005 2005",0.200628986959826,0.53171377450398,"from_dataset",80,18,"Bortnem 2005","Preschool","Low","Researcher",12,"N","N",2005,1.37139020860747,0.200628986959826,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Bortnem 2005 2005",0.378916472279593,0.503836155529661,"from_dataset",81,18,"Bortnem 2005","Preschool","Low","Researcher",12,"N","N",2005,1.40881943847368,0.378916472279593,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Mukerjee 2002 2002",0.0187825868197436,0.360513246136459,"from_dataset",82,19,"Mukerjee 2002","Preschool","Unknown","Teacher",6,"N","N",2002,1.66547986575773,0.0187825868197436,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Mukerjee 2002 2002",0.201859489159776,0.374325462593869,"from_dataset",83,19,"Mukerjee 2002","Preschool","Unknown","Teacher",6,"N","N",2002,1.63446383282712,0.201859489159776,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Mukerjee 2002 2002",-0.249304494279032,0.350160164428217,"from_dataset",84,19,"Mukerjee 2002","Preschool","Unknown","Teacher",6,"N","N",2002,1.68992188886393,0.249304494279032,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Mukerjee 2002 2002",0.0400820311791251,0.35776671403859,"from_dataset",85,19,"Mukerjee 2002","Preschool","Unknown","Teacher",6,"N","N",2002,1.67186048781031,0.0400820311791251,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Mukerjee 2002 2002",-0.567208132695857,0.384176217030897,"from_dataset",86,19,"Mukerjee 2002","Preschool","Unknown","Teacher",6,"N","Y",2002,1.61337291615953,0.567208132695857,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Mukerjee 2002 2002",-0.225685103385747,0.451031910569272,"from_dataset",87,19,"Mukerjee 2002","Preschool","Unknown","Teacher",6,"N","Y",2002,1.48900571735125,0.225685103385747,"CRAN",NA,NA,"CRAN"
"psymetadata_noble2019","psymetadata","noble2019","Studies on Shared Reading and Language Development","Mukerjee 2002 2002",-0.53967195026423,0.359599055995769,"from_dataset",88,19,"Mukerjee 2002","Preschool","Unknown","Teacher",6,"N","Y",2002,1.66759555375902,0.53967195026423,"CRAN",NA,NA,"CRAN"
