"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","paramcd","corr","contrast","visit","estimate","df","lowercl","uppercl","precision","abs_yi","source","repo","branch","repo_license"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",11,-0.0145456689231488,1.47264563285634e-05,"estimate","BASO","corCAR1","Placebo - Xanomeline High Dose","WEEK 8",-0.0145456689231488,1433,-0.023549008292636,-0.00554232955366171,260.585876144927,0.0145456689231488,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",12,-0.00698687321028088,1.63427084730088e-05,"estimate","BASO","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",-0.00698687321028088,1433,-0.0164714184100751,0.00249767198951336,247.364847592146,0.00698687321028088,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",13,-0.00414475464109791,1.62104485328572e-05,"estimate","BASO","corCAR1","Placebo - Xanomeline Low Dose","WEEK 12",-0.00414475464109791,1433,-0.0135908431282212,0.00530133384602541,248.371914049516,0.00414475464109791,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",14,-0.0125500732212968,1.61772351696507e-05,"estimate","BASO","corCAR1","Placebo - Xanomeline High Dose","WEEK 12",-0.0125500732212968,1433,-0.0219864797667227,-0.00311366667587085,248.626748596918,0.0125500732212968,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",15,-0.00840531858019884,1.84505306734944e-05,"estimate","BASO","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",-0.00840531858019884,1433,-0.0184829605407827,0.00167232338038504,232.806750527977,0.00840531858019884,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",16,-0.00367541070956102,2.37120823994875e-05,"estimate","BASO","corCAR1","Placebo - Xanomeline Low Dose","WEEK 16",-0.00367541070956102,1433,-0.015099966989945,0.00774914557082294,205.35966739087,0.00367541070956102,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",17,-0.00734089083028705,2.48802642739576e-05,"estimate","BASO","corCAR1","Placebo - Xanomeline High Dose","WEEK 16",-0.00734089083028705,1433,-0.0190434807883359,0.00436169912776183,200.480670196795,0.00734089083028705,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",18,-0.00366548012072604,3.04541351674796e-05,"estimate","BASO","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",-0.00366548012072604,1433,-0.0166127329612503,0.00928177271979826,181.207790310899,0.00366548012072604,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",19,0.00124588274401496,2.4415046326559e-05,"estimate","BASO","corCAR1","Placebo - Xanomeline Low Dose","WEEK 20",0.00124588274401496,1433,-0.0103467818308557,0.0128385473188856,202.3816925501,0.00124588274401496,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",20,0.0010314610286995,2.39363722089332e-05,"estimate","BASO","corCAR1","Placebo - Xanomeline High Dose","WEEK 20",0.0010314610286995,1433,-0.0104469998520821,0.0125099219094811,204.395267117744,0.0010314610286995,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",21,-0.000214421715315453,3.23382590313123e-05,"estimate","BASO","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",-0.000214421715315453,1433,-0.0135561721125694,0.0131273286819385,175.849720461778,0.000214421715315453,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",22,-0.00304655112613845,2.6176125181247e-05,"estimate","BASO","corCAR1","Placebo - Xanomeline Low Dose","WEEK 24",-0.00304655112613845,1433,-0.0150500311257401,0.0089569288734632,195.455241138885,0.00304655112613845,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",23,-0.00333723773592869,2.38565098500303e-05,"estimate","BASO","corCAR1","Placebo - Xanomeline High Dose","WEEK 24",-0.00333723773592869,1433,-0.0147965339985363,0.00812205852667896,204.737099387466,0.00333723773592869,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",24,-0.000290686609790236,3.40472502320114e-05,"estimate","BASO","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.000290686609790236,1433,-0.0139804365415723,0.0133990633219919,171.379542323203,0.000290686609790236,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",25,-0.000603280971166412,2.37262146028417e-05,"estimate","BASO","corCAR1","Placebo - Xanomeline Low Dose","WEEK 26",-0.000603280971166412,1433,-0.0120312412145744,0.0108246792722416,205.29849840712,0.000603280971166412,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",26,-0.00845955559655874,2.25889509274155e-05,"estimate","BASO","corCAR1","Placebo - Xanomeline High Dose","WEEK 26",-0.00845955559655874,1433,-0.0196102656881085,0.00269115449499104,210.403019948108,0.00845955559655874,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",27,-0.00785627462539233,3.18599809393898e-05,"estimate","BASO","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",-0.00785627462539233,1433,-0.0210989962409691,0.00538644699018444,177.164720812998,0.00785627462539233,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",28,-0.00643773081226597,1.10181992534646e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 2",-0.00643773081226597,1433,-0.0142254414192696,0.00134997979473763,301.262231767832,0.00643773081226597,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",29,-0.00302577708653656,1.10479084401185e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline High Dose","WEEK 2",-0.00302577708653656,1433,-0.0108239799159957,0.00477242574292257,300.856893458188,0.00302577708653656,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",30,0.00341195372572941,1.13630816586743e-05,"estimate","BASO","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",0.00341195372572941,1433,-0.00449669994250178,0.0113206073939606,296.655180040605,0.00341195372572941,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",31,-0.0073509710291687,1.16739621671373e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 4",-0.0073509710291687,1433,-0.0153670804083859,0.000665138350048458,292.678526057867,0.0073509710291687,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",32,-0.00738224582238037,1.16902879160106e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline High Dose","WEEK 4",-0.00738224582238037,1433,-0.0154039584091672,0.000639466764406458,292.474088599538,0.00738224582238037,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",33,-3.12747932116759e-05,1.23661186380522e-05,"estimate","BASO","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",-3.12747932116759e-05,1433,-0.00828160247740164,0.00821905289097829,284.369684167068,3.12747932116759e-05,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",34,-0.00499046784858589,1.64880548213095e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 6",-0.00499046784858589,1433,-0.0145170958064039,0.00453616010923216,246.27214248485,0.00499046784858589,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",35,-0.0101021836749383,1.6170848175584e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline High Dose","WEEK 6",-0.0101021836749383,1433,-0.0195367272251724,-0.000667640124704145,248.675843758196,0.0101021836749383,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",36,-0.00511171582635241,1.7577903649994e-05,"estimate","BASO","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",-0.00511171582635241,1433,-0.0149481577818357,0.00472472612913089,238.515419340229,0.00511171582635241,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",37,-0.0083538288357042,1.41763180641929e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 8",-0.0083538288357042,1433,-0.0171873980862169,0.000479740414808524,265.59400977037,0.0083538288357042,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",38,-0.0144990049618657,1.42864787326869e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline High Dose","WEEK 8",-0.0144990049618657,1433,-0.0233668295368564,-0.00563118038687499,264.568052512516,0.0144990049618657,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",39,-0.00614517612616147,1.56921729817377e-05,"estimate","BASO","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",-0.00614517612616147,1433,-0.0154390342229639,0.00314868197064096,252.440165686962,0.00614517612616147,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",40,-0.00503585182272664,1.55683556028794e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 12",-0.00503585182272664,1433,-0.0142929712186639,0.00422126757321061,253.442024184931,0.00503585182272664,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",41,-0.0130411624777127,1.54563858681822e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline High Dose","WEEK 12",-0.0130411624777127,1433,-0.0222649325702684,-0.0038173923851571,254.358364777702,0.0130411624777127,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",42,-0.00800531065498609,1.73833568567476e-05,"estimate","BASO","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",-0.00800531065498609,1433,-0.0177871678118602,0.00177654650188806,239.846385016896,0.00800531065498609,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",43,-0.00414625153305299,1.95469994111908e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 16",-0.00414625153305299,1433,-0.0145190166478139,0.00622651358170792,226.182994782101,0.00414625153305299,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",44,-0.00966600267677934,2.03004760249611e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline High Dose","WEEK 16",-0.00966600267677934,1433,-0.0202367965571395,0.0009047912035808,221.945778565118,0.00966600267677934,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",45,-0.00551975114372636,2.43785844055521e-05,"estimate","BASO","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",-0.00551975114372636,1433,-0.0171037561251229,0.00606425383767019,202.532982469857,0.00551975114372636,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",46,0.00111005253455179,1.98899890612699e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 20",0.00111005253455179,1433,-0.00935332187403218,0.0115734269431358,224.224326322796,0.00111005253455179,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",47,-0.000342059120405251,1.9242975515942e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline High Dose","WEEK 20",-0.000342059120405251,1433,-0.0106338418058994,0.00994972356508891,227.962749459791,0.000342059120405251,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",48,-0.00145211165495704,2.52313644791388e-05,"estimate","BASO","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",-0.00145211165495704,1433,-0.0132369834510893,0.0103327601411752,199.080916484634,0.00145211165495704,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",49,-0.00305568852718539,1.97593662915464e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 24",-0.00305568852718539,1433,-0.0134846484798371,0.00737327142546635,224.964242693383,0.00305568852718539,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",50,-0.00509544004595924,1.79162854230719e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline High Dose","WEEK 24",-0.00509544004595924,1433,-0.0150261084369571,0.00483522834503864,236.252282872993,0.00509544004595924,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",51,-0.00203975151877384,2.45123421011879e-05,"estimate","BASO","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.00203975151877384,1433,-0.0136554919418259,0.00957598890427817,201.979640761589,0.00203975151877384,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",52,-0.00198708961796443,1.88612887355051e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 26",-0.00198708961796443,1433,-0.0121762916948068,0.00820211245887793,230.257782712951,0.00198708961796443,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",53,-0.0103523396198053,1.80756593639729e-05,"estimate","BASO","corCompSymm","Placebo - Xanomeline High Dose","WEEK 26",-0.0103523396198053,1433,-0.0203270792452214,-0.000377599994389147,235.208453145968,0.0103523396198053,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",54,-0.00836525000184085,2.42720579834217e-05,"estimate","BASO","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",-0.00836525000184085,1433,-0.0199239181223249,0.00319341811864323,202.976939330071,0.00836525000184085,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",55,-0.00634034587452184,1.10457808214316e-05,"estimate","BASO","corSymm","Placebo - Xanomeline Low Dose","WEEK 2",-0.00634034587452184,1443,-0.0141377414702944,0.0014570497212507,300.885867323311,0.00634034587452184,"GitHub","CSRMLW","main","MIT"
"gh_phuse-org_CSRMLW_mixed_models_R_output_12JUL2021_pair_diff.csv","phuse-org","mixed_models/R_output/12JUL2021/pair_diff.csv","phuse-org / CSRMLW / mixed_models/R_output/12JUL2021/pair_diff.csv",56,-0.00294182823670456,1.10803857786529e-05,"estimate","BASO","corSymm","Placebo - Xanomeline High Dose","WEEK 2",-0.00294182823670456,1443,-0.0107514283810545,0.00486777190764541,300.415654237349,0.00294182823670456,"GitHub","CSRMLW","main","MIT"
