"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","es_id","study_id","author","pub_year","country","color","design","year","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","elliot2019 2019",0.0981607811299818,0.100120444236901,"from_dataset",22,7,"elliot2019",2019,"US","green","within",2019,3.16037498814183,0.0981607811299818,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","elliot2019 2019",0.107107839564903,0.0296737447068853,"from_dataset",23,7,"elliot2019",2019,"US","green","within",2019,5.80515502590133,0.107107839564903,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","gnambs2010 2010",-0.510653843361088,0.0315314257565101,"from_dataset",24,8,"gnambs2010",2010,"AT","green","between",2010,5.63155325844721,0.510653843361088,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","gnambs2010 2010",-0.0372158496299192,0.030218746140407,"from_dataset",25,8,"gnambs2010",2010,"DE","blue","between",2010,5.75256824862746,0.0372158496299192,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","gnambs2010 2010",-0.078850279289921,0.0316526532794392,"from_dataset",26,8,"gnambs2010",2010,"DE","blue","between",2010,5.62075867870855,0.078850279289921,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","gnambs2015 2015",-0.090219456061701,0.0413185521892791,"from_dataset",27,9,"gnambs2015",2015,"AT","gray","between",2015,4.9195734872499,0.090219456061701,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","hulshof2013 2013",-0.363509743482232,0.0333372535706595,"from_dataset",28,10,"hulshof2013",2013,"NL","blue","between",2013,5.47690352309594,0.363509743482232,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","larsson2015 2015",-0.119502490284579,0.0218443488826481,"from_dataset",29,11,"larsson2015",2015,"UK","green","between",2015,6.76597592170174,0.119502490284579,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","larsson2015 2015",-0.101663963870366,0.0215565322670638,"from_dataset",30,11,"larsson2015",2015,"UK","green","between",2015,6.8109948318307,0.101663963870366,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","larsson2015 2015",-0.042807984738702,0.0215337968713621,"from_dataset",31,11,"larsson2015",2015,"UK","green","between",2015,6.81458940951377,0.042807984738702,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","larsson2015 2015",0.0281742156587898,0.0215310194993583,"from_dataset",32,11,"larsson2015",2015,"UK","green","between",2015,6.81502891586244,0.0281742156587898,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","larsson2015 2015",0.0850252053604401,0.021548226716253,"from_dataset",33,11,"larsson2015",2015,"UK","green","between",2015,6.81230732065975,0.0850252053604401,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","maier2008 2008",-1.36525072486983,0.24659773854394,"from_dataset",34,12,"maier2008",2008,"DE","gray","between",2008,2.01374954471079,1.36525072486983,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","maier2008 2008",-0.959578407228105,0.202745243627692,"from_dataset",35,12,"maier2008",2008,"DE","gray","between",2008,2.22087779920387,0.959578407228105,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","pedley2016 2016",0.0180090561893402,0.0952419562631527,"from_dataset",36,13,"pedley2016",2016,"UK","blue","between",2016,3.24030466765766,0.0180090561893402,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","pedley2016 2016",0.164839261024302,0.0955615712139885,"from_dataset",37,13,"pedley2016",2016,"UK","green","between",2016,3.23488137243089,0.164839261024302,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","pedley2016 2016",-0.361786655395557,0.0967963045716941,"from_dataset",38,13,"pedley2016",2016,"UK","gray","between",2016,3.21418308543739,0.361786655395557,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","pedley2016 2016",0.0540344659092588,0.0454711347926483,"from_dataset",39,13,"pedley2016",2016,"UK","blue","between",2016,4.68956007421635,0.0540344659092588,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","pedley2016 2016",0.157876816006984,0.0455961652785938,"from_dataset",40,13,"pedley2016",2016,"UK","green","between",2016,4.68312597524394,0.157876816006984,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","pedley2016 2016",0.612821029162778,0.139592493563069,"from_dataset",41,13,"pedley2016",2016,"UK","blue","between",2016,2.6765105982051,0.612821029162778,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","pedley2016 2016",0.275832594671205,0.134601393671384,"from_dataset",42,13,"pedley2016",2016,"UK","green","between",2016,2.72568222295053,0.275832594671205,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","pedley2016 2016",0.388434946574481,0.135848028462005,"from_dataset",43,13,"pedley2016",2016,"UK","gray","between",2016,2.71314703294499,0.388434946574481,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","pedley2016 2016",-1.22135442412259,0.148307916083185,"from_dataset",44,13,"pedley2016",2016,"UK","white","between",2016,2.59667641714958,1.22135442412259,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","pedley2016 2016",0.218550654802675,0.134129406478578,"from_dataset",45,13,"pedley2016",2016,"UK","green","between",2016,2.73047370517849,0.218550654802675,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","pedley2016 2016",0.491738973306019,0.137363453631134,"from_dataset",46,13,"pedley2016",2016,"UK","white","between",2016,2.6981394958995,0.491738973306019,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","shi2015 2015",-0.566224155165362,0.0717293947749373,"from_dataset",47,14,"shi2015",2015,"CN","blue","between",2015,3.73380314158638,0.566224155165362,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","smajic2014 2014",-0.155713912790745,0.0292871280295478,"from_dataset",48,15,"smajic2014",2014,"US","green","between",2014,5.84334605824112,0.155713912790745,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","smajic2014 2014",0.0206559444173123,0.132485514221209,"from_dataset",49,15,"smajic2014",2014,"US","blue","between",2014,2.74736146296702,0.0206559444173123,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","smajic2014 2014",-0.0151059540091127,0.126987692450479,"from_dataset",50,15,"smajic2014",2014,"US","green","between",2014,2.80620364399736,0.0151059540091127,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","smajic2014 2014",0.0886227294898435,0.139019788691926,"from_dataset",51,15,"smajic2014",2014,"US","white","between",2014,2.6820179983928,0.0886227294898435,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","smajic2014 2014",0.446487932714475,0.166324691818855,"from_dataset",52,15,"smajic2014",2014,"US","blue","between",2014,2.45200660826324,0.446487932714475,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","smajic2014 2014",0.109586912399876,0.171678764998766,"from_dataset",53,15,"smajic2014",2014,"US","green","between",2014,2.4134689161448,0.109586912399876,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","smajic2014 2014",0.219234704243822,0.23929683448386,"from_dataset",54,15,"smajic2014",2014,"US","white","between",2014,2.04423831128619,0.219234704243822,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","steele2015 2015",-0.116620283285405,0.0194504861419261,"from_dataset",55,16,"steele2015",2015,"US","gray","between",2015,7.17025778607911,0.116620283285405,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","steele2015 2015",0.0727218689196921,0.0197179374563545,"from_dataset",56,16,"steele2015",2015,"US","green","between",2015,7.12146358058354,0.0727218689196921,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","steele2016 2016",-0.0592511745988299,0.0245515699871583,"from_dataset",57,17,"steele2016",2016,"US","gray","between",2016,6.38205239795777,0.0592511745988299,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","steele2016 2016",-0.0435828103802592,0.0212816475036187,"from_dataset",58,17,"steele2016",2016,"US","green","between",2016,6.85484086711487,0.0435828103802592,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","steele2017 2017",-0.0733674978356228,0.015047712010787,"from_dataset",59,18,"steele2017",2017,"US","gray","between",2017,8.15201114120269,0.0733674978356228,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","steele2017 2017",-0.0101698390169857,0.0162603728163123,"from_dataset",60,18,"steele2017",2017,"US","green","between",2017,7.84214287843455,0.0101698390169857,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","steele2018 2018",-0.0106901071679318,0.0141845997843817,"from_dataset",61,19,"steele2018",2018,"US","gray","between",2018,8.3963678418744,0.0106901071679318,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","steele2018 2018",-0.0754998958240137,0.014450910647444,"from_dataset",62,19,"steele2018",2018,"US","green","between",2018,8.31864118939226,0.0754998958240137,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","thorstenson2015 2015",-0.473122630395906,0.0501453964841021,"from_dataset",63,20,"thorstenson2015",2015,"US","green","between",2015,4.46564777351434,0.473122630395906,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","thorstenson2015 2015",-0.372063018295768,0.0474172968780529,"from_dataset",64,20,"thorstenson2015",2015,"US","gray","between",2015,4.59231430048833,0.372063018295768,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","vukovic2017 2017",0.0711048672814397,0.0416929994903704,"from_dataset",65,21,"vukovic2017",2017,"RS","black","between",2017,4.89743217138301,0.0711048672814397,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","vukovic2017 2017",0.169876745795555,0.0422618138609725,"from_dataset",66,21,"vukovic2017",2017,"RS","green","between",2017,4.86436251995257,0.169876745795555,"CRAN",NA,NA,"CRAN"
"psymetadata_gnambs2020","psymetadata","gnambs2020","Studies on the Color Red and Cognitive Performance","zhang2014 2014",-1.10909167819815,0.192293423971842,"from_dataset",67,22,"zhang2014",2014,"CN","green","between",2014,2.28043545061667,1.10909167819815,"CRAN",NA,NA,"CRAN"
