"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","author","year","ter","cer","rare_ctrl","risk_diff0","ntotal","log_ntotal","precision","abs_yi","source","repo","branch","repo_license"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Kennedy 1983",-1.09976105387198,0.26083970070074,"RR","Kennedy",1983,0.0373134328358209,0.112068965517241,FALSE,-0.0747555326814205,250,5.52146091786225,1.95800210062677,1.09976105387198,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Khaja 1983",-1.38629436111989,1.15,"RR","Khaja",1983,0.05,0.2,FALSE,-0.15,40,3.68887945411394,0.932504808240314,1.38629436111989,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Theroux 1983",0.0645385211375712,0.358333333333333,"RR","Theroux",1983,0.4,0.375,FALSE,0.025,18,2.89037175789616,1.67053813916911,0.0645385211375712,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Kolibash 1984",-0.524524468124153,0.322660098522167,"RR","Kolibash",1984,0.142857142857143,0.241379310344828,FALSE,-0.0985221674876847,57,4.04305126783455,1.76046489349302,0.524524468124153,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Leiboff 1984",0.492476485097794,0.648989898989899,"RR","Leiboff",1984,0.181818181818182,0.111111111111111,FALSE,0.0707070707070707,40,3.68887945411394,1.24131222145293,0.492476485097794,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Rentrop 1984",0.74092902601526,0.211323285093777,"RR","Rentrop",1984,0.206349206349206,0.0983606557377049,TRUE,0.107988550611501,124,4.82028156560504,2.17533588088101,0.74092902601526,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Been 1985",-1.6094379124341,2.28235294117647,"RR","Been",1985,0,0.125,FALSE,-0.125,32,3.46573590279973,0.661924716185237,1.6094379124341,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Raizner 1985",0.881199412062885,0.686945812807882,"RR","Raizner",1985,0.137931034482759,0.0571428571428571,TRUE,0.0807881773399015,64,4.15888308335967,1.20653176322115,0.881199412062885,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Verstraete 1985",-1.37079017458393,1.21899038461538,"RR","Verstraete",1985,0.015625,0.0615384615384615,TRUE,-0.0459134615384615,129,4.85981240436167,0.905732309006796,1.37079017458393,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Kersschot 1986",-2.14398006281741,1.06041666666667,"RR","Kersschot",1986,0.03125,0.266666666666667,FALSE,-0.235416666666667,62,4.12713438504509,0.971095021238936,2.14398006281741,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","ISAM 1986",-0.127727545804722,0.0320936031895619,"RR","ISAM",1986,0.0628637951105937,0.0714285714285714,TRUE,-0.00856477631797771,1741,7.46221493976819,5.58201193449639,0.127727545804722,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Netherlands 1986",-0.600683821905243,0.0745379927464129,"RR","Netherlands",1986,0.0706319702602231,0.128787878787879,FALSE,-0.0581559085276557,533,6.27852142416584,3.66278269209048,0.600683821905243,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","GISSI-1 1986",-0.189509339605216,0.00257008768762546,"RR","GISSI-1",1986,0.107167235494881,0.129528366370472,FALSE,-0.0223611308755911,11712,9.36836923620109,19.7254095691673,0.189509339605216,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Olson 1986",-0.847297860387203,1.42261904761905,"RR","Olson",1986,0.0357142857142857,0.0833333333333333,TRUE,-0.0476190476190476,52,3.95124371858143,0.83840853424383,0.847297860387203,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Ikarm 1986",-0.376746135759153,0.316000617983314,"RR","Ikarm",1986,0.0657894736842105,0.0958904109589041,TRUE,-0.0301009372746936,149,5.00394630594546,1.77891842794786,0.376746135759153,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Baroffio 1986",-2.53215953463855,2.08825475599669,"RR","Baroffio",1986,0,0.2,FALSE,-0.2,59,4.07753744390572,0.692003451211261,2.53215953463855,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Schreiber 1986",-1.09861228866811,1.2280701754386,"RR","Schreiber",1986,0.0526315789473684,0.157894736842105,FALSE,-0.105263157894737,38,3.63758615972639,0.902377811277357,1.09861228866811,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Cribeir 1986",0.0909717782057267,1.90890269151139,"RR","Cribeir",1986,0.0476190476190476,0.0434782608695652,TRUE,0.0041407867494824,44,3.78418963391826,0.723782544253862,0.0909717782057267,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Sainsous 1986",-0.693147180559945,0.459183673469388,"RR","Sainsous",1986,0.0612244897959184,0.122448979591837,FALSE,-0.0612244897959184,98,4.58496747867057,1.47572957474524,0.693147180559945,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Leizorovicz 1987",-0.105360515657826,2.55833333333333,"RR","Leizorovicz",1987,0.0256410256410256,0,TRUE,0.0256410256410256,50,3.91202300542815,0.625203549915835,0.105360515657826,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Buchalter 1987",-2.35344351022754,2.09288537549407,"RR","Buchalter",1987,0,0.227272727272727,FALSE,-0.227272727272727,43,3.76120011569356,0.691237480185515,2.35344351022754,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Julian 1987",-1.94591014905531,1.0984126984127,"RR","Julian",1987,0.0222222222222222,0.155555555555556,FALSE,-0.133333333333333,90,4.49980967033027,0.954151258594494,1.94591014905531,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Bossaert 1987",0.485507815781701,0.703525641025641,"RR","Bossaert",1987,0.0833333333333333,0.0512820512820513,TRUE,0.032051282051282,87,4.46590811865458,1.19222996971363,0.485507815781701,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Croydon 1987",-0.441832752279039,0.521428571428571,"RR","Croydon",1987,0.0857142857142857,0.133333333333333,FALSE,-0.0476190476190476,65,4.17438726989564,1.38484952943563,0.441832752279039,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Guerci 1987",-0.31015492830384,0.420959595959596,"RR","Guerci",1987,0.0555555555555556,0.0757575757575758,TRUE,-0.0202020202020202,138,4.92725368515721,1.54127378976644,0.31015492830384,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Durand 1987",-0.69887785526893,0.470279146141215,"RR","Durand",1987,0.0857142857142857,0.172413793103448,FALSE,-0.0866995073891626,64,4.15888308335967,1.45821694135156,0.69887785526893,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","White 1987",-1.74608943239487,0.565058967512239,"RR","White",1987,0.0186915887850467,0.107142857142857,FALSE,-0.0884512683578104,219,5.3890717298165,1.33031079182837,1.74608943239487,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Topol 1987",-0.693147180559945,0.78,"RR","Topol",1987,0.04,0.08,TRUE,-0.04,100,4.60517018598809,1.1322770341446,0.693147180559945,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Timmis 1987",0.485507815781701,1.36057692307692,"RR","Timmis",1987,0.125,0.0769230769230769,TRUE,0.0480769230769231,29,3.36729582998647,0.857311105816014,0.485507815781701,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Bassand 1987",-0.503526321284379,0.355444555444555,"RR","Bassand",1987,0.0769230769230769,0.127272727272727,FALSE,-0.0503496503496503,107,4.67282883446191,1.67731282187226,0.503526321284379,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Vlay 1988",-0.773189888233482,1.33974358974359,"RR","Vlay",1988,0.0769230769230769,0.166666666666667,FALSE,-0.0897435897435897,25,3.2188758248682,0.863951088461371,0.773189888233482,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Van de Werf 1988",-0.446408528164359,0.084489172330636,"RR","Van de Werf",1988,0.0507042253521127,0.0792349726775956,TRUE,-0.028530747325483,721,6.58063913728495,3.44032500618344,0.446408528164359,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","O'Rourke 1988",-0.0413852161628543,0.472401979444233,"RR","O'Rourke",1988,0.0540540540540541,0.0563380281690141,TRUE,-0.00228397411496003,145,4.97673374242057,1.45493685672292,0.0413852161628543,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Kennedy 1988",-0.424430389741016,0.131271543136733,"RR","Kennedy",1988,0.06282722513089,0.096045197740113,TRUE,-0.0332179726092229,368,5.90808293816893,2.76003573303617,0.424430389741016,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Meinertz 1988",-0.817530900247681,0.150947333996015,"RR","Meinertz",1988,0.0555555555555556,0.125827814569536,FALSE,-0.0702722590139809,313,5.74620319054015,2.57387396220945,0.817530900247681,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","ISIS-2 1988",-0.262695666998092,0.00200330575124539,"RR","ISIS-2",1988,0.0920623836126629,0.119720767888307,FALSE,-0.0276583842756442,17187,9.75190856307669,22.3422229407341,0.262695666998092,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","AIMS 1988",-0.645137961373585,0.0436593788779309,"RR","AIMS",1988,0.0637450199203187,0.121513944223108,FALSE,-0.0577689243027888,1004,6.91174730025167,4.78587359223562,0.645137961373585,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Wisenberg 1988",-1.41098697371026,0.635609756097561,"RR","Wisenberg",1988,0.0487804878048781,0.2,FALSE,-0.151219512195122,66,4.18965474202643,1.25430953203302,1.41098697371026,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","NHF-ACTG 1988",0.819518296280128,0.448407339011236,"RR","NHF-ACTG",1988,0.0958904109589041,0.0422535211267606,TRUE,0.0536368898321435,144,4.969813299576,1.49335700680603,0.819518296280128,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Brunelli 1988",-0.954161005929565,0.431661925082978,"RR","Brunelli",1988,0.0405405405405405,0.105263157894737,FALSE,-0.0647226173541963,150,5.01063529409626,1.52204722767868,0.954161005929565,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","ASSET 1988",-0.305633133102644,0.00877788026455109,"RR","ASSET",1988,0.0723370429252782,0.0981963927855711,TRUE,-0.0258593498602929,5011,8.51939077495972,10.6734586945588,0.305633133102644,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","APSIM 1989",0.214775301643693,0.2921918767507,"RR","APSIM",1989,0.0625,0.0504201680672269,TRUE,0.0120798319327731,231,5.44241771052179,1.84997530467866,0.214775301643693,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Armstrong 1989",-0.795112107216633,0.44138418079096,"RR","Armstrong",1989,0.0535714285714286,0.11864406779661,FALSE,-0.0650726392251816,115,4.74493212836325,1.50519101777814,0.795112107216633,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","TEAHAT 1990",-0.0898644459720361,0.132203352203352,"RR","TEAHAT",1990,0.094017094017094,0.102857142857143,FALSE,-0.00884004884004884,292,5.67675380226828,2.75029175124482,0.0898644459720361,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Cassagnes 1990",0.060624621816435,0.268382352941176,"RR","Cassagnes",1990,0.0625,0.0588235294117647,TRUE,0.00367647058823529,231,5.44241771052179,1.93029204973244,0.060624621816435,"CRAN",NA,NA,"CRAN"
"meta_Olkin95","meta","Olkin95","Thrombolytic Therapy after Acute Myocardial Infarction","Bonaduce 1990",0,0.9,"RR","Bonaduce",1990,0.1,0.1,TRUE,0,40,3.68887945411394,1.05409255338946,0,"CRAN",NA,NA,"CRAN"
