"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","author","te","sete","treat1","treat2","treat1long","treat2long","versus","year","precision","abs_yi","source","repo","branch","repo_license"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Belk, 1986 1986",-0.177,0.006889,"te","Belk, 1986",-0.177,0.083,"ind","tel","Individual","Telephone","ind vs tel",1986,12.0481927710843,0.177,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Ledbetter, 1984 1984",-0.008,0.053361,"te","Ledbetter, 1984",-0.008,0.231,"ind","tel","Individual","Telephone","ind vs tel",1984,4.32900432900433,0.008,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Narum, 1986 1986",0.039,0.114244,"te","Narum, 1986",0.039,0.338,"ind","tel","Individual","Telephone","ind vs tel",1986,2.9585798816568,0.039,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Breiman, 2001 2001",-0.75,0.263169,"te","Breiman, 2001",-0.75,0.513,"ind","wlc","Individual","Waitlist","Breiman, 2001",2001,1.94931773879142,0.75,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Wierenga, 2004 2004",-1.438,0.127449,"te","Wierenga, 2004",-1.438,0.357,"ind","wlc","Individual","Waitlist","ind vs wlc",2004,2.80112044817927,1.438,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Eisenberg, 1995 1995",-0.509,0.0036,"te","Eisenberg, 1995",-0.509,0.06,"ind","wlc","Individual","Waitlist","ind vs wlc",1995,16.6666666666667,0.509,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Scholer, 2017 2017",-0.965,0.196249,"te","Scholer, 2017",-0.965,0.443,"ind","wlc","Individual","Waitlist","ind vs wlc",2017,2.25733634311512,0.965,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Schlaver, 2004 2004",-1.156,0.118336,"te","Schlaver, 2004",-1.156,0.344,"ind","wlc","Individual","Waitlist","ind vs wlc",2004,2.90697674418605,1.156,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Riley, 2002 2002",-1.402,0.0784,"te","Riley, 2002",-1.402,0.28,"ind","wlc","Individual","Waitlist","ind vs wlc",2002,3.57142857142857,1.402,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Barker, 1997 1997",-0.983,0.032041,"te","Barker, 1997",-0.983,0.179,"ind","wlc","Individual","Waitlist","ind vs wlc",1997,5.58659217877095,0.983,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Dewitt, 1995 1995",-1.207,0.139876,"te","Dewitt, 1995",-1.207,0.374,"ind","wlc","Individual","Waitlist","ind vs wlc",1995,2.67379679144385,1.207,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","De Venecia, 2011 2011",-0.921,0.152881,"te","De Venecia, 2011",-0.921,0.391,"ind","wlc","Individual","Waitlist","ind vs wlc",2011,2.55754475703325,0.921,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Hiatt, 1985 1985",-0.756,0.010404,"te","Hiatt, 1985",-0.756,0.102,"ind","wlc","Individual","Waitlist","ind vs wlc",1985,9.80392156862745,0.756,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Congour, 1996 1996",-1.291,0.088209,"te","Congour, 1996",-1.291,0.297,"ind","wlc","Individual","Waitlist","ind vs wlc",1996,3.36700336700337,1.291,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Gruber, 2013 2013",-0.259,0.103684,"te","Gruber, 2013",-0.259,0.322,"ind","wlc","Individual","Waitlist","ind vs wlc",2013,3.1055900621118,0.259,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Laird, 2008 2008",-1.436,0.234256,"te","Laird, 2008",-1.436,0.484,"ind","wlc","Individual","Waitlist","ind vs wlc",2008,2.06611570247934,1.436,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Kramer, 2007 2007",-0.997,0.09,"te","Kramer, 2007",-0.997,0.3,"ind","wlc","Individual","Waitlist","ind vs wlc",2007,3.33333333333333,0.997,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Germuska, 1996 1996",-1.314,0.0441,"te","Germuska, 1996",-1.314,0.21,"ind","wlc","Individual","Waitlist","ind vs wlc",1996,4.76190476190476,1.314,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Fair, 2003 2003",-1.178,0.030625,"te","Fair, 2003",-1.178,0.175,"ind","wlc","Individual","Waitlist","ind vs wlc",2003,5.71428571428571,1.178,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Mickey, 1989 1989",-0.787,0.057121,"te","Mickey, 1989",-0.787,0.239,"ind","wlc","Individual","Waitlist","ind vs wlc",1989,4.18410041841004,0.787,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Shea, 2011 2011",-0.917,0.032761,"te","Shea, 2011",-0.917,0.181,"ind","wlc","Individual","Waitlist","ind vs wlc",2011,5.52486187845304,0.917,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Leach, 2014 2014",-0.96,0.005041,"te","Leach, 2014",-0.96,0.071,"ind","cau","Individual","Care As Usual","ind vs cau",2014,14.0845070422535,0.96,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Koslosky, 1991 1991",-1.221,0.022801,"te","Koslosky, 1991",-1.221,0.151,"ind","cau","Individual","Care As Usual","ind vs cau",1991,6.62251655629139,1.221,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Chambers, 2010 2010",-0.788,0.2304,"te","Chambers, 2010",-0.788,0.48,"ind","cau","Individual","Care As Usual","ind vs cau",2010,2.08333333333333,0.788,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Gleave, 2004 2004",-0.241,0.104329,"te","Gleave, 2004",-0.241,0.323,"ind","cau","Individual","Care As Usual","ind vs cau",2004,3.09597523219814,0.241,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Englund, 2017 2017",-0.57,0.051984,"te","Englund, 2017",-0.57,0.228,"ind","cau","Individual","Care As Usual","ind vs cau",2017,4.3859649122807,0.57,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Gilleland, 1989 1989",-0.879,0.2116,"te","Gilleland, 1989",-0.879,0.46,"ind","cau","Individual","Care As Usual","ind vs cau",1989,2.17391304347826,0.879,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Parker, 2002 2002",-0.745,0.050176,"te","Parker, 2002",-0.745,0.224,"ind","cau","Individual","Care As Usual","ind vs cau",2002,4.46428571428571,0.745,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Fergerson, 2014 2014",-0.706,0.112225,"te","Fergerson, 2014",-0.706,0.335,"ind","cau","Individual","Care As Usual","ind vs cau",2014,2.98507462686567,0.706,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Craft, 2014 2014",-1.054,0.210681,"te","Craft, 2014",-1.054,0.459,"ind","cau","Individual","Care As Usual","ind vs cau",2014,2.17864923747277,1.054,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Horton, 1985 1985",-0.562,0.186624,"te","Horton, 1985",-0.562,0.432,"ind","cau","Individual","Care As Usual","ind vs cau",1985,2.31481481481481,0.562,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Brown, 2017 2017",-0.373,0.005776,"te","Brown, 2017",-0.373,0.076,"ind","cau","Individual","Care As Usual","ind vs cau",2017,13.1578947368421,0.373,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Ancmon, 2001 2001",-0.735,0.015376,"te","Ancmon, 2001",-0.735,0.124,"ind","cau","Individual","Care As Usual","ind vs cau",2001,8.06451612903226,0.735,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Roberts, 1997 1997",-0.938,0.0484,"te","Roberts, 1997",-0.938,0.22,"ind","cau","Individual","Care As Usual","ind vs cau",1997,4.54545454545455,0.938,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Erickson, 1998 1998",-0.736,0.0841,"te","Erickson, 1998",-0.736,0.29,"ind","cau","Individual","Care As Usual","ind vs cau",1998,3.44827586206897,0.736,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Summerhays, 1987 1987",-0.608,0.099225,"te","Summerhays, 1987",-0.608,0.315,"ind","cau","Individual","Care As Usual","ind vs cau",1987,3.17460317460317,0.608,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","King, 1990 1990",-1.154,0.064009,"te","King, 1990",-1.154,0.253,"ind","cau","Individual","Care As Usual","ind vs cau",1990,3.95256916996047,1.154,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Muhlenbruck, 1998 1998",-1.003,0.020449,"te","Muhlenbruck, 1998",-1.003,0.143,"ind","cau","Individual","Care As Usual","ind vs cau",1998,6.99300699300699,1.003,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Murray, 1996 1996",-0.817,0.087616,"te","Murray, 1996",-0.817,0.296,"ind","cau","Individual","Care As Usual","ind vs cau",1996,3.37837837837838,0.817,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Shorb, 1998 1998",-0.966,0.015376,"te","Shorb, 1998",-0.966,0.124,"ind","cau","Individual","Care As Usual","ind vs cau",1998,8.06451612903226,0.966,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Fotenos, 1994 1994",-0.529,0.227529,"te","Fotenos, 1994",-0.529,0.477,"ind","cau","Individual","Care As Usual","ind vs cau",1994,2.09643605870021,0.529,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Pauly, 2003 2003",-0.604,0.008649,"te","Pauly, 2003",-0.604,0.093,"ind","cau","Individual","Care As Usual","ind vs cau",2003,10.752688172043,0.604,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Johnson, 1989 1989",-0.977,0.026896,"te","Johnson, 1989",-0.977,0.164,"ind","cau","Individual","Care As Usual","ind vs cau",1989,6.09756097560976,0.977,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Whitaker, 2017 2017",-0.667,0.039601,"te","Whitaker, 2017",-0.667,0.199,"ind","cau","Individual","Care As Usual","ind vs cau",2017,5.0251256281407,0.667,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Brown, 1985 1985",-0.663,0.032041,"te","Brown, 1985",-0.663,0.179,"ind","cau","Individual","Care As Usual","ind vs cau",1985,5.58659217877095,0.663,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Ciccone, 1997 1997",-0.621,0.137641,"te","Ciccone, 1997",-0.621,0.371,"ind","cau","Individual","Care As Usual","ind vs cau",1997,2.69541778975741,0.621,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Martin, 2017 2017",-0.636,0.017689,"te","Martin, 2017",-0.636,0.133,"ind","cau","Individual","Care As Usual","ind vs cau",2017,7.5187969924812,0.636,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","White, 2006 2006",-0.069,0.021025,"te","White, 2006",-0.069,0.145,"ind","cau","Individual","Care As Usual","ind vs cau",2006,6.89655172413793,0.069,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Silva, 1986 1986",-0.608,0.251001,"te","Silva, 1986",-0.608,0.501,"ind","cau","Individual","Care As Usual","ind vs cau",1986,1.99600798403194,0.608,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Thompson, 1998 1998",-0.223,0.017956,"te","Thompson, 1998",-0.223,0.134,"ind","cau","Individual","Care As Usual","ind vs cau",1998,7.46268656716418,0.223,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Snider, 1998 1998",-1.101,0.052441,"te","Snider, 1998",-1.101,0.229,"ind","cau","Individual","Care As Usual","ind vs cau",1998,4.36681222707424,1.101,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Harder, 2005 2005",-0.173,0.076729,"te","Harder, 2005",-0.173,0.277,"grp","gsh","Group","Guided Self-Help","grp vs gsh",2005,3.6101083032491,0.173,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Williams, 1989 1989",-0.349,0.011025,"te","Williams, 1989",-0.349,0.105,"grp","gsh","Group","Guided Self-Help","grp vs gsh",1989,9.52380952380952,0.349,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Gilstrap, 2015 2015",-0.156,0.008464,"te","Gilstrap, 2015",-0.156,0.092,"grp","gsh","Group","Guided Self-Help","grp vs gsh",2015,10.8695652173913,0.156,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Kilgore, 2003 2003",-0.337,0.123201,"te","Kilgore, 2003",-0.337,0.351,"grp","gsh","Group","Guided Self-Help","grp vs gsh",2003,2.84900284900285,0.337,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Hetherington, 2003 2003",-0.15,0.058081,"te","Hetherington, 2003",-0.15,0.241,"grp","gsh","Group","Guided Self-Help","grp vs gsh",2003,4.149377593361,0.15,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Austin, 1988 1988",-0.675,0.011664,"te","Austin, 1988",-0.675,0.108,"grp","ush","Group","Unguided Self-Help","grp vs ush",1988,9.25925925925926,0.675,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Edwards, 2010 2010",-0.0259999999999999,0.051529,"te","Edwards, 2010",-0.0259999999999999,0.227,"grp","wlc","Group","Waitlist","grp vs wlc",2010,4.40528634361233,0.0259999999999999,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Sherratt, 2000 2000",0.573,0.255025,"te","Sherratt, 2000",0.573,0.505,"grp","wlc","Group","Waitlist","grp vs wlc",2000,1.98019801980198,0.573,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Ceurvorst, 2011 2011",-1.043,0.002916,"te","Ceurvorst, 2011",-1.043,0.054,"grp","wlc","Group","Waitlist","grp vs wlc",2011,18.5185185185185,1.043,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Graham, 1986 1986",0.673,0.043264,"te","Graham, 1986",0.673,0.208,"grp","wlc","Group","Waitlist","grp vs wlc",1986,4.80769230769231,0.673,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Hughey, 2012 2012",-1.638,0.005184,"te","Hughey, 2012",-1.638,0.072,"grp","wlc","Group","Waitlist","grp vs wlc",2012,13.8888888888889,1.638,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Burges, 1993 1993",-0.356,0.007056,"te","Burges, 1993",-0.356,0.084,"grp","wlc","Group","Waitlist","grp vs wlc",1993,11.9047619047619,0.356,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Carpenter, 1994 1994",-2.705,0.189225,"te","Carpenter, 1994",-2.705,0.435,"grp","wlc","Group","Waitlist","grp vs wlc",1994,2.29885057471264,2.705,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Quick, 2006 2006",-1.548,0.227529,"te","Quick, 2006",-1.548,0.477,"grp","wlc","Group","Waitlist","grp vs wlc",2006,2.09643605870021,1.548,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Wuertz, 2016 2016",-1.644,0.238144,"te","Wuertz, 2016",-1.644,0.488,"grp","wlc","Group","Waitlist","grp vs wlc",2016,2.04918032786885,1.644,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Vaclav, 1984 1984",0.215,0.091809,"te","Vaclav, 1984",0.215,0.303,"grp","wlc","Group","Waitlist","grp vs wlc",1984,3.3003300330033,0.215,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Roberts, 1996 1996",-1.017,0.187489,"te","Roberts, 1996",-1.017,0.433,"grp","wlc","Group","Waitlist","grp vs wlc",1996,2.3094688221709,1.017,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Heath, 1998 1998",0.19,0.131769,"te","Heath, 1998",0.19,0.363,"grp","wlc","Group","Waitlist","grp vs wlc",1998,2.75482093663912,0.19,"CRAN",NA,NA,"CRAN"
